Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
REACTOME_CELL_CYCLE	0.71635964	0.67411690	0.69323747	0.56887551	0.47770733	0.62605937
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.75748405	0.70132159	0.71253633	0.46969001	0.48022139	0.624250674
BIOCARTA_RNA_PATHWAY	0.76618452	0.70254642	0.72005877	0.49732821	0.42727849	0.622679282
KEGG_THYROID_CANCER	0.76776087	0.68162616	0.72496225	0.45504893	0.47911655	0.621702952
PID_BARD1PATHWAY	0.77723373	0.68234421	0.70868275	0.47313764	0.46605419	0.621490504
PID_HDAC_CLASSIII_PATHWAY	0.77514696	0.70575958	0.72411923	0.48166062	0.42039963	0.621417204
PID_HIF1APATHWAY	0.76767030	0.70104765	0.72279364	0.49122249	0.42358822	0.62126446
SA_G1_AND_S_PHASES	0.76822248	0.69476138	0.72343042	0.48762347	0.42810783	0.620429116
BIOCARTA_ATM_PATHWAY	0.74553191	0.71020868	0.72811248	0.44456810	0.47239827	0.620163888
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.76940656	0.69921779	0.72486549	0.48202883	0.41973435	0.619050604
BIOCARTA_TID_PATHWAY	0.75895455	0.70366903	0.73031377	0.48660901	0.41434777	0.618778826
BIOCARTA_PML_PATHWAY	0.76675464	0.70712787	0.72076251	0.47983236	0.41085183	0.617065842
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.77105980	0.70397766	0.72083570	0.48359188	0.40550008	0.616993024
KEGG_P53_SIGNALING_PATHWAY	0.76676004	0.70640644	0.71720842	0.46248122	0.42888216	0.616347656
KEGG_MELANOMA	0.80681279	0.70706044	0.70946627	0.42278979	0.42969978	0.615165814
KEGG_ENDOMETRIAL_CANCER	0.81037226	0.70918876	0.68547745	0.44996644	0.41977975	0.614956932
REACTOME_CELL_CYCLE_CHECKPOINTS	0.75099775	0.70343611	0.72151640	0.49960979	0.39654542	0.614421094
KEGG_COLORECTAL_CANCER	0.79350258	0.68969799	0.72568912	0.45207664	0.41112275	0.614417816
REACTOME_PHOSPHOLIPID_METABOLISM	0.64120904	0.53419111	0.64080712	0.49780473	0.75504654	0.613811708
PID_TRAIL_PATHWAY	0.68598964	0.52093867	0.62806731	0.52973816	0.70368303	0.613683362
BIOCARTA_TEL_PATHWAY	0.76946398	0.71508922	0.72509129	0.46765992	0.38758056	0.612976994
ST_INTERLEUKIN_4_PATHWAY	0.67135131	0.52965898	0.60117819	0.52022193	0.73380310	0.611242702
KEGG_BLADDER_CANCER	0.76371075	0.68221493	0.73160552	0.44499580	0.43257305	0.61102001
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.76018951	0.70022652	0.71463620	0.47889715	0.39796728	0.610383332
KEGG_PATHWAYS_IN_CANCER	0.74089199	0.64793927	0.75238660	0.54288585	0.36424450	0.609669642
KEGG_MAPK_SIGNALING_PATHWAY	0.73397911	0.51906491	0.72548556	0.52661787	0.54311150	0.60965179
BIOCARTA_PDGF_PATHWAY	0.69581578	0.53482073	0.62649397	0.51622054	0.67244298	0.6091588
REACTOME_APOPTOSIS	0.77578765	0.67887187	0.72957939	0.49396758	0.36518247	0.608677792
PID_AP1_PATHWAY	0.76635610	0.70266795	0.71416142	0.49629446	0.35806377	0.60750874
PID_P53DOWNSTREAMPATHWAY	0.76098218	0.69942585	0.75241627	0.45904419	0.35947559	0.606268816
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.65862864	0.52177876	0.59749453	0.54726150	0.70596827	0.60622634
SA_PTEN_PATHWAY	0.67436566	0.53121201	0.61656178	0.49942263	0.70253804	0.604820024
PID_REG_GR_PATHWAY	0.76264150	0.72752551	0.72830696	0.46718281	0.33559808	0.604250972
BIOCARTA_EGF_PATHWAY	0.69575212	0.51618469	0.62366329	0.50679477	0.67647313	0.6037736
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.68018930	0.52896798	0.64722630	0.53651905	0.62474095	0.603528716
PID_VEGFR1_2_PATHWAY	0.64511974	0.60502069	0.61047726	0.46739667	0.68579611	0.602762094
REACTOME_METABOLISM_OF_PROTEINS	0.61938446	0.62368619	0.62272370	0.53396841	0.59612692	0.599177936
BIOCARTA_ACH_PATHWAY	0.66685307	0.54619280	0.60465819	0.47560971	0.70233851	0.599130456
BIOCARTA_GLEEVEC_PATHWAY	0.68680406	0.48068459	0.64638468	0.48710584	0.69273813	0.59874346
REACTOME_SIGNALING_BY_GPCR	0.67867746	0.45455981	0.66410862	0.52400652	0.66928052	0.598126586
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.66090248	0.45780212	0.59386662	0.55949327	0.71848578	0.598110054
BIOCARTA_GSK3_PATHWAY	0.65627646	0.54761056	0.60206983	0.47220861	0.71221558	0.598076208
PID_EPHRINBREVPATHWAY	0.65837676	0.50485005	0.59972368	0.55364001	0.66691609	0.596701318
KEGG_PROSTATE_CANCER	0.80585538	0.64827213	0.76202859	0.41066533	0.35593744	0.596551774
BIOCARTA_CXCR4_PATHWAY	0.63887122	0.52616286	0.60744452	0.49795478	0.70683099	0.595452874
REACTOME_IMMUNE_SYSTEM	0.64692314	0.63044180	0.65038504	0.50553079	0.54194826	0.595045806
PID_PI3KPLCTRKPATHWAY	0.65858946	0.53511745	0.62333951	0.45860011	0.69893290	0.594915886
REACTOME_PI_METABOLISM	0.64630413	0.52560263	0.59619129	0.53643078	0.66934722	0.59477521
PID_NEPHRIN_NEPH1_PATHWAY	0.67781782	0.50308790	0.62022116	0.51692852	0.64859120	0.59332932
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.67494102	0.53968529	0.60740591	0.46657780	0.67536148	0.5927943
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.69858426	0.50578599	0.62476900	0.43692876	0.69450529	0.59211466
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.65518584	0.45557229	0.59776992	0.54800803	0.69964142	0.5912355
ST_ADRENERGIC	0.65700246	0.49957307	0.61959052	0.49780201	0.67701950	0.590197512
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.65057923	0.45831656	0.59698301	0.52650014	0.71691029	0.589857846
PID_LYMPHANGIOGENESIS_PATHWAY	0.68483748	0.48161026	0.61829846	0.50367665	0.64967952	0.587620474
KEGG_WNT_SIGNALING_PATHWAY	0.75368085	0.53639785	0.73637509	0.47496116	0.43565363	0.587413716
REACTOME_IL_2_SIGNALING	0.64504098	0.49436515	0.59921880	0.48162528	0.71591991	0.587234024
BIOCARTA_NKCELLS_PATHWAY	0.64311322	0.49439205	0.59957269	0.48814388	0.70549176	0.58614272
SIG_CHEMOTAXIS	0.66802083	0.49224739	0.60110070	0.48781960	0.67826397	0.585490498
PID_CDC42_PATHWAY	0.69752764	0.54689883	0.66545356	0.46949308	0.54606421	0.585087464
PID_FASPATHWAY	0.69224142	0.50049592	0.63497967	0.55512330	0.53577695	0.583723452
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.65647302	0.56138520	0.61517159	0.47724886	0.60122585	0.582300904
SIG_CD40PATHWAYMAP	0.67712233	0.52548023	0.60700629	0.51472472	0.58627951	0.582122616
BIOCARTA_MET_PATHWAY	0.65456609	0.46447957	0.60069072	0.47605578	0.70501683	0.580161798
PID_FCER1PATHWAY	0.70414811	0.44044423	0.62468225	0.55265071	0.57826640	0.58003834
PID_HEDGEHOG_2PATHWAY	0.66681004	0.45486349	0.60559395	0.50741884	0.66290356	0.579517976
BIOCARTA_IL7_PATHWAY	0.64060396	0.41882687	0.60040741	0.53396092	0.70110389	0.57898061
KEGG_CALCIUM_SIGNALING_PATHWAY	0.58064354	0.64351486	0.61369414	0.51218568	0.54184817	0.578377278
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.65386596	0.59359179	0.59229729	0.56788086	0.48370560	0.5782683
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.64436020	0.58315643	0.61438933	0.46624127	0.57933806	0.577497058
PID_AVB3_OPN_PATHWAY	0.65035592	0.43189341	0.60480464	0.48276160	0.71571709	0.577106532
PID_IL2_STAT5PATHWAY	0.65810742	0.54552431	0.60939763	0.57270032	0.49948972	0.57704388
PID_CXCR4_PATHWAY	0.66577010	0.65947186	0.58469223	0.44452186	0.52737555	0.57636632
PID_IL2_1PATHWAY	0.65126431	0.47159809	0.59715952	0.45066441	0.70684153	0.575505572
PID_TRKRPATHWAY	0.64610320	0.60405796	0.59318247	0.56721456	0.46562951	0.57523754
PID_MET_PATHWAY	0.68760005	0.52860274	0.67998013	0.42172453	0.55516172	0.574613834
BIOCARTA_HER2_PATHWAY	0.65527081	0.57566054	0.59796154	0.55476919	0.48877309	0.574487034
ST_B_CELL_ANTIGEN_RECEPTOR	0.65530139	0.48503968	0.61784375	0.50566142	0.60769511	0.57430827
BIOCARTA_FCER1_PATHWAY	0.66085749	0.45722113	0.61070375	0.49746173	0.64310470	0.57386976
PID_NFKAPPABATYPICALPATHWAY	0.64138915	0.51827451	0.60478049	0.56896293	0.53482779	0.573646974
PID_FGF_PATHWAY	0.69977381	0.49703133	0.64974716	0.44412841	0.57251753	0.572639648
BIOCARTA_IGF1_PATHWAY	0.64632848	0.53438440	0.59647987	0.55780678	0.52778541	0.572556988
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.76380599	0.51545936	0.72338476	0.48570647	0.37237706	0.572146728
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.68514881	0.48592858	0.61910171	0.45674089	0.61379894	0.572143786
BIOCARTA_TCR_PATHWAY	0.66929299	0.47200963	0.62926121	0.51565438	0.57155348	0.571554338
KEGG_ERBB_SIGNALING_PATHWAY	0.65840534	0.53737701	0.61852836	0.49056173	0.55133591	0.57124167
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.66385578	0.54215758	0.63387459	0.45987664	0.55427777	0.570808472
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.66298488	0.55846626	0.52173881	0.50846037	0.59389344	0.569108752
KEGG_FOCAL_ADHESION	0.50997858	0.60155359	0.61484682	0.50677542	0.60829697	0.568290276
BIOCARTA_AKT_PATHWAY	0.66517361	0.55527302	0.61321546	0.49080605	0.51565373	0.568024374
BIOCARTA_ERK5_PATHWAY	0.68002937	0.53605458	0.60716852	0.49408468	0.52072791	0.567613012
REACTOME_NEURONAL_SYSTEM	0.61589758	0.45452234	0.66277938	0.60139596	0.50212111	0.567343274
PID_ERBB1_DOWNSTREAM_PATHWAY	0.69433088	0.51691298	0.62366759	0.45493715	0.54647989	0.567265698
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.65192707	0.49987056	0.58877227	0.55810703	0.53547568	0.566830522
BIOCARTA_GCR_PATHWAY	0.65979652	0.53984391	0.61229837	0.49800239	0.52240592	0.566469422
REACTOME_TIE2_SIGNALING	0.64050751	0.51521716	0.59208922	0.55415096	0.52946469	0.566285908
REACTOME_INNATE_IMMUNE_SYSTEM	0.49480765	0.56549994	0.58076977	0.51504049	0.67419682	0.566062934
REACTOME_HEMOSTASIS	0.74617161	0.51116540	0.71139431	0.54094570	0.31874157	0.565683718
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.64629708	0.48998303	0.61334150	0.55712334	0.51990097	0.565329184
REACTOME_CELL_CYCLE_MITOTIC	0.47746326	0.61062802	0.59938341	0.46423544	0.67444012	0.56523005
PID_RET_PATHWAY	0.64636262	0.56210362	0.59092909	0.52502859	0.50088771	0.565062326
PID_CXCR3PATHWAY	0.67935353	0.53972486	0.61564064	0.51400247	0.47638778	0.565021856
PID_IL5_PATHWAY	0.65488595	0.48487053	0.59747176	0.55158577	0.53448612	0.564660026
SA_TRKA_RECEPTOR	0.65543959	0.52542324	0.60085458	0.50508360	0.53614361	0.564588924
BIOCARTA_TFF_PATHWAY	0.67120014	0.53577961	0.61264401	0.48277344	0.51937396	0.564354232
PID_INSULIN_PATHWAY	0.67538853	0.55898634	0.60730722	0.50375574	0.47607887	0.56430334
BIOCARTA_BAD_PATHWAY	0.67341186	0.55267019	0.61342158	0.47756421	0.50254546	0.56392266
PID_ERBB1_INTERNALIZATION_PATHWAY	0.64611434	0.50229451	0.60080006	0.58186095	0.48637756	0.563489484
BIOCARTA_LONGEVITY_PATHWAY	0.67077307	0.50682959	0.60645725	0.50258951	0.52977892	0.563285668
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.64935949	0.49436120	0.60311568	0.55574562	0.51354693	0.563225784
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.67997372	0.54121428	0.60452885	0.50381396	0.48478609	0.56286338
ST_INTEGRIN_SIGNALING_PATHWAY	0.67997088	0.55194089	0.60181093	0.47146705	0.50869423	0.562776796
BIOCARTA_TPO_PATHWAY	0.66047456	0.51615476	0.59809302	0.53554864	0.50185634	0.562425464
PID_ER_NONGENOMIC_PATHWAY	0.67087657	0.50894328	0.61334647	0.54299661	0.47537876	0.562308338
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.65971277	0.49846216	0.59407751	0.54573343	0.51059563	0.5617163
PID_THROMBIN_PAR1_PATHWAY	0.65092596	0.41323802	0.58928969	0.47658530	0.67535419	0.561078632
PID_AR_NONGENOMIC_PATHWAY	0.67693915	0.51279406	0.61337064	0.50914574	0.49115977	0.560681872
PID_IGF1_PATHWAY	0.66986168	0.52005990	0.61289472	0.50078275	0.49853190	0.56042619
PID_FAK_PATHWAY	0.66728845	0.45888916	0.59991896	0.50050996	0.57513197	0.5603477
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.65085137	0.54968004	0.59466104	0.54620704	0.45892850	0.560065598
PID_IL6_7PATHWAY	0.64972558	0.47326110	0.61756995	0.46870528	0.59097327	0.560047036
BIOCARTA_PTEN_PATHWAY	0.68349565	0.53370216	0.61313848	0.48523746	0.48411012	0.559936774
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.66049757	0.52733739	0.60505564	0.51884579	0.48712721	0.55977272
PID_RAC1_PATHWAY	0.60148976	0.48096988	0.60187878	0.47649404	0.63743400	0.559653292
REACTOME_DNA_REPLICATION	0.48534058	0.60161098	0.55861189	0.53823884	0.61431738	0.559623934
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.65051340	0.48463151	0.62714080	0.48985974	0.54120525	0.55867014
KEGG_ACUTE_MYELOID_LEUKEMIA	0.66965200	0.49126912	0.63693429	0.55751055	0.43673210	0.558419612
REACTOME_MITOTIC_G2_G2_M_PHASES	0.50220954	0.58906605	0.58825655	0.46394136	0.64744812	0.558184324
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.69869145	0.54486723	0.63199192	0.47144587	0.44343181	0.558085656
REACTOME_PI3K_CASCADE	0.65333920	0.53345131	0.58378017	0.54256026	0.47569144	0.557764476
PID_IL1PATHWAY	0.64403905	0.52131564	0.58666122	0.56219785	0.47244473	0.557331698
BIOCARTA_IL2RB_PATHWAY	0.65511411	0.54693844	0.60910002	0.48021579	0.49179634	0.55663294
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.67399861	0.54065712	0.62048388	0.42157553	0.52609390	0.556561808
PID_AVB3_INTEGRIN_PATHWAY	0.65036618	0.44453843	0.59309449	0.48974534	0.60481507	0.556511902
BIOCARTA_IGF1R_PATHWAY	0.64900522	0.50637671	0.60614921	0.52056588	0.49918988	0.55625738
BIOCARTA_RACCYCD_PATHWAY	0.66246657	0.50300683	0.62036920	0.50344045	0.49115737	0.556088084
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.60472184	0.49424617	0.59421828	0.47839272	0.60743525	0.555802852
PID_VEGFR1_PATHWAY	0.65654640	0.55428079	0.61090816	0.46044998	0.49552089	0.555541244
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.65887161	0.53198923	0.59708784	0.49901012	0.49047864	0.555487488
PID_TCPTP_PATHWAY	0.65005028	0.53230784	0.60146669	0.51779084	0.47534325	0.55539178
PID_BCR_5PATHWAY	0.69684398	0.50171289	0.63738675	0.46993634	0.47029946	0.555235884
BIOCARTA_RAC1_PATHWAY	0.67097996	0.44555643	0.61293031	0.49620570	0.54985882	0.555106244
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.62843916	0.49656832	0.59483651	0.50549947	0.55001158	0.555071008
BIOCARTA_HCMV_PATHWAY	0.66796915	0.53322504	0.63883102	0.48640164	0.44609323	0.554504016
BIOCARTA_INSULIN_PATHWAY	0.64103612	0.46028800	0.59388755	0.56691387	0.50961832	0.554348772
PID_IL3_PATHWAY	0.65171834	0.47645083	0.59893415	0.53129943	0.51326524	0.554333598
PID_GMCSF_PATHWAY	0.65771403	0.49243742	0.60415910	0.52711934	0.48877354	0.554040686
PID_EPHBFWDPATHWAY	0.65216054	0.52190658	0.59150857	0.51453305	0.48882115	0.553785978
REACTOME_NEPHRIN_INTERACTIONS	0.63782806	0.53775812	0.59927736	0.48963400	0.50292005	0.553483518
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.66403444	0.49948773	0.60090557	0.55981412	0.44307537	0.553463446
BIOCARTA_TRKA_PATHWAY	0.66516141	0.50801201	0.61285248	0.45477278	0.52542821	0.553245378
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.66463892	0.51837711	0.60536548	0.47907755	0.49582954	0.55265772
KEGG_ENDOCYTOSIS	0.48754455	0.48967111	0.49068505	0.54335592	0.75165532	0.55258239
KEGG_LYSINE_DEGRADATION	0.53683341	0.58286253	0.56600874	0.47357428	0.60219210	0.552294212
REACTOME_SIGNALING_BY_RHO_GTPASES	0.60627335	0.50623020	0.57716361	0.50642479	0.56535397	0.552289184
PID_NCADHERINPATHWAY	0.64566655	0.50701760	0.58807651	0.51488529	0.50324479	0.551778148
KEGG_MTOR_SIGNALING_PATHWAY	0.66984694	0.53622008	0.60560437	0.47952187	0.46698768	0.551636188
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.47109177	0.58805877	0.51056434	0.53456114	0.65356704	0.551568612
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.64258713	0.47590792	0.60597246	0.55359398	0.47504613	0.550621524
REACTOME_PI3K_AKT_ACTIVATION	0.66824364	0.50895815	0.61063530	0.49744117	0.46634085	0.550323822
SIG_BCR_SIGNALING_PATHWAY	0.66134679	0.51134023	0.60524029	0.50978108	0.46290995	0.550123668
BIOCARTA_CERAMIDE_PATHWAY	0.57829454	0.47007373	0.57570887	0.46605777	0.66031150	0.550089282
PID_NECTIN_PATHWAY	0.67854835	0.53101512	0.61084907	0.50764831	0.42160328	0.549932826
BIOCARTA_CREB_PATHWAY	0.65404317	0.52387438	0.61784172	0.46223731	0.49048530	0.549696376
REACTOME_MITOTIC_M_M_G1_PHASES	0.49794805	0.59212809	0.49316374	0.55283847	0.61164653	0.549544976
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.64934865	0.49380704	0.59133142	0.56132390	0.44818046	0.548798294
PID_ERBB4_PATHWAY	0.65938039	0.46761206	0.60308598	0.53617741	0.47739275	0.548729718
BIOCARTA_NFAT_PATHWAY	0.64791004	0.51059218	0.60951487	0.49011121	0.47906173	0.547438006
BIOCARTA_MTOR_PATHWAY	0.68368921	0.49035072	0.61066308	0.47317750	0.47841137	0.547258376
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.51837836	0.47931317	0.56536147	0.51142795	0.66138235	0.54717266
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.65631834	0.53037829	0.62226291	0.47077181	0.45558080	0.54706243
BIOCARTA_EDG1_PATHWAY	0.66526888	0.51545776	0.60912151	0.45507879	0.48980232	0.546945852
PID_REELINPATHWAY	0.65460669	0.52236074	0.61473760	0.46940347	0.47167079	0.546555858
PID_EPHA2_FWDPATHWAY	0.65635944	0.43386432	0.58956104	0.52199399	0.53078842	0.546513442
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.64264284	0.51698424	0.61708108	0.47001098	0.48477530	0.546298888
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.59096691	0.49061835	0.58195755	0.46663694	0.60071525	0.546179
REACTOME_PI_3K_CASCADE	0.67655056	0.49299021	0.61562567	0.49079852	0.45460229	0.54611345
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.61899761	0.47037337	0.56005109	0.49584891	0.58455755	0.545965706
REACTOME_DNA_REPAIR	0.48604884	0.60402891	0.55948105	0.48736780	0.59246293	0.545877906
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.66889570	0.50941837	0.61469908	0.43135758	0.50458660	0.545791466
PID_IL4_2PATHWAY	0.67541647	0.48188890	0.61209682	0.51724422	0.44184599	0.54569848
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.68193662	0.44701550	0.65042757	0.49962088	0.44892392	0.545584898
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.52110528	0.47810269	0.50593529	0.53967690	0.68301589	0.54556721
PID_PDGFRAPATHWAY	0.65953057	0.52330387	0.59474171	0.43994623	0.50962313	0.545429102
BIOCARTA_STRESS_PATHWAY	0.55851236	0.47225248	0.56716465	0.46653370	0.66148383	0.545189404
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	0.67023881	0.49938377	0.60621445	0.48306473	0.46602652	0.544985656
REACTOME_CD28_CO_STIMULATION	0.66172738	0.48476839	0.61406910	0.47498822	0.48877956	0.54486653
ST_GA13_PATHWAY	0.49561833	0.49706706	0.56660178	0.45819140	0.70667274	0.544830262
REACTOME_TCR_SIGNALING	0.66681025	0.46163962	0.60294059	0.53009114	0.46226615	0.54474955
PID_NETRIN_PATHWAY	0.63905623	0.55565453	0.59857161	0.43247373	0.49682941	0.544517102
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.65809842	0.46392482	0.59403397	0.51721337	0.48778808	0.544211732
PID_TCRJNKPATHWAY	0.55541087	0.47456652	0.56918471	0.46389928	0.65758149	0.544128574
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.66300804	0.52912976	0.61821340	0.43794209	0.47133471	0.5439256
PID_PTP1BPATHWAY	0.65459159	0.49628771	0.60972785	0.49159144	0.46730318	0.543900354
BIOCARTA_EIF4_PATHWAY	0.67607269	0.47054380	0.61081578	0.48429620	0.47640253	0.5436262
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.65847434	0.48057477	0.63358430	0.52895106	0.41590986	0.543498866
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.63514250	0.51231717	0.59805818	0.54087564	0.42974570	0.543227838
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.51920393	0.43003089	0.57593682	0.53741664	0.65289431	0.543096518
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.64329660	0.56755062	0.62628169	0.48268781	0.39387482	0.542738308
REACTOME_POTASSIUM_CHANNELS	0.49119021	0.48831877	0.57835765	0.56929757	0.58291634	0.542016108
KEGG_RENAL_CELL_CARCINOMA	0.64898811	0.51309053	0.61065125	0.47149116	0.46564982	0.541974174
PID_ERBB2ERBB3PATHWAY	0.65307439	0.50322839	0.61126144	0.48723546	0.45152510	0.541264956
BIOCARTA_HDAC_PATHWAY	0.66472250	0.42728379	0.60291788	0.51181626	0.49920010	0.541188106
KEGG_OLFACTORY_TRANSDUCTION	0.60746199	0.49866031	0.61480391	0.47570109	0.50914734	0.541154928
BIOCARTA_IGF1MTOR_PATHWAY	0.67854508	0.45511205	0.61277535	0.47606724	0.48174395	0.540848734
