Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.10	0.24	0.13	0.18	0.19	0.168
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.18	0.01	0.20	0.16	0.32	0.174
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.00	0.08	0.14	0.69	0.00	0.182
KEGG_ALLOGRAFT_REJECTION	0.00	0.07	0.04	0.80	0.00	0.182
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.07	0.20	0.15	0.49	0.01	0.184
PID_INTEGRIN2_PATHWAY	0.04	0.15	0.05	0.53	0.15	0.184
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.03	0.12	0.14	0.64	0.00	0.186
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.03	0.64	0.08	0.12	0.09	0.192
BIOCARTA_THELPER_PATHWAY	0.07	0.08	0.02	0.76	0.04	0.194
PID_INTEGRIN4_PATHWAY	0.20	0.02	0.08	0.00	0.70	0.2
BIOCARTA_EXTRINSIC_PATHWAY	0.03	0.24	0.37	0.22	0.16	0.204
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.07	0.12	0.10	0.75	0.00	0.208
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.03	0.40	0.40	0.14	0.07	0.208
REACTOME_PHASE_II_CONJUGATION	0.10	0.27	0.06	0.28	0.33	0.208
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.22	0.01	0.09	0.52	0.22	0.212
REACTOME_GPCR_LIGAND_BINDING	0.67	0.00	0.01	0.39	0.00	0.214
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.00	0.62	0.18	0.12	0.17	0.218
REACTOME_AMINE_DERIVED_HORMONES	0.46	0.13	0.25	0.05	0.20	0.218
BIOCARTA_TH1TH2_PATHWAY	0.17	0.31	0.34	0.29	0.00	0.222
BIOCARTA_GRANULOCYTES_PATHWAY	0.03	0.17	0.60	0.22	0.10	0.224
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.39	0.01	0.00	0.25	0.50	0.23
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.17	0.06	0.02	0.87	0.03	0.23
PID_INTEGRIN1_PATHWAY	0.01	0.84	0.08	0.03	0.19	0.23
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.13	0.24	0.23	0.40	0.16	0.232
PID_IL12_STAT4PATHWAY	0.42	0.41	0.23	0.16	0.00	0.244
KEGG_TYPE_I_DIABETES_MELLITUS	0.03	0.16	0.22	0.76	0.06	0.246
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.23	0.13	0.29	0.48	0.10	0.246
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.15	0.18	0.53	0.29	0.09	0.248
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.08	0.07	0.06	0.41	0.62	0.248
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.30	0.15	0.20	0.51	0.08	0.248
REACTOME_GLUTATHIONE_CONJUGATION	0.50	0.34	0.04	0.27	0.10	0.25
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	0.33	0.04	0.47	0.02	0.42	0.256
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.36	0.32	0.11	0.31	0.21	0.262
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	0.23	0.28	0.51	0.07	0.25	0.268
PID_SYNDECAN_4_PATHWAY	0.42	0.61	0.21	0.05	0.06	0.27
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.08	0.12	0.23	0.69	0.24	0.272
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.23	0.18	0.43	0.11	0.42	0.274
PID_SYNDECAN_3_PATHWAY	0.60	0.15	0.36	0.18	0.09	0.276
BIOCARTA_PITX2_PATHWAY	0.61	0.33	0.18	0.16	0.11	0.278
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.16	0.22	0.13	0.18	0.73	0.284
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	0.42	0.08	0.11	0.69	0.14	0.288
BIOCARTA_ASBCELL_PATHWAY	0.36	0.28	0.08	0.69	0.04	0.29
REACTOME_COMPLEMENT_CASCADE	0.25	0.29	0.40	0.41	0.10	0.29
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.25	0.08	0.43	0.49	0.20	0.29
REACTOME_BETA_DEFENSINS	0.00	0.30	0.29	0.16	0.72	0.294
BIOCARTA_ERYTH_PATHWAY	0.22	0.43	0.60	0.12	0.11	0.296
KEGG_BLADDER_CANCER	0.58	0.03	0.79	0.01	0.07	0.296
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	0.46	0.23	0.36	0.37	0.07	0.298
KEGG_LEISHMANIA_INFECTION	0.19	0.25	0.87	0.07	0.11	0.298
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.58	0.17	0.02	0.62	0.11	0.3
KEGG_FOCAL_ADHESION	0.31	0.02	0.96	0.04	0.19	0.304
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.31	0.74	0.44	0.02	0.01	0.304
REACTOME_MUSCLE_CONTRACTION	0.51	0.12	0.42	0.05	0.43	0.306
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.23	0.33	0.49	0.17	0.31	0.306
BIOCARTA_PLATELETAPP_PATHWAY	0.60	0.15	0.51	0.12	0.16	0.308
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.43	0.21	0.13	0.24	0.55	0.312
PID_PI3KPLCTRKPATHWAY	0.77	0.12	0.55	0.01	0.12	0.314
KEGG_OLFACTORY_TRANSDUCTION	0.47	0.30	0.26	0.44	0.11	0.316
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.08	0.17	0.38	0.92	0.03	0.316
REACTOME_DEFENSINS	0.03	0.41	0.52	0.35	0.28	0.318
BIOCARTA_LAIR_PATHWAY	0.25	0.31	0.72	0.08	0.23	0.318
REACTOME_ETHANOL_OXIDATION	0.08	0.11	0.06	0.86	0.49	0.32
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.24	0.06	0.79	0.16	0.35	0.32
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.14	0.12	0.11	0.93	0.30	0.32
KEGG_GLUTATHIONE_METABOLISM	0.72	0.17	0.01	0.24	0.47	0.322
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	0.56	0.09	0.13	0.33	0.50	0.322
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.42	0.21	0.50	0.44	0.05	0.324
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	0.33	0.60	0.01	0.07	0.61	0.324
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.23	0.20	0.16	0.53	0.51	0.326
PID_SYNDECAN_2_PATHWAY	0.30	0.09	0.13	0.27	0.84	0.326
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.33	0.51	0.02	0.01	0.76	0.326
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	0.13	0.08	0.05	0.63	0.76	0.33
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.56	0.60	0.29	0.05	0.15	0.33
REACTOME_INTERFERON_GAMMA_SIGNALING	0.10	0.36	0.68	0.18	0.34	0.332
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.48	0.24	0.60	0.27	0.07	0.332
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.08	0.40	0.55	0.59	0.05	0.334
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.78	0.15	0.42	0.22	0.11	0.336
REACTOME_OPSINS	0.66	0.10	0.18	0.63	0.12	0.338
PID_UPA_UPAR_PATHWAY	0.25	0.06	0.48	0.35	0.56	0.34
BIOCARTA_NKT_PATHWAY	0.06	0.15	0.56	0.70	0.23	0.34
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.19	0.00	0.55	0.04	0.92	0.34
PID_MYC_REPRESSPATHWAY	0.21	0.04	0.74	0.21	0.51	0.342
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.66	0.07	0.30	0.30	0.39	0.344
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	0.42	0.66	0.14	0.48	0.03	0.346
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.37	0.36	0.13	0.22	0.68	0.352
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.52	0.73	0.23	0.24	0.04	0.352
PID_SYNDECAN_1_PATHWAY	0.12	0.23	0.00	0.84	0.57	0.352
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.32	0.50	0.45	0.34	0.15	0.352
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.42	0.37	0.34	0.56	0.08	0.354
BIOCARTA_IL5_PATHWAY	0.15	0.30	0.36	0.53	0.43	0.354
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.71	0.21	0.43	0.35	0.08	0.356
KEGG_TASTE_TRANSDUCTION	0.29	0.08	0.19	0.25	0.99	0.36
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.74	0.07	0.29	0.39	0.32	0.362
BIOCARTA_TOB1_PATHWAY	0.39	0.29	0.56	0.54	0.04	0.364
REACTOME_GAP_JUNCTION_ASSEMBLY	0.23	0.74	0.16	0.12	0.58	0.366
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	0.48	0.26	0.16	0.45	0.49	0.368
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.10	0.88	0.05	0.11	0.70	0.368
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.45	0.33	0.27	0.75	0.04	0.368
BIOCARTA_ETC_PATHWAY	0.36	0.08	0.73	0.62	0.07	0.372
REACTOME_COMMON_PATHWAY	0.07	0.77	0.18	0.69	0.17	0.376
PID_IL4_2PATHWAY	0.00	0.50	0.76	0.34	0.28	0.376
PID_GLYPICAN_1PATHWAY	0.09	0.48	0.61	0.44	0.27	0.378
REACTOME_SHC_MEDIATED_CASCADE	0.52	0.79	0.36	0.08	0.15	0.38
REACTOME_AXON_GUIDANCE	0.75	0.00	0.11	0.41	0.63	0.38
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.86	0.34	0.00	0.62	0.08	0.38
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.95	0.20	0.62	0.10	0.04	0.382
PID_DELTANP63PATHWAY	0.01	0.75	0.68	0.46	0.01	0.382
REACTOME_GLYCOPROTEIN_HORMONES	0.60	0.24	0.25	0.80	0.03	0.384
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.10	0.40	0.38	0.84	0.20	0.384
REACTOME_NCAM1_INTERACTIONS	0.74	0.06	0.06	0.92	0.14	0.384
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.26	0.49	0.52	0.51	0.15	0.386
REACTOME_PECAM1_INTERACTIONS	0.52	0.08	0.73	0.01	0.59	0.386
PID_TRKRPATHWAY	0.95	0.23	0.38	0.33	0.05	0.388
BIOCARTA_INTEGRIN_PATHWAY	0.32	0.44	0.67	0.13	0.39	0.39
BIOCARTA_IL12_PATHWAY	0.51	0.62	0.30	0.46	0.06	0.39
PID_RAS_PATHWAY	0.42	0.20	0.53	0.62	0.19	0.392
REACTOME_CELL_JUNCTION_ORGANIZATION	0.19	0.74	0.21	0.33	0.49	0.392
BIOCARTA_INFLAM_PATHWAY	0.07	0.69	0.67	0.29	0.24	0.392
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.71	0.75	0.25	0.14	0.12	0.394
REACTOME_SEMAPHORIN_INTERACTIONS	0.42	0.00	0.61	0.35	0.59	0.394
KEGG_COLORECTAL_CANCER	0.84	0.32	0.47	0.01	0.33	0.394
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.24	0.89	0.13	0.07	0.65	0.396
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	0.58	0.51	0.43	0.16	0.31	0.398
REACTOME_CS_DS_DEGRADATION	0.23	0.60	0.60	0.02	0.55	0.4
PID_P38GAMMADELTAPATHWAY	0.68	0.15	0.55	0.51	0.12	0.402
PID_ATF2_PATHWAY	0.06	0.12	0.31	0.68	0.84	0.402
KEGG_HOMOLOGOUS_RECOMBINATION	0.56	0.27	0.56	0.49	0.14	0.404
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.18	0.28	0.50	0.16	0.90	0.404
PID_CMYB_PATHWAY	0.74	0.40	0.62	0.21	0.05	0.404
BIOCARTA_COMP_PATHWAY	0.42	0.27	0.54	0.69	0.10	0.404
PID_AP1_PATHWAY	0.28	0.36	0.59	0.47	0.33	0.406
REACTOME_P2Y_RECEPTORS	0.47	0.10	0.73	0.27	0.47	0.408
BIOCARTA_WNT_PATHWAY	0.75	0.42	0.67	0.05	0.15	0.408
BIOCARTA_LECTIN_PATHWAY	0.53	0.13	0.66	0.48	0.25	0.41
PID_FRA_PATHWAY	0.62	0.41	0.51	0.42	0.09	0.41
REACTOME_XENOBIOTICS	0.73	0.73	0.48	0.07	0.04	0.41
REACTOME_GLUCONEOGENESIS	0.58	0.30	0.45	0.32	0.41	0.412
BIOCARTA_INTRINSIC_PATHWAY	0.33	0.93	0.51	0.17	0.12	0.412
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.04	0.80	0.34	0.40	0.49	0.414
KEGG_AXON_GUIDANCE	0.16	0.32	0.65	0.55	0.39	0.414
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.43	0.26	0.05	0.86	0.47	0.414
KEGG_CALCIUM_SIGNALING_PATHWAY	0.83	0.03	0.06	0.53	0.62	0.414
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.17	0.84	0.13	0.14	0.79	0.414
PID_VEGF_VEGFR_PATHWAY	0.33	0.74	0.89	0.08	0.03	0.414
REACTOME_REGULATION_OF_APOPTOSIS	0.99	0.23	0.18	0.62	0.06	0.416
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.42	0.47	0.04	0.79	0.37	0.418
KEGG_THYROID_CANCER	0.92	0.16	0.71	0.22	0.08	0.418
KEGG_GLIOMA	1.00	0.20	0.86	0.01	0.02	0.418
BIOCARTA_CLASSIC_PATHWAY	0.18	0.58	0.39	0.12	0.83	0.42
KEGG_ASTHMA	0.07	0.92	0.47	0.64	0.00	0.42
KEGG_RETINOL_METABOLISM	0.30	0.26	0.54	0.61	0.39	0.42
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.26	0.16	0.70	0.56	0.42	0.42
REACTOME_IL_2_SIGNALING	0.45	0.46	0.61	0.40	0.19	0.422
PID_INTEGRIN5_PATHWAY	0.33	0.76	0.26	0.12	0.65	0.424
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.09	0.28	0.13	0.83	0.79	0.424
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.06	0.92	0.00	0.36	0.79	0.426
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.62	0.54	0.64	0.00	0.33	0.426
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.38	0.01	0.13	0.85	0.77	0.428
KEGG_LINOLEIC_ACID_METABOLISM	0.87	0.21	0.48	0.53	0.05	0.428
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.42	0.79	0.52	0.08	0.33	0.428
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING	0.53	0.31	0.64	0.62	0.04	0.428
REACTOME_TRYPTOPHAN_CATABOLISM	0.42	0.07	0.02	0.94	0.69	0.428
REACTOME_BASIGIN_INTERACTIONS	0.71	0.38	0.10	0.88	0.08	0.43
REACTOME_INTRINSIC_PATHWAY	0.33	0.99	0.36	0.08	0.39	0.43
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.26	0.31	0.77	0.65	0.16	0.43
KEGG_VIBRIO_CHOLERAE_INFECTION	0.99	0.25	0.15	0.75	0.02	0.432
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.30	0.48	0.61	0.47	0.31	0.434
PID_ANTHRAXPATHWAY	0.47	0.17	0.14	0.63	0.76	0.434
BIOCARTA_NUCLEARRS_PATHWAY	0.84	0.01	0.60	0.30	0.42	0.434
BIOCARTA_NO1_PATHWAY	0.42	0.38	0.56	0.62	0.20	0.436
BIOCARTA_NO2IL12_PATHWAY	0.74	0.41	0.36	0.64	0.03	0.436
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.87	0.12	0.52	0.59	0.08	0.436
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	0.33	1.00	0.18	0.02	0.65	0.436
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.79	0.07	0.00	0.86	0.46	0.436
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.46	0.64	0.38	0.47	0.24	0.438
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.76	0.68	0.05	0.12	0.58	0.438
PID_WNT_SIGNALING_PATHWAY	0.48	0.45	0.30	0.63	0.35	0.442
PID_LPA4_PATHWAY	0.48	0.15	0.74	0.24	0.60	0.442
PID_NOTCH_PATHWAY	0.99	0.01	0.45	0.52	0.24	0.442
PID_IL27PATHWAY	0.25	0.38	0.56	0.88	0.15	0.444
KEGG_GALACTOSE_METABOLISM	0.67	0.23	0.45	0.67	0.20	0.444
PID_NETRIN_PATHWAY	0.92	0.40	0.22	0.61	0.08	0.446
REACTOME_ENDOGENOUS_STEROLS	0.60	0.28	0.53	0.66	0.16	0.446
BIOCARTA_ACH_PATHWAY	0.87	0.15	0.72	0.18	0.31	0.446
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	0.33	0.99	0.33	0.00	0.58	0.446
REACTOME_SEROTONIN_RECEPTORS	0.83	0.66	0.02	0.36	0.37	0.448
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.66	0.31	1.00	0.26	0.01	0.448
KEGG_ARACHIDONIC_ACID_METABOLISM	0.46	0.50	0.30	0.11	0.88	0.45
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.54	0.45	0.13	0.91	0.23	0.452
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.17	0.92	0.21	0.17	0.79	0.452
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.75	0.26	0.91	0.18	0.16	0.452
REACTOME_CELL_CELL_COMMUNICATION	0.19	0.84	0.72	0.17	0.34	0.452
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	0.22	0.24	0.36	0.70	0.74	0.452
PID_PS1PATHWAY	0.80	0.37	0.77	0.18	0.15	0.454
REACTOME_STEROID_HORMONES	0.52	0.41	0.55	0.75	0.04	0.454
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.42	0.69	0.89	0.16	0.11	0.454
PID_FAK_PATHWAY	0.91	0.29	0.89	0.03	0.15	0.454
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.17	0.75	0.95	0.08	0.33	0.456
PID_CD8TCRPATHWAY	0.59	0.20	0.88	0.43	0.18	0.456
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.42	0.30	0.29	0.54	0.73	0.456
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.25	1.00	0.02	0.01	1.00	0.456
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	0.28	0.63	0.03	0.55	0.80	0.458
PID_TRAIL_PATHWAY	0.52	0.21	0.08	0.49	0.99	0.458
REACTOME_AMYLOIDS	0.01	0.98	0.31	0.55	0.44	0.458
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.93	0.20	0.48	0.62	0.07	0.46
BIOCARTA_FEEDER_PATHWAY	0.48	0.74	1.00	0.02	0.06	0.46
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.25	0.99	0.80	0.23	0.04	0.462
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.45	0.33	0.60	0.86	0.07	0.462
BIOCARTA_FIBRINOLYSIS_PATHWAY	0.43	0.04	0.51	0.48	0.85	0.462
PID_INTEGRIN_A4B1_PATHWAY	0.90	0.34	0.84	0.04	0.20	0.464
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.85	0.08	0.49	0.44	0.46	0.464
KEGG_DILATED_CARDIOMYOPATHY	0.61	0.01	0.47	0.26	0.98	0.466
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.77	0.27	0.33	0.04	0.92	0.466
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.68	0.21	0.56	0.62	0.26	0.466
ST_MYOCYTE_AD_PATHWAY	0.51	0.28	0.29	0.63	0.62	0.466
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.71	0.33	0.60	0.63	0.07	0.468
BIOCARTA_AMI_PATHWAY	0.42	0.30	0.73	0.75	0.14	0.468
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.33	1.00	0.49	0.00	0.53	0.47
BIOCARTA_CTLA4_PATHWAY	0.42	0.33	0.60	0.96	0.04	0.47
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.25	0.84	0.60	0.54	0.12	0.47
PID_TCRCALCIUMPATHWAY	0.65	0.39	0.54	0.51	0.26	0.47
KEGG_MELANOMA	1.00	0.29	0.97	0.05	0.04	0.47
BIOCARTA_GSK3_PATHWAY	0.95	0.26	0.94	0.14	0.06	0.47
PID_ILK_PATHWAY	0.72	0.46	0.98	0.13	0.07	0.472
PID_AVB3_INTEGRIN_PATHWAY	0.30	0.46	0.21	0.63	0.76	0.472
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.25	0.74	0.87	0.24	0.26	0.472
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.56	0.16	0.66	0.68	0.31	0.474
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.83	0.01	0.07	0.56	0.90	0.474
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.82	0.22	0.33	0.96	0.05	0.476
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	0.60	0.30	0.18	0.89	0.41	0.476
KEGG_HISTIDINE_METABOLISM	0.55	0.34	0.16	0.60	0.73	0.476
PID_INTEGRIN3_PATHWAY	0.33	0.90	0.20	0.40	0.55	0.476
BIOCARTA_ACE2_PATHWAY	0.72	0.77	0.53	0.25	0.11	0.476
KEGG_SULFUR_METABOLISM	0.62	0.33	0.15	0.96	0.32	0.476
KEGG_ENDOMETRIAL_CANCER	1.00	0.03	0.98	0.07	0.31	0.478
PID_ERA_GENOMIC_PATHWAY	0.92	0.01	0.38	0.84	0.24	0.478
PID_P53DOWNSTREAMPATHWAY	0.51	0.31	0.47	0.54	0.57	0.48
REACTOME_FRS2_MEDIATED_CASCADE	0.78	0.81	0.51	0.16	0.14	0.48
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.49	0.43	0.87	0.41	0.20	0.48
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.25	0.87	0.03	0.34	0.91	0.48
ST_WNT_BETA_CATENIN_PATHWAY	0.76	0.66	0.50	0.05	0.44	0.482
BIOCARTA_GATA3_PATHWAY	0.99	0.18	0.73	0.16	0.35	0.482
PID_TOLL_ENDOGENOUS_PATHWAY	0.15	0.72	0.56	0.54	0.44	0.482
KEGG_VEGF_SIGNALING_PATHWAY	0.99	0.39	0.44	0.03	0.56	0.482
REACTOME_DSCAM_INTERACTIONS	0.53	0.49	0.60	0.75	0.04	0.482
REACTOME_SIGNALING_BY_GPCR	0.82	0.00	0.10	0.52	0.97	0.482
PID_NCADHERINPATHWAY	0.65	0.47	0.63	0.60	0.07	0.484
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.67	0.22	0.49	0.55	0.49	0.484
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.22	0.25	0.68	0.78	0.49	0.484
PID_TELOMERASEPATHWAY	0.94	0.48	0.38	0.24	0.39	0.486
KEGG_P53_SIGNALING_PATHWAY	1.00	0.38	0.49	0.48	0.09	0.488
REACTOME_GAP_JUNCTION_TRAFFICKING	0.52	0.48	0.60	0.24	0.60	0.488
PID_INTEGRIN_CS_PATHWAY	0.43	0.74	0.34	0.14	0.79	0.488
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.24	0.47	0.87	0.52	0.35	0.49
