Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.92268474	0.78454239	0.78308404	0.73274419	0.86666667	0.817944406
REACTOME_SIGNALING_BY_PDGF	0.95290271	0.93018059	0.83925926	0.73849262	0.62828283	0.817823602
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.92592770	0.74262320	0.81714995	0.72050971	0.88181818	0.817605748
KEGG_PATHWAYS_IN_CANCER	0.96021265	0.92164065	0.84446689	0.73619270	0.62323232	0.817149042
REACTOME_MITOTIC_G1_G1_S_PHASES	0.96424935	0.90269360	0.83556576	0.72383506	0.65858586	0.816985926
REACTOME_SIGNAL_AMPLIFICATION	0.92252525	0.71054484	0.79059076	0.72468065	0.93636364	0.816941028
PID_TCRCALCIUMPATHWAY	0.92012759	0.78177227	0.80805836	0.72658793	0.84747475	0.81680418
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.95699628	0.90448424	0.84276094	0.72242424	0.65656566	0.816646272
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.91250399	0.78265993	0.81016835	0.71119992	0.86666667	0.816639772
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12	0.90225412	0.74386287	0.79803081	0.70024242	0.93838384	0.816554812
BIOCARTA_MTOR_PATHWAY	0.95451356	0.81088154	0.78561167	0.67022844	0.86060606	0.816368254
REACTOME_METABOLISM_OF_RNA	0.95942584	0.90722375	0.84388328	0.71848329	0.65252525	0.816308282
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.94591175	0.77312519	0.82021494	0.66086713	0.87979798	0.815983398
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.88451887	0.77927762	0.78129783	0.75038723	0.88383838	0.815863986
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.94431154	0.89508724	0.82457912	0.74130536	0.67373737	0.815804126
REACTOME_IMMUNE_SYSTEM	0.95691653	0.89473523	0.84253648	0.73396737	0.64949495	0.815530112
REACTOME_HEMOSTASIS	0.95874003	0.89449036	0.83419628	0.72251899	0.66565657	0.815120446
PID_PRLSIGNALINGEVENTSPATHWAY	0.94249867	0.75275482	0.80682447	0.70354312	0.86969697	0.81506361
REACTOME_METABOLISM_OF_MRNA	0.95869219	0.90730028	0.83953406	0.72013603	0.64949495	0.815031502
REACTOME_AXON_GUIDANCE	0.95876130	0.91432507	0.84904602	0.73376845	0.61717172	0.814614512
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.91871345	0.73875115	0.78870932	0.70525253	0.91919192	0.814123674
PID_ERBB4_PATHWAY	0.94029771	0.91391185	0.83485971	0.72941725	0.65151515	0.814000334
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.93305688	0.77499235	0.82012788	0.70036156	0.84040404	0.813788542
REACTOME_INTERFERON_GAMMA_SIGNALING	0.93934078	0.74778084	0.79331973	0.71966744	0.86868687	0.813759132
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.96044657	0.86926844	0.82720063	0.72861849	0.67878788	0.812864402
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.94950027	0.85996327	0.82808081	0.69696037	0.72929293	0.81275953
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.96257842	0.85420875	0.83795735	0.72803730	0.68080808	0.81271798
REACTOME_BASIGIN_INTERACTIONS	0.91149389	0.80621365	0.81398429	0.69140948	0.84040404	0.81270107
KEGG_MAPK_SIGNALING_PATHWAY	0.95127592	0.86268748	0.83598204	0.73711373	0.67575758	0.81256335
REACTOME_INNATE_IMMUNE_SYSTEM	0.95579479	0.85215794	0.84262626	0.74282517	0.66868687	0.812418206
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.95204678	0.87317110	0.82209775	0.71779643	0.69393939	0.81181029
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.95708666	0.72692072	0.82900724	0.72637037	0.81919192	0.811715382
BIOCARTA_SET_PATHWAY	0.92098352	0.75205081	0.80118967	0.68682517	0.89696970	0.811603774
PID_PI3KCIPATHWAY	0.94671451	0.76519743	0.81084175	0.69075783	0.84444444	0.811591192
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.95220627	0.84517906	0.82936231	0.73405128	0.69696970	0.811553724
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.92834662	0.82774717	0.79348162	0.68975602	0.81818182	0.81150265
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.95904306	0.88679216	0.84213244	0.72594250	0.64242424	0.81126688
REACTOME_G_PROTEIN_ACTIVATION	0.91772461	0.74839302	0.79643098	0.70219114	0.89090909	0.811129768
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	0.95601808	0.89225589	0.82790123	0.70225330	0.67575758	0.810837216
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	0.96382243	0.90094888	0.82983165	0.71412277	0.64545455	0.810836056
PID_FAK_PATHWAY	0.96039872	0.90959596	0.83979798	0.74214452	0.60202020	0.810791476
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.96019670	0.87356902	0.84347924	0.72213831	0.65454545	0.810785744
PID_ERBB2ERBB3PATHWAY	0.94052632	0.92736455	0.82417780	0.73942502	0.62222222	0.810743182
BIOCARTA_TOB1_PATHWAY	0.91464115	0.83210897	0.80246982	0.69713131	0.80606061	0.810482372
KEGG_LEISHMANIA_INFECTION	0.93255715	0.78461892	0.81043771	0.69125408	0.83333333	0.810440238
REACTOME_SIGNALLING_BY_NGF	0.95067517	0.86046832	0.83768799	0.73649285	0.66666667	0.8103982
REACTOME_NEURONAL_SYSTEM	0.95641148	0.86235078	0.83961841	0.73267359	0.66060606	0.810332064
KEGG_BLADDER_CANCER	0.95308878	0.91192225	0.80566541	0.74455012	0.63636364	0.81031804
PID_EPHA_FWDPATHWAY	0.91274322	0.78510866	0.76877666	0.69890909	0.88585859	0.810279244
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.95240298	0.88901133	0.82799102	0.71470707	0.66464646	0.809751772
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.96291866	0.89167432	0.84065095	0.71710645	0.63636364	0.809742804
PID_AR_PATHWAY	0.96841042	0.86861035	0.83769479	0.72124056	0.65252525	0.809696274
REACTOME_SEMAPHORIN_INTERACTIONS	0.94120680	0.89912764	0.83903071	0.72458120	0.64444444	0.809678158
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.93332802	0.78526171	0.80756453	0.68036985	0.84141414	0.80958765
REACTOME_CELL_CYCLE_MITOTIC	0.95868155	0.89196511	0.83850968	0.72211344	0.63636364	0.809526684
PID_TELOMERASEPATHWAY	0.95337055	0.82223753	0.82692991	0.75577635	0.68888889	0.809440646
PID_CXCR4_PATHWAY	0.96148857	0.85107132	0.83291569	0.74899145	0.65252525	0.809398456
KEGG_RIBOSOME	0.95530037	0.88732782	0.82561167	0.70273193	0.67575758	0.809345874
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.95012228	0.89153658	0.82091147	0.71019114	0.67272727	0.809097748
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.95694312	0.84429140	0.83611672	0.74466822	0.66262626	0.808929144
REACTOME_MRNA_PROCESSING	0.96090377	0.87055403	0.84729517	0.71869464	0.64646465	0.808782452
PID_ATF2_PATHWAY	0.94417331	0.87190083	0.82368126	0.73152758	0.67070707	0.80839801
REACTOME_MRNA_SPLICING	0.95864434	0.85760637	0.83993266	0.70940482	0.67575758	0.808269154
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.95240829	0.83859810	0.84065367	0.75305120	0.65656566	0.808255384
KEGG_ALZHEIMERS_DISEASE	0.95687400	0.86458525	0.83665544	0.71573478	0.66666667	0.808103228
KEGG_FOCAL_ADHESION	0.95483785	0.91224365	0.83409652	0.73094639	0.60808081	0.808041044
KEGG_OXIDATIVE_PHOSPHORYLATION	0.96082403	0.88071625	0.84523008	0.69526168	0.65757576	0.80792156
REACTOME_SIGNALING_BY_GPCR	0.95792132	0.87943067	0.82857464	0.71193162	0.66060606	0.807692862
KEGG_PANCREATIC_CANCER	0.93573631	0.91760024	0.81771044	0.72437230	0.64242424	0.807568706
REACTOME_PHOSPHOLIPID_METABOLISM	0.95112174	0.86036119	0.83478489	0.71238539	0.67878788	0.807488218
KEGG_CALCIUM_SIGNALING_PATHWAY	0.95420521	0.91763085	0.83490460	0.72325097	0.60707071	0.807412468
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.90661882	0.70096419	0.76734007	0.72373582	0.93838384	0.807408548
KEGG_HUNTINGTONS_DISEASE	0.96449229	0.87672176	0.83620651	0.72156194	0.63737374	0.807271248
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.95842105	0.86841139	0.83625140	0.73842201	0.63333333	0.806967836
PID_P53DOWNSTREAMPATHWAY	0.95200425	0.85769819	0.83710438	0.72706760	0.65959596	0.806694076
REACTOME_MUSCLE_CONTRACTION	0.94452419	0.90074992	0.83094990	0.69434654	0.66262626	0.806639362
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.90775120	0.77802265	0.77058327	0.73201554	0.84343434	0.8063614
REACTOME_POTASSIUM_CHANNELS	0.93712387	0.81659014	0.81964085	0.74936357	0.70808081	0.806159848
KEGG_MTOR_SIGNALING_PATHWAY	0.95414673	0.83148148	0.82664422	0.75125455	0.66666667	0.80603873
ST_INTEGRIN_SIGNALING_PATHWAY	0.96031366	0.92401286	0.82987654	0.68250816	0.63333333	0.80600891
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.94179692	0.84546985	0.81115600	0.74727584	0.68282828	0.805705378
PID_IL2_1PATHWAY	0.94437002	0.91516682	0.83544332	0.73123094	0.60202020	0.80564626
REACTOME_CELL_CYCLE	0.95888889	0.89432201	0.83818182	0.72612898	0.61010101	0.805524542
REACTOME_DNA_REPLICATION	0.95533227	0.87607897	0.83580247	0.70558819	0.65353535	0.80526745
PID_RB_1PATHWAY	0.96155237	0.83846036	0.83544332	0.71694311	0.67373737	0.805227306
REACTOME_INFLUENZA_LIFE_CYCLE	0.96413078	0.88527701	0.83167228	0.71631080	0.62828283	0.80513474
PID_P73PATHWAY	0.95348219	0.85638200	0.81303064	0.72294017	0.67878788	0.804924576
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.95119086	0.81028466	0.83629630	0.75394768	0.67272727	0.804889354
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.89430090	0.74576064	0.79643098	0.70944211	0.87777778	0.804742482
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.95131313	0.83270585	0.83683502	0.74704810	0.65555556	0.804691532
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.95290717	0.75457606	0.81231235	0.68623155	0.81717172	0.80463977
REACTOME_DARPP_32_EVENTS	0.91933546	0.88858280	0.82933782	0.74145455	0.64444444	0.804631014
REACTOME_PEPTIDE_CHAIN_ELONGATION	0.95714514	0.88458831	0.82421998	0.69448329	0.66262626	0.804612596
REACTOME_MITOTIC_M_M_G1_PHASES	0.95533759	0.87577288	0.83910100	0.71210567	0.63939394	0.804342216
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.89286018	0.74608203	0.79533449	0.69578866	0.89090909	0.80419489
REACTOME_SIGNALING_BY_FGFR	0.95419989	0.80756045	0.84127946	0.76082673	0.65555556	0.803884418
KEGG_PARKINSONS_DISEASE	0.95734716	0.86323845	0.83212121	0.68772477	0.67676768	0.803439854
KEGG_APOPTOSIS	0.95591175	0.84049587	0.82882087	0.71966744	0.67070707	0.8031206
REACTOME_METABOLISM_OF_PROTEINS	0.95857523	0.88567493	0.83328028	0.70939964	0.62828283	0.803042582
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	0.95762892	0.89023569	0.82157127	0.68613831	0.65959596	0.80303403
KEGG_ADHERENS_JUNCTION	0.95261563	0.91461586	0.83652076	0.69091220	0.62020202	0.802973294
REACTOME_L1CAM_INTERACTIONS	0.95948432	0.80979492	0.84540965	0.73244134	0.66767677	0.8029614
REACTOME_TRANSLATION	0.95290271	0.88596572	0.82166105	0.70946076	0.64343434	0.802684916
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.95500797	0.88616468	0.83137979	0.72304895	0.61717172	0.802554622
KEGG_ENDOMETRIAL_CANCER	0.95028177	0.89857668	0.83441077	0.72910956	0.60000000	0.802475756
PID_REG_GR_PATHWAY	0.94617225	0.86371289	0.83566779	0.71485315	0.65151515	0.802384246
KEGG_LYSOSOME	0.95704982	0.85318335	0.83569228	0.72910334	0.63636364	0.802278486
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.92103668	0.67956841	0.76753461	0.71480963	0.92828283	0.802246432
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.96127592	0.85645852	0.84094344	0.72571712	0.62626263	0.802131526
PID_EPHA2_FWDPATHWAY	0.91078311	0.71763085	0.78076818	0.71255219	0.88888889	0.802124644
KEGG_SMALL_CELL_LUNG_CANCER	0.94746411	0.83908785	0.79833010	0.72313908	0.70202020	0.802008268
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.91904838	0.75924395	0.81036425	0.69395493	0.82727273	0.801976848
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.96267943	0.86942149	0.81946128	0.69396426	0.66363636	0.801832564
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.95612440	0.85169881	0.82206510	0.71047708	0.66868687	0.801810452
BIOCARTA_PPARA_PATHWAY	0.94206805	0.83569024	0.84143047	0.73893603	0.64848485	0.801321928
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.94009569	0.71478421	0.78331259	0.71648485	0.85151515	0.801238498
PID_ALPHASYNUCLEIN_PATHWAY	0.92849548	0.83114478	0.81164983	0.70555089	0.72929293	0.801226782
REACTOME_HIV_INFECTION	0.95461457	0.89430670	0.83371697	0.71844911	0.60404040	0.80102555
PID_TRKRPATHWAY	0.94093567	0.84190389	0.81802469	0.73739411	0.66666667	0.800985006
PID_FGF_PATHWAY	0.95266879	0.84926538	0.83894501	0.74275991	0.62020202	0.800768222
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.95638490	0.91002449	0.83539843	0.71059845	0.59090909	0.800663072
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.96033493	0.86516682	0.83656566	0.70346542	0.63737374	0.800581314
REACTOME_PYRIMIDINE_METABOLISM	0.92867049	0.74250077	0.80163181	0.69750427	0.83232323	0.800526114
REACTOME_APOPTOSIS	0.94958533	0.88899602	0.82781145	0.72386636	0.61111111	0.800274054
PID_CXCR3PATHWAY	0.94561935	0.81929905	0.80971942	0.72455727	0.70202020	0.800243058
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.95430090	0.82998349	0.82464851	0.73829371	0.65353535	0.800152392
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.93886762	0.81717172	0.81908853	0.71313753	0.71111111	0.799875302
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.95052707	0.87003367	0.82848485	0.72809239	0.62121212	0.79967002
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.95584795	0.81871748	0.83248036	0.73609946	0.65353535	0.79933612
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.95646996	0.91244261	0.83515356	0.71062626	0.58181818	0.799302114
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.94503456	0.84716866	0.82098765	0.70452629	0.67878788	0.799301008
KEGG_CELL_CYCLE	0.95705476	0.84726048	0.82740741	0.72002176	0.64444444	0.79923777
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.92303105	0.87499235	0.79440125	0.70760218	0.69595960	0.799197286
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.96511430	0.87805326	0.83970411	0.70941725	0.60303030	0.799063844
REACTOME_ZINC_TRANSPORTERS	0.92303562	0.68210897	0.78929293	0.71640818	0.88383838	0.798936816
BIOCARTA_HIVNEF_PATHWAY	0.93033493	0.85670340	0.81995511	0.70785392	0.67878788	0.798727048
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.95290271	0.87338537	0.81749957	0.71605767	0.63333333	0.79863573
BIOCARTA_IL2RB_PATHWAY	0.93308878	0.87900214	0.82924804	0.72500078	0.62626263	0.798520474
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.94442850	0.70993266	0.81078189	0.69589433	0.83131313	0.798470102
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.95612972	0.80604530	0.84009047	0.74526496	0.64444444	0.798394978
PID_IL12_2PATHWAY	0.93907496	0.80665748	0.81946128	0.72834188	0.69797980	0.79830308
PID_RET_PATHWAY	0.94707602	0.90480563	0.83803353	0.73340793	0.56767677	0.798199976
KEGG_SPLICEOSOME	0.94729931	0.84732356	0.83149270	0.70921834	0.65454545	0.797975872
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.95174375	0.83169575	0.82960582	0.69887641	0.67777778	0.797939902
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.95217722	0.83448118	0.82273850	0.70625330	0.67373737	0.797877514
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.94822967	0.78183349	0.82996633	0.72589070	0.70202020	0.797588078
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.95659755	0.85368840	0.83692480	0.71003678	0.63030303	0.797510112
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.93542796	0.82174778	0.81009489	0.73930692	0.68080808	0.797477126
PID_HES_HEYPATHWAY	0.92798511	0.82966024	0.83297419	0.69572339	0.70101010	0.797470606
KEGG_WNT_SIGNALING_PATHWAY	0.95513025	0.82915519	0.84286433	0.72043616	0.63636364	0.796789914
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.94073365	0.82783900	0.83521886	0.71051437	0.66868687	0.79659855
KEGG_ENDOCYTOSIS	0.95886762	0.88265993	0.83512907	0.70724165	0.59898990	0.796577634
BIOCARTA_CHREBP2_PATHWAY	0.94619883	0.83399143	0.83337823	0.71968101	0.64949495	0.79654889
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.95988304	0.82110499	0.83530864	0.70870862	0.65757576	0.79651621
BIOCARTA_ETS_PATHWAY	0.90543774	0.77669115	0.79783628	0.69514530	0.80707071	0.796436236
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.95434343	0.79046526	0.82260382	0.74293706	0.67171717	0.796413348
REACTOME_G1_PHASE	0.95473684	0.66669728	0.81542088	0.74903544	0.79595960	0.796370008
PID_EPHBFWDPATHWAY	0.90878256	0.90694827	0.79292929	0.71313753	0.65959596	0.796278722
KEGG_TIGHT_JUNCTION	0.96171717	0.78593511	0.82843996	0.70972494	0.69494949	0.796153334
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.90765019	0.68117539	0.77465769	0.69779643	0.91919192	0.796094324
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.95088251	0.79344965	0.83598204	0.74452645	0.65555556	0.796079242
PID_SYNDECAN_3_PATHWAY	0.88127060	0.76764616	0.76094208	0.71684469	0.85353535	0.796047776
BIOCARTA_MAPK_PATHWAY	0.95160021	0.83963881	0.82148148	0.72095726	0.64545455	0.795826462
KEGG_OLFACTORY_TRANSDUCTION	0.94113769	0.69204163	0.78242424	0.70191142	0.86161616	0.795826228
REACTOME_DIABETES_PATHWAYS	0.95876130	0.86942149	0.82817332	0.69829509	0.62424242	0.795778724
REACTOME_INTERFERON_SIGNALING	0.94631047	0.83227732	0.81892256	0.72270293	0.65858586	0.795759828
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.94762892	0.83048669	0.82568377	0.70868169	0.66565657	0.795627528
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.92491711	0.81499847	0.81263749	0.71233256	0.71313131	0.795603388
PID_PTP1BPATHWAY	0.93914407	0.83536884	0.81865320	0.71638228	0.66767677	0.795445032
ST_B_CELL_ANTIGEN_RECEPTOR	0.94123339	0.79041934	0.81744108	0.73085936	0.69696970	0.795384574
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.95664540	0.81345271	0.82763187	0.72560684	0.65252525	0.795172414
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.94528974	0.81968167	0.83050505	0.67929448	0.70101010	0.795156208
KEGG_TYROSINE_METABOLISM	0.93323764	0.92485461	0.80473897	0.70835949	0.60404040	0.795046222
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	0.94523126	0.81109581	0.82887120	0.72931987	0.66060606	0.79502484
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.95095162	0.83129783	0.82794613	0.72615834	0.63838384	0.794947552
KEGG_INSULIN_SIGNALING_PATHWAY	0.95676236	0.81816651	0.83605006	0.73974514	0.62323232	0.794791278
BIOCARTA_CBL_PATHWAY	0.91176502	0.72728803	0.78053872	0.72355866	0.83030303	0.794690692
REACTOME_METABOLISM_OF_PORPHYRINS	0.87313663	0.77711968	0.81245791	0.64744678	0.86262626	0.794557452
KEGG_P53_SIGNALING_PATHWAY	0.95408293	0.82156413	0.82148148	0.72987328	0.64545455	0.794491274
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.95219032	0.78602694	0.82439955	0.72552707	0.68383838	0.794396452
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.95305688	0.86637588	0.80980512	0.70276301	0.63939394	0.794278966
