Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
KEGG_FOCAL_ADHESION	0.02	0.08	0.02	0.26	0.39	0.154
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.01	0.18	0.01	0.11	0.48	0.158
REACTOME_L1CAM_INTERACTIONS	0.04	0.04	0.01	0.05	0.66	0.16
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.00	0.03	0.00	0.03	0.75	0.162
KEGG_COLORECTAL_CANCER	0.00	0.00	0.00	0.38	0.43	0.162
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.02	0.05	0.11	0.56	0.08	0.164
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.02	0.54	0.02	0.25	0.01	0.168
BIOCARTA_CHEMICAL_PATHWAY	0.00	0.00	0.00	0.86	0.00	0.172
KEGG_PRIMARY_IMMUNODEFICIENCY	0.04	0.11	0.33	0.34	0.04	0.172
REACTOME_POTASSIUM_CHANNELS	0.08	0.19	0.00	0.00	0.59	0.172
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.01	0.00	0.01	0.78	0.08	0.176
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.08	0.13	0.19	0.41	0.08	0.178
PID_MYC_ACTIVPATHWAY	0.00	0.00	0.00	0.90	0.00	0.18
KEGG_INSULIN_SIGNALING_PATHWAY	0.00	0.10	0.03	0.41	0.36	0.18
ST_FAS_SIGNALING_PATHWAY	0.00	0.00	0.00	0.90	0.00	0.18
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.21	0.10	0.12	0.39	0.09	0.182
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.01	0.00	0.00	0.87	0.04	0.184
PID_P75NTRPATHWAY	0.00	0.00	0.00	0.94	0.00	0.188
BIOCARTA_CTLA4_PATHWAY	0.00	0.31	0.00	0.60	0.05	0.192
KEGG_CALCIUM_SIGNALING_PATHWAY	0.14	0.01	0.12	0.29	0.41	0.194
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.03	0.01	0.28	0.24	0.41	0.194
KEGG_BLADDER_CANCER	0.01	0.00	0.01	0.95	0.00	0.194
BIOCARTA_RAC1_PATHWAY	0.00	0.00	0.00	0.96	0.02	0.196
REACTOME_GLUCOSE_METABOLISM	0.36	0.07	0.09	0.12	0.34	0.196
SA_G1_AND_S_PHASES	0.00	0.00	0.00	0.96	0.02	0.196
PID_HDAC_CLASSIII_PATHWAY	0.00	0.00	0.00	0.96	0.03	0.198
BIOCARTA_P53HYPOXIA_PATHWAY	0.00	0.00	0.00	1.00	0.00	0.2
BIOCARTA_RNA_PATHWAY	0.00	0.00	0.00	1.00	0.00	0.2
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.28	0.50	0.11	0.06	0.05	0.2
BIOCARTA_PML_PATHWAY	0.00	0.00	0.00	0.98	0.03	0.202
BIOCARTA_P53_PATHWAY	0.00	0.00	0.00	1.00	0.01	0.202
PID_HIF1APATHWAY	0.00	0.00	0.00	1.00	0.02	0.204
BIOCARTA_TEL_PATHWAY	0.00	0.00	0.00	1.00	0.03	0.206
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.00	0.00	0.00	0.60	0.43	0.206
BIOCARTA_MET_PATHWAY	0.01	1.00	0.02	0.01	0.00	0.208
PID_LKB1_PATHWAY	0.01	0.00	0.00	1.00	0.04	0.21
PID_ERBB4_PATHWAY	0.01	0.42	0.02	0.16	0.44	0.21
KEGG_BASAL_CELL_CARCINOMA	0.00	0.00	0.00	0.57	0.49	0.212
KEGG_ERBB_SIGNALING_PATHWAY	0.00	0.29	0.00	0.69	0.08	0.212
REACTOME_SIGNALING_BY_PDGF	0.00	0.01	0.00	0.38	0.68	0.214
PID_PDGFRBPATHWAY	0.00	0.03	0.01	0.39	0.65	0.216
BIOCARTA_P38MAPK_PATHWAY	0.02	0.11	0.02	0.91	0.03	0.218
BIOCARTA_CDMAC_PATHWAY	0.12	0.25	0.09	0.25	0.39	0.22
SIG_CHEMOTAXIS	0.01	0.33	0.02	0.72	0.02	0.22
BIOCARTA_EGF_PATHWAY	0.01	0.42	0.01	0.64	0.02	0.22
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	0.02	0.67	0.37	0.00	0.04	0.22
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.15	0.33	0.27	0.16	0.20	0.222
KEGG_ACUTE_MYELOID_LEUKEMIA	0.00	0.05	0.01	0.56	0.49	0.222
KEGG_ABC_TRANSPORTERS	0.48	0.03	0.06	0.46	0.08	0.222
PID_FCER1PATHWAY	0.00	0.60	0.01	0.13	0.38	0.224
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.00	0.39	0.01	0.25	0.47	0.224
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.18	0.03	0.03	0.49	0.40	0.226
PID_IL2_STAT5PATHWAY	0.01	0.21	0.02	0.47	0.43	0.228
KEGG_ENDOMETRIAL_CANCER	0.00	0.00	0.00	0.73	0.41	0.228
REACTOME_NEURONAL_SYSTEM	0.20	0.52	0.01	0.00	0.42	0.23
REACTOME_SIGNALING_BY_RHO_GTPASES	0.01	0.57	0.06	0.06	0.46	0.232
BIOCARTA_FCER1_PATHWAY	0.01	0.55	0.01	0.55	0.04	0.232
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.14	0.10	0.32	0.14	0.46	0.232
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.02	0.59	0.03	0.45	0.08	0.234
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.01	0.21	0.02	0.90	0.03	0.234
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.01	0.33	0.00	0.37	0.47	0.236
REACTOME_IMMUNE_SYSTEM	0.25	0.33	0.53	0.00	0.07	0.236
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	0.37	0.08	0.09	0.25	0.39	0.236
PID_VEGFR1_2_PATHWAY	0.01	0.56	0.01	0.61	0.00	0.238
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.00	1.00	0.08	0.03	0.08	0.238
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.48	0.35	0.00	0.32	0.04	0.238
BIOCARTA_GLEEVEC_PATHWAY	0.00	0.69	0.00	0.51	0.01	0.242
KEGG_DILATED_CARDIOMYOPATHY	0.00	0.04	0.15	0.46	0.56	0.242
REACTOME_APOPTOSIS	0.00	0.00	0.00	0.83	0.38	0.242
PID_WNT_SIGNALING_PATHWAY	0.14	0.10	0.39	0.21	0.37	0.242
SA_CASPASE_CASCADE	0.29	0.43	0.06	0.05	0.40	0.246
KEGG_STEROID_BIOSYNTHESIS	0.10	0.36	0.04	0.36	0.37	0.246
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.02	0.74	0.02	0.45	0.01	0.248
REACTOME_IL_2_SIGNALING	0.01	0.89	0.01	0.34	0.00	0.25
PID_EPHA2_FWDPATHWAY	0.00	1.00	0.00	0.20	0.05	0.25
BIOCARTA_CXCR4_PATHWAY	0.00	0.84	0.00	0.41	0.00	0.25
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.48	0.10	0.14	0.45	0.08	0.25
BIOCARTA_VEGF_PATHWAY	0.01	0.21	0.02	0.58	0.43	0.25
SIG_CD40PATHWAYMAP	0.01	0.94	0.01	0.06	0.24	0.252
BIOCARTA_CARM_ER_PATHWAY	0.08	0.27	0.32	0.44	0.15	0.252
KEGG_HUNTINGTONS_DISEASE	0.01	0.19	0.01	0.92	0.13	0.252
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.01	0.96	0.02	0.28	0.00	0.254
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.37	0.33	0.13	0.24	0.20	0.254
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.20	0.15	0.37	0.28	0.27	0.254
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.20	0.41	0.31	0.05	0.30	0.254
ST_PAC1_RECEPTOR_PATHWAY	0.53	0.40	0.11	0.10	0.14	0.256
PID_THROMBIN_PAR1_PATHWAY	0.01	0.98	0.02	0.27	0.00	0.256
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.02	0.80	0.30	0.04	0.14	0.26
KEGG_SELENOAMINO_ACID_METABOLISM	0.09	0.14	0.32	0.29	0.46	0.26
PID_ERB_GENOMIC_PATHWAY	0.06	0.32	0.13	0.54	0.26	0.262
PID_INSULIN_PATHWAY	0.01	0.33	0.01	0.53	0.43	0.262
BIOCARTA_NFAT_PATHWAY	0.01	0.83	0.01	0.03	0.44	0.264
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.19	0.22	0.37	0.12	0.42	0.264
BIOCARTA_TH1TH2_PATHWAY	0.14	0.25	0.09	0.65	0.20	0.266
KEGG_RIBOFLAVIN_METABOLISM	0.01	0.32	0.40	0.44	0.16	0.266
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.26	0.08	0.37	0.35	0.27	0.266
BIOCARTA_IL7_PATHWAY	0.00	1.00	0.00	0.33	0.00	0.266
PID_LYMPHANGIOGENESIS_PATHWAY	0.00	0.60	0.00	0.68	0.05	0.266
PID_ARF6DOWNSTREAMPATHWAY	0.38	0.20	0.29	0.10	0.37	0.268
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.46	0.26	0.22	0.22	0.18	0.268
REACTOME_RAP1_SIGNALLING	0.17	0.58	0.02	0.21	0.37	0.27
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.09	0.09	0.22	0.50	0.46	0.272
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.00	0.21	0.00	0.98	0.17	0.272
KEGG_MELANOMA	0.00	0.00	0.00	0.95	0.41	0.272
REACTOME_GAP_JUNCTION_TRAFFICKING	0.03	0.03	0.79	0.05	0.46	0.272
BIOCARTA_CD40_PATHWAY	0.52	0.80	0.00	0.02	0.03	0.274
BIOCARTA_CTL_PATHWAY	0.17	0.29	0.29	0.24	0.38	0.274
REACTOME_FANCONI_ANEMIA_PATHWAY	0.43	0.08	0.64	0.05	0.17	0.274
ST_G_ALPHA_S_PATHWAY	0.21	0.32	0.15	0.29	0.40	0.274
REACTOME_GAP_JUNCTION_ASSEMBLY	0.17	0.13	0.49	0.21	0.37	0.274
REACTOME_NEPHRIN_INTERACTIONS	0.00	0.36	0.00	0.68	0.33	0.274
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.00	0.57	0.00	0.26	0.55	0.276
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.35	0.10	0.50	0.39	0.04	0.276
BIOCARTA_HER2_PATHWAY	0.00	0.96	0.00	0.05	0.37	0.276
BIOCARTA_IGF1_PATHWAY	0.00	1.00	0.00	0.05	0.33	0.276
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.14	0.28	0.33	0.22	0.42	0.278
PID_ERBB1_INTERNALIZATION_PATHWAY	0.01	0.98	0.02	0.34	0.04	0.278
PID_AVB3_OPN_PATHWAY	0.01	0.42	0.01	0.96	0.00	0.28
SA_G2_AND_M_PHASES	0.70	0.13	0.15	0.02	0.40	0.28
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.49	0.18	0.12	0.26	0.35	0.28
REACTOME_BASIGIN_INTERACTIONS	0.38	0.22	0.20	0.22	0.39	0.282
PID_HEDGEHOG_2PATHWAY	0.00	1.00	0.00	0.39	0.02	0.282
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.10	0.27	0.57	0.32	0.16	0.284
REACTOME_PI_METABOLISM	0.01	0.71	0.01	0.69	0.00	0.284
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	0.08	0.58	0.40	0.05	0.31	0.284
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.41	0.12	0.10	0.40	0.39	0.284
ST_JNK_MAPK_PATHWAY	0.00	0.00	0.00	0.96	0.48	0.288
PID_CXCR4_PATHWAY	0.01	0.00	0.00	1.00	0.43	0.288
PID_IL1PATHWAY	0.01	0.98	0.02	0.39	0.04	0.288
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.10	0.36	0.23	0.36	0.39	0.288
REACTOME_GAP_JUNCTION_DEGRADATION	0.02	0.08	0.45	0.01	0.88	0.288
BIOCARTA_ETS_PATHWAY	0.06	0.21	0.48	0.39	0.31	0.29
REACTOME_SIGNALING_BY_NODAL	0.35	0.12	0.09	0.50	0.40	0.292
BIOCARTA_LAIR_PATHWAY	0.33	0.32	0.28	0.48	0.05	0.292
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.35	0.07	0.05	0.59	0.40	0.292
BIOCARTA_41BB_PATHWAY	0.45	0.60	0.00	0.06	0.35	0.292
PID_RXR_VDR_PATHWAY	0.03	0.09	0.39	0.50	0.46	0.294
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.01	0.94	0.02	0.50	0.00	0.294
BIOCARTA_CBL_PATHWAY	0.20	0.41	0.02	0.44	0.40	0.294
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	0.43	0.69	0.00	0.02	0.33	0.294
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.11	0.32	0.13	0.35	0.57	0.296
BIOCARTA_TNFR2_PATHWAY	0.51	0.51	0.00	0.25	0.21	0.296
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.00	0.02	0.65	0.68	0.13	0.296
REACTOME_AMYLOIDS	0.25	0.02	0.52	0.64	0.05	0.296
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.14	0.15	0.35	0.39	0.46	0.298
KEGG_PHENYLALANINE_METABOLISM	0.05	0.08	0.23	0.73	0.40	0.298
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.20	0.26	0.33	0.27	0.43	0.298
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.56	0.48	0.00	0.38	0.07	0.298
BIOCARTA_NKCELLS_PATHWAY	0.00	1.00	0.00	0.49	0.00	0.298
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.41	0.32	0.28	0.36	0.13	0.3
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.31	0.31	0.35	0.11	0.42	0.3
REACTOME_SIGNALING_BY_NOTCH2	0.13	0.43	0.09	0.70	0.15	0.3
PID_IGF1_PATHWAY	0.01	0.83	0.01	0.22	0.43	0.3
SA_TRKA_RECEPTOR	0.00	0.63	0.00	0.82	0.05	0.3
PID_EPHRINBREVPATHWAY	0.01	1.00	0.02	0.44	0.04	0.302
BIOCARTA_CCR3_PATHWAY	0.67	0.01	0.04	0.05	0.74	0.302
PID_NEPHRIN_NEPH1_PATHWAY	0.01	0.64	0.01	0.81	0.04	0.302
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.00	0.06	0.18	0.96	0.31	0.302
PID_EPOPATHWAY	0.08	0.01	0.39	0.13	0.91	0.304
PID_S1P_S1P2_PATHWAY	0.37	0.22	0.12	0.39	0.42	0.304
REACTOME_AMINE_DERIVED_HORMONES	0.18	0.33	0.16	0.48	0.37	0.304
PID_KITPATHWAY	0.00	1.00	0.01	0.03	0.49	0.306
REACTOME_SIGNALING_BY_ERBB4	0.00	0.28	0.00	0.50	0.75	0.306
BIOCARTA_DC_PATHWAY	0.02	0.32	0.09	0.16	0.95	0.308
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.20	0.61	0.02	0.65	0.06	0.308
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.79	0.31	0.33	0.06	0.05	0.308
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.17	0.66	0.28	0.05	0.39	0.31
BIOCARTA_CCR5_PATHWAY	0.29	0.36	0.12	0.69	0.09	0.31
PID_IL5_PATHWAY	0.00	1.00	0.00	0.50	0.05	0.31
REACTOME_MEIOSIS	0.38	0.19	0.19	0.06	0.73	0.31
BIOCARTA_ETC_PATHWAY	0.06	0.33	0.10	0.69	0.37	0.31
PID_FAK_PATHWAY	0.00	1.00	0.01	0.10	0.44	0.31
PID_WNT_CANONICAL_PATHWAY	0.16	0.31	0.35	0.41	0.33	0.312
KEGG_OLFACTORY_TRANSDUCTION	0.21	0.37	0.48	0.17	0.33	0.312
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.04	0.71	0.17	0.00	0.64	0.312
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.08	0.00	0.15	0.42	0.91	0.312
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.03	0.01	0.02	0.92	0.59	0.314
PID_REG_GR_PATHWAY	0.00	0.00	0.00	0.97	0.60	0.314
PID_TRKRPATHWAY	0.00	0.52	0.02	0.56	0.47	0.314
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.06	0.61	0.08	0.45	0.37	0.314
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.01	0.01	0.63	0.39	0.54	0.316
PID_P73PATHWAY	0.03	0.38	0.07	0.33	0.77	0.316
REACTOME_SIGNALING_BY_GPCR	0.02	0.59	0.20	0.03	0.74	0.316
KEGG_FOLATE_BIOSYNTHESIS	0.32	0.35	0.31	0.24	0.37	0.318
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.05	0.25	0.45	0.45	0.39	0.318
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	0.35	0.58	0.19	0.10	0.37	0.318
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.35	0.33	0.07	0.49	0.35	0.318
PID_PRLSIGNALINGEVENTSPATHWAY	0.06	0.26	0.66	0.05	0.56	0.318
KEGG_OTHER_GLYCAN_DEGRADATION	0.37	0.36	0.13	0.36	0.37	0.318
PID_PI3KPLCTRKPATHWAY	0.01	0.95	0.02	0.61	0.00	0.318
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.03	0.88	0.13	0.33	0.22	0.318
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.01	1.00	0.02	0.12	0.44	0.318
PID_NFAT_TFPATHWAY	0.48	0.09	0.43	0.49	0.11	0.32
PID_RETINOIC_ACID_PATHWAY	0.30	0.07	0.32	0.26	0.65	0.32
REACTOME_METABOLISM_OF_PORPHYRINS	0.54	0.33	0.18	0.18	0.37	0.32
REACTOME_SIGNALING_BY_NOTCH4	0.14	0.32	0.24	0.50	0.40	0.32
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	0.36	0.16	0.19	0.86	0.03	0.32
BIOCARTA_PTEN_PATHWAY	0.00	0.84	0.00	0.39	0.37	0.32
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.11	0.58	0.10	0.46	0.35	0.32
BIOCARTA_CSK_PATHWAY	0.02	0.31	0.13	0.69	0.45	0.32
REACTOME_GLUTATHIONE_CONJUGATION	0.41	0.32	0.13	0.36	0.39	0.322
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.01	0.45	0.55	0.11	0.49	0.322
BIOCARTA_IGF1R_PATHWAY	0.00	0.93	0.00	0.31	0.37	0.322
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.01	0.83	0.02	0.32	0.43	0.322
PID_BMPPATHWAY	0.26	0.06	0.44	0.34	0.51	0.322
BIOCARTA_LONGEVITY_PATHWAY	0.00	0.98	0.00	0.50	0.13	0.322
REACTOME_SIGNALING_BY_ILS	0.45	0.47	0.00	0.69	0.01	0.324
PID_RHOA_REG_PATHWAY	0.44	0.52	0.07	0.16	0.43	0.324
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.01	1.00	0.02	0.16	0.43	0.324
BIOCARTA_TCR_PATHWAY	0.01	1.00	0.01	0.14	0.46	0.324
ST_B_CELL_ANTIGEN_RECEPTOR	0.01	0.94	0.01	0.20	0.46	0.324
BIOCARTA_BAD_PATHWAY	0.01	0.83	0.01	0.34	0.43	0.324
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.11	0.12	0.78	0.16	0.46	0.326
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.00	1.00	0.00	0.61	0.02	0.326
REACTOME_KERATAN_SULFATE_DEGRADATION	0.37	0.27	0.18	0.44	0.37	0.326
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.37	0.00	0.45	0.65	0.16	0.326
PID_RET_PATHWAY	0.01	1.00	0.02	0.17	0.43	0.326
SA_PTEN_PATHWAY	0.00	0.65	0.00	0.98	0.00	0.326
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.00	0.81	0.00	0.55	0.28	0.328
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.30	0.08	0.06	0.69	0.51	0.328
REACTOME_PI3K_AKT_ACTIVATION	0.01	1.00	0.01	0.18	0.44	0.328
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.01	0.83	0.01	0.76	0.04	0.33
BIOCARTA_MEF2D_PATHWAY	0.06	0.29	0.19	0.50	0.61	0.33
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.39	0.30	0.32	0.18	0.46	0.33
KEGG_VEGF_SIGNALING_PATHWAY	0.01	0.59	0.01	0.56	0.48	0.33
KEGG_LINOLEIC_ACID_METABOLISM	0.44	0.22	0.39	0.18	0.42	0.33
PID_ALK1PATHWAY	0.30	0.29	0.33	0.27	0.46	0.33
BIOCARTA_PDGF_PATHWAY	0.01	0.99	0.01	0.62	0.02	0.33
PID_AR_NONGENOMIC_PATHWAY	0.01	1.00	0.01	0.20	0.43	0.33
REACTOME_PACKAGING_OF_TELOMERE_ENDS	0.02	0.29	0.77	0.27	0.31	0.332
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	0.52	0.03	0.50	0.18	0.43	0.332
BIOCARTA_RACCYCD_PATHWAY	0.01	0.94	0.01	0.27	0.43	0.332
BIOCARTA_SPPA_PATHWAY	0.75	0.30	0.36	0.05	0.20	0.332
BIOCARTA_AHSP_PATHWAY	0.52	0.33	0.19	0.25	0.37	0.332
PID_RAC1_PATHWAY	0.01	0.77	0.01	0.60	0.27	0.332
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.15	0.28	0.33	0.57	0.33	0.332
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	0.31	0.18	0.62	0.21	0.35	0.334
BIOCARTA_ACH_PATHWAY	0.00	0.98	0.00	0.69	0.00	0.334
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.32	0.12	0.51	0.69	0.03	0.334
REACTOME_PD1_SIGNALING	0.38	0.33	0.19	0.41	0.37	0.336
KEGG_RNA_POLYMERASE	0.30	0.42	0.32	0.60	0.04	0.336
BIOCARTA_CERAMIDE_PATHWAY	0.00	0.66	0.00	1.00	0.02	0.336
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.28	0.36	0.19	0.48	0.37	0.336
BIOCARTA_PLCE_PATHWAY	0.07	0.70	0.28	0.50	0.13	0.336
REACTOME_MITOTIC_M_M_G1_PHASES	0.26	0.40	0.75	0.26	0.01	0.336
REACTOME_ZINC_TRANSPORTERS	0.37	0.39	0.19	0.36	0.37	0.336
