Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
PID_RET_PATHWAY	0.00	0.58	0.00	0.45	0.10	0.226
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	0.30	0.11	0.21	0.22	0.31	0.23
PID_EPHRINBREVPATHWAY	0.00	0.97	0.00	0.18	0.00	0.23
KEGG_WNT_SIGNALING_PATHWAY	0.00	0.00	0.00	1.00	0.15	0.23
PID_PDGFRAPATHWAY	0.00	1.00	0.00	0.15	0.00	0.23
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.08	0.56	0.08	0.24	0.20	0.232
KEGG_HUNTINGTONS_DISEASE	0.00	0.00	0.00	0.73	0.43	0.232
PID_HEDGEHOG_2PATHWAY	0.00	0.64	0.00	0.53	0.00	0.234
BIOCARTA_SPPA_PATHWAY	0.43	0.14	0.03	0.32	0.25	0.234
REACTOME_PD1_SIGNALING	0.27	0.24	0.21	0.12	0.34	0.236
PID_AP1_PATHWAY	0.01	0.00	0.01	0.21	0.95	0.236
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.01	0.00	0.01	0.62	0.54	0.236
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.01	0.46	0.02	0.28	0.41	0.236
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.28	0.28	0.13	0.12	0.37	0.236
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.23	0.24	0.01	0.32	0.39	0.238
ST_JNK_MAPK_PATHWAY	0.00	0.00	0.00	1.00	0.20	0.24
PID_INTEGRIN3_PATHWAY	0.08	0.05	0.13	0.78	0.16	0.24
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.58	0.36	0.03	0.19	0.05	0.242
PID_WNT_CANONICAL_PATHWAY	0.20	0.51	0.30	0.15	0.05	0.242
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.01	0.37	0.01	0.40	0.43	0.244
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.33	0.10	0.11	0.13	0.55	0.244
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.45	0.54	0.02	0.05	0.16	0.244
BIOCARTA_RANMS_PATHWAY	0.26	0.19	0.02	0.05	0.70	0.244
PID_IL3_PATHWAY	0.00	0.36	0.00	0.81	0.05	0.244
BIOCARTA_ARF_PATHWAY	0.00	0.00	0.00	0.91	0.31	0.244
BIOCARTA_TEL_PATHWAY	0.00	0.00	0.00	0.23	1.00	0.246
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.18	0.16	0.25	0.24	0.40	0.246
REACTOME_SIGNALING_BY_BMP	0.23	0.35	0.00	0.16	0.49	0.246
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.00	0.29	0.00	0.64	0.31	0.248
REACTOME_PYRUVATE_METABOLISM	0.61	0.35	0.01	0.22	0.05	0.248
BIOCARTA_CBL_PATHWAY	0.19	0.14	0.32	0.12	0.47	0.248
REACTOME_CELL_CYCLE_CHECKPOINTS	0.01	0.01	0.01	0.35	0.87	0.25
PID_AVB3_INTEGRIN_PATHWAY	0.01	0.28	0.01	0.95	0.00	0.25
PID_KITPATHWAY	0.01	0.24	0.01	0.00	0.99	0.25
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.19	0.03	0.01	0.56	0.46	0.25
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.35	0.16	0.42	0.19	0.14	0.252
REACTOME_SIGNALING_BY_NOTCH2	0.34	0.04	0.28	0.56	0.05	0.254
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.23	0.30	0.21	0.22	0.31	0.254
REACTOME_AMINE_DERIVED_HORMONES	0.26	0.09	0.13	0.45	0.34	0.254
REACTOME_SIGNALING_BY_NOTCH4	0.11	0.12	0.23	0.36	0.46	0.256
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	0.32	0.30	0.13	0.22	0.31	0.256
KEGG_FOCAL_ADHESION	0.00	0.39	0.01	0.45	0.43	0.256
PID_IGF1_PATHWAY	0.00	0.41	0.00	0.32	0.55	0.256
PID_PTP1BPATHWAY	0.01	0.68	0.01	0.05	0.54	0.258
REACTOME_SIGNALING_BY_ILS	0.02	0.55	0.04	0.48	0.20	0.258
PID_P75NTRPATHWAY	0.00	0.00	0.01	0.95	0.33	0.258
PID_BARD1PATHWAY	0.00	0.00	0.00	0.76	0.54	0.26
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	0.19	0.20	0.45	0.07	0.39	0.26
KEGG_ERBB_SIGNALING_PATHWAY	0.01	0.01	0.01	0.80	0.48	0.262
BIOCARTA_CTCF_PATHWAY	0.00	0.00	0.00	1.00	0.31	0.262
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.32	0.24	0.07	0.35	0.33	0.262
PID_PDGFRBPATHWAY	0.36	0.10	0.00	0.19	0.67	0.264
KEGG_APOPTOSIS	0.00	0.01	0.00	0.51	0.80	0.264
KEGG_PANCREATIC_CANCER	0.00	0.00	0.00	0.38	0.94	0.264
PID_FGF_PATHWAY	0.01	0.45	0.01	0.85	0.00	0.264
ST_FAS_SIGNALING_PATHWAY	0.00	0.00	0.00	0.99	0.33	0.264
REACTOME_HYALURONAN_METABOLISM	0.21	0.30	0.45	0.32	0.04	0.264
PID_P53REGULATIONPATHWAY	0.01	0.00	0.01	0.86	0.45	0.266
PID_INTEGRIN_A4B1_PATHWAY	0.08	0.40	0.11	0.45	0.29	0.266
REACTOME_PHOSPHOLIPID_METABOLISM	0.00	0.31	0.01	0.59	0.42	0.266
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.21	0.16	0.03	0.53	0.40	0.266
BIOCARTA_RANKL_PATHWAY	0.23	0.49	0.28	0.07	0.26	0.266
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.00	0.00	0.01	0.37	0.95	0.266
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.38	0.24	0.21	0.22	0.29	0.268
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.01	0.00	0.01	0.87	0.45	0.268
BIOCARTA_HER2_PATHWAY	0.00	0.61	0.00	0.10	0.63	0.268
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.27	0.90	0.01	0.09	0.07	0.268
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.19	0.04	0.49	0.28	0.34	0.268
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	0.15	0.66	0.41	0.12	0.00	0.268
REACTOME_NEURONAL_SYSTEM	0.60	0.65	0.01	0.00	0.08	0.268
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	0.11	0.20	0.14	0.56	0.34	0.27
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.55	0.31	0.00	0.45	0.04	0.27
PID_IFNGPATHWAY	0.00	0.01	0.00	0.45	0.89	0.27
PID_WNT_SIGNALING_PATHWAY	0.33	0.31	0.12	0.45	0.14	0.27
PID_RAC1_REG_PATHWAY	0.05	0.97	0.00	0.04	0.29	0.27
PID_P38_MK2PATHWAY	0.19	0.10	0.21	0.47	0.39	0.272
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	0.48	0.53	0.02	0.21	0.12	0.272
PID_CXCR4_PATHWAY	0.01	0.01	0.13	0.75	0.46	0.272
KEGG_THYROID_CANCER	0.00	0.00	0.00	0.82	0.54	0.272
BIOCARTA_TCRA_PATHWAY	0.30	0.32	0.09	0.32	0.33	0.272
PID_TCPTP_PATHWAY	0.00	0.36	0.00	0.37	0.63	0.272
KEGG_RNA_POLYMERASE	0.21	0.25	0.11	0.66	0.14	0.274
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.23	0.24	0.12	0.47	0.31	0.274
PID_PI3KCIPATHWAY	0.00	0.37	0.00	0.25	0.75	0.274
REACTOME_L1CAM_INTERACTIONS	0.05	0.91	0.03	0.00	0.38	0.274
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.01	0.36	0.01	0.74	0.25	0.274
REACTOME_MITOTIC_G2_G2_M_PHASES	0.19	0.08	0.01	0.80	0.29	0.274
PID_ALK2PATHWAY	0.39	0.34	0.12	0.22	0.31	0.276
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.36	0.11	0.08	0.49	0.34	0.276
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.10	0.51	0.45	0.07	0.25	0.276
KEGG_GLIOMA	0.00	0.00	0.01	0.95	0.42	0.276
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.19	0.24	0.21	0.10	0.64	0.276
BIOCARTA_ATRBRCA_PATHWAY	0.00	0.00	0.00	0.41	0.98	0.278
PID_PLK1_PATHWAY	0.66	0.01	0.22	0.45	0.05	0.278
PID_IL5_PATHWAY	0.00	0.50	0.00	0.89	0.00	0.278
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.13	0.11	0.46	0.16	0.54	0.28
PID_PRLSIGNALINGEVENTSPATHWAY	0.02	0.21	0.03	0.51	0.63	0.28
BIOCARTA_ECM_PATHWAY	0.00	0.01	0.00	0.99	0.40	0.28
KEGG_PATHWAYS_IN_CANCER	0.00	0.15	0.00	0.39	0.86	0.28
BIOCARTA_PTEN_PATHWAY	0.00	0.71	0.00	0.06	0.63	0.28
KEGG_SMALL_CELL_LUNG_CANCER	0.00	0.01	0.00	0.94	0.45	0.28
BIOCARTA_CACAM_PATHWAY	0.24	0.16	0.45	0.22	0.34	0.282
BIOCARTA_RB_PATHWAY	0.00	0.00	0.00	0.41	1.00	0.282
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.04	0.87	0.03	0.22	0.25	0.282
REACTOME_SIGNALING_BY_NOTCH	0.01	0.01	0.00	0.93	0.46	0.282
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.08	0.95	0.28	0.02	0.09	0.284
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.39	0.32	0.13	0.18	0.40	0.284
KEGG_OTHER_GLYCAN_DEGRADATION	0.21	0.36	0.13	0.41	0.31	0.284
REACTOME_CELL_CELL_COMMUNICATION	0.01	0.40	0.01	0.68	0.32	0.284
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.06	0.01	0.01	0.45	0.90	0.286
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	0.62	0.10	0.49	0.04	0.18	0.286
REACTOME_BOTULINUM_NEUROTOXICITY	0.12	0.02	0.91	0.08	0.30	0.286
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.52	0.30	0.33	0.14	0.14	0.286
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.01	0.27	0.01	0.70	0.45	0.288
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.03	0.35	0.05	0.28	0.73	0.288
PID_NETRIN_PATHWAY	0.00	0.05	0.00	0.85	0.55	0.29
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.30	0.87	0.03	0.13	0.12	0.29
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.61	0.17	0.20	0.07	0.40	0.29
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	0.24	0.21	0.23	0.07	0.70	0.29
BIOCARTA_NOS1_PATHWAY	0.48	0.37	0.54	0.07	0.00	0.292
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.00	0.00	0.00	0.92	0.54	0.292
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.01	0.22	0.03	0.22	0.98	0.292
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.01	0.00	0.01	0.95	0.49	0.292
BIOCARTA_FCER1_PATHWAY	0.00	1.00	0.00	0.47	0.00	0.294
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.45	0.05	0.12	0.56	0.29	0.294
ST_INTEGRIN_SIGNALING_PATHWAY	0.01	0.01	0.01	0.94	0.50	0.294
PID_EPHBFWDPATHWAY	0.00	0.36	0.00	0.56	0.55	0.294
SA_G2_AND_M_PHASES	0.79	0.05	0.05	0.15	0.43	0.294
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.14	0.51	0.29	0.13	0.40	0.294
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.13	0.57	0.14	0.22	0.42	0.296
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.00	0.93	0.00	0.55	0.00	0.296
PID_RXR_VDR_PATHWAY	0.20	0.32	0.06	0.35	0.55	0.296
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	0.26	0.40	0.29	0.19	0.34	0.296
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.38	0.38	0.14	0.24	0.34	0.296
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.01	0.45	0.01	0.47	0.54	0.296
REACTOME_PI_METABOLISM	0.00	0.99	0.00	0.50	0.00	0.298
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.52	0.26	0.29	0.02	0.40	0.298
KEGG_LINOLEIC_ACID_METABOLISM	0.08	0.22	0.45	0.38	0.36	0.298
REACTOME_METABOLISM_OF_PROTEINS	0.33	0.22	0.44	0.07	0.43	0.298
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.04	0.78	0.01	0.14	0.52	0.298
PID_NECTIN_PATHWAY	0.00	0.01	0.00	0.56	0.93	0.3
REACTOME_SIGNALLING_BY_NGF	0.02	0.68	0.10	0.16	0.54	0.3
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.00	0.00	0.00	0.96	0.54	0.3
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.23	0.30	0.53	0.40	0.05	0.302
REACTOME_IL_2_SIGNALING	0.00	0.59	0.00	0.92	0.00	0.302
REACTOME_GAB1_SIGNALOSOME	0.00	0.40	0.00	0.41	0.70	0.302
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.29	0.03	0.06	0.60	0.53	0.302
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.00	0.80	0.01	0.27	0.43	0.302
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.18	0.53	0.20	0.30	0.31	0.304
REACTOME_KERATAN_SULFATE_DEGRADATION	0.23	0.20	0.64	0.14	0.31	0.304
REACTOME_BASIGIN_INTERACTIONS	0.21	0.69	0.13	0.12	0.37	0.304
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.01	0.28	0.01	0.43	0.79	0.304
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.00	0.00	0.00	0.99	0.54	0.306
REACTOME_PI3K_CASCADE	0.01	0.37	0.01	0.60	0.54	0.306
BIOCARTA_IGF1_PATHWAY	0.00	0.98	0.00	0.55	0.00	0.306
PID_AURORA_A_PATHWAY	0.00	0.00	0.00	0.99	0.54	0.306
PID_THROMBIN_PAR1_PATHWAY	0.00	1.00	0.00	0.53	0.00	0.306
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.28	0.26	0.15	0.51	0.33	0.306
BIOCARTA_CERAMIDE_PATHWAY	0.00	0.54	0.00	1.00	0.00	0.308
BIOCARTA_CCR5_PATHWAY	0.23	0.24	0.21	0.62	0.24	0.308
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.52	0.52	0.32	0.13	0.05	0.308
REACTOME_SIGNALING_BY_NOTCH3	0.32	0.09	0.21	0.53	0.40	0.31
REACTOME_FANCONI_ANEMIA_PATHWAY	0.99	0.35	0.13	0.01	0.07	0.31
KEGG_P53_SIGNALING_PATHWAY	0.01	0.00	0.01	0.78	0.75	0.31
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.01	0.87	0.01	0.11	0.55	0.31
PID_IL2_1PATHWAY	0.01	0.74	0.01	0.80	0.00	0.312
PID_PI3KPLCTRKPATHWAY	0.00	0.97	0.00	0.59	0.00	0.312
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	0.09	0.26	0.76	0.20	0.25	0.312
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.03	0.02	0.39	0.42	0.70	0.312
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.11	0.27	0.06	0.21	0.92	0.314
PID_RETINOIC_ACID_PATHWAY	0.37	0.15	0.06	0.25	0.74	0.314
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.51	0.40	0.29	0.12	0.25	0.314
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.00	0.44	0.00	0.56	0.57	0.314
BIOCARTA_MITOCHONDRIA_PATHWAY	0.27	0.43	0.30	0.23	0.34	0.314
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.89	0.30	0.21	0.12	0.05	0.314
PID_P73PATHWAY	0.02	0.68	0.04	0.06	0.78	0.316
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.38	0.27	0.21	0.41	0.31	0.316
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.48	0.54	0.07	0.19	0.30	0.316
PID_CD8TCRPATHWAY	0.05	0.36	0.32	0.15	0.70	0.316
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.12	0.06	0.58	0.47	0.35	0.316
SA_CASPASE_CASCADE	0.04	0.35	0.15	0.58	0.46	0.316
PID_IL4_2PATHWAY	0.01	0.33	0.01	0.37	0.86	0.316
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.15	0.40	0.52	0.07	0.45	0.318
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.21	0.02	0.90	0.07	0.40	0.32
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	0.27	0.19	0.33	0.25	0.56	0.32
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.52	0.38	0.02	0.12	0.57	0.322
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.00	0.13	0.00	0.73	0.75	0.322
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.15	0.64	0.78	0.03	0.01	0.322
BIOCARTA_IGF1R_PATHWAY	0.00	0.70	0.00	0.58	0.34	0.324
PID_ERBB4_PATHWAY	0.00	0.44	0.00	0.49	0.69	0.324
REACTOME_TCR_SIGNALING	0.01	0.58	0.01	0.46	0.56	0.324
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.01	0.68	0.22	0.51	0.20	0.324
BIOCARTA_PGC1A_PATHWAY	0.23	0.34	0.21	0.22	0.63	0.326
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.30	0.60	0.14	0.28	0.31	0.326
