Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.60	0.21	0.03	0.02	0.30	0.232
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.40	0.18	0.03	0.07	0.49	0.234
KEGG_SMALL_CELL_LUNG_CANCER	0.43	0.52	0.11	0.13	0.00	0.238
PID_VEGFR1_PATHWAY	0.27	0.18	0.40	0.22	0.13	0.24
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	0.03	0.70	0.13	0.31	0.03	0.24
KEGG_NITROGEN_METABOLISM	0.14	0.01	0.44	0.58	0.05	0.244
PID_HEDGEHOG_2PATHWAY	0.18	0.14	0.21	0.03	0.68	0.248
REACTOME_UNWINDING_OF_DNA	0.20	0.32	0.04	0.09	0.59	0.248
BIOCARTA_ATRBRCA_PATHWAY	0.31	0.28	0.04	0.03	0.59	0.25
BIOCARTA_DNAFRAGMENT_PATHWAY	0.30	0.22	0.06	0.26	0.41	0.25
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.20	0.09	0.11	0.24	0.61	0.25
KEGG_COLORECTAL_CANCER	0.65	0.19	0.25	0.12	0.05	0.252
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.64	0.05	0.34	0.12	0.11	0.252
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.16	0.12	0.22	0.40	0.37	0.254
KEGG_BLADDER_CANCER	0.56	0.01	0.39	0.29	0.02	0.254
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.09	0.13	0.43	0.42	0.22	0.258
BIOCARTA_TFF_PATHWAY	0.20	0.45	0.45	0.09	0.10	0.258
BIOCARTA_TEL_PATHWAY	0.20	0.00	0.46	0.47	0.18	0.262
PID_MYC_REPRESSPATHWAY	0.26	0.04	0.45	0.35	0.21	0.262
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.34	0.12	0.21	0.61	0.03	0.262
KEGG_OOCYTE_MEIOSIS	0.35	0.00	0.00	0.02	0.96	0.266
PID_PRLSIGNALINGEVENTSPATHWAY	0.27	0.66	0.06	0.10	0.25	0.268
BIOCARTA_WNT_PATHWAY	0.12	0.04	0.40	0.53	0.25	0.268
BIOCARTA_ETS_PATHWAY	0.44	0.12	0.06	0.25	0.50	0.274
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.03	0.45	0.37	0.19	0.33	0.274
KEGG_MISMATCH_REPAIR	0.32	0.28	0.13	0.11	0.53	0.274
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.23	0.26	0.01	0.11	0.77	0.276
ST_INTERFERON_GAMMA_PATHWAY	0.52	0.01	0.08	0.16	0.64	0.282
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.50	0.68	0.00	0.18	0.05	0.282
KEGG_GLIOMA	0.52	0.05	0.28	0.13	0.44	0.284
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.44	0.20	0.02	0.33	0.43	0.284
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.20	0.04	0.33	0.50	0.36	0.286
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.40	0.11	0.38	0.39	0.15	0.286
PID_TELOMERASEPATHWAY	0.26	0.31	0.13	0.09	0.65	0.288
PID_P53DOWNSTREAMPATHWAY	0.57	0.17	0.09	0.00	0.63	0.292
REACTOME_G1_PHASE	0.51	0.42	0.01	0.36	0.17	0.294
REACTOME_BASIGIN_INTERACTIONS	0.12	0.28	0.39	0.33	0.36	0.296
PID_ERBB_NETWORK_PATHWAY	0.12	0.03	0.88	0.39	0.06	0.296
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.02	0.48	0.22	0.50	0.27	0.298
PID_PLK1_PATHWAY	0.56	0.36	0.01	0.17	0.41	0.302
KEGG_MELANOMA	0.25	0.05	0.56	0.62	0.04	0.304
PID_ERA_GENOMIC_PATHWAY	0.01	0.12	0.24	0.21	0.94	0.304
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.74	0.40	0.10	0.19	0.09	0.304
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.27	0.34	0.13	0.25	0.54	0.306
KEGG_PATHWAYS_IN_CANCER	0.92	0.05	0.36	0.12	0.09	0.308
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.30	0.33	0.42	0.37	0.13	0.31
REACTOME_SIGNALING_BY_RHO_GTPASES	0.23	0.44	0.03	0.35	0.51	0.312
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.87	0.20	0.02	0.06	0.41	0.312
PID_ATR_PATHWAY	0.58	0.07	0.00	0.05	0.86	0.312
PID_EPHBFWDPATHWAY	0.12	0.05	0.63	0.72	0.04	0.312
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.72	0.00	0.29	0.29	0.26	0.312
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.11	0.31	0.80	0.27	0.08	0.314
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.61	0.49	0.11	0.16	0.21	0.316
SA_FAS_SIGNALING	0.69	0.02	0.20	0.64	0.04	0.318
ST_FAS_SIGNALING_PATHWAY	0.15	0.75	0.28	0.19	0.23	0.32
REACTOME_MITOTIC_G1_G1_S_PHASES	0.37	0.18	0.05	0.29	0.74	0.326
KEGG_TYROSINE_METABOLISM	0.35	0.01	0.53	0.47	0.30	0.332
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.26	0.69	0.37	0.13	0.21	0.332
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.21	0.14	0.64	0.43	0.25	0.334
BIOCARTA_BAD_PATHWAY	0.18	0.03	0.33	0.45	0.68	0.334
REACTOME_INTEGRATION_OF_PROVIRUS	0.13	0.46	0.13	0.42	0.54	0.336
REACTOME_G0_AND_EARLY_G1	0.56	0.12	0.01	0.06	0.95	0.34
BIOCARTA_FEEDER_PATHWAY	0.21	0.33	0.10	0.42	0.64	0.34
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.24	0.31	0.54	0.41	0.21	0.342
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.45	0.16	0.23	0.49	0.38	0.342
BIOCARTA_CDK5_PATHWAY	0.73	0.55	0.17	0.20	0.07	0.344
KEGG_DILATED_CARDIOMYOPATHY	0.18	0.20	0.84	0.26	0.24	0.344
REACTOME_SIGNALING_BY_NOTCH	0.13	0.05	0.58	0.82	0.14	0.344
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	0.20	0.07	0.59	0.42	0.44	0.344
BIOCARTA_IGF1MTOR_PATHWAY	0.55	0.02	0.43	0.64	0.11	0.35
PID_HNF3APATHWAY	0.00	0.04	0.60	0.14	0.97	0.35
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.49	0.03	0.73	0.26	0.26	0.354
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.81	0.14	0.06	0.23	0.53	0.354
PID_BMPPATHWAY	0.01	0.30	0.68	0.29	0.49	0.354
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	0.23	0.08	0.56	0.46	0.45	0.356
PID_ERBB4_PATHWAY	0.20	0.04	0.64	0.66	0.24	0.356
BIOCARTA_CTCF_PATHWAY	0.42	0.06	0.84	0.46	0.00	0.356
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.72	0.20	0.07	0.27	0.53	0.358
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.31	0.37	0.33	0.53	0.25	0.358
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.24	0.21	0.64	0.09	0.62	0.36
PID_ATF2_PATHWAY	0.63	0.15	0.31	0.03	0.69	0.362
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.91	0.21	0.06	0.31	0.33	0.364
KEGG_PYRIMIDINE_METABOLISM	0.18	0.78	0.03	0.23	0.63	0.37
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.32	0.14	0.44	0.27	0.68	0.37
PID_FANCONI_PATHWAY	0.83	0.12	0.00	0.09	0.81	0.37
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.00	0.47	0.34	0.41	0.64	0.372
KEGG_GLUTATHIONE_METABOLISM	0.74	0.07	0.40	0.49	0.16	0.372
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.18	0.95	0.45	0.11	0.17	0.372
KEGG_LYSINE_DEGRADATION	0.34	0.37	0.41	0.10	0.64	0.372
PID_ERBB2ERBB3PATHWAY	0.66	0.09	0.66	0.40	0.05	0.372
BIOCARTA_CXCR4_PATHWAY	0.68	0.46	0.34	0.33	0.06	0.374
REACTOME_SIGNALING_BY_SCF_KIT	0.68	0.11	0.48	0.29	0.31	0.374
BIOCARTA_MCM_PATHWAY	0.21	0.23	0.18	0.26	0.99	0.374
KEGG_P53_SIGNALING_PATHWAY	0.63	0.36	0.00	0.00	0.88	0.374
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.20	0.48	0.23	0.72	0.25	0.376
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.85	0.02	0.50	0.10	0.41	0.376
BIOCARTA_EPHA4_PATHWAY	0.07	0.74	0.67	0.37	0.04	0.378
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.69	0.08	0.66	0.32	0.14	0.378
REACTOME_FANCONI_ANEMIA_PATHWAY	0.33	0.59	0.03	0.09	0.86	0.38
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.66	0.14	0.01	0.10	0.99	0.38
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	0.28	0.12	0.36	0.63	0.52	0.382
BIOCARTA_EDG1_PATHWAY	0.29	0.53	0.49	0.55	0.06	0.384
BIOCARTA_TPO_PATHWAY	0.66	0.58	0.34	0.13	0.21	0.384
PID_MYC_PATHWAY	0.20	0.80	0.31	0.38	0.23	0.384
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.03	0.63	0.76	0.27	0.23	0.384
KEGG_GALACTOSE_METABOLISM	0.20	0.16	0.36	0.84	0.36	0.384
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.63	0.20	0.03	0.12	0.95	0.386
PID_RB_1PATHWAY	0.82	0.54	0.18	0.20	0.19	0.386
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.45	0.63	0.03	0.06	0.76	0.386
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.13	0.62	0.80	0.35	0.03	0.386
REACTOME_BASE_EXCISION_REPAIR	0.44	0.63	0.16	0.03	0.68	0.388
PID_E2F_PATHWAY	0.97	0.26	0.00	0.40	0.32	0.39
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.01	0.32	0.46	0.53	0.63	0.39
BIOCARTA_MTA3_PATHWAY	0.44	0.12	0.51	0.11	0.77	0.39
BIOCARTA_TRKA_PATHWAY	0.31	0.42	0.34	0.24	0.64	0.39
PID_ER_NONGENOMIC_PATHWAY	0.05	0.21	0.74	0.57	0.38	0.39
PID_P38_MK2PATHWAY	0.58	0.50	0.16	0.43	0.29	0.392
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.28	0.03	0.39	0.58	0.68	0.392
REACTOME_G1_S_TRANSITION	0.19	0.37	0.12	0.35	0.94	0.394
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.72	0.08	0.59	0.44	0.14	0.394
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.53	0.03	0.66	0.73	0.03	0.396
BIOCARTA_SPRY_PATHWAY	0.32	0.73	0.64	0.19	0.10	0.396
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.54	0.02	0.85	0.45	0.13	0.398
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.72	0.24	0.01	0.06	0.96	0.398
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.44	0.28	0.43	0.74	0.10	0.398
KEGG_MELANOGENESIS	0.13	0.09	0.81	0.56	0.41	0.4
PID_INSULIN_GLUCOSE_PATHWAY	0.31	0.26	0.58	0.74	0.11	0.4
PID_CASPASE_PATHWAY	0.23	0.37	0.27	0.35	0.78	0.4
REACTOME_G2_M_CHECKPOINTS	0.71	0.25	0.00	0.09	0.96	0.402
PID_INTEGRIN_CS_PATHWAY	0.18	0.36	0.62	0.33	0.52	0.402
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	0.21	0.03	0.64	0.61	0.53	0.404
REACTOME_EGFR_DOWNREGULATION	0.15	0.65	0.65	0.27	0.30	0.404
KEGG_ACUTE_MYELOID_LEUKEMIA	0.50	0.61	0.50	0.41	0.00	0.404
REACTOME_SIGNALING_BY_BMP	0.20	0.31	0.61	0.38	0.53	0.406
REACTOME_PKB_MEDIATED_EVENTS	0.42	0.38	0.78	0.43	0.02	0.406
REACTOME_MUSCLE_CONTRACTION	0.65	0.04	0.64	0.22	0.49	0.408
BIOCARTA_GLYCOLYSIS_PATHWAY	0.46	0.10	0.34	0.58	0.56	0.408
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.21	0.55	0.48	0.57	0.25	0.412
PID_INTEGRIN_A9B1_PATHWAY	0.32	0.23	0.71	0.80	0.00	0.412
KEGG_ECM_RECEPTOR_INTERACTION	0.38	0.38	0.71	0.41	0.18	0.412
PID_BETACATENIN_NUC_PATHWAY	0.13	0.28	0.70	0.68	0.28	0.414
REACTOME_GAP_JUNCTION_TRAFFICKING	0.27	0.36	0.87	0.57	0.00	0.414
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.35	0.11	0.74	0.69	0.19	0.416
BIOCARTA_IGF1_PATHWAY	0.72	0.18	0.48	0.38	0.33	0.418
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.66	0.16	0.64	0.61	0.02	0.418
REACTOME_TRYPTOPHAN_CATABOLISM	0.33	0.12	0.68	0.51	0.45	0.418
PID_CMYB_PATHWAY	0.19	0.69	0.44	0.13	0.65	0.42
PID_RET_PATHWAY	0.08	0.01	0.92	0.57	0.53	0.422
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.29	0.91	0.55	0.35	0.02	0.424
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.30	0.64	0.88	0.30	0.00	0.424
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.20	0.65	0.33	0.58	0.36	0.424
KEGG_ERBB_SIGNALING_PATHWAY	0.41	0.14	0.92	0.53	0.12	0.424
SA_G2_AND_M_PHASES	0.33	0.60	0.04	0.27	0.88	0.424
BIOCARTA_CARM_ER_PATHWAY	0.53	0.32	0.45	0.17	0.66	0.426
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.48	0.43	0.69	0.46	0.08	0.428
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.96	0.00	0.68	0.35	0.16	0.43
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.47	0.97	0.23	0.38	0.10	0.43
BIOCARTA_IL6_PATHWAY	0.32	0.33	0.30	0.36	0.84	0.43
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.61	0.03	0.34	0.33	0.84	0.43
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.27	0.63	0.43	0.01	0.82	0.432
BIOCARTA_HSP27_PATHWAY	0.77	0.14	0.50	0.64	0.11	0.432
PID_P75NTRPATHWAY	0.84	0.31	0.48	0.35	0.18	0.432
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.47	0.26	0.25	0.39	0.79	0.432
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.20	0.05	0.58	0.54	0.79	0.432
REACTOME_CELL_CYCLE_CHECKPOINTS	0.57	0.26	0.03	0.33	0.98	0.434
KEGG_RENAL_CELL_CARCINOMA	0.52	0.28	0.88	0.38	0.11	0.434
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.07	0.28	0.67	0.98	0.18	0.436
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.23	0.77	0.54	0.34	0.30	0.436
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	0.69	0.22	0.68	0.38	0.21	0.436
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.26	0.45	0.69	0.58	0.21	0.438
BIOCARTA_ARF_PATHWAY	0.95	0.28	0.31	0.65	0.00	0.438
ST_G_ALPHA_I_PATHWAY	0.29	0.49	0.74	0.55	0.13	0.44
SA_G1_AND_S_PHASES	0.72	0.30	0.13	0.46	0.59	0.44
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.37	0.50	0.89	0.30	0.14	0.44
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.14	0.03	0.57	0.48	0.99	0.442
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.95	0.38	0.62	0.24	0.02	0.442
KEGG_PHENYLALANINE_METABOLISM	0.72	0.03	0.39	0.54	0.53	0.442
BIOCARTA_SARS_PATHWAY	0.05	0.46	0.29	0.97	0.44	0.442
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.00	0.30	0.40	0.54	0.98	0.444
REACTOME_GAP_JUNCTION_DEGRADATION	0.64	0.32	0.22	0.59	0.45	0.444
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.52	0.57	0.70	0.23	0.20	0.444
PID_IL4_2PATHWAY	0.11	0.51	0.84	0.55	0.21	0.444
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.45	0.72	0.19	0.03	0.84	0.446
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.48	0.48	0.38	0.40	0.49	0.446
REACTOME_ERK_MAPK_TARGETS	0.26	0.50	0.47	0.64	0.36	0.446
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.92	0.50	0.23	0.47	0.11	0.446
REACTOME_TIE2_SIGNALING	0.90	0.04	0.76	0.46	0.07	0.446
REACTOME_RAF_MAP_KINASE_CASCADE	0.52	0.54	0.36	0.51	0.30	0.446
PID_INTEGRIN5_PATHWAY	0.62	0.23	0.87	0.38	0.14	0.448
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.66	0.28	0.44	0.13	0.73	0.448
REACTOME_CIRCADIAN_CLOCK	0.00	0.32	0.66	0.64	0.63	0.45
PID_CERAMIDE_PATHWAY	0.11	0.37	0.81	0.72	0.24	0.45
BIOCARTA_CERAMIDE_PATHWAY	0.66	0.28	0.36	0.58	0.38	0.452
PID_PS1PATHWAY	0.64	0.08	0.52	0.60	0.42	0.452
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.77	0.23	0.04	0.43	0.79	0.452
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.20	0.04	0.93	0.86	0.23	0.452
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.77	0.94	0.03	0.34	0.19	0.454
REACTOME_M_G1_TRANSITION	0.54	0.26	0.17	0.39	0.91	0.454
PID_SHP2_PATHWAY	0.82	0.18	0.70	0.38	0.19	0.454
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	0.60	0.14	0.70	0.61	0.23	0.456
KEGG_MTOR_SIGNALING_PATHWAY	0.93	0.07	0.77	0.36	0.15	0.456
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.52	0.00	0.34	0.98	0.44	0.456
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.84	0.65	0.51	0.19	0.10	0.458
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.75	0.36	0.62	0.50	0.06	0.458
REACTOME_MYOGENESIS	0.72	0.06	0.67	0.10	0.74	0.458
BIOCARTA_EGFR_SMRTE_PATHWAY	0.59	0.99	0.39	0.11	0.21	0.458
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.82	0.51	0.75	0.21	0.00	0.458
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.06	0.82	0.67	0.52	0.22	0.458
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.83	0.00	0.80	0.56	0.10	0.458
PID_FAK_PATHWAY	0.65	0.04	1.00	0.60	0.00	0.458
WNT_SIGNALING	0.22	0.16	0.87	0.68	0.37	0.46
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.57	0.10	0.53	0.52	0.59	0.462
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.20	0.02	0.69	0.61	0.79	0.462
BIOCARTA_ECM_PATHWAY	0.76	0.61	0.62	0.31	0.01	0.462
REACTOME_SEMAPHORIN_INTERACTIONS	0.11	0.10	0.99	0.75	0.36	0.462
BIOCARTA_PGC1A_PATHWAY	0.36	0.14	0.50	0.39	0.93	0.464
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.05	0.17	0.98	0.59	0.53	0.464
BIOCARTA_RAS_PATHWAY	0.85	0.20	0.74	0.39	0.14	0.464
KEGG_CELL_CYCLE	0.80	0.26	0.02	0.29	0.97	0.468
PID_FRA_PATHWAY	0.85	0.11	0.46	0.29	0.63	0.468
BIOCARTA_TOB1_PATHWAY	0.72	0.10	0.86	0.67	0.00	0.47
REACTOME_EXTENSION_OF_TELOMERES	0.50	0.84	0.15	0.13	0.73	0.47
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	0.63	0.09	0.89	0.68	0.06	0.47
PID_MYC_ACTIVPATHWAY	0.52	0.45	0.10	0.35	0.94	0.472
REACTOME_AXON_GUIDANCE	0.77	0.23	0.71	0.65	0.00	0.472
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.19	0.62	0.61	0.20	0.74	0.472
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.23	0.72	0.91	0.09	0.43	0.476
PID_IL3_PATHWAY	0.33	0.80	0.53	0.33	0.39	0.476
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.21	0.54	0.50	0.43	0.70	0.476
PID_ILK_PATHWAY	0.66	0.89	0.31	0.09	0.44	0.478
