Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
KEGG_MISMATCH_REPAIR	0.41	0.14	0.00	0.09	0.72	0.272
ST_FAS_SIGNALING_PATHWAY	0.17	0.57	0.00	0.05	0.58	0.274
REACTOME_SIGNALING_BY_SCF_KIT	0.65	0.00	0.34	0.24	0.15	0.276
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.32	0.00	0.18	0.49	0.40	0.278
ST_INTERFERON_GAMMA_PATHWAY	0.27	0.01	0.08	0.08	0.96	0.28
REACTOME_INTEGRATION_OF_PROVIRUS	0.17	0.10	0.16	0.87	0.11	0.282
KEGG_PYRIMIDINE_METABOLISM	0.29	0.60	0.01	0.08	0.43	0.282
REACTOME_G2_M_CHECKPOINTS	0.60	0.19	0.00	0.09	0.54	0.284
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.12	0.11	0.44	0.42	0.34	0.286
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.62	0.11	0.37	0.26	0.08	0.288
PID_TNFPATHWAY	0.12	0.35	0.74	0.15	0.09	0.29
PID_TAP63PATHWAY	0.61	0.03	0.50	0.00	0.32	0.292
BIOCARTA_ATM_PATHWAY	0.85	0.15	0.03	0.09	0.34	0.292
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.08	0.78	0.18	0.10	0.33	0.294
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.92	0.27	0.03	0.19	0.06	0.294
REACTOME_EGFR_DOWNREGULATION	0.04	0.60	0.70	0.14	0.00	0.296
BIOCARTA_MTA3_PATHWAY	0.32	0.01	0.17	0.09	0.89	0.296
REACTOME_CELL_CYCLE_MITOTIC	0.65	0.21	0.00	0.03	0.60	0.298
BIOCARTA_SRCRPTP_PATHWAY	0.55	0.59	0.00	0.16	0.20	0.3
REACTOME_COPI_MEDIATED_TRANSPORT	0.08	0.32	0.43	0.45	0.22	0.3
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.02	0.23	0.34	0.33	0.58	0.3
BIOCARTA_DNAFRAGMENT_PATHWAY	0.58	0.32	0.06	0.09	0.46	0.302
REACTOME_AXON_GUIDANCE	0.36	0.26	0.15	0.13	0.61	0.302
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.47	0.08	0.63	0.25	0.08	0.302
PID_FAK_PATHWAY	0.14	0.03	0.82	0.48	0.04	0.302
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.02	0.06	0.54	0.61	0.29	0.304
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.20	0.38	0.47	0.36	0.11	0.304
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.47	0.01	0.24	0.35	0.45	0.304
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	0.35	0.47	0.15	0.31	0.25	0.306
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.34	0.04	0.00	0.18	0.97	0.306
PID_E2F_PATHWAY	0.82	0.11	0.00	0.07	0.54	0.308
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.26	0.92	0.04	0.01	0.31	0.308
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.01	0.49	0.60	0.15	0.29	0.308
PID_INSULIN_PATHWAY	0.46	0.15	0.73	0.15	0.05	0.308
PID_ECADHERIN_STABILIZATION_PATHWAY	0.07	0.21	0.44	0.41	0.41	0.308
KEGG_CELL_CYCLE	0.73	0.15	0.00	0.05	0.62	0.31
SA_G1_AND_S_PHASES	0.42	0.23	0.01	0.05	0.84	0.31
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.53	0.17	0.13	0.38	0.34	0.31
KEGG_BLADDER_CANCER	0.45	0.00	0.25	0.56	0.29	0.31
KEGG_PURINE_METABOLISM	0.70	0.37	0.00	0.17	0.32	0.312
BIOCARTA_HSP27_PATHWAY	0.73	0.04	0.21	0.34	0.25	0.314
PID_HNF3APATHWAY	0.01	0.22	0.65	0.15	0.54	0.314
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.31	0.04	0.41	0.25	0.57	0.316
PID_RHOA_PATHWAY	0.45	0.77	0.22	0.09	0.05	0.316
PID_BETACATENIN_NUC_PATHWAY	0.07	0.48	0.63	0.37	0.04	0.318
PID_SMAD2_3PATHWAY	0.12	0.13	0.22	0.59	0.53	0.318
BIOCARTA_IGF1MTOR_PATHWAY	0.58	0.07	0.33	0.51	0.11	0.32
PID_AR_PATHWAY	0.11	0.14	0.81	0.49	0.05	0.32
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.68	0.52	0.07	0.33	0.00	0.32
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.25	0.11	0.53	0.00	0.71	0.32
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.02	0.13	0.31	0.93	0.22	0.322
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	0.19	0.73	0.19	0.14	0.36	0.322
REACTOME_PI_METABOLISM	0.01	0.52	0.65	0.35	0.09	0.324
SIG_BCR_SIGNALING_PATHWAY	0.12	0.34	0.64	0.40	0.12	0.324
REACTOME_G1_S_TRANSITION	0.42	0.20	0.01	0.05	0.95	0.326
PID_EPOPATHWAY	0.10	0.29	0.39	0.67	0.18	0.326
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.19	0.00	0.39	0.74	0.31	0.326
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.90	0.08	0.11	0.06	0.49	0.328
BIOCARTA_G2_PATHWAY	0.72	0.39	0.01	0.01	0.51	0.328
BIOCARTA_ECM_PATHWAY	0.68	0.43	0.41	0.11	0.02	0.33
REACTOME_BASIGIN_INTERACTIONS	0.09	0.36	0.47	0.37	0.36	0.33
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	0.53	0.90	0.01	0.05	0.17	0.332
PID_ERBB4_PATHWAY	0.07	0.01	0.88	0.41	0.29	0.332
REACTOME_DEVELOPMENTAL_BIOLOGY	0.32	0.30	0.22	0.42	0.41	0.334
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.53	0.09	0.54	0.09	0.43	0.336
WNT_SIGNALING	0.01	0.08	0.80	0.47	0.32	0.336
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.23	0.40	0.16	0.40	0.49	0.336
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.02	0.93	0.55	0.12	0.06	0.336
PID_AURORA_B_PATHWAY	0.64	0.56	0.00	0.00	0.49	0.338
PID_IL4_2PATHWAY	0.17	0.54	0.56	0.21	0.21	0.338
REACTOME_SOS_MEDIATED_SIGNALLING	0.68	0.03	0.04	0.06	0.89	0.34
REACTOME_RAF_MAP_KINASE_CASCADE	0.66	0.03	0.03	0.16	0.82	0.34
PID_NFAT_3PATHWAY	0.20	0.31	0.26	0.37	0.56	0.34
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.23	0.41	0.22	0.31	0.54	0.342
BIOCARTA_HER2_PATHWAY	0.04	0.09	0.44	0.69	0.46	0.344
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.83	0.08	0.07	0.07	0.67	0.344
BIOCARTA_EIF4_PATHWAY	0.25	0.26	0.63	0.47	0.12	0.346
BIOCARTA_FAS_PATHWAY	0.36	0.80	0.11	0.17	0.29	0.346
PID_EPHBFWDPATHWAY	0.18	0.00	0.83	0.21	0.51	0.346
BIOCARTA_MTOR_PATHWAY	0.18	0.56	0.59	0.33	0.08	0.348
PID_FRA_PATHWAY	0.81	0.32	0.24	0.17	0.21	0.35
PID_BMPPATHWAY	0.02	0.48	0.65	0.38	0.23	0.352
PID_ER_NONGENOMIC_PATHWAY	0.18	0.18	0.77	0.15	0.49	0.354
PID_ATF2_PATHWAY	0.22	0.51	0.16	0.32	0.56	0.354
PID_HIF2PATHWAY	0.01	0.01	0.78	0.84	0.13	0.354
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.10	0.29	0.66	0.67	0.07	0.358
PID_ALPHASYNUCLEIN_PATHWAY	0.02	0.38	0.73	0.44	0.22	0.358
PID_PDGFRBPATHWAY	0.15	0.43	0.92	0.23	0.07	0.36
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.66	0.44	0.17	0.18	0.35	0.36
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.15	0.71	0.12	0.29	0.53	0.36
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.81	0.07	0.39	0.46	0.08	0.362
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.55	0.29	0.73	0.25	0.00	0.364
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.14	0.68	0.25	0.12	0.63	0.364
BIOCARTA_RAC1_PATHWAY	0.43	0.11	0.77	0.07	0.45	0.366
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.47	0.78	0.34	0.10	0.14	0.366
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.57	0.51	0.08	0.16	0.51	0.366
REACTOME_CIRCADIAN_CLOCK	0.01	0.38	0.51	0.45	0.49	0.368
PID_HIF1APATHWAY	0.12	0.09	0.73	0.56	0.36	0.372
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.85	0.73	0.02	0.14	0.12	0.372
REACTOME_TOLL_RECEPTOR_CASCADES	0.16	0.56	0.21	0.10	0.83	0.372
BIOCARTA_AKAPCENTROSOME_PATHWAY	0.63	0.33	0.07	0.06	0.77	0.372
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.71	0.18	0.00	0.01	0.97	0.374
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.07	0.15	0.39	0.87	0.39	0.374
PID_PTP1BPATHWAY	0.33	0.19	0.57	0.59	0.20	0.376
SA_PTEN_PATHWAY	0.37	0.11	0.59	0.77	0.04	0.376
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.17	0.82	0.40	0.07	0.42	0.376
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.02	0.35	0.57	0.52	0.43	0.378
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.07	0.08	0.39	0.80	0.55	0.378
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.16	0.85	0.22	0.03	0.63	0.378
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.61	0.62	0.00	0.25	0.41	0.378
REACTOME_NEPHRIN_INTERACTIONS	0.02	0.33	0.81	0.25	0.49	0.38
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.64	0.47	0.19	0.18	0.42	0.38
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.44	0.07	0.22	0.84	0.34	0.382
BIOCARTA_P53_PATHWAY	0.69	0.26	0.03	0.04	0.89	0.382
REACTOME_SIGNALING_BY_ERBB4	0.48	0.01	0.55	0.42	0.45	0.382
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.33	0.23	0.07	0.65	0.63	0.382
BIOCARTA_MITOCHONDRIA_PATHWAY	0.15	0.09	0.30	0.43	0.94	0.382
KEGG_DNA_REPLICATION	0.37	0.68	0.04	0.00	0.82	0.382
REACTOME_CELL_CYCLE_CHECKPOINTS	0.91	0.07	0.02	0.09	0.83	0.384
REACTOME_APOPTOSIS	0.79	0.28	0.13	0.27	0.45	0.384
BIOCARTA_KERATINOCYTE_PATHWAY	0.38	0.39	0.60	0.44	0.13	0.388
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	0.28	0.06	0.29	0.74	0.57	0.388
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.28	0.33	0.73	0.15	0.45	0.388
SA_B_CELL_RECEPTOR_COMPLEXES	0.03	0.46	0.38	0.73	0.34	0.388
PID_LYSOPHOSPHOLIPID_PATHWAY	0.61	0.16	0.66	0.20	0.31	0.388
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.36	0.01	0.83	0.71	0.04	0.39
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	0.57	0.11	0.02	0.30	0.95	0.39
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.70	0.14	0.32	0.19	0.60	0.39
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.22	0.89	0.05	0.25	0.54	0.39
KEGG_GAP_JUNCTION	0.65	0.02	0.18	0.54	0.56	0.39
PID_MYC_ACTIVPATHWAY	0.55	0.67	0.15	0.46	0.13	0.392
KEGG_INSULIN_SIGNALING_PATHWAY	0.90	0.24	0.59	0.07	0.16	0.392
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.19	0.77	0.57	0.36	0.07	0.392
PID_LYMPHANGIOGENESIS_PATHWAY	0.61	0.28	0.70	0.25	0.12	0.392
BIOCARTA_CTCF_PATHWAY	0.35	0.04	0.56	0.56	0.45	0.392
REACTOME_BASE_EXCISION_REPAIR	0.83	0.60	0.09	0.11	0.34	0.394
REACTOME_REGULATION_OF_KIT_SIGNALING	0.02	0.51	0.84	0.51	0.09	0.394
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.07	0.22	0.53	0.18	0.98	0.396
KEGG_PYRUVATE_METABOLISM	0.45	0.38	0.37	0.36	0.43	0.398
REACTOME_DNA_REPAIR	0.65	0.54	0.04	0.20	0.56	0.398
KEGG_ACUTE_MYELOID_LEUKEMIA	0.17	0.48	0.66	0.42	0.26	0.398
KEGG_RENAL_CELL_CARCINOMA	0.50	0.11	0.91	0.47	0.00	0.398
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.26	0.13	0.50	0.34	0.77	0.4
PID_MTOR_4PATHWAY	0.56	0.26	0.75	0.01	0.42	0.4
