Gene Set	Basal	Her2	LumA	LumB	Average AUC
KEGG_PANCREATIC_CANCER	0.96710438	0.84484848	0.82777130	0.81274941	0.8631183925
KEGG_DILATED_CARDIOMYOPATHY	0.97057239	0.83843434	0.85161875	0.78611111	0.8616841475
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.97309764	0.84848485	0.83258223	0.79061448	0.8611948
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.97407407	0.86272727	0.80870241	0.79866723	0.861042745
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.98033670	0.83338384	0.84376457	0.78476431	0.860562355
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.98282828	0.84641414	0.83218726	0.78078002	0.860552425
KEGG_PURINE_METABOLISM	0.96595960	0.84656566	0.83040663	0.79706790	0.8599999475
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.96764310	0.80126263	0.85904558	0.81150393	0.85986381
PID_ATF2_PATHWAY	0.97730640	0.82853535	0.84186092	0.79163861	0.85983532
KEGG_ECM_RECEPTOR_INTERACTION	0.97818182	0.81095960	0.83599456	0.81379068	0.859731665
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.97919192	0.83934343	0.82099845	0.79936486	0.859724665
PID_P53DOWNSTREAMPATHWAY	0.97653199	0.80196970	0.86631702	0.79402357	0.85971057
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.96831650	0.83540404	0.83422688	0.79910213	0.8592623875
REACTOME_POTASSIUM_CHANNELS	0.96734007	0.83454545	0.85708366	0.77748061	0.8591124475
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.96905724	0.83737374	0.84094794	0.78646184	0.85846019
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.97272727	0.84222222	0.80552966	0.81278058	0.8583149325
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.97380471	0.81232323	0.84035224	0.80590629	0.8580966175
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.96848485	0.84636364	0.83680394	0.77936308	0.8577538775
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.97838384	0.84152637	0.85015540	0.75879630	0.8572154775
PID_BETACATENIN_NUC_PATHWAY	0.95606061	0.83191919	0.85809376	0.78235129	0.8571062125
REACTOME_MITOTIC_G1_G1_S_PHASES	0.95299663	0.84191919	0.86192696	0.76965488	0.856624415
KEGG_MELANOMA	0.95848485	0.83631313	0.81561772	0.81433782	0.85618838
KEGG_MAPK_SIGNALING_PATHWAY	0.97656566	0.83146465	0.81587672	0.79876543	0.855668115
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.96734007	0.78969697	0.85177415	0.81275253	0.85539093
PID_MYC_REPRESSPATHWAY	0.96983165	0.87419192	0.80841751	0.76891134	0.855338105
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.96713805	0.89612642	0.77971380	0.77738496	0.8550908075
KEGG_AXON_GUIDANCE	0.97787879	0.83358586	0.85747863	0.75082772	0.85494275
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.97228956	0.84459596	0.80788656	0.79330808	0.85452004
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.97925926	0.80277778	0.83872701	0.79607183	0.85420897
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.96127946	0.84318182	0.85395623	0.75838945	0.85420174
PID_SYNDECAN_1_PATHWAY	0.98101010	0.83040404	0.86477596	0.73967452	0.853966155
PID_AVB3_INTEGRIN_PATHWAY	0.97033670	0.81883838	0.83087931	0.79548260	0.8538842475
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.97494949	0.79606061	0.87433307	0.76909371	0.85360922
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.96127946	0.86101010	0.84043642	0.75056117	0.8533217875
REACTOME_PLATELET_HOMEOSTASIS	0.96191919	0.84272727	0.83928386	0.76856061	0.8531227325
PID_INTEGRIN3_PATHWAY	0.97434343	0.81611111	0.84491064	0.77585578	0.85280524
KEGG_ENDOMETRIAL_CANCER	0.93777778	0.88136364	0.80618363	0.78515713	0.852620545
KEGG_WNT_SIGNALING_PATHWAY	0.96952862	0.84090909	0.82571519	0.77382155	0.8524936125
REACTOME_CELL_CYCLE	0.96515152	0.80085859	0.86085859	0.78191639	0.8521962725
KEGG_TYPE_I_DIABETES_MELLITUS	0.97966330	0.83434343	0.83897954	0.75426487	0.851812785
KEGG_GLUTATHIONE_METABOLISM	0.94531987	0.82570707	0.85167703	0.78150954	0.8510533775
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.96511785	0.82616162	0.82705258	0.78515840	0.8508726125
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.96457912	0.84449495	0.82373737	0.76975309	0.8506411325
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.96228956	0.81015152	0.83174696	0.79755892	0.85043674
REACTOME_INNATE_IMMUNE_SYSTEM	0.97656566	0.84000000	0.81541052	0.76673426	0.84967761
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.96962963	0.82111111	0.82787490	0.77941919	0.8495087075
PID_PDGFRBPATHWAY	0.96740741	0.84585859	0.82013080	0.76365039	0.8492617975
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.97346801	0.82045455	0.81306009	0.78720539	0.84854701
KEGG_SMALL_CELL_LUNG_CANCER	0.96680135	0.79292929	0.83585859	0.79847082	0.8485150125
PID_NOTCH_PATHWAY	0.91360269	0.89373737	0.81889407	0.76722783	0.84836549
KEGG_COLORECTAL_CANCER	0.96848485	0.80580808	0.83672493	0.78197250	0.84824759
KEGG_TASTE_TRANSDUCTION	0.96528620	0.82176768	0.82250712	0.78334736	0.84822709
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.97148148	0.81015152	0.84384874	0.76492705	0.8476021975
PID_TELOMERASEPATHWAY	0.95141414	0.81888889	0.82930588	0.79020763	0.847454135
REACTOME_APOPTOSIS	0.97185185	0.79131313	0.85875421	0.76621773	0.84703423
KEGG_ALLOGRAFT_REJECTION	0.97050505	0.82217172	0.83403440	0.75968524	0.8465991025
REACTOME_L1CAM_INTERACTIONS	0.96016835	0.82681818	0.84189977	0.75687742	0.84644093
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.96774411	0.78712121	0.83599456	0.79398148	0.84621034
REACTOME_CELL_CELL_COMMUNICATION	0.97599327	0.78878788	0.82507123	0.79492144	0.846193455
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.97013468	0.80272727	0.83432401	0.77617845	0.8458411025
PID_AP1_PATHWAY	0.96962963	0.80732323	0.82205387	0.78270202	0.8454271875
REACTOME_PHASE_II_CONJUGATION	0.96797980	0.80515152	0.84945610	0.75882435	0.8453529425
REACTOME_MUSCLE_CONTRACTION	0.95195286	0.82247475	0.81357161	0.79336420	0.845340855
REACTOME_GABA_RECEPTOR_ACTIVATION	0.95461279	0.80540404	0.84026512	0.78101597	0.84532448
PID_TCR_PATHWAY	0.95973064	0.84904040	0.77841102	0.79313973	0.8450804475
PID_ERA_GENOMIC_PATHWAY	0.95451178	0.86863636	0.80931106	0.74696970	0.844857225
KEGG_APOPTOSIS	0.96649832	0.76777778	0.85448070	0.79030584	0.84476566
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.96373737	0.80136364	0.84859492	0.76477273	0.844617165
KEGG_PPAR_SIGNALING_PATHWAY	0.97326599	0.83095960	0.83247216	0.74027778	0.8442438825
REACTOME_SIGNALING_BY_ERBB2	0.93959596	0.88101010	0.79478762	0.76151796	0.84422791
PID_IL4_2PATHWAY	0.98710438	0.81767677	0.79829707	0.77362514	0.84417584
PID_HIF1_TFPATHWAY	0.97063973	0.85151515	0.80180005	0.75237093	0.844081465
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.97225589	0.82570707	0.81657425	0.76161616	0.8440383425
PID_CD8TCRPATHWAY	0.96784512	0.83540404	0.78091168	0.79104938	0.843802555
REACTOME_NCAM1_INTERACTIONS	0.94501684	0.84479798	0.83390313	0.75072952	0.8436118675
REACTOME_PHOSPHOLIPID_METABOLISM	0.94811448	0.85151515	0.79000259	0.78333333	0.8432413875
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.95558923	0.78646465	0.83554779	0.79461279	0.843053615
KEGG_MELANOGENESIS	0.97000000	0.75691919	0.83844211	0.80676207	0.8430308425
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.96427609	0.81313131	0.81326729	0.78104346	0.8429295375
PID_CMYB_PATHWAY	0.96919192	0.78545455	0.83302253	0.78128507	0.8422385175
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.96781145	0.79873737	0.81792393	0.78434343	0.842204045
PID_HNF3BPATHWAY	0.97094276	0.83595960	0.82649573	0.73498878	0.8420967175
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.97050505	0.76924242	0.83993136	0.78714800	0.8417067075
REACTOME_REGULATION_OF_APOPTOSIS	0.94821549	0.79853535	0.84363507	0.77605219	0.841609525
BIOCARTA_TCYTOTOXIC_PATHWAY	0.97158249	0.83686869	0.80528361	0.75245511	0.841547475
REACTOME_CELL_JUNCTION_ORGANIZATION	0.96771044	0.80358586	0.80361953	0.79102643	0.841485565
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.95087542	0.81227273	0.81252266	0.78881874	0.8411223875
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.97239057	0.79015152	0.81968402	0.78219442	0.8411051325
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.95730640	0.78676768	0.83967884	0.77925084	0.84075094
WNT_SIGNALING	0.96898990	0.80520202	0.81254856	0.77404602	0.840196625
REACTOME_GLUCOSE_METABOLISM	0.96343434	0.80343434	0.80626133	0.78740180	0.8401329525
REACTOME_S_PHASE	0.93983165	0.82489899	0.84035224	0.75534512	0.840107
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.96902357	0.81136364	0.81504792	0.76349607	0.8397328
PID_P73PATHWAY	0.97114478	0.75979798	0.84459984	0.78331930	0.839715475
REACTOME_SIGNALLING_BY_NGF	0.96033670	0.80712121	0.80207200	0.78877666	0.8395766425
PID_SMAD2_3NUCLEARPATHWAY	0.95585859	0.79070707	0.84360917	0.76757856	0.8394383475
REACTOME_COLLAGEN_FORMATION	0.96555556	0.76171717	0.86585729	0.76446409	0.8393985275
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.95269360	0.85440312	0.77956488	0.77093154	0.839398285
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.95585859	0.80333333	0.81313308	0.78525406	0.839394765
PID_RB_1PATHWAY	0.95430976	0.80343434	0.82729863	0.77194164	0.8392460925
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.96680135	0.81601010	0.81537167	0.75874018	0.839230825
ST_INTEGRIN_SIGNALING_PATHWAY	0.93676768	0.83888889	0.80068635	0.78030303	0.8391614875
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.97077441	0.80601010	0.82955840	0.74998597	0.83908222
KEGG_CELL_CYCLE	0.95767677	0.76631313	0.84571355	0.78644781	0.839037815
REACTOME_OPIOID_SIGNALLING	0.94299663	0.83166667	0.80591168	0.77501403	0.8388972525
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.94713805	0.83015152	0.80435768	0.77320426	0.8387128775
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.96006734	0.78449495	0.82143875	0.78751403	0.8383787675
KEGG_TYROSINE_METABOLISM	0.95447811	0.82247475	0.79003497	0.78644781	0.83835891
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.95851852	0.78717172	0.83736595	0.76948908	0.8381363175
PID_AR_PATHWAY	0.96074074	0.80095960	0.82700078	0.76191077	0.8376529725
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.95966330	0.82994949	0.76982647	0.79079686	0.83755903
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.95319865	0.81772727	0.82481870	0.75411055	0.8374637925
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.95548822	0.76747475	0.83923854	0.78699495	0.837299115
PID_TRKRPATHWAY	0.94983165	0.77646465	0.83606579	0.78489057	0.836813165
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.96804714	0.77368687	0.84667760	0.75824788	0.8366648725
REACTOME_CELL_CYCLE_MITOTIC	0.95595960	0.76757576	0.84463222	0.77818462	0.83658805
REACTOME_SIGNALING_BY_RHO_GTPASES	0.96282828	0.80702020	0.81993654	0.75641134	0.83654909
REACTOME_METABOLISM_OF_PROTEINS	0.95542088	0.76025253	0.84806508	0.78089226	0.8361576875
PID_INTEGRIN2_PATHWAY	0.96892256	0.78343434	0.81687387	0.77453704	0.8359419525
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.95353535	0.78510101	0.83171458	0.77281145	0.8357905975
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.96562290	0.81090909	0.82099197	0.74486532	0.83559732
KEGG_ENDOCYTOSIS	0.95006734	0.79863636	0.83168868	0.76108305	0.8353688575
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.96245791	0.79752525	0.82696193	0.75373176	0.8351692125
PID_INTEGRIN1_PATHWAY	0.97787879	0.73368687	0.83554131	0.79304153	0.835037125
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.95121212	0.84308081	0.78025771	0.76515152	0.83492554
PID_TRAIL_PATHWAY	0.94175084	0.81095960	0.83169516	0.75491021	0.8348289525
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.94572391	0.81691919	0.80380083	0.77253086	0.8347436975
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.96235690	0.78792929	0.80119140	0.78710718	0.8346461925
KEGG_P53_SIGNALING_PATHWAY	0.95801347	0.74520202	0.84866615	0.78449776	0.83409485
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.95861953	0.80378788	0.82171717	0.75200617	0.8340326875
KEGG_GLIOMA	0.94151515	0.75631313	0.83111888	0.80516274	0.833527475
KEGG_TIGHT_JUNCTION	0.95707071	0.80363636	0.78618234	0.78713524	0.8335061625
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.95579125	0.81181818	0.81643357	0.74977553	0.8334546325
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.96451178	0.76974747	0.82090780	0.77854938	0.8334291075
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.96545455	0.78242424	0.81324610	0.77208193	0.833301705
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.95154882	0.78994949	0.79663947	0.79242424	0.832640505
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.97063973	0.74606061	0.83015411	0.78362795	0.8326206
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	0.95538721	0.79893939	0.80598644	0.77011529	0.8326070825
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.93279461	0.79818182	0.80673401	0.79214366	0.832463525
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.95922559	0.81530303	0.80260943	0.75267957	0.832454405
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.95117845	0.82297980	0.78744496	0.76610550	0.8319271775
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.96309764	0.76136364	0.83785936	0.76476914	0.831772445
PID_PI3KPLCTRKPATHWAY	0.95218855	0.80151515	0.78329448	0.78858025	0.8313946075
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.96282828	0.76636364	0.81596089	0.78038721	0.831385005
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.96131313	0.75823232	0.81896529	0.78636364	0.831218595
PID_UPA_UPAR_PATHWAY	0.96370370	0.80949495	0.79966330	0.75147306	0.8310837525
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.95074074	0.82429293	0.79796685	0.75113636	0.83103422
BIOCARTA_PPARA_PATHWAY	0.96777778	0.78742424	0.82114737	0.74746072	0.8309525275
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.94929293	0.83429293	0.78826729	0.75122054	0.8307684225
KEGG_LONG_TERM_POTENTIATION	0.96299663	0.75717172	0.80333463	0.79949495	0.8307494825
PID_FAK_PATHWAY	0.93441077	0.83434343	0.78458948	0.76891134	0.830563755
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.94979798	0.78045455	0.79918415	0.79280303	0.8305599275
KEGG_ADHERENS_JUNCTION	0.93851852	0.85929293	0.77570689	0.74813412	0.830413115
PID_FOXM1PATHWAY	0.96316498	0.75469697	0.80756281	0.79584736	0.83031803
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.94801347	0.80090909	0.81012044	0.76108305	0.8300315125
REACTOME_SIGNALING_BY_FGFR	0.95720539	0.76924242	0.79374514	0.79928961	0.82987064
REACTOME_INTERFERON_GAMMA_SIGNALING	0.97218855	0.74525253	0.80898083	0.79236813	0.82969751
REACTOME_SIGNALING_BY_NOTCH	0.94043771	0.83449495	0.79355737	0.74952301	0.82950326
BIOCARTA_DEATH_PATHWAY	0.93969697	0.76843434	0.85181300	0.75794052	0.8294712075
PID_LYSOPHOSPHOLIPID_PATHWAY	0.95673401	0.77833333	0.76531208	0.81749439	0.8294684525
REACTOME_AMYLOIDS	0.97471380	0.75767677	0.82673530	0.75794363	0.829267375
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.94235690	0.80131313	0.81111111	0.76216330	0.82923611
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.96562290	0.74808081	0.84019037	0.76205107	0.8289862875
REACTOME_SIGNALING_BY_ERBB4	0.96639731	0.78378788	0.79772727	0.76791526	0.82895693
PID_SYNDECAN_4_PATHWAY	0.96531987	0.75595960	0.82314167	0.77124018	0.82891533
PID_KITPATHWAY	0.95784512	0.77469697	0.79435890	0.78797699	0.828719495
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.96168350	0.77090909	0.79497539	0.78706510	0.82865827
KEGG_GAP_JUNCTION	0.95744108	0.78516070	0.81711050	0.75407937	0.8284479125
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.95888889	0.79348485	0.80033670	0.76081650	0.828381735
REACTOME_DIABETES_PATHWAYS	0.96033670	0.72525253	0.85310153	0.77397587	0.8281666575
REACTOME_HIV_INFECTION	0.95026936	0.81378788	0.79009972	0.75780022	0.827989295
REACTOME_GLUCONEOGENESIS	0.94838384	0.80979798	0.80089355	0.75230079	0.82784404
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.96255892	0.77131313	0.79134586	0.78501684	0.8275586875
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.94767677	0.74858586	0.81506087	0.79856902	0.82747313
PID_DELTANP63PATHWAY	0.97764310	0.75328283	0.81258094	0.76474467	0.827062885
REACTOME_INTERFERON_SIGNALING	0.97242424	0.72858586	0.81855560	0.78843996	0.827001415
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.95387205	0.79005051	0.82428304	0.73716330	0.826342225
REACTOME_MEIOSIS	0.96912458	0.76247475	0.84769490	0.72487374	0.8260419925
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.96484848	0.76131313	0.78991547	0.78806117	0.8260345625
PID_RET_PATHWAY	0.96414141	0.80095960	0.81193991	0.72362514	0.825166515
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.95013468	0.77141414	0.82575758	0.75321268	0.82512977
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.96609428	0.74601010	0.81475301	0.77359708	0.8251136175
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.96717172	0.76126263	0.81948329	0.75237093	0.8250721425
KEGG_OOCYTE_MEIOSIS	0.95973064	0.73631313	0.82359492	0.78016274	0.8249503575
REACTOME_CHROMOSOME_MAINTENANCE	0.95737374	0.76747475	0.83847449	0.73627053	0.8248983775
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.94818182	0.81353535	0.78414271	0.75364759	0.8248768675
BIOCARTA_NFAT_PATHWAY	0.94606061	0.76252525	0.82097255	0.76895342	0.8246279575
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.96080808	0.82186869	0.74090262	0.77478956	0.8245922375
PID_HNF3APATHWAY	0.95771044	0.74126263	0.81762608	0.78145342	0.8245131425
BIOCARTA_AMI_PATHWAY	0.95787879	0.82393939	0.77963610	0.73505892	0.8241283
KEGG_OLFACTORY_TRANSDUCTION	0.95892256	0.73994949	0.83807951	0.75754770	0.823624815
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.94531987	0.77439394	0.80879953	0.76499719	0.8233776325
BIOCARTA_THELPER_PATHWAY	0.96235690	0.80611111	0.81233489	0.71216330	0.82324155
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.95101010	0.74949495	0.83288008	0.75896465	0.823087445
KEGG_LEISHMANIA_INFECTION	0.97400673	0.76156566	0.79469520	0.76206510	0.8230831725
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.95340067	0.72797980	0.81473711	0.79595960	0.823019295
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.96717172	0.76207071	0.81855737	0.74378507	0.8228962175
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.96882155	0.75449495	0.78606579	0.78166386	0.8227615375
REACTOME_PI3K_CASCADE	0.93959596	0.76772727	0.81230899	0.77139450	0.82275668
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.96420875	0.75141414	0.79639990	0.77885802	0.8227202025
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.96700337	0.74838384	0.81926020	0.75582211	0.82261738
BIOCARTA_CSK_PATHWAY	0.91787879	0.82595960	0.82946775	0.71690516	0.822552825
KEGG_ERBB_SIGNALING_PATHWAY	0.92319865	0.85272727	0.77334416	0.74082492	0.82252375
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.94400673	0.78242424	0.79742942	0.76618967	0.822512515
KEGG_RETINOL_METABOLISM	0.96582492	0.76555556	0.80292670	0.75495230	0.82231487
PID_AMB2_NEUTROPHILS_PATHWAY	0.96222222	0.72459596	0.81200466	0.79022478	0.822261905
BIOCARTA_CARM_ER_PATHWAY	0.95424242	0.82222222	0.79458042	0.71773288	0.822194485
REACTOME_SIGNALING_BY_SCF_KIT	0.95959596	0.77363636	0.77319844	0.78195847	0.8220973075
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.94855219	0.76363636	0.81208589	0.76200898	0.821570855
