Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.99262626	0.92953780	0.92292303	0.90217871	0.98215488	0.945884136
REACTOME_SIGNALING_BY_NOTCH	0.99393939	0.95284665	0.93179342	0.86428255	0.98518519	0.94560944
KEGG_PYRIMIDINE_METABOLISM	0.99373206	0.91242730	0.95249722	0.89478788	0.97441077	0.945571046
REACTOME_MITOTIC_M_M_G1_PHASES	0.99196704	0.92764004	0.94959213	0.88816783	0.97037037	0.945547482
PID_TELOMERASEPATHWAY	0.99277512	0.92649219	0.94043488	0.89440434	0.97306397	0.9454341
PID_E2F_PATHWAY	0.98471026	0.92811448	0.96017810	0.87400466	0.98013468	0.945428436
PID_CMYB_PATHWAY	0.99370548	0.92100806	0.93713971	0.90088578	0.97407407	0.94536262
KEGG_MELANOGENESIS	0.99393939	0.94969391	0.92273989	0.88083916	0.97878788	0.945200046
KEGG_ECM_RECEPTOR_INTERACTION	0.99320043	0.93382308	0.92868649	0.88606993	0.98417508	0.945191002
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.99212121	0.90521886	0.95342883	0.88803108	0.98653199	0.945066394
REACTOME_METABOLISM_OF_PROTEINS	0.99474747	0.94689317	0.93143367	0.87351981	0.97777778	0.94487438
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.98967039	0.97338537	0.91213803	0.86394095	0.98518519	0.944863986
PID_HES_HEYPATHWAY	0.99251462	0.95186716	0.92173166	0.88179332	0.97609428	0.944800208
KEGG_ENDOCYTOSIS	0.99280170	0.96519743	0.92279221	0.87069775	0.97205387	0.944708592
REACTOME_SIGNALING_BY_GPCR	0.99393939	0.95021426	0.92834170	0.88084538	0.96835017	0.94433818
KEGG_BLADDER_CANCER	0.98930888	0.95561677	0.92002261	0.86897280	0.98720539	0.94422529
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.99251994	0.94955617	0.91698016	0.88040715	0.98114478	0.94412164
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.99292929	0.90009183	0.95305506	0.89570311	0.97878788	0.944113434
KEGG_CALCIUM_SIGNALING_PATHWAY	0.99414141	0.95563208	0.91959839	0.87388128	0.97710438	0.944071508
KEGG_ERBB_SIGNALING_PATHWAY	0.99313131	0.94470462	0.91486745	0.88172642	0.98552189	0.943990338
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.99200957	0.96992654	0.91659986	0.86326340	0.97710438	0.94378075
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.99401914	0.92396694	0.92370701	0.88958819	0.98686869	0.943629994
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.99328549	0.93074686	0.91639989	0.89245377	0.98518519	0.94361424
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.99211590	0.95916743	0.92082247	0.86918104	0.97609428	0.943476224
REACTOME_SIGNALING_BY_SCF_KIT	0.99101010	0.93852158	0.92408077	0.88279296	0.98047138	0.943375358
PID_ATR_PATHWAY	0.98910154	0.92496174	0.95011914	0.89496814	0.95723906	0.943277924
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.99464646	0.95148454	0.92826105	0.87228528	0.96969697	0.94327486
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.99198830	0.89663300	0.95248974	0.89051277	0.98383838	0.943092438
REACTOME_PHOSPHOLIPID_METABOLISM	0.99413610	0.94257729	0.92298751	0.86774825	0.98787879	0.943065588
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.99148857	0.93140496	0.94556574	0.89221926	0.95420875	0.942977456
KEGG_WNT_SIGNALING_PATHWAY	0.99292398	0.94204163	0.92504882	0.87579176	0.97878788	0.942918814
REACTOME_SIGNALING_BY_PDGF	0.99191919	0.95318335	0.92315570	0.87020668	0.97609428	0.94291184
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.99093036	0.94023569	0.91607004	0.87845843	0.98855219	0.942849342
REACTOME_S_PHASE	0.99216906	0.93053260	0.94677487	0.88330205	0.96094276	0.942744268
KEGG_INSULIN_SIGNALING_PATHWAY	0.99302499	0.94569942	0.92212972	0.87443853	0.97811448	0.942681428
KEGG_TIGHT_JUNCTION	0.99240829	0.94559229	0.91836403	0.87059735	0.98518519	0.94242943
ST_INTEGRIN_SIGNALING_PATHWAY	0.99208400	0.94617386	0.91346396	0.87638539	0.98383838	0.942389118
KEGG_MELANOMA	0.99279107	0.94888277	0.92144759	0.86081577	0.98686869	0.942161178
PID_ERA_GENOMIC_PATHWAY	0.99443913	0.93769513	0.93681358	0.88634654	0.95521886	0.942102648
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.99444444	0.95137741	0.91296592	0.86990210	0.98148148	0.94203427
PID_RB_1PATHWAY	0.98995215	0.91250383	0.93872932	0.88657964	0.98215488	0.941983964
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.99383838	0.94986226	0.92433926	0.87475369	0.96666667	0.941892052
WNT_SIGNALING	0.99360447	0.94297521	0.91794915	0.87374820	0.97979798	0.941615002
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.99229665	0.93280448	0.92853605	0.86857809	0.98518519	0.941480092
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.99251994	0.93011938	0.91407694	0.88614452	0.98451178	0.941474512
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.99170122	0.93784818	0.91678767	0.87683605	0.98350168	0.94133496
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.99262626	0.92897153	0.92239976	0.88495500	0.97710438	0.941211386
PID_FANCONI_PATHWAY	0.98526316	0.91877870	0.94936507	0.88922145	0.96127946	0.940781568
PID_ECADHERIN_STABILIZATION_PATHWAY	0.99312600	0.94964800	0.90998234	0.86200466	0.98888889	0.940729978
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.99190324	0.94058770	0.91193688	0.87112665	0.98720539	0.940551972
REACTOME_GPCR_LIGAND_BINDING	0.99414141	0.93492501	0.91851447	0.88565657	0.96902357	0.940452206
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.99434343	0.95133150	0.92318373	0.85828509	0.97474747	0.940378244
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.99363636	0.94871442	0.92266513	0.86240559	0.97407407	0.940299114
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.99404040	0.93749617	0.92000571	0.86666977	0.98316498	0.940275406
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.99351409	0.92614019	0.91017670	0.88417716	0.98585859	0.939973346
REACTOME_HIV_INFECTION	0.99233918	0.93027242	0.93213728	0.87212121	0.97239057	0.939852132
REACTOME_SIGNALING_BY_FGFR	0.99252525	0.95990205	0.91265757	0.86116239	0.97272727	0.939794906
PID_P75NTRPATHWAY	0.98942584	0.92647689	0.92459889	0.87563947	0.98249158	0.939726534
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.99363636	0.93362412	0.92095609	0.87287296	0.97542088	0.939302082
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.99282828	0.92650750	0.92212691	0.87311888	0.98181818	0.93927995
PID_SHP2_PATHWAY	0.99017544	0.93393021	0.91568787	0.87439938	0.98215488	0.939269556
REACTOME_M_G1_TRANSITION	0.99186071	0.92845118	0.93944253	0.87421290	0.96228956	0.939251376
ST_FAS_SIGNALING_PATHWAY	0.99321637	0.89880624	0.93407619	0.88760425	0.98148148	0.939036906
KEGG_ALZHEIMERS_DISEASE	0.99261031	0.92505357	0.92216055	0.87056099	0.98451178	0.93897944
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.99241893	0.92733395	0.92797976	0.87134148	0.97575758	0.93896634
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.99026050	0.91479951	0.91340971	0.88640559	0.98956229	0.93888752
SIG_CHEMOTAXIS	0.99179160	0.90752984	0.93454714	0.87664957	0.98350168	0.938803966
REACTOME_L1CAM_INTERACTIONS	0.99239234	0.92136517	0.92956952	0.86749340	0.98282828	0.938729742
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.99363636	0.94031221	0.92082900	0.85633130	0.98249158	0.93872009
PID_SMAD2_3NUCLEARPATHWAY	0.99301967	0.93308846	0.92292116	0.86350781	0.98047138	0.938601696
REACTOME_SIGNALING_BY_ERBB4	0.99242424	0.94015917	0.91469416	0.86616195	0.97946128	0.93858016
REACTOME_INNATE_IMMUNE_SYSTEM	0.99342371	0.91565657	0.92517590	0.87827506	0.98013468	0.938533184
KEGG_GAP_JUNCTION	0.99272196	0.91649832	0.92817267	0.87557444	0.97946128	0.938485734
REACTOME_PI3K_CASCADE	0.98861244	0.96931436	0.89769979	0.85406371	0.98114478	0.938167016
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.99090909	0.95898888	0.91294452	0.85717793	0.97070707	0.938145498
PID_FGF_PATHWAY	0.98687400	0.95365779	0.90405068	0.87341414	0.97272727	0.938144776
REACTOME_DIABETES_PATHWAYS	0.99311536	0.92711968	0.91751745	0.87768765	0.97508418	0.938104864
KEGG_AXON_GUIDANCE	0.99393939	0.94300582	0.91318084	0.85429060	0.98552189	0.937987708
KEGG_TYROSINE_METABOLISM	0.99047315	0.95580043	0.91183902	0.85501065	0.97676768	0.937978186
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.99080808	0.94820937	0.92109439	0.86534577	0.96430976	0.937953474
REACTOME_CELL_CELL_COMMUNICATION	0.99249867	0.93634833	0.89983741	0.87727033	0.98350168	0.937891284
PID_AVB3_INTEGRIN_PATHWAY	0.99034024	0.94663300	0.90948445	0.85407304	0.98888889	0.937883924
KEGG_ACUTE_MYELOID_LEUKEMIA	0.99212121	0.90901439	0.92342201	0.87303186	0.99090909	0.937699712
REACTOME_METABOLISM_OF_RNA	0.99221159	0.92565044	0.93283155	0.86535198	0.97239057	0.937687226
REACTOME_DNA_REPAIR	0.99012759	0.91042241	0.94250927	0.87934421	0.96531987	0.93754467
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	0.99320574	0.92486991	0.92167652	0.88255120	0.96531987	0.937524648
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.99227007	0.92733395	0.92667751	0.85501787	0.98552189	0.937364258
ST_ADRENERGIC	0.99413610	0.91577900	0.91671759	0.87239782	0.98686869	0.93717984
REACTOME_G2_M_CHECKPOINTS	0.98790005	0.90812672	0.95296605	0.88823018	0.94848485	0.93714157
REACTOME_MEMBRANE_TRAFFICKING	0.99360978	0.92231405	0.91316121	0.86970319	0.98653199	0.937064044
PID_MYC_ACTIVPATHWAY	0.99190856	0.91781451	0.94111606	0.87742657	0.95690236	0.937033612
REACTOME_SIGNALING_BY_ERBB2	0.99212121	0.94669421	0.90997486	0.86182440	0.97407407	0.93693775
PID_PLK1_PATHWAY	0.98934078	0.89877564	0.94503219	0.87770629	0.97373737	0.936918454
REACTOME_SYNTHESIS_OF_DNA	0.99197236	0.91900826	0.94223269	0.87696301	0.95387205	0.936809674
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.97928761	0.95875421	0.90029995	0.86578399	0.97946128	0.936717408
PID_FAK_PATHWAY	0.99110579	0.95376492	0.88751624	0.86150117	0.98922559	0.936622742
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.99280702	0.92231405	0.91655968	0.88190831	0.96835017	0.936387846
PID_PDGFRBPATHWAY	0.99242424	0.91362106	0.92040385	0.87008236	0.98316498	0.935939298
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.99197767	0.91048362	0.92155225	0.88707382	0.96835017	0.935887506
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.98759702	0.90928987	0.94512096	0.89318726	0.94410774	0.93586057
KEGG_RENAL_CELL_CARCINOMA	0.99191919	0.92722681	0.90089483	0.87468221	0.98451178	0.935846964
PID_LYSOPHOSPHOLIPID_PATHWAY	0.99133971	0.93605755	0.91651083	0.86507848	0.97003367	0.935804048
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.99363105	0.93689930	0.91297433	0.86002822	0.97441077	0.935588734
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.99282828	0.91365167	0.90604752	0.87698213	0.98787879	0.935477678
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.99282828	0.92286501	0.91117652	0.87158353	0.97878788	0.935448244
REACTOME_CELL_JUNCTION_ORGANIZATION	0.98886231	0.92020202	0.90732300	0.87474437	0.98518519	0.935263378
PID_ERBB1_DOWNSTREAM_PATHWAY	0.99271664	0.90587695	0.93190462	0.87113287	0.97373737	0.93507369
PID_BETACATENIN_NUC_PATHWAY	0.99332802	0.92742577	0.91528717	0.85686402	0.98080808	0.934742612
REACTOME_MUSCLE_CONTRACTION	0.98852738	0.93564432	0.90374700	0.87386169	0.97171717	0.934699512
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.99259968	0.90653505	0.90160719	0.88262099	0.98956229	0.93458504
KEGG_ADHERENS_JUNCTION	0.99120149	0.95240282	0.89184971	0.85674903	0.98013468	0.934467546
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.99038278	0.91923783	0.92079257	0.86017895	0.98114478	0.934347382
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.99179160	0.91651362	0.93960605	0.87078650	0.95252525	0.934244604
PID_TRKRPATHWAY	0.99028708	0.90393327	0.91932834	0.87499922	0.98249158	0.934207898
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.99171717	0.91825834	0.90219917	0.86873239	0.98821549	0.933824512
KEGG_GLUTATHIONE_METABOLISM	0.98738437	0.92744108	0.91961427	0.85390280	0.98047138	0.93376278
REACTOME_HIV_LIFE_CYCLE	0.99266879	0.91492195	0.93478261	0.86467349	0.96127946	0.93366526
KEGG_GNRH_SIGNALING_PATHWAY	0.99241893	0.91719212	0.91520979	0.87035681	0.97205387	0.933446304
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.99230728	0.91580961	0.90834244	0.86671121	0.98350168	0.933334444
REACTOME_G1_PHASE	0.98992026	0.89034282	0.94389314	0.86307382	0.97912458	0.933270924
REACTOME_MITOTIC_G2_G2_M_PHASES	0.98975013	0.87026324	0.94080397	0.89833336	0.96700337	0.933230814
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.99090909	0.91793695	0.93470972	0.87288267	0.94915825	0.933119336
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.99404040	0.93431283	0.91209692	0.85440559	0.97070707	0.933112562
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.99272727	0.93934803	0.90340687	0.85256876	0.97676768	0.932963722
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.99250399	0.92185491	0.93410762	0.86319117	0.95286195	0.932903928
REACTOME_METABOLISM_OF_MRNA	0.99261563	0.92055403	0.92284734	0.85640715	0.97205387	0.932895604
KEGG_ENDOMETRIAL_CANCER	0.99099947	0.92756351	0.89830217	0.86203885	0.98518519	0.932817838
PID_IL4_2PATHWAY	0.99352472	0.91493725	0.90758183	0.86581818	0.98181818	0.932736032
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.99013291	0.91623814	0.92818845	0.85414763	0.97474747	0.93269092
PID_P53REGULATIONPATHWAY	0.99004253	0.90684114	0.92436203	0.87053613	0.97138047	0.93263246
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.98978735	0.95512703	0.90447542	0.83000777	0.98350168	0.93257985
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.98975545	0.92044689	0.93308478	0.86029253	0.95824916	0.932365762
PID_HNF3APATHWAY	0.99404040	0.93696221	0.90554294	0.88160062	0.94107744	0.931844722
REACTOME_MRNA_PROCESSING	0.99160021	0.90794307	0.92803801	0.86389122	0.96767677	0.931829856
PID_IL2_1PATHWAY	0.98905901	0.88391491	0.92677468	0.86935198	0.98989899	0.931799914
KEGG_LYSINE_DEGRADATION	0.99055290	0.89666361	0.91837805	0.88693706	0.96632997	0.931772318
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.99333333	0.92450260	0.91979929	0.85340692	0.96767677	0.931743782
REACTOME_SEMAPHORIN_INTERACTIONS	0.99351940	0.94187328	0.88925440	0.85467599	0.97912458	0.93168953
BIOCARTA_HIVNEF_PATHWAY	0.99187135	0.89781145	0.93120567	0.85865113	0.97845118	0.931598156
PID_FRA_PATHWAY	0.98512493	0.91902357	0.91408628	0.86924631	0.96835017	0.931166252
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.99252525	0.92112029	0.93387529	0.85593784	0.95185185	0.931062104
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.98963317	0.94652586	0.90071262	0.83143029	0.98686869	0.931034126
PID_MTOR_4PATHWAY	0.99242424	0.92482400	0.90386473	0.86006216	0.97373737	0.9309825
PID_ERBB2ERBB3PATHWAY	0.98843169	0.92121212	0.90073071	0.85906995	0.98518519	0.930925932
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.99111643	0.91169268	0.92405554	0.85434965	0.97340067	0.930922994
REACTOME_POTASSIUM_CHANNELS	0.99258905	0.90423936	0.90456368	0.89529448	0.95791246	0.930919806
REACTOME_SIGNALING_BY_NOTCH1	0.99180755	0.92607897	0.90543361	0.84667910	0.98451178	0.930902202
REACTOME_MITOTIC_PROMETAPHASE	0.98526316	0.89087848	0.94512189	0.87018351	0.96296296	0.930882
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.99119086	0.92520661	0.91239406	0.84418337	0.98080808	0.930756596
PID_TGFBRPATHWAY	0.99231792	0.92861953	0.89165226	0.84914064	0.99191919	0.930729908
PID_ERBB4_PATHWAY	0.99141414	0.94213346	0.90358721	0.83841492	0.97777778	0.930665502
REACTOME_SPHINGOLIPID_METABOLISM	0.99048910	0.91893174	0.91341537	0.83849883	0.99158249	0.930583506
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.99191919	0.91368228	0.89852176	0.86193939	0.98653199	0.930518922
REACTOME_TOLL_RECEPTOR_CASCADES	0.99342371	0.89986226	0.91317243	0.86495105	0.98047138	0.930376166
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.99292398	0.88677686	0.92107383	0.87498406	0.97609428	0.930370602
BIOCARTA_CARM_ER_PATHWAY	0.98975013	0.90270891	0.91667084	0.87668998	0.96565657	0.930295286
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.99029240	0.94182736	0.90525525	0.85267444	0.96094276	0.930198442
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.99330144	0.92803796	0.90717630	0.85623404	0.96531987	0.930013922
REACTOME_CHROMOSOME_MAINTENANCE	0.99091441	0.88187940	0.94944636	0.87931624	0.94848485	0.930008252
BIOCARTA_MAPK_PATHWAY	0.99322169	0.89793388	0.90862464	0.86918415	0.98013468	0.929819808
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.99220627	0.90465259	0.92967137	0.86312044	0.95858586	0.929647306
PID_EPHBFWDPATHWAY	0.99212121	0.93122130	0.90415253	0.83441803	0.98552189	0.929486992
PID_ENDOTHELINPATHWAY	0.99056885	0.91310070	0.91651950	0.84861538	0.97777778	0.929316442
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.99222222	0.91371289	0.90655491	0.85954538	0.97373737	0.929154554
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.99250399	0.91140190	0.90389557	0.84975612	0.98686869	0.928885254
KEGG_HUNTINGTONS_DISEASE	0.99209463	0.92796653	0.91464986	0.83852134	0.97037037	0.928720546
KEGG_MTOR_SIGNALING_PATHWAY	0.98204147	0.92438017	0.89218830	0.86364880	0.98114478	0.928680704
PID_RET_PATHWAY	0.99271664	0.95252525	0.88036942	0.84694639	0.97070707	0.928652954
KEGG_LYSOSOME	0.99353535	0.92127334	0.91440866	0.84286247	0.97104377	0.928624718
PID_AP1_PATHWAY	0.98975545	0.92548209	0.89786954	0.85721523	0.97272727	0.928609916
PID_CASPASE_PATHWAY	0.99116959	0.89848485	0.92655017	0.86471173	0.96195286	0.92857384
REACTOME_TRANSCRIPTION	0.99299309	0.90601469	0.92693354	0.85178649	0.96464646	0.928474854
PID_PTP1BPATHWAY	0.99124402	0.92167126	0.90843869	0.84287179	0.97811448	0.928468048
REACTOME_BIOLOGICAL_OXIDATIONS	0.99341308	0.94992348	0.89137180	0.83685781	0.97070707	0.928454648
BIOCARTA_CELLCYCLE_PATHWAY	0.98507177	0.87438017	0.93632065	0.87264336	0.97373737	0.928430664
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.99330675	0.89162841	0.91468151	0.86236208	0.98013468	0.928422686
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.99106326	0.91665136	0.90403087	0.85076942	0.97878788	0.928260558
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.99323232	0.94132231	0.89731169	0.85192541	0.95690236	0.928138818
