Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
BIOCARTA_LECTIN_PATHWAY	0.39	0.15	0.11	0.10	0.02	0.154
BIOCARTA_RB_PATHWAY	0.00	0.00	0.00	0.10	0.70	0.16
PID_FASPATHWAY	0.01	0.38	0.01	0.00	0.41	0.162
PID_ERBB1_INTERNALIZATION_PATHWAY	0.01	0.35	0.02	0.00	0.45	0.166
SA_TRKA_RECEPTOR	0.00	0.08	0.00	0.42	0.34	0.168
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.00	0.51	0.00	0.00	0.34	0.17
BIOCARTA_GCR_PATHWAY	0.00	0.01	0.00	0.51	0.34	0.172
BIOCARTA_IGF1R_PATHWAY	0.00	0.43	0.00	0.09	0.34	0.172
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.01	0.41	0.02	0.01	0.43	0.176
REACTOME_PHOSPHOLIPID_METABOLISM	0.02	0.37	0.02	0.47	0.00	0.176
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.01	0.14	0.02	0.27	0.45	0.178
PID_TCPTP_PATHWAY	0.01	0.13	0.02	0.29	0.45	0.18
PID_CXCR3PATHWAY	0.01	0.08	0.01	0.36	0.45	0.182
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.01	0.43	0.01	0.01	0.46	0.184
BIOCARTA_ERK5_PATHWAY	0.00	0.02	0.00	0.56	0.34	0.184
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.01	0.89	0.02	0.00	0.01	0.186
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.00	0.93	0.00	0.00	0.00	0.186
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.04	0.43	0.18	0.09	0.19	0.186
KEGG_CALCIUM_SIGNALING_PATHWAY	0.13	0.01	0.02	0.33	0.45	0.188
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.00	0.19	0.00	0.03	0.72	0.188
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.25	0.08	0.06	0.36	0.19	0.188
BIOCARTA_AKT_PATHWAY	0.00	0.00	0.00	0.61	0.34	0.19
ST_ADRENERGIC	0.01	0.40	0.01	0.54	0.01	0.194
BIOCARTA_ACH_PATHWAY	0.00	0.00	0.00	0.98	0.00	0.196
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.01	0.03	0.01	0.89	0.05	0.198
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.12	0.17	0.07	0.18	0.45	0.198
KEGG_GLUTATHIONE_METABOLISM	0.33	0.12	0.03	0.06	0.45	0.198
PID_VEGFR1_2_PATHWAY	0.01	0.01	0.01	0.96	0.00	0.198
PID_INSULIN_PATHWAY	0.01	0.03	0.01	0.49	0.45	0.198
PID_EPHBFWDPATHWAY	0.01	0.18	0.02	0.33	0.45	0.198
BIOCARTA_ETS_PATHWAY	0.40	0.06	0.13	0.31	0.10	0.2
PID_ERB_GENOMIC_PATHWAY	0.06	0.31	0.40	0.14	0.09	0.2
REACTOME_NEPHRIN_INTERACTIONS	0.00	0.01	0.00	0.65	0.34	0.2
BIOCARTA_G1_PATHWAY	0.01	0.00	0.01	0.53	0.45	0.2
KEGG_PATHWAYS_IN_CANCER	0.00	0.04	0.00	0.14	0.83	0.202
BIOCARTA_IL7_PATHWAY	0.00	1.00	0.00	0.01	0.00	0.202
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.08	0.18	0.07	0.24	0.45	0.204
BIOCARTA_GSK3_PATHWAY	0.01	0.05	0.02	0.93	0.01	0.204
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.04	0.18	0.52	0.23	0.05	0.204
BIOCARTA_STEM_PATHWAY	0.12	0.11	0.27	0.19	0.34	0.206
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	0.00	0.60	0.22	0.09	0.12	0.206
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.01	0.07	0.02	0.49	0.45	0.208
PID_IL5_PATHWAY	0.00	0.70	0.00	0.00	0.34	0.208
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.01	0.41	0.00	0.00	0.63	0.21
PID_NCADHERINPATHWAY	0.01	0.27	0.02	0.32	0.44	0.212
KEGG_LYSINE_DEGRADATION	0.04	0.02	0.02	0.93	0.05	0.212
KEGG_SMALL_CELL_LUNG_CANCER	0.00	0.00	0.00	0.40	0.66	0.212
KEGG_ABC_TRANSPORTERS	0.29	0.22	0.06	0.04	0.45	0.212
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.05	0.06	0.27	0.29	0.40	0.214
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.01	0.89	0.02	0.15	0.01	0.216
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.01	0.08	0.01	0.98	0.01	0.218
PID_WNT_CANONICAL_PATHWAY	0.46	0.36	0.13	0.10	0.05	0.22
KEGG_ACUTE_MYELOID_LEUKEMIA	0.00	0.43	0.00	0.01	0.66	0.22
PID_GMCSF_PATHWAY	0.01	0.47	0.02	0.15	0.45	0.22
BIOCARTA_PGC1A_PATHWAY	0.10	0.13	0.14	0.22	0.52	0.222
KEGG_FOCAL_ADHESION	0.41	0.16	0.02	0.37	0.15	0.222
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.20	0.09	0.30	0.48	0.04	0.222
KEGG_APOPTOSIS	0.00	0.00	0.00	0.40	0.72	0.224
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.14	0.37	0.07	0.50	0.04	0.224
REACTOME_HYALURONAN_METABOLISM	0.27	0.25	0.14	0.42	0.04	0.224
ST_B_CELL_ANTIGEN_RECEPTOR	0.01	0.60	0.01	0.47	0.04	0.226
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.01	0.13	0.02	0.52	0.45	0.226
REACTOME_GABA_A_RECEPTOR_ACTIVATION	0.41	0.02	0.18	0.09	0.44	0.228
PID_PI3KPLCTRKPATHWAY	0.01	0.12	0.01	0.99	0.01	0.228
PID_AR_NONGENOMIC_PATHWAY	0.01	0.22	0.01	0.45	0.45	0.228
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.13	0.09	0.10	0.22	0.61	0.23
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.15	0.24	0.37	0.05	0.35	0.232
PID_IGF1_PATHWAY	0.01	0.18	0.01	0.52	0.44	0.232
PID_MYC_ACTIVPATHWAY	0.00	0.00	0.00	0.53	0.64	0.234
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	0.37	0.11	0.16	0.19	0.34	0.234
REACTOME_RNA_POL_I_PROMOTER_OPENING	0.22	0.20	0.46	0.18	0.11	0.234
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.13	0.43	0.18	0.09	0.34	0.234
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.26	0.07	0.13	0.49	0.24	0.238
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.20	0.22	0.27	0.43	0.07	0.238
PID_LYMPHANGIOGENESIS_PATHWAY	0.00	0.74	0.00	0.45	0.00	0.238
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.04	0.51	0.21	0.32	0.11	0.238
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.00	0.36	0.00	0.07	0.77	0.24
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	0.04	0.47	0.36	0.31	0.03	0.242
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.00	0.00	0.00	0.82	0.39	0.242
SIG_CHEMOTAXIS	0.01	0.47	0.02	0.70	0.01	0.242
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.01	0.73	0.02	0.00	0.45	0.242
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	0.27	0.05	0.26	0.10	0.54	0.244
PID_INTEGRIN_A4B1_PATHWAY	0.08	0.18	0.20	0.52	0.24	0.244
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.03	0.16	0.05	0.06	0.92	0.244
BIOCARTA_TFF_PATHWAY	0.00	0.02	0.00	0.86	0.34	0.244
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	0.27	0.24	0.14	0.23	0.34	0.244
SIG_BCR_SIGNALING_PATHWAY	0.01	0.24	0.02	0.45	0.50	0.244
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.23	0.19	0.43	0.28	0.09	0.244
REACTOME_SIGNALING_BY_RHO_GTPASES	0.01	0.37	0.08	0.43	0.34	0.246
PID_P53REGULATIONPATHWAY	0.00	0.00	0.00	0.72	0.51	0.246
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.31	0.37	0.07	0.14	0.34	0.246
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.01	0.40	0.00	0.45	0.37	0.246
KEGG_LINOLEIC_ACID_METABOLISM	0.29	0.20	0.22	0.15	0.37	0.246
BIOCARTA_PTEN_PATHWAY	0.00	0.03	0.00	0.84	0.36	0.246
KEGG_HUNTINGTONS_DISEASE	0.01	0.00	0.02	0.71	0.49	0.246
ST_G_ALPHA_S_PATHWAY	0.15	0.16	0.09	0.47	0.37	0.248
BIOCARTA_LONGEVITY_PATHWAY	0.00	0.43	0.00	0.47	0.34	0.248
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.62	0.22	0.16	0.21	0.04	0.25
REACTOME_CELL_CYCLE_CHECKPOINTS	0.00	0.00	0.00	0.49	0.76	0.25
BIOCARTA_INSULIN_PATHWAY	0.00	0.91	0.00	0.00	0.34	0.25
KEGG_MAPK_SIGNALING_PATHWAY	0.00	0.53	0.00	0.25	0.47	0.25
PID_PDGFRBPATHWAY	0.14	0.12	0.01	0.40	0.59	0.252
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.41	0.09	0.18	0.24	0.34	0.252
PID_IL3_PATHWAY	0.01	0.72	0.02	0.08	0.43	0.252
PID_AURORA_A_PATHWAY	0.00	0.00	0.00	0.81	0.45	0.252
PID_RXR_VDR_PATHWAY	0.12	0.32	0.11	0.27	0.45	0.254
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.20	0.97	0.02	0.08	0.01	0.256
PID_DNAPK_PATHWAY	0.64	0.25	0.06	0.21	0.12	0.256
PID_ARF6DOWNSTREAMPATHWAY	0.20	0.09	0.18	0.47	0.34	0.256
REACTOME_SIGNALING_BY_NOTCH2	0.09	0.32	0.18	0.65	0.04	0.256
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.01	0.00	0.01	0.81	0.45	0.256
REACTOME_DIABETES_PATHWAYS	0.15	0.09	0.27	0.03	0.74	0.256
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.41	0.19	0.16	0.18	0.34	0.256
BIOCARTA_CLASSIC_PATHWAY	0.66	0.50	0.06	0.05	0.02	0.258
REACTOME_IL_2_SIGNALING	0.01	0.44	0.02	0.81	0.01	0.258
PID_FCER1PATHWAY	0.00	0.96	0.00	0.02	0.31	0.258
REACTOME_PYRUVATE_METABOLISM	0.64	0.16	0.14	0.31	0.04	0.258
BIOCARTA_ASBCELL_PATHWAY	0.29	0.13	0.21	0.41	0.26	0.26
KEGG_PANCREATIC_CANCER	0.00	0.00	0.00	0.36	0.94	0.26
PID_WNT_SIGNALING_PATHWAY	0.43	0.18	0.07	0.52	0.10	0.26
BIOCARTA_RACCYCD_PATHWAY	0.01	0.34	0.01	0.49	0.45	0.26
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.15	0.18	0.03	0.49	0.45	0.26
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.41	0.24	0.01	0.29	0.36	0.262
REACTOME_PI3K_AKT_ACTIVATION	0.01	0.27	0.01	0.55	0.47	0.262
PID_HEDGEHOG_2PATHWAY	0.00	0.93	0.00	0.38	0.00	0.262
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.15	0.18	0.39	0.52	0.07	0.262
PID_FANCONI_PATHWAY	0.04	0.74	0.02	0.06	0.45	0.262
BIOCARTA_NKCELLS_PATHWAY	0.00	0.55	0.00	0.76	0.00	0.262
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.43	0.05	0.06	0.43	0.35	0.264
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.23	0.22	0.31	0.17	0.39	0.264
REACTOME_SIGNALING_BY_BMP	0.46	0.13	0.10	0.23	0.40	0.264
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.01	0.30	0.01	1.00	0.01	0.266
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.00	0.00	0.00	0.81	0.52	0.266
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.77	0.10	0.32	0.09	0.05	0.266
KEGG_BASE_EXCISION_REPAIR	0.08	0.22	0.27	0.28	0.48	0.266
PID_ALK2PATHWAY	0.15	0.38	0.16	0.31	0.34	0.268
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.02	0.69	0.16	0.06	0.41	0.268
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.10	0.24	0.24	0.55	0.21	0.268
KEGG_BASAL_CELL_CARCINOMA	0.00	0.00	0.00	0.91	0.44	0.27
BIOCARTA_TCR_PATHWAY	0.01	0.78	0.01	0.30	0.25	0.27
PID_P75NTRPATHWAY	0.00	0.00	0.00	1.00	0.35	0.27
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.00	0.01	0.00	1.00	0.34	0.27
BIOCARTA_CTL_PATHWAY	0.41	0.15	0.24	0.21	0.35	0.272
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.01	0.00	0.01	0.89	0.45	0.272
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.10	0.61	0.16	0.02	0.47	0.272
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.47	0.05	0.16	0.02	0.66	0.272
REACTOME_BASIGIN_INTERACTIONS	0.15	0.54	0.00	0.31	0.36	0.272
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.43	0.05	0.06	0.47	0.35	0.272
KEGG_GLIOMA	0.00	0.00	0.00	1.00	0.37	0.274
BIOCARTA_BAD_PATHWAY	0.01	0.04	0.01	0.87	0.44	0.274
BIOCARTA_IL2RB_PATHWAY	0.01	0.05	0.01	0.85	0.45	0.274
KEGG_ERBB_SIGNALING_PATHWAY	0.00	0.22	0.00	0.63	0.53	0.276
PID_ERBB4_PATHWAY	0.01	0.84	0.02	0.06	0.45	0.276
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.10	0.21	0.17	0.55	0.36	0.278
PID_CDC42_PATHWAY	0.00	0.07	0.00	0.94	0.38	0.278
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.31	0.13	0.16	0.46	0.34	0.28
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.17	0.67	0.39	0.09	0.08	0.28
PID_EPHA2_FWDPATHWAY	0.00	1.00	0.00	0.06	0.34	0.28
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.18	0.17	0.35	0.63	0.07	0.28
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.01	0.00	0.01	0.93	0.45	0.28
ST_FAS_SIGNALING_PATHWAY	0.00	0.00	0.00	1.00	0.40	0.28
PID_BARD1PATHWAY	0.00	0.00	0.01	0.93	0.47	0.282
PID_LKB1_PATHWAY	0.01	0.00	0.01	0.98	0.41	0.282
REACTOME_APOPTOSIS	0.00	0.00	0.00	0.45	0.96	0.282
PID_RAC1_REG_PATHWAY	0.07	0.89	0.16	0.12	0.17	0.282
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.39	0.22	0.25	0.09	0.46	0.282
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.03	0.80	0.18	0.08	0.32	0.282
KEGG_PRION_DISEASES	0.44	0.15	0.69	0.06	0.08	0.284
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.42	0.32	0.00	0.02	0.66	0.284
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	0.15	0.19	0.25	0.47	0.36	0.284
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.00	0.51	0.00	0.00	0.92	0.286
REACTOME_KERATAN_SULFATE_DEGRADATION	0.29	0.15	0.24	0.41	0.34	0.286
REACTOME_MRNA_CAPPING	0.17	0.18	0.06	0.57	0.45	0.286
PID_PDGFRAPATHWAY	0.00	0.09	0.00	1.00	0.34	0.286
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.27	0.06	0.03	0.38	0.69	0.286
REACTOME_GLUTATHIONE_CONJUGATION	0.32	0.55	0.16	0.05	0.36	0.288
REACTOME_PLATELET_HOMEOSTASIS	0.05	0.40	0.06	0.01	0.92	0.288
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.41	0.40	0.19	0.10	0.34	0.288
REACTOME_UNWINDING_OF_DNA	0.44	0.09	0.16	0.41	0.34	0.288
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.28	0.12	0.24	0.47	0.34	0.29
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.04	0.67	0.15	0.08	0.51	0.29
REACTOME_ZINC_TRANSPORTERS	0.27	0.32	0.16	0.36	0.34	0.29
PID_CXCR4_PATHWAY	0.00	0.00	0.02	0.99	0.45	0.292
BIOCARTA_CCR5_PATHWAY	0.35	0.16	0.10	0.61	0.24	0.292
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.38	0.27	0.28	0.46	0.07	0.292
KEGG_THYROID_CANCER	0.01	0.00	0.01	0.99	0.45	0.292
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.71	0.06	0.11	0.39	0.19	0.292
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.20	0.38	0.03	0.19	0.66	0.292
REACTOME_PD1_SIGNALING	0.27	0.33	0.17	0.36	0.34	0.294
ST_MYOCYTE_AD_PATHWAY	0.20	0.27	0.79	0.19	0.02	0.294
PID_ATF2_PATHWAY	0.26	0.31	0.27	0.12	0.51	0.294
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.00	0.00	0.00	0.94	0.53	0.294
BIOCARTA_FCER1_PATHWAY	0.01	0.89	0.01	0.55	0.02	0.296
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.18	0.13	0.39	0.49	0.29	0.296
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	0.64	0.05	0.21	0.03	0.55	0.296
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.06	0.67	0.18	0.21	0.36	0.296
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.64	0.05	0.04	0.30	0.45	0.296
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.23	0.16	0.27	0.50	0.32	0.296
KEGG_MTOR_SIGNALING_PATHWAY	0.00	0.10	0.01	0.84	0.53	0.296
BIOCARTA_IL5_PATHWAY	0.34	0.52	0.21	0.08	0.33	0.296
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.13	0.50	0.14	0.18	0.54	0.298
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.19	0.13	0.13	0.60	0.44	0.298
REACTOME_PACKAGING_OF_TELOMERE_ENDS	0.39	0.43	0.39	0.18	0.10	0.298
PID_VEGFR1_PATHWAY	0.01	0.04	0.01	0.99	0.44	0.298
KEGG_PROPANOATE_METABOLISM	0.08	0.63	0.56	0.14	0.08	0.298
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.44	0.50	0.16	0.37	0.02	0.298
REACTOME_MITOTIC_G2_G2_M_PHASES	0.38	0.09	0.00	0.96	0.06	0.298
PID_RAC1_PATHWAY	0.01	0.58	0.01	0.87	0.02	0.298
REACTOME_POTASSIUM_CHANNELS	0.52	0.54	0.02	0.00	0.41	0.298
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.32	0.38	0.29	0.47	0.04	0.3
PID_ANTHRAXPATHWAY	0.06	0.70	0.54	0.19	0.01	0.3
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.20	0.08	0.25	0.32	0.65	0.3
REACTOME_TCR_SIGNALING	0.01	0.81	0.01	0.13	0.54	0.3
PID_AMB2_NEUTROPHILS_PATHWAY	0.20	0.13	0.79	0.21	0.17	0.3
BIOCARTA_CACAM_PATHWAY	0.37	0.46	0.13	0.21	0.34	0.302
BIOCARTA_GLEEVEC_PATHWAY	0.00	0.75	0.00	0.76	0.00	0.302
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.01	0.19	0.02	0.85	0.44	0.302
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.67	0.22	0.20	0.32	0.10	0.302
PID_NETRIN_PATHWAY	0.02	0.04	0.02	1.00	0.44	0.304
PID_HIF1APATHWAY	0.00	0.00	0.00	0.60	0.92	0.304
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.33	0.13	0.34	0.55	0.17	0.304
PID_TCRCALCIUMPATHWAY	0.29	0.22	0.07	0.49	0.45	0.304
PID_IL4_2PATHWAY	0.00	0.55	0.01	0.36	0.60	0.304
REACTOME_SIGNALING_BY_FGFR	0.01	0.37	0.00	0.37	0.78	0.306
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.91	0.34	0.15	0.11	0.02	0.306
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.34	0.15	0.01	0.47	0.56	0.306
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.72	0.47	0.00	0.00	0.34	0.306
BIOCARTA_ARENRF2_PATHWAY	0.37	0.24	0.16	0.42	0.34	0.306
KEGG_GALACTOSE_METABOLISM	0.29	0.40	0.20	0.15	0.49	0.306
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.13	0.59	0.22	0.24	0.36	0.308
BIOCARTA_NFAT_PATHWAY	0.01	0.27	0.01	0.72	0.53	0.308
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	0.36	0.13	0.18	0.78	0.09	0.308
BIOCARTA_HSP27_PATHWAY	0.12	0.33	0.16	0.59	0.34	0.308
PID_NECTIN_PATHWAY	0.01	0.13	0.01	0.47	0.92	0.308
BIOCARTA_RNA_PATHWAY	0.00	0.00	0.00	0.55	0.99	0.308
KEGG_LEISHMANIA_INFECTION	0.25	0.12	0.10	0.70	0.37	0.308
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.49	0.39	0.22	0.42	0.02	0.308
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.09	0.67	0.16	0.29	0.34	0.31
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.55	0.03	0.05	0.45	0.47	0.31
KEGG_STEROID_BIOSYNTHESIS	0.15	0.38	0.09	0.59	0.34	0.31
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.01	0.34	0.00	0.28	0.92	0.31
BIOCARTA_TCRA_PATHWAY	0.27	0.42	0.17	0.35	0.34	0.31
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.00	0.56	0.00	0.21	0.79	0.312
BIOCARTA_CBL_PATHWAY	0.39	0.15	0.18	0.47	0.37	0.312
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.11	0.16	0.36	0.57	0.36	0.312
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.13	0.69	0.36	0.21	0.18	0.314
