Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.67	0.30	0.25	0.19	0.01	0.284
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.12	0.37	0.25	0.57	0.12	0.286
KEGG_NITROGEN_METABOLISM	0.26	0.04	0.47	0.61	0.05	0.286
KEGG_GLUTATHIONE_METABOLISM	0.88	0.06	0.21	0.26	0.03	0.288
PID_ERBB4_PATHWAY	0.08	0.01	0.76	0.52	0.07	0.288
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.76	0.07	0.44	0.14	0.03	0.288
KEGG_SMALL_CELL_LUNG_CANCER	0.56	0.52	0.20	0.15	0.02	0.29
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.21	0.04	0.61	0.46	0.14	0.292
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.61	0.29	0.01	0.39	0.16	0.292
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	0.04	0.34	0.06	0.07	0.96	0.294
REACTOME_SIGNALING_BY_RHO_GTPASES	0.58	0.68	0.02	0.08	0.13	0.298
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.46	0.18	0.47	0.22	0.16	0.298
REACTOME_UNWINDING_OF_DNA	0.36	0.36	0.06	0.08	0.64	0.3
BIOCARTA_FEEDER_PATHWAY	0.38	0.41	0.33	0.32	0.06	0.3
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	0.16	0.45	0.10	0.05	0.75	0.302
KEGG_PATHWAYS_IN_CANCER	0.78	0.04	0.55	0.15	0.00	0.304
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.21	0.05	0.58	0.58	0.12	0.308
BIOCARTA_GLYCOLYSIS_PATHWAY	0.48	0.07	0.41	0.46	0.13	0.31
PID_HNF3APATHWAY	0.02	0.10	0.58	0.27	0.60	0.314
KEGG_HOMOLOGOUS_RECOMBINATION	0.42	0.21	0.01	0.05	0.89	0.316
BIOCARTA_ATRBRCA_PATHWAY	0.44	0.45	0.04	0.01	0.64	0.316
PID_E2F_PATHWAY	1.00	0.32	0.00	0.17	0.09	0.316
KEGG_MISMATCH_REPAIR	0.42	0.40	0.04	0.09	0.65	0.32
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.13	0.16	0.39	0.29	0.65	0.324
BIOCARTA_MTA3_PATHWAY	0.48	0.27	0.38	0.04	0.45	0.324
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.49	0.31	0.02	0.17	0.63	0.324
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.12	0.25	0.25	0.19	0.83	0.328
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.13	0.09	0.42	0.20	0.82	0.332
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.87	0.28	0.08	0.26	0.17	0.332
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	0.45	0.00	0.44	0.76	0.02	0.334
PID_FANCONI_PATHWAY	0.92	0.16	0.01	0.13	0.45	0.334
BIOCARTA_SRCRPTP_PATHWAY	0.32	0.38	0.06	0.02	0.90	0.336
PID_INTEGRIN_CS_PATHWAY	0.18	0.34	0.50	0.31	0.35	0.336
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.05	0.89	0.21	0.06	0.48	0.338
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.15	0.06	0.77	0.69	0.02	0.338
REACTOME_AXON_GUIDANCE	0.73	0.12	0.40	0.46	0.00	0.342
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.68	0.42	0.02	0.56	0.03	0.342
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.60	0.16	0.02	0.17	0.77	0.344
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.78	0.34	0.01	0.02	0.58	0.346
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.60	0.10	0.53	0.24	0.26	0.346
PID_PRLSIGNALINGEVENTSPATHWAY	0.42	0.57	0.04	0.07	0.64	0.348
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.34	0.02	0.61	0.33	0.44	0.348
BIOCARTA_HER2_PATHWAY	0.38	0.16	0.34	0.16	0.71	0.35
PID_VEGFR1_PATHWAY	0.44	0.33	0.39	0.37	0.22	0.35
KEGG_OOCYTE_MEIOSIS	0.77	0.09	0.00	0.05	0.84	0.35
BIOCARTA_DNAFRAGMENT_PATHWAY	0.43	0.41	0.06	0.20	0.66	0.352
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.97	0.34	0.06	0.24	0.16	0.354
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	0.30	0.11	0.67	0.29	0.40	0.354
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.56	0.09	0.51	0.62	0.00	0.356
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.65	0.00	0.49	0.16	0.48	0.356
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.87	0.05	0.20	0.60	0.07	0.358
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	0.32	0.05	0.47	0.18	0.79	0.362
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.64	0.55	0.00	0.04	0.58	0.362
BIOCARTA_TEL_PATHWAY	0.15	0.04	0.43	0.32	0.88	0.364
PID_TELOMERASEPATHWAY	0.62	0.27	0.04	0.05	0.84	0.364
BIOCARTA_MCM_PATHWAY	0.39	0.31	0.08	0.29	0.77	0.368
PID_ATR_PATHWAY	0.92	0.09	0.02	0.10	0.71	0.368
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	0.03	0.22	0.18	0.41	1.00	0.368
REACTOME_TRYPTOPHAN_CATABOLISM	0.42	0.09	0.52	0.60	0.23	0.372
KEGG_COLORECTAL_CANCER	0.85	0.28	0.52	0.21	0.00	0.372
REACTOME_BASE_EXCISION_REPAIR	0.42	0.77	0.15	0.05	0.48	0.374
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	0.27	0.05	0.68	0.67	0.22	0.378
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.88	0.20	0.03	0.09	0.69	0.378
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.87	0.30	0.21	0.52	0.00	0.38
KEGG_P53_SIGNALING_PATHWAY	0.81	0.32	0.00	0.00	0.77	0.38
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.45	0.16	0.84	0.29	0.18	0.384
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.56	0.02	0.77	0.55	0.03	0.386
REACTOME_SIGNALING_BY_BMP	0.23	0.31	0.59	0.43	0.38	0.388
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.33	0.88	0.39	0.17	0.17	0.388
KEGG_PYRIMIDINE_METABOLISM	0.76	0.80	0.01	0.25	0.13	0.39
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.51	0.29	0.54	0.07	0.54	0.39
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.32	0.35	0.23	0.33	0.73	0.392
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.41	0.43	0.10	0.19	0.83	0.392
KEGG_TYROSINE_METABOLISM	0.46	0.00	0.57	0.38	0.57	0.396
PID_BMPPATHWAY	0.03	0.15	0.87	0.22	0.71	0.396
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.53	0.55	0.47	0.01	0.43	0.398
BIOCARTA_ATM_PATHWAY	0.95	0.54	0.06	0.40	0.04	0.398
REACTOME_BASIGIN_INTERACTIONS	0.07	0.26	0.39	0.29	0.98	0.398
SA_G2_AND_M_PHASES	0.44	0.45	0.04	0.25	0.81	0.398
PID_P53DOWNSTREAMPATHWAY	0.78	0.26	0.02	0.00	0.94	0.4
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.20	0.20	0.63	0.92	0.07	0.404
REACTOME_G2_M_CHECKPOINTS	0.89	0.29	0.02	0.13	0.69	0.404
BIOCARTA_BAD_PATHWAY	0.23	0.03	0.38	0.48	0.90	0.404
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.42	0.37	0.31	0.76	0.17	0.406
REACTOME_CELL_CYCLE_CHECKPOINTS	0.97	0.23	0.13	0.36	0.34	0.406
BIOCARTA_P53_PATHWAY	0.91	0.49	0.10	0.12	0.43	0.41
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.26	0.09	0.40	0.58	0.72	0.41
PID_SMAD2_3NUCLEARPATHWAY	0.39	0.45	0.50	0.63	0.08	0.41
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.70	0.20	0.41	0.72	0.03	0.412
BIOCARTA_CTCF_PATHWAY	0.42	0.12	0.91	0.57	0.04	0.412
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.89	0.15	0.06	0.19	0.78	0.414
PID_SMAD2_3PATHWAY	0.69	0.35	0.28	0.53	0.22	0.414
REACTOME_MUSCLE_CONTRACTION	0.93	0.01	0.61	0.13	0.40	0.416
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.78	0.35	0.20	0.19	0.56	0.416
PID_RB_1PATHWAY	0.90	0.67	0.31	0.20	0.00	0.416
BIOCARTA_CARM_ER_PATHWAY	0.78	0.21	0.43	0.19	0.48	0.418
PID_MYC_PATHWAY	0.23	0.81	0.39	0.54	0.14	0.422
PID_MYC_ACTIVPATHWAY	0.88	0.42	0.09	0.05	0.68	0.424
BIOCARTA_AKAP95_PATHWAY	0.87	0.93	0.10	0.07	0.15	0.424
PID_ER_NONGENOMIC_PATHWAY	0.39	0.41	0.76	0.46	0.10	0.424
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.90	0.98	0.00	0.12	0.13	0.426
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.42	0.90	0.16	0.11	0.54	0.426
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.23	0.74	0.28	0.60	0.28	0.426
BIOCARTA_SARS_PATHWAY	0.02	0.60	0.47	0.88	0.17	0.428
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.02	0.53	0.85	0.24	0.51	0.43
PID_INSULIN_GLUCOSE_PATHWAY	0.42	0.24	0.59	0.84	0.06	0.43
BIOCARTA_G2_PATHWAY	0.90	0.54	0.00	0.12	0.59	0.43
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.59	0.34	0.40	0.65	0.17	0.43
ST_GAQ_PATHWAY	0.29	0.42	0.50	0.78	0.17	0.432
PID_EPHBFWDPATHWAY	0.23	0.02	0.82	0.69	0.40	0.432
REACTOME_G1_S_TRANSITION	0.76	0.31	0.18	0.36	0.56	0.434
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.28	0.17	0.89	0.84	0.00	0.436
REACTOME_PYRUVATE_METABOLISM	0.38	0.19	0.63	0.82	0.16	0.436
PID_PS1PATHWAY	0.56	0.09	0.59	0.72	0.22	0.436
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.19	0.00	0.86	0.53	0.60	0.436
REACTOME_G1_PHASE	0.73	0.58	0.02	0.28	0.58	0.438
BIOCARTA_TPO_PATHWAY	0.87	0.70	0.26	0.22	0.15	0.44
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.02	0.09	0.93	0.57	0.59	0.44
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.03	0.05	0.51	0.76	0.85	0.44
PID_RAC1_REG_PATHWAY	0.73	0.80	0.24	0.33	0.11	0.442
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.91	0.34	0.10	0.44	0.42	0.442
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	0.36	0.13	0.35	0.54	0.83	0.442
BIOCARTA_CHEMICAL_PATHWAY	0.42	0.27	0.40	0.92	0.21	0.444
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.59	0.10	0.69	0.19	0.65	0.444
SA_FAS_SIGNALING	0.83	0.04	0.25	0.78	0.32	0.444
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.15	0.42	0.51	0.78	0.37	0.446
PID_RET_PATHWAY	0.28	0.01	0.96	0.59	0.39	0.446
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.20	0.00	0.85	0.97	0.22	0.448
BIOCARTA_CXCR4_PATHWAY	0.85	0.51	0.30	0.45	0.13	0.448
BIOCARTA_TFF_PATHWAY	0.37	0.84	0.49	0.19	0.35	0.448
BIOCARTA_MPR_PATHWAY	0.99	1.00	0.02	0.20	0.03	0.448
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.95	0.03	0.47	0.02	0.77	0.448
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.00	0.53	0.70	0.39	0.63	0.45
KEGG_LYSINE_DEGRADATION	0.08	0.38	0.63	0.43	0.73	0.45
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.71	0.42	0.55	0.58	0.00	0.452
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	0.01	0.96	0.33	0.19	0.77	0.452
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.04	0.71	0.46	0.34	0.72	0.454
BIOCARTA_IGF1MTOR_PATHWAY	0.84	0.06	0.47	0.76	0.14	0.454
PID_PLK1_PATHWAY	0.88	0.49	0.02	0.17	0.71	0.454
BIOCARTA_FREE_PATHWAY	0.77	0.12	0.87	0.46	0.05	0.454
KEGG_MTOR_SIGNALING_PATHWAY	0.97	0.10	0.79	0.32	0.09	0.454
KEGG_GALACTOSE_METABOLISM	0.42	0.26	0.47	0.89	0.23	0.454
KEGG_DILATED_CARDIOMYOPATHY	0.23	0.22	0.66	0.17	1.00	0.456
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.56	0.55	0.38	0.53	0.26	0.456
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.58	0.52	0.90	0.27	0.01	0.456
REACTOME_LAGGING_STRAND_SYNTHESIS	0.55	0.89	0.15	0.19	0.51	0.458
REACTOME_APOPTOSIS	0.72	0.28	0.33	0.61	0.35	0.458
BIOCARTA_SET_PATHWAY	0.74	0.39	0.17	0.26	0.73	0.458
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.60	0.09	0.77	0.35	0.48	0.458
REACTOME_MITOTIC_G1_G1_S_PHASES	0.97	0.22	0.10	0.40	0.61	0.46
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.90	0.62	0.49	0.17	0.13	0.462
REACTOME_EXTENSION_OF_TELOMERES	0.49	0.87	0.11	0.16	0.68	0.462
BIOCARTA_MITOCHONDRIA_PATHWAY	0.15	0.09	0.59	0.92	0.56	0.462
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.64	0.14	0.37	0.35	0.82	0.464
REACTOME_SIGNALING_BY_NOTCH	0.59	0.02	0.66	0.92	0.13	0.464
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.49	0.05	0.37	0.64	0.77	0.464
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.32	0.43	0.91	0.15	0.51	0.464
PID_HIF1APATHWAY	0.48	0.17	0.92	0.68	0.08	0.466
BIOCARTA_CDK5_PATHWAY	0.78	0.71	0.33	0.20	0.32	0.468
REACTOME_M_G1_TRANSITION	0.76	0.24	0.33	0.55	0.46	0.468
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.88	0.56	0.77	0.10	0.03	0.468
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.29	0.62	0.48	0.57	0.38	0.468
PID_IL4_2PATHWAY	0.22	0.42	0.92	0.62	0.16	0.468
ST_FAS_SIGNALING_PATHWAY	0.68	0.95	0.23	0.31	0.18	0.47
ST_INTEGRIN_SIGNALING_PATHWAY	0.34	0.27	0.94	0.71	0.09	0.47
BIOCARTA_P27_PATHWAY	0.76	0.55	0.10	0.23	0.71	0.47
BIOCARTA_WNT_PATHWAY	0.21	0.07	0.50	0.61	0.96	0.47
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.23	0.20	0.99	0.89	0.05	0.472
REACTOME_PKB_MEDIATED_EVENTS	0.42	0.46	0.91	0.37	0.20	0.472
BIOCARTA_KREB_PATHWAY	0.88	0.14	0.45	0.89	0.02	0.476
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.88	0.10	0.50	0.84	0.06	0.476
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.80	0.19	0.41	0.78	0.20	0.476
BIOCARTA_ARF_PATHWAY	0.99	0.35	0.25	0.75	0.05	0.478
REACTOME_SIGNALING_BY_SCF_KIT	0.88	0.18	0.71	0.59	0.05	0.482
PID_HDAC_CLASSII_PATHWAY	0.93	0.20	0.30	0.19	0.79	0.482
KEGG_CELL_CYCLE	0.97	0.41	0.08	0.24	0.73	0.486
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.71	0.36	0.72	0.56	0.08	0.486
SA_G1_AND_S_PHASES	0.88	0.30	0.11	0.50	0.64	0.486
BIOCARTA_HSP27_PATHWAY	0.89	0.29	0.40	0.66	0.20	0.488
REACTOME_GAP_JUNCTION_DEGRADATION	0.65	0.53	0.45	0.50	0.31	0.488
REACTOME_MYOGENESIS	0.91	0.20	0.75	0.17	0.42	0.49
BIOCARTA_IGF1_PATHWAY	0.87	0.35	0.49	0.61	0.13	0.49
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.68	0.65	0.13	0.09	0.91	0.492
PID_CIRCADIANPATHWAY	0.87	0.74	0.10	0.24	0.52	0.494
PID_ERBB2ERBB3PATHWAY	0.67	0.22	0.88	0.65	0.05	0.494
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.65	0.87	0.72	0.20	0.04	0.496
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.50	0.80	0.37	0.67	0.14	0.496
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.32	0.71	0.65	0.35	0.45	0.496
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.94	0.34	0.50	0.50	0.20	0.496
REACTOME_GABA_RECEPTOR_ACTIVATION	0.12	0.09	0.85	0.55	0.88	0.498
BIOCARTA_SPRY_PATHWAY	0.48	0.89	0.61	0.45	0.06	0.498
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.84	0.31	0.33	0.77	0.25	0.5
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.23	0.22	0.82	0.67	0.56	0.5
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.90	0.24	0.33	0.63	0.41	0.502
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.49	0.95	0.47	0.39	0.21	0.502
PID_BETACATENIN_NUC_PATHWAY	0.22	0.28	0.93	0.92	0.16	0.502
KEGG_ERBB_SIGNALING_PATHWAY	0.60	0.22	0.94	0.69	0.07	0.504
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.13	0.45	0.88	0.84	0.22	0.504
PID_FRA_PATHWAY	0.96	0.29	0.45	0.26	0.58	0.508
BIOCARTA_IL2RB_PATHWAY	0.97	0.81	0.29	0.45	0.03	0.51
BIOCARTA_CARDIACEGF_PATHWAY	0.72	0.89	0.59	0.24	0.11	0.51
REACTOME_POL_SWITCHING	0.82	1.00	0.12	0.19	0.42	0.51
PID_ATM_PATHWAY	0.95	0.62	0.12	0.30	0.57	0.512
BIOCARTA_PGC1A_PATHWAY	0.58	0.19	0.51	0.58	0.70	0.512
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.53	0.81	0.26	0.29	0.67	0.512
KEGG_MELANOMA	0.78	0.15	0.70	0.90	0.03	0.512
REACTOME_METABOLISM_OF_POLYAMINES	0.68	0.12	0.65	0.60	0.51	0.512
PID_AURORA_B_PATHWAY	0.96	1.00	0.01	0.00	0.60	0.514
KEGG_PHENYLALANINE_METABOLISM	0.90	0.05	0.37	0.60	0.65	0.514
REACTOME_DEVELOPMENTAL_BIOLOGY	0.54	0.12	0.94	0.94	0.03	0.514
BIOCARTA_IL6_PATHWAY	0.58	0.71	0.32	0.68	0.28	0.514
BIOCARTA_TOB1_PATHWAY	0.87	0.11	0.94	0.61	0.05	0.516
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.42	0.37	0.90	0.89	0.00	0.516
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.67	0.55	0.65	0.54	0.17	0.516
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.83	0.41	0.27	0.17	0.90	0.516
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.64	0.80	0.51	0.19	0.45	0.518
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.88	0.11	0.57	0.85	0.18	0.518
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.65	0.93	0.26	0.17	0.58	0.518
REACTOME_MITOTIC_G2_G2_M_PHASES	0.96	0.84	0.15	0.19	0.45	0.518
KEGG_ECM_RECEPTOR_INTERACTION	0.52	0.66	0.44	0.33	0.64	0.518
