Gene Set	Basal	Her2	LumA	LumB	Average AUC
KEGG_GAP_JUNCTION	0.97876543	0.94097643	0.92102647	0.81891349	0.914920455
REACTOME_SIGNALING_BY_ERBB2	0.97839506	0.93949495	0.90596878	0.83551541	0.91484355
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.97729517	0.88764310	0.93025911	0.86333204	0.914632355
REACTOME_DNA_REPAIR	0.97726150	0.90178451	0.93337525	0.84575240	0.914543415
REACTOME_SIGNALING_BY_PDGF	0.97310887	0.94063973	0.90542580	0.83883061	0.9145012525
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.97905214	0.93855219	0.89512716	0.84443149	0.914290745
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.97912458	0.93272727	0.90552362	0.83783994	0.9138038525
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.98235690	0.93141414	0.89179942	0.84955970	0.91378254
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.98028058	0.92097643	0.92289496	0.83078218	0.9137335375
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.98446689	0.91474747	0.92949255	0.82550505	0.91355299
REACTOME_INNATE_IMMUNE_SYSTEM	0.98455668	0.91262626	0.91635326	0.83907019	0.9131515975
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.96778900	0.94686869	0.90811674	0.82940614	0.9130451425
REACTOME_G2_M_CHECKPOINTS	0.96785634	0.89936027	0.94914361	0.83514634	0.91287664
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.98113356	0.90969697	0.91332495	0.84673012	0.9127214
PID_SMAD2_3NUCLEARPATHWAY	0.98210999	0.93444444	0.91395510	0.82023910	0.9126871575
REACTOME_SIGNALING_BY_SCF_KIT	0.97611672	0.93228956	0.90808081	0.83420098	0.9126720175
BIOCARTA_G1_PATHWAY	0.97629630	0.91000000	0.93085998	0.83263403	0.9124475775
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.96960718	0.93515152	0.90845011	0.83631184	0.9123801625
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.98005612	0.91383838	0.91486605	0.84037167	0.912283055
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.98445567	0.90232323	0.91135266	0.85088708	0.91225466
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.98001122	0.92437710	0.90830239	0.83548304	0.9120434375
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.97654321	0.90249158	0.91587615	0.85244755	0.9118396225
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.98115600	0.93404040	0.89503733	0.83700466	0.9118095975
PID_MYC_ACTIVPATHWAY	0.98232323	0.88572391	0.92454452	0.85443538	0.91175676
PID_CASPASE_PATHWAY	0.97953984	0.90380471	0.91799217	0.84568117	0.9117544725
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.97753086	0.88979798	0.92762939	0.85185597	0.91170355
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.97909091	0.92995511	0.91444085	0.82179487	0.911320435
PID_BETACATENIN_NUC_PATHWAY	0.98684624	0.90407407	0.90707869	0.84679487	0.9111984675
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.97104377	0.89949495	0.92629457	0.84754597	0.911094815
REACTOME_HIV_LIFE_CYCLE	0.98131313	0.90569024	0.91879666	0.83807951	0.910969885
ST_FAS_SIGNALING_PATHWAY	0.98033670	0.88939394	0.92285104	0.85126263	0.9109610775
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.98065095	0.93185185	0.90874755	0.82241000	0.9109150875
PID_MTOR_4PATHWAY	0.98157127	0.92437710	0.88990099	0.84769490	0.910886065
REACTOME_MRNA_PROCESSING	0.97621773	0.88619529	0.92378329	0.85675991	0.910739055
PID_FOXOPATHWAY	0.97021324	0.90373737	0.92494510	0.84396529	0.91071525
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.98387205	0.91454545	0.91024075	0.83337218	0.9105076075
KEGG_COLORECTAL_CANCER	0.98105499	0.91946128	0.91310536	0.82836053	0.91049554
KEGG_AXON_GUIDANCE	0.98176207	0.92434343	0.90216992	0.83347578	0.9104378
BIOCARTA_HIVNEF_PATHWAY	0.98070707	0.90389960	0.91813790	0.83888889	0.910408365
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.98223345	0.91478114	0.90327983	0.84127169	0.9103915275
REACTOME_NEURONAL_SYSTEM	0.98162738	0.91952862	0.89674212	0.84292282	0.910205235
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.97423120	0.92767677	0.90327784	0.83493266	0.9100296175
WNT_SIGNALING	0.98881033	0.92101010	0.89807961	0.83203833	0.9099845925
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.97884400	0.93494949	0.89540264	0.82926703	0.90961579
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.98289562	0.91919192	0.89299517	0.84307822	0.9095402325
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.97509540	0.90313131	0.92395496	0.83424631	0.909106995
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.96966330	0.93508418	0.90268695	0.82867722	0.9090279125
KEGG_ALZHEIMERS_DISEASE	0.98042649	0.94033670	0.90604464	0.80891608	0.9089309775
REACTOME_METABOLISM_OF_MRNA	0.98024691	0.89168350	0.90910089	0.85366485	0.9086740375
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.97818182	0.92892256	0.89606673	0.83093758	0.9085271725
KEGG_WNT_SIGNALING_PATHWAY	0.98417508	0.92249158	0.90114784	0.82584823	0.9084156825
REACTOME_G1_PHASE	0.97983165	0.88215488	0.92639238	0.84473582	0.9082786825
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.97689113	0.88531987	0.92880585	0.84127817	0.908073755
PID_ATM_PATHWAY	0.97439955	0.89979798	0.92386314	0.83422041	0.90807027
REACTOME_CHROMOSOME_MAINTENANCE	0.96592593	0.88242424	0.93747555	0.84644522	0.908067735
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.96759820	0.89269360	0.94045994	0.83087813	0.9079074675
PID_P53REGULATIONPATHWAY	0.97676768	0.88592593	0.91946141	0.84942372	0.907894685
KEGG_GLUTATHIONE_METABOLISM	0.97631874	0.91892256	0.91178385	0.82441077	0.90785898
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.98193042	0.90377104	0.92716892	0.81851204	0.907845605
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.97893378	0.90367003	0.89696570	0.85153458	0.9077760225
REACTOME_MRNA_SPLICING	0.97433221	0.89629630	0.92550006	0.83493057	0.907764785
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.98392817	0.91902357	0.89945702	0.82848826	0.907724255
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.97509540	0.91845118	0.89200104	0.84452862	0.90751906
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.98492705	0.92222222	0.90355931	0.81897177	0.9074200875
PID_AURORA_B_PATHWAY	0.96482604	0.85185185	0.94643670	0.86640119	0.907378945
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.96965208	0.89622896	0.92422246	0.83840974	0.90712831
PID_PDGFRBPATHWAY	0.98384961	0.91259259	0.89622510	0.83578736	0.907113665
KEGG_CALCIUM_SIGNALING_PATHWAY	0.97833895	0.93008605	0.90495868	0.81486014	0.907060955
PID_IL2_1PATHWAY	0.97478114	0.89013468	0.91754502	0.84395234	0.906603295
ST_INTEGRIN_SIGNALING_PATHWAY	0.98043771	0.92902357	0.89259991	0.82424890	0.9065775225
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.98396184	0.87828283	0.91142851	0.85196193	0.9064087775
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.97846240	0.90612795	0.90957600	0.83133903	0.906376345
PID_CXCR4_PATHWAY	0.97682379	0.90148148	0.90280672	0.84383579	0.906236945
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.97411897	0.90946128	0.88988302	0.85088060	0.9060859675
KEGG_TIGHT_JUNCTION	0.98646465	0.91555556	0.89582185	0.82617198	0.90600351
KEGG_HUNTINGTONS_DISEASE	0.97884400	0.93518519	0.89957879	0.80774587	0.9053384625
BIOCARTA_IL2RB_PATHWAY	0.97169473	0.88619529	0.92154350	0.84168609	0.9052799025
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.98074074	0.92589226	0.88008943	0.83377278	0.9051238025
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.98014590	0.87191919	0.91417735	0.85414930	0.905097935
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.97894501	0.90595960	0.91659081	0.81868039	0.9050439525
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.98895623	0.89717172	0.90550565	0.82814685	0.9049451125
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.96799102	0.87373737	0.92730866	0.85062160	0.9049146625
KEGG_BLADDER_CANCER	0.97233446	0.92457912	0.90890725	0.81344211	0.904815735
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.98188552	0.90572391	0.90200822	0.82945480	0.9047681125
PID_CMYB_PATHWAY	0.97890011	0.89925926	0.90649180	0.83283476	0.9043714825
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.98812570	0.90380471	0.91117898	0.81355219	0.904165395
PID_AURORA_A_PATHWAY	0.96287318	0.85282828	0.94286941	0.85793188	0.9041256875
KEGG_MELANOGENESIS	0.97959596	0.93060606	0.88105961	0.82500000	0.9040654075
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.98356902	0.90814815	0.88355492	0.84086377	0.904033965
REACTOME_CELL_CELL_COMMUNICATION	0.98141414	0.90760943	0.89029824	0.83675743	0.90401981
REACTOME_INTERFERON_SIGNALING	0.97845118	0.89235690	0.91010500	0.83508159	0.9039986675
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.97576880	0.89491582	0.91942548	0.82438487	0.9036237425
BIOCARTA_MAPK_PATHWAY	0.97274972	0.91787879	0.88858546	0.83383191	0.90326147
PID_FGF_PATHWAY	0.96624018	0.92316498	0.89066156	0.83296190	0.903257155
PID_ERBB1_DOWNSTREAM_PATHWAY	0.98028058	0.88845118	0.90037529	0.84309764	0.9030511725
REACTOME_L1CAM_INTERACTIONS	0.97831650	0.90043771	0.91236875	0.82102435	0.9030368275
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.97582492	0.90572391	0.89500739	0.83431753	0.9027184375
REACTOME_GPCR_LIGAND_BINDING	0.98381594	0.89797980	0.89930730	0.82964081	0.9026859625
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.98257015	0.86377104	0.91173793	0.85262238	0.902675375
REACTOME_TRANSCRIPTION	0.97402918	0.91734007	0.91349263	0.80544548	0.90257684
PID_LYSOPHOSPHOLIPID_PATHWAY	0.97529742	0.91710438	0.89208688	0.82577700	0.90256642
REACTOME_OPIOID_SIGNALLING	0.97907969	0.89929293	0.90570727	0.82587413	0.902488505
PID_ATF2_PATHWAY	0.97792368	0.88659933	0.92254561	0.82261720	0.902421455
PID_HDAC_CLASSII_PATHWAY	0.97797980	0.89629630	0.89290733	0.84135587	0.902134825
PID_HEDGEHOG_2PATHWAY	0.97461279	0.87427609	0.91241266	0.84674876	0.902012575
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.97984287	0.90696970	0.90343155	0.81708107	0.9018312975
REACTOME_SIGNALING_BY_NOTCH1	0.98173962	0.89218855	0.89431668	0.83884023	0.90177127
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.97690236	0.92794613	0.88547154	0.81669257	0.90175315
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.98093154	0.86898990	0.90945423	0.84738410	0.9016899425
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	0.97389450	0.91441077	0.89548848	0.82283735	0.901657775
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.97631874	0.87845118	0.91329101	0.83834499	0.90160148
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.98696970	0.92124579	0.89517707	0.80257058	0.901490785
PID_CDC42_REG_PATHWAY	0.98152637	0.87575758	0.91455264	0.83380522	0.9014104525
REACTOME_CIRCADIAN_CLOCK	0.98400673	0.89481481	0.90425400	0.82242295	0.9013746225
KEGG_ERBB_SIGNALING_PATHWAY	0.97634119	0.91804714	0.88537017	0.82570754	0.90136651
PID_CDC42_PATHWAY	0.97088664	0.87087542	0.92340999	0.84016447	0.90133413
REACTOME_SEMAPHORIN_INTERACTIONS	0.98277217	0.92464646	0.89015699	0.80657213	0.9010369375
PID_VEGFR1_2_PATHWAY	0.97916947	0.92569024	0.87669382	0.82244885	0.901000595
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.97496072	0.90498316	0.90250130	0.82150762	0.9009882
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.97780022	0.91420875	0.89064559	0.82108262	0.900934295
PID_P75NTRPATHWAY	0.97206510	0.88875421	0.90743203	0.83448588	0.900684305
PID_KITPATHWAY	0.98149270	0.90585859	0.88769713	0.82755763	0.9006515125
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.97518519	0.91296296	0.89918952	0.81334499	0.900170665
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.97843996	0.87508418	0.90447359	0.84238539	0.90009578
KEGG_PEROXISOME	0.98281706	0.91434343	0.89232243	0.81081326	0.900074045
PID_FAK_PATHWAY	0.98181818	0.92363636	0.88349703	0.81092805	0.899969905
PID_RAC1_PATHWAY	0.96895623	0.86636364	0.92388909	0.84047527	0.8999210575
KEGG_ECM_RECEPTOR_INTERACTION	0.97751964	0.88929293	0.90379287	0.82832168	0.89973178
KEGG_GNRH_SIGNALING_PATHWAY	0.97727273	0.90670034	0.88399010	0.83087931	0.89971062
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.96076319	0.92996633	0.88751747	0.82018260	0.8996073975
PID_BARD1PATHWAY	0.97800224	0.88528620	0.90831637	0.82613548	0.8994350725
KEGG_MTOR_SIGNALING_PATHWAY	0.96943883	0.90353535	0.88502615	0.83963528	0.8994089025
REACTOME_SIGNALING_BY_ILS	0.97777778	0.88350168	0.91527528	0.82095312	0.899376965
PID_NFAT_3PATHWAY	0.97872054	0.87784512	0.91484609	0.82604248	0.8993635575
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.98133558	0.87511785	0.91019883	0.82940183	0.8990135225
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.98268238	0.90599327	0.89757057	0.80979021	0.8990091075
BIOCARTA_CARM_ER_PATHWAY	0.97501684	0.89659933	0.90554957	0.81880342	0.89899229
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.96594837	0.88717172	0.90681519	0.83594276	0.89896951
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.98227834	0.85838384	0.90344153	0.85124320	0.8988367275
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.97694827	0.89865320	0.90146924	0.81790339	0.898743525
REACTOME_DIABETES_PATHWAYS	0.97392817	0.89362514	0.89997205	0.82744755	0.8987432275
BIOCARTA_CELLCYCLE_PATHWAY	0.97583614	0.84239057	0.93665110	0.83988604	0.8986909625
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.97955107	0.91872054	0.88209167	0.81428386	0.898661785
PID_HNF3APATHWAY	0.98543210	0.90407407	0.88588054	0.81887464	0.8985653375
KEGG_HOMOLOGOUS_RECOMBINATION	0.96065095	0.87811448	0.92979399	0.82558275	0.8985355425
REACTOME_BIOLOGICAL_OXIDATIONS	0.98742985	0.92370370	0.87260550	0.81003626	0.8984438275
PID_RETINOIC_ACID_PATHWAY	0.96607183	0.92760943	0.91991456	0.77988778	0.8983709
REACTOME_FANCONI_ANEMIA_PATHWAY	0.96621773	0.86336700	0.92573961	0.83760684	0.898232795
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.97931538	0.87599327	0.91316325	0.82350427	0.8979940425
REACTOME_PI3K_CASCADE	0.97274972	0.93525253	0.87358965	0.80974488	0.897834195
PID_AR_PATHWAY	0.98195286	0.90195286	0.88782090	0.81945092	0.897794385
REACTOME_MEMBRANE_TRAFFICKING	0.97554433	0.89700337	0.89742085	0.82050635	0.897618725
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.96979798	0.89037037	0.89843694	0.83181171	0.89760425
PID_AP1_PATHWAY	0.98401796	0.90505051	0.89162974	0.80941643	0.89752866
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.96957351	0.85397306	0.92907733	0.83742554	0.89751236
PID_NOTCH_PATHWAY	0.97704826	0.90286195	0.88532160	0.82438468	0.8974041225
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.96647587	0.86331837	0.92380924	0.83546361	0.8972667725
PID_PTP1BPATHWAY	0.97947250	0.90026936	0.89679403	0.81249029	0.897256545
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.97583614	0.92235690	0.88358486	0.80672106	0.89712474
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.98160494	0.87329966	0.90517228	0.82839761	0.8971186225
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.96212121	0.89952862	0.90531201	0.82051282	0.896868665
KEGG_RENAL_CELL_CARCINOMA	0.97870932	0.91558923	0.87357568	0.81950272	0.8968442375
PID_ILK_PATHWAY	0.97328844	0.83117845	0.92155548	0.86113701	0.896789845
PID_IL2_PI3KPATHWAY	0.96877666	0.87471380	0.91479419	0.82869075	0.89674385
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.97364759	0.87577492	0.90922798	0.82784253	0.896623255
REACTOME_GLUCOSE_METABOLISM	0.97769921	0.91868687	0.88920629	0.80078995	0.89659558
KEGG_LONG_TERM_POTENTIATION	0.97846240	0.88387205	0.89202699	0.83149443	0.8964639675
