Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.96063491	0.88248961	0.82535310	0.77401190	0.88888889	0.866275682
KEGG_VEGF_SIGNALING_PATHWAY	0.96768763	0.90664934	0.87440758	0.77881408	0.80359147	0.86623002
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.97265667	0.90873649	0.85803466	0.76455127	0.82659933	0.866115684
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.97807375	0.81827042	0.86754069	0.79091144	0.87373737	0.865706734
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.98263889	0.86231713	0.85372787	0.76888407	0.85690236	0.864894064
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.97739152	0.85936362	0.87580004	0.76346704	0.84792368	0.86478918
ST_FAS_SIGNALING_PATHWAY	0.97968258	0.86863764	0.91216141	0.84134805	0.71997755	0.864361446
PID_NOTCH_PATHWAY	0.97604065	0.87171914	0.86607186	0.80592999	0.80078563	0.864109454
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.97954002	0.82194262	0.84741238	0.78706447	0.88439955	0.864071808
PID_ERA_GENOMIC_PATHWAY	0.97995751	0.93715285	0.90037421	0.82160944	0.68013468	0.863845738
REACTOME_BASIGIN_INTERACTIONS	0.97326423	0.82580188	0.84852442	0.77444609	0.89281706	0.862970736
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.98034104	0.86511312	0.89539601	0.82374070	0.74971942	0.862862058
PID_FOXM1PATHWAY	0.97577590	0.85768996	0.93803379	0.86196850	0.67564534	0.861822698
BIOCARTA_DEATH_PATHWAY	0.97052175	0.89381141	0.86558971	0.76178377	0.81537598	0.861416524
PID_RHOA_PATHWAY	0.97388536	0.81116231	0.87128404	0.82594845	0.82323232	0.861102496
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.97784295	0.87053774	0.85086888	0.77494652	0.82996633	0.860832484
KEGG_PEROXISOME	0.98691213	0.91018371	0.87839836	0.76444871	0.76374860	0.860738302
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.97359007	0.81165456	0.87413380	0.79113630	0.84904602	0.85991215
KEGG_LONG_TERM_DEPRESSION	0.98488921	0.86212023	0.86723811	0.77936500	0.80583614	0.859889738
PID_SYNDECAN_1_PATHWAY	0.95334392	0.84297163	0.86646598	0.76884212	0.86531987	0.859388704
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.98758757	0.90220923	0.89755898	0.79405945	0.71212121	0.858707288
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.97390912	0.81118200	0.91291417	0.82053506	0.77497194	0.858702458
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.97938317	0.86820446	0.87147966	0.78330350	0.78956229	0.858386616
PID_REG_GR_PATHWAY	0.97014839	0.89650895	0.86999453	0.79517787	0.75925926	0.8582178
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.95252110	0.87807904	0.80960417	0.74297368	0.90460157	0.857555912
PID_ENDOTHELINPATHWAY	0.97691634	0.89427413	0.86912874	0.77590070	0.76879910	0.857003802
KEGG_THYROID_CANCER	0.97082044	0.87269380	0.81173856	0.77568758	0.85185185	0.856558446
BIOCARTA_IGF1MTOR_PATHWAY	0.95638348	0.87188651	0.85852219	0.74951036	0.84567901	0.85639631
BIOCARTA_PDGF_PATHWAY	0.96495873	0.84397582	0.87683799	0.76245710	0.83052750	0.855751428
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.94405751	0.77962865	0.88769674	0.76536023	0.90123457	0.85559554
REACTOME_PI_METABOLISM	0.98503856	0.85193061	0.85216370	0.78070302	0.80751964	0.855471106
PID_IL12_2PATHWAY	0.96822391	0.80726367	0.86503549	0.77226565	0.85914703	0.85438715
BIOCARTA_RHO_PATHWAY	0.95717593	0.82033788	0.82268560	0.74146029	0.92985410	0.85430276
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.96080767	0.86031859	0.84483649	0.79938174	0.80527497	0.854123892
ST_B_CELL_ANTIGEN_RECEPTOR	0.97370207	0.81621281	0.85734302	0.75227814	0.87093154	0.854093516
BIOCARTA_TPO_PATHWAY	0.95948735	0.80182921	0.85791096	0.75703610	0.89393939	0.854040602
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.94464470	0.81525784	0.84617351	0.77980557	0.88047138	0.8532706
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.98456992	0.92285427	0.89378737	0.80043955	0.66049383	0.852428988
KEGG_LEISHMANIA_INFECTION	0.97455401	0.82241518	0.87357014	0.78474642	0.80415264	0.851887678
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.96049541	0.81037470	0.89371903	0.78875671	0.80415264	0.851499698
REACTOME_EGFR_DOWNREGULATION	0.97606441	0.74914840	0.83480421	0.77446902	0.91975309	0.850847826
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.96905547	0.95276350	0.89298832	0.83215262	0.60493827	0.850379636
PID_CD8TCRDOWNSTREAMPATHWAY	0.97030113	0.81977671	0.83045673	0.75497523	0.87598204	0.850298368
BIOCARTA_EGF_PATHWAY	0.96850901	0.84058913	0.87053541	0.74479024	0.82603816	0.85009239
REACTOME_IL1_SIGNALING	0.97854214	0.79444543	0.86448444	0.77255130	0.83726150	0.849456962
PID_FASPATHWAY	0.96756544	0.87673027	0.84734228	0.78788856	0.76543210	0.84899173
KEGG_PANCREATIC_CANCER	0.98008309	0.94434599	0.91727056	0.83514784	0.56621773	0.848613042
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.94712243	0.83750763	0.84239179	0.73629637	0.87822671	0.848308986
PID_RAS_PATHWAY	0.97050478	0.84368047	0.88142072	0.80015799	0.74466891	0.848086574
REACTOME_CIRCADIAN_CLOCK	0.98429524	0.88130821	0.89023421	0.81502403	0.66442200	0.847056738
KEGG_CELL_CYCLE	0.97732703	0.92155473	0.93937668	0.86233023	0.53254770	0.846627274
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.98591425	0.88473428	0.91448605	0.82616721	0.62065095	0.846390548
BIOCARTA_TOLL_PATHWAY	0.96863799	0.77911670	0.86671454	0.74644627	0.87037037	0.846257174
PID_INTEGRIN2_PATHWAY	0.94394211	0.77773840	0.83109288	0.75822728	0.91638608	0.84547735
REACTOME_PI3K_AKT_ACTIVATION	0.93193019	0.92280505	0.83652888	0.79292343	0.74298541	0.845434592
SA_PTEN_PATHWAY	0.96250136	0.82820407	0.81935892	0.73661900	0.87991021	0.845318712
BIOCARTA_TNFR2_PATHWAY	0.94003204	0.78118416	0.83253531	0.77034573	0.90235690	0.845290828
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.94741094	0.81773879	0.81446059	0.77546801	0.87037037	0.84508974
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.97075255	0.82255302	0.84802315	0.80094792	0.78058361	0.84457205
BIOCARTA_IL3_PATHWAY	0.91865369	0.81786678	0.84749523	0.73328523	0.90516274	0.844492734
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.92177182	0.83917994	0.88073669	0.74976056	0.82996633	0.844283068
REACTOME_TCR_SIGNALING	0.96960193	0.78440349	0.86408975	0.74770743	0.85465769	0.844092058
BIOCARTA_NTHI_PATHWAY	0.94442069	0.86260263	0.81186897	0.74314393	0.85746352	0.843899948
REACTOME_REGULATION_OF_KIT_SIGNALING	0.98131517	0.81324945	0.82514194	0.75051430	0.84904602	0.843853376
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.95098159	0.77941205	0.84294471	0.75336146	0.89113356	0.843566674
BIOCARTA_MET_PATHWAY	0.96212800	0.79663103	0.85857784	0.76042443	0.84006734	0.843565728
REACTOME_AMYLOIDS	0.94817123	0.78905035	0.89966192	0.77626089	0.80415264	0.843459406
BIOCARTA_PTC1_PATHWAY	0.95891373	0.78337961	0.92553180	0.83014444	0.71773288	0.843140492
BIOCARTA_NFKB_PATHWAY	0.95453867	0.77543466	0.83207905	0.72975203	0.92312009	0.8429849
BIOCARTA_GLEEVEC_PATHWAY	0.95452509	0.86074192	0.86044312	0.73447583	0.80471380	0.842979952
REACTOME_SIGNALING_BY_SCF_KIT	0.97826043	0.94520251	0.90229074	0.82992918	0.55892256	0.842921084
BIOCARTA_ECM_PATHWAY	0.94585641	0.75989919	0.82585820	0.77789535	0.90404040	0.84270991
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.98029692	0.81631126	0.84475115	0.76068672	0.80920314	0.842249838
BIOCARTA_MTOR_PATHWAY	0.96591783	0.79498422	0.83573533	0.75418334	0.85802469	0.841769082
REACTOME_CELL_CYCLE_MITOTIC	0.97864057	0.94897316	0.94114361	0.88099344	0.45847363	0.841644882
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.97768003	0.84460590	0.84085430	0.76725834	0.77609428	0.84129857
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.96966303	0.84984346	0.85569562	0.74567411	0.78282828	0.8407409
REACTOME_CELL_CYCLE	0.97574875	0.94380452	0.94245773	0.88705566	0.45398429	0.84061019
SIG_CD40PATHWAYMAP	0.93828405	0.81806368	0.83377061	0.78510244	0.82716049	0.840476254
REACTOME_IMMUNE_SYSTEM	0.98364695	0.94432630	0.92689483	0.86257269	0.48260382	0.840008918
PID_GMCSF_PATHWAY	0.96870927	0.83235867	0.85636152	0.72706938	0.81537598	0.839974964
REACTOME_ARMS_MEDIATED_ACTIVATION	0.90362292	0.82716049	0.87303384	0.75014958	0.84455668	0.839704702
BIOCARTA_P27_PATHWAY	0.95999986	0.77578908	0.91016923	0.83896260	0.71212121	0.839408396
REACTOME_APOPTOSIS	0.98035462	0.93375273	0.91948420	0.86048249	0.50280584	0.839375976
BIOCARTA_IL7_PATHWAY	0.92028484	0.84036269	0.85005788	0.70399700	0.87878788	0.838698058
BIOCARTA_IGF1_PATHWAY	0.95074060	0.77910686	0.82979306	0.76286102	0.86980920	0.838462148
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.97709623	0.91015417	0.92297318	0.84698319	0.53423120	0.838287594
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.95672111	0.85225550	0.84579850	0.77095602	0.76430976	0.838008178
BIOCARTA_SPRY_PATHWAY	0.95939910	0.74647055	0.83931616	0.74977914	0.89506173	0.838005336
REACTOME_PI3K_CASCADE	0.96968339	0.94881564	0.86848349	0.80639535	0.59652076	0.837979726
REACTOME_AXON_GUIDANCE	0.98204152	0.94540926	0.91831411	0.85633923	0.48709315	0.837839454
REACTOME_TIE2_SIGNALING	0.92273202	0.89726702	0.82341414	0.72228657	0.82323232	0.837786414
PID_BETACATENIN_NUC_PATHWAY	0.98263210	0.89712919	0.89719708	0.82954203	0.58080808	0.837461696
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.97553152	0.89191132	0.89233759	0.85814797	0.56902357	0.837390394
PID_TELOMERASEPATHWAY	0.97956378	0.93018883	0.91503840	0.82682614	0.53367003	0.837057436
REACTOME_INTERFERON_GAMMA_SIGNALING	0.96719887	0.78186347	0.85723999	0.78364565	0.79292929	0.836575454
BIOCARTA_TCR_PATHWAY	0.96558325	0.79972237	0.86382139	0.77454348	0.77609428	0.835952954
PID_P53DOWNSTREAMPATHWAY	0.98213995	0.92921417	0.90940160	0.88065322	0.47755331	0.83579245
REACTOME_NOD1_2_SIGNALING_PATHWAY	0.96358936	0.75270246	0.83346106	0.72260439	0.90516274	0.835504002
