Gene Set	Basal	Her2	LumA	LumB	Average AUC
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.76479459	0.71005957	0.72359465	0.47139666	0.6674613675
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.76421888	0.69780976	0.72255856	0.48473629	0.6673308725
KEGG_WNT_SIGNALING_PATHWAY	0.74928344	0.70845725	0.73100007	0.47903798	0.666944685
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.75958112	0.70629248	0.72316369	0.47826887	0.66682654
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.76990001	0.70608217	0.73380940	0.45662305	0.6666036575
REACTOME_HEMOSTASIS	0.80096138	0.62837681	0.72728255	0.50731390	0.66598366
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.76901969	0.71510868	0.71320424	0.46561744	0.6657375125
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.75715483	0.70107678	0.71860894	0.48560756	0.6656120275
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.77320572	0.71137437	0.72359051	0.45200357	0.6650435425
KEGG_MAPK_SIGNALING_PATHWAY	0.73689420	0.68811041	0.75902921	0.47125882	0.66382316
KEGG_BLADDER_CANCER	0.76052703	0.72154181	0.72660193	0.44572035	0.66359778
SA_G1_AND_S_PHASES	0.77128367	0.69964517	0.72429828	0.45850989	0.6634342525
BIOCARTA_CHEMICAL_PATHWAY	0.77584910	0.69537539	0.71912801	0.46278990	0.6632856
BIOCARTA_ATM_PATHWAY	0.75778783	0.71173308	0.72874191	0.45477418	0.66325925
REACTOME_CELL_CYCLE	0.75506325	0.68751487	0.70025018	0.50457545	0.6618509375
PID_BARD1PATHWAY	0.77839080	0.68527565	0.72102700	0.46087310	0.6613916375
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.75519831	0.70184901	0.71699184	0.46586241	0.6599753925
KEGG_THYROID_CANCER	0.76073043	0.70095016	0.71226925	0.45937267	0.6583306275
PID_LKB1_PATHWAY	0.76464714	0.70328716	0.71739289	0.44237297	0.65692504
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.75548042	0.66475418	0.71890797	0.43129213	0.642608675
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.65883374	0.62497028	0.65850740	0.58295846	0.63131747
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.67626332	0.62811573	0.66886022	0.53133404	0.6261433275
PID_FCER1PATHWAY	0.70821713	0.56728910	0.63479342	0.58822601	0.624631415
REACTOME_IMMUNE_SYSTEM	0.65297293	0.62887752	0.65367465	0.53104526	0.61664259
REACTOME_SIGNALING_BY_GPCR	0.68320993	0.60412338	0.65610947	0.51862126	0.61551601
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.64981142	0.59761904	0.60890112	0.57463360	0.607741295
REACTOME_CELL_CELL_COMMUNICATION	0.66472414	0.61053342	0.66168088	0.48262626	0.604891175
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.66038806	0.64414181	0.62171370	0.48544187	0.60292136
PID_CXCR4_PATHWAY	0.66798842	0.65881965	0.60568658	0.47428440	0.6016947625
SA_PTEN_PATHWAY	0.68050073	0.58233414	0.61022444	0.52902083	0.600520035
PID_CDC42_PATHWAY	0.69798533	0.46745345	0.65945180	0.57293978	0.59945759
REACTOME_METABOLISM_OF_PROTEINS	0.61269047	0.62565325	0.62610060	0.52498946	0.597358445
PID_TRKRPATHWAY	0.64738891	0.57838422	0.61320724	0.54920581	0.597046545
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.62154716	0.66914191	0.60262135	0.49309436	0.596601195
KEGG_RENAL_CELL_CARCINOMA	0.65672648	0.59719915	0.60851287	0.52326984	0.596427085
PID_PDGFRBPATHWAY	0.63956719	0.56571927	0.61667014	0.56061925	0.5956439625
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.65996457	0.60152408	0.62648941	0.49294522	0.59523082
KEGG_DILATED_CARDIOMYOPATHY	0.63640303	0.64160627	0.56509821	0.53444370	0.5943878025
ST_INTEGRIN_SIGNALING_PATHWAY	0.69014077	0.61486778	0.61735180	0.45054462	0.5932262425
REACTOME_NEURONAL_SYSTEM	0.60756196	0.48556190	0.66785087	0.61142931	0.59310101
REACTOME_SIGNALING_BY_PDGF	0.62643909	0.60304132	0.63823089	0.50402792	0.592934805
PID_MET_PATHWAY	0.70764284	0.54562160	0.66495946	0.44983477	0.5920146675
PID_IL2_STAT5PATHWAY	0.64691047	0.62048127	0.59070440	0.50109613	0.5897980675
BIOCARTA_RAC1_PATHWAY	0.66099025	0.60110988	0.61808534	0.47397141	0.58853922
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.65047658	0.56852579	0.61251948	0.52231679	0.58845966
PID_ER_NONGENOMIC_PATHWAY	0.67584294	0.50750031	0.61187722	0.55586491	0.587771345
REACTOME_SIGNALING_BY_ERBB2	0.65511294	0.59891925	0.60390649	0.49037960	0.58707957
KEGG_ACUTE_MYELOID_LEUKEMIA	0.67427878	0.54776647	0.63857972	0.48554522	0.5865425475
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.62057820	0.61285495	0.63442517	0.47536560	0.58580598
KEGG_CALCIUM_SIGNALING_PATHWAY	0.59187250	0.64592905	0.61333789	0.48794884	0.58477207
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.68063515	0.54059314	0.63443565	0.48310896	0.584693225
KEGG_ERBB_SIGNALING_PATHWAY	0.67165103	0.58731247	0.60308516	0.47561191	0.5844151425
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.65515784	0.58187620	0.61197856	0.48841886	0.584357865
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.59543911	0.58428642	0.61183574	0.54125361	0.58320372
REACTOME_TCR_SIGNALING	0.67063335	0.51953054	0.59070908	0.55085688	0.5829324625
PID_REELINPATHWAY	0.65489141	0.50426409	0.60167679	0.56954266	0.5825937375
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.62311767	0.55299561	0.61239132	0.54060633	0.5822777325
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.59873298	0.58597206	0.59922476	0.54358508	0.58187872
REACTOME_SIGNALLING_BY_NGF	0.67993290	0.49465948	0.62279027	0.52940623	0.58169722
REACTOME_TIE2_SIGNALING	0.65352932	0.50979012	0.59594192	0.56543791	0.5811748175
PID_KITPATHWAY	0.65552556	0.47068582	0.62088762	0.57672392	0.58095573
SIG_CHEMOTAXIS	0.68689649	0.59950211	0.59833657	0.43906367	0.58094971
REACTOME_PHOSPHOLIPID_METABOLISM	0.65213189	0.54869159	0.62223415	0.49977527	0.580708225
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.66772892	0.48851125	0.60871146	0.55243161	0.57934581
KEGG_FOCAL_ADHESION	0.60123716	0.58068947	0.62937378	0.50534213	0.579160635
PID_INSULIN_PATHWAY	0.66914467	0.50811780	0.60708048	0.53184621	0.57904729
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.66525077	0.51460316	0.59652675	0.53926096	0.57891041
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.67094986	0.52406004	0.61833339	0.50228731	0.57890765
PID_FGF_PATHWAY	0.70424402	0.43830618	0.65293084	0.51819263	0.5784184175
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.69215184	0.51782105	0.63364780	0.46926498	0.5782214175
PID_PTP1BPATHWAY	0.65888043	0.49684967	0.60192333	0.55092670	0.5771450325
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.66378120	0.52975421	0.61136332	0.50351684	0.5771038925
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.59065066	0.59144939	0.59718907	0.52418885	0.5758694925
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.65801337	0.54693929	0.61216779	0.48604341	0.575790965
ST_B_CELL_ANTIGEN_RECEPTOR	0.65547515	0.47586961	0.62265082	0.54653206	0.57513191
PID_NEPHRIN_NEPH1_PATHWAY	0.67760620	0.55634687	0.62606024	0.44026455	0.575069465
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.58829195	0.58732474	0.64146017	0.48270297	0.5749449575
PID_NECTIN_PATHWAY	0.68669720	0.53780076	0.61909331	0.45094989	0.57363529
BIOCARTA_HER2_PATHWAY	0.64828208	0.54983418	0.58527350	0.51043963	0.5734573475
KEGG_INSULIN_SIGNALING_PATHWAY	0.64007620	0.54188995	0.59556552	0.51596548	0.5733742875
KEGG_OLFACTORY_TRANSDUCTION	0.60949343	0.57460565	0.61221010	0.49557998	0.57297229
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.64050063	0.50638210	0.58345232	0.56116567	0.57287518
PID_FASPATHWAY	0.69313385	0.43349947	0.62717446	0.53435846	0.57204156
PID_IL4_2PATHWAY	0.67922133	0.56445287	0.59041308	0.45197996	0.57151681
PID_HEDGEHOG_2PATHWAY	0.67943232	0.52679050	0.60811547	0.47126723	0.57140138
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.66425823	0.46682779	0.58669716	0.56756796	0.571337785
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.65931237	0.48442369	0.62292348	0.51863723	0.5713241925
SIG_CD40PATHWAYMAP	0.67114385	0.46685424	0.61486029	0.53113065	0.5709972575
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.60579979	0.49901561	0.61354278	0.56493431	0.5708231225
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.57087990	0.60471915	0.58219231	0.52156055	0.5698379775
BIOCARTA_GLEEVEC_PATHWAY	0.68948942	0.41517402	0.63915646	0.53545790	0.56981945
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.66561941	0.46908428	0.58763619	0.55459225	0.5692330325
PID_PDGFRAPATHWAY	0.66090053	0.56966298	0.59364639	0.45220431	0.5691035525
PID_BCR_5PATHWAY	0.69195907	0.47044618	0.63693759	0.47620935	0.5688880475
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.64998546	0.46349249	0.60079596	0.56062787	0.568725445
REACTOME_SIGNALING_BY_FGFR	0.64724390	0.55077537	0.61713528	0.45878701	0.56848539
PID_EPHRINBREVPATHWAY	0.65907905	0.43637305	0.59756777	0.58063160	0.5684128675
REACTOME_PI3K_CASCADE	0.65476706	0.48393978	0.59343329	0.54151086	0.5684127475
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.65903930	0.46471236	0.61754583	0.53218391	0.56837035
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.62543576	0.53855603	0.60830281	0.49941408	0.56792717
BIOCARTA_MTOR_PATHWAY	0.68922766	0.48233384	0.61848498	0.48080556	0.56771301
BIOCARTA_PTEN_PATHWAY	0.68038969	0.50805908	0.62148419	0.45869918	0.567158035
PID_ERBB4_PATHWAY	0.64810652	0.49203927	0.59547800	0.52971636	0.5663350375
REACTOME_PI_3K_CASCADE	0.67838097	0.47029675	0.62250822	0.49411988	0.566326455
PID_TRAIL_PATHWAY	0.68523295	0.40822720	0.62538505	0.54636876	0.56630349
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.67067608	0.52348442	0.61680564	0.45208949	0.5657639075
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.67051495	0.45951708	0.61445500	0.51840687	0.565723475
REACTOME_INNATE_IMMUNE_SYSTEM	0.61442681	0.55571845	0.58232714	0.50964831	0.5655301775
BIOCARTA_IL7_PATHWAY	0.65675982	0.50925332	0.59659379	0.49655895	0.56479147
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.69522065	0.50014697	0.62239186	0.44074361	0.5646257725
PID_AR_NONGENOMIC_PATHWAY	0.67467110	0.49749476	0.61024047	0.47331022	0.5639291375
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.65141098	0.43952530	0.60135366	0.56208695	0.5635942225
PID_RET_PATHWAY	0.65278489	0.51552461	0.59830292	0.48742939	0.5635104525
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.64950363	0.50108466	0.59915928	0.50428969	0.563509315
BIOCARTA_TPO_PATHWAY	0.64846545	0.55564127	0.59442330	0.45496108	0.563372775
BIOCARTA_GH_PATHWAY	0.66241717	0.53330841	0.58951719	0.46749391	0.56318417
BIOCARTA_NFAT_PATHWAY	0.65858702	0.42080175	0.61187426	0.56137293	0.56315899
BIOCARTA_BAD_PATHWAY	0.66889966	0.48864533	0.59845948	0.49499770	0.5627505425
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.67163176	0.48560292	0.60336197	0.48940459	0.56250031
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.65448877	0.47798464	0.59106335	0.52603584	0.56239315
REACTOME_GAB1_SIGNALOSOME	0.66718298	0.48103866	0.60994899	0.49108781	0.56231461
PID_LYMPHANGIOGENESIS_PATHWAY	0.68332744	0.38517622	0.61034268	0.56929825	0.5620361475
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	0.68278007	0.48224325	0.59598884	0.48711139	0.5620308875
PID_IFNGPATHWAY	0.67644691	0.47265743	0.62778059	0.47075434	0.5619098175
PID_VEGFR1_2_PATHWAY	0.65750708	0.49057248	0.61364617	0.48591206	0.5619094475
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.64715981	0.47907775	0.59478960	0.52522728	0.56156361
SA_TRKA_RECEPTOR	0.65757802	0.53447110	0.60135293	0.45131761	0.561179915
PID_NFKAPPABATYPICALPATHWAY	0.65005039	0.54843030	0.60120596	0.44492821	0.561153715
PID_ERBB2ERBB3PATHWAY	0.64581907	0.54810080	0.59434156	0.45405058	0.5605780025
BIOCARTA_HCMV_PATHWAY	0.68952116	0.44209472	0.63700944	0.47121198	0.559959325
PID_SHP2_PATHWAY	0.66026239	0.46658066	0.58716011	0.52549430	0.559874365
BIOCARTA_NGF_PATHWAY	0.66300665	0.52937645	0.59247741	0.45292991	0.559447605
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.66615671	0.52335416	0.59538498	0.45259802	0.5593734675
BIOCARTA_INSULIN_PATHWAY	0.65898624	0.52095906	0.59696931	0.45998648	0.5592252725
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.64818587	0.40976968	0.59858672	0.57890104	0.5588608275
PID_IL2_1PATHWAY	0.64708246	0.53677404	0.59066734	0.46052412	0.55876199
PID_PI3KCIPATHWAY	0.66151085	0.48446385	0.59669534	0.49131127	0.5584953275
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.69954042	0.46586515	0.63450314	0.43209329	0.5580005
PID_ERBB1_DOWNSTREAM_PATHWAY	0.69182591	0.45335951	0.62007444	0.46441859	0.5574196125
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.64939593	0.51076853	0.59112252	0.47389989	0.5562967175
SIG_BCR_SIGNALING_PATHWAY	0.66574229	0.41581431	0.60605953	0.53676981	0.556096485
BIOCARTA_RAS_PATHWAY	0.66753227	0.49445991	0.61349141	0.44843248	0.5559790175
BIOCARTA_MET_PATHWAY	0.65859126	0.52013015	0.60212719	0.44270238	0.555887745
REACTOME_AXON_GUIDANCE	0.61494777	0.46535693	0.64610212	0.49607425	0.5556202675
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.53199889	0.60154339	0.53170014	0.55577505	0.5552543675
BIOCARTA_CXCR4_PATHWAY	0.64463002	0.52840215	0.59676020	0.44975880	0.5548877925
REACTOME_SIGNALING_BY_ERBB4	0.67044739	0.46249133	0.60944309	0.47703630	0.5548545275
BIOCARTA_EDG1_PATHWAY	0.66729987	0.52196899	0.59779673	0.43171741	0.55469575
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.64805369	0.45458396	0.60909162	0.50597294	0.5544255525
BIOCARTA_AKT_PATHWAY	0.66630327	0.43045704	0.60862181	0.51189645	0.5543196425
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.64810787	0.40340635	0.60531221	0.55932687	0.554038325
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.63714685	0.58626056	0.49989052	0.49184666	0.5537861475
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.64455554	0.45699332	0.60575608	0.50680680	0.553527935
ST_INTERLEUKIN_4_PATHWAY	0.68297239	0.48481578	0.60646636	0.43948756	0.5534355225
PID_IL6_7PATHWAY	0.65605077	0.45846025	0.62169859	0.47627163	0.55312031
PID_P73PATHWAY	0.57316510	0.52112769	0.57326047	0.54378068	0.552833485
PID_RAC1_PATHWAY	0.59582387	0.49307573	0.59615024	0.52243059	0.5518701075
PID_GMCSF_PATHWAY	0.65152523	0.49023144	0.60170562	0.46211302	0.5513938275
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.65281706	0.47725813	0.57804315	0.49696197	0.5512700775
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.57728192	0.59290108	0.56451851	0.46838979	0.550772825
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.67050914	0.45906263	0.63256286	0.43873943	0.550218515
PID_IL2_PI3KPATHWAY	0.67143146	0.44819916	0.61993476	0.45885669	0.5496055175
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.65547945	0.39055027	0.59294021	0.55913252	0.5495256125
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.64375143	0.42767945	0.59877409	0.52768677	0.549472935
BIOCARTA_TFF_PATHWAY	0.67626644	0.44298706	0.62125638	0.45595478	0.549116165
BIOCARTA_IGF1_PATHWAY	0.65681636	0.45884128	0.59594168	0.48420729	0.5489516525
BIOCARTA_ECM_PATHWAY	0.63388982	0.51517991	0.60210411	0.44451975	0.5489233975
PID_IGF1_PATHWAY	0.66253685	0.41299881	0.61894130	0.49976341	0.5485600925
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.57815467	0.58278710	0.57232322	0.46073075	0.548498935
BIOCARTA_EGF_PATHWAY	0.69410290	0.39739471	0.60954554	0.49285937	0.54847563
BIOCARTA_LONGEVITY_PATHWAY	0.67667999	0.39425280	0.61147120	0.51087394	0.5483194825
KEGG_MTOR_SIGNALING_PATHWAY	0.67851358	0.44975694	0.60403669	0.46091129	0.548304625
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.67473154	0.40584609	0.62800846	0.48380511	0.5480978
PID_AVB3_OPN_PATHWAY	0.66810465	0.44870473	0.61966236	0.45538866	0.5479651
REACTOME_NEPHRIN_INTERACTIONS	0.63508719	0.51861490	0.59592744	0.44083753	0.547616765
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.65679886	0.47528250	0.59561114	0.46277061	0.5476157775
PID_FAK_PATHWAY	0.65801857	0.38765823	0.59794271	0.54564080	0.5473150775
PID_VEGFR1_PATHWAY	0.66094316	0.49097953	0.59177575	0.44503747	0.5471839775
PID_NETRIN_PATHWAY	0.64356677	0.54343210	0.59299871	0.40856111	0.5471396725
REACTOME_SIGNALING_BY_SCF_KIT	0.65065504	0.40281369	0.61103425	0.52399357	0.5471241375
BIOCARTA_CTLA4_PATHWAY	0.65251055	0.50174634	0.59168122	0.44115528	0.5467733475
REACTOME_DNA_REPAIR	0.51421917	0.60321019	0.56860565	0.50081597	0.546712745
REACTOME_L1CAM_INTERACTIONS	0.57942775	0.47034182	0.57405455	0.56253600	0.54659003
KEGG_VEGF_SIGNALING_PATHWAY	0.66152438	0.45458227	0.61292417	0.45715407	0.5465462225
BIOCARTA_IL2RB_PATHWAY	0.66543182	0.42791643	0.60953432	0.48308933	0.546492975
PID_IL3_PATHWAY	0.65075513	0.47133174	0.60255964	0.46102148	0.5464169975
REACTOME_PI3K_AKT_ACTIVATION	0.67128819	0.45433745	0.61206880	0.44794372	0.54640954
PID_ERBB1_INTERNALIZATION_PATHWAY	0.65482020	0.40637285	0.60485695	0.51522320	0.5453183
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.64699407	0.40138415	0.59931745	0.53351806	0.5453034325
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.69503793	0.38447513	0.63647356	0.46380608	0.544948175
PID_IL5_PATHWAY	0.64649963	0.45807401	0.59255279	0.48237706	0.5448758725
KEGG_TYPE_II_DIABETES_MELLITUS	0.63764297	0.49332979	0.59505513	0.45315593	0.544795955
BIOCARTA_PPARA_PATHWAY	0.64126208	0.51408857	0.61331911	0.40979074	0.544615125
PID_FANCONI_PATHWAY	0.56138035	0.53210929	0.56081674	0.52398087	0.5445718125
REACTOME_GPCR_LIGAND_BINDING	0.62251110	0.42410556	0.59034259	0.54062235	0.5443954
BIOCARTA_PAR1_PATHWAY	0.64738676	0.45441740	0.61575961	0.45849034	0.5440135275
BIOCARTA_TCR_PATHWAY	0.68530322	0.39831758	0.62799153	0.46411369	0.543931505
REACTOME_CD28_CO_STIMULATION	0.64566174	0.43771672	0.63105153	0.46001563	0.543611405
BIOCARTA_HDAC_PATHWAY	0.66808478	0.40779165	0.60256947	0.49478069	0.5433066475
PID_TCPTP_PATHWAY	0.64457455	0.38927914	0.60586833	0.53235757	0.5430198975
PID_INTEGRIN1_PATHWAY	0.59701455	0.52533937	0.53817662	0.51048280	0.542753335
REACTOME_SIGNALING_BY_RHO_GTPASES	0.59622934	0.51956253	0.57645331	0.47755085	0.5424490075
KEGG_AXON_GUIDANCE	0.55081976	0.55696100	0.56284384	0.49522704	0.54146291
REACTOME_DNA_REPLICATION	0.52308867	0.58782390	0.56662360	0.48792364	0.5413649525
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.47740153	0.59735996	0.56610662	0.52429695	0.541291265
PID_AVB3_INTEGRIN_PATHWAY	0.65069592	0.40321165	0.60912106	0.50132463	0.541088315
BIOCARTA_RACCYCD_PATHWAY	0.67026233	0.43918517	0.60668720	0.44619631	0.5405827525
PID_EPHBFWDPATHWAY	0.64892006	0.42899064	0.58228057	0.50172579	0.540479265
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.65924484	0.37311554	0.62728361	0.50198056	0.5404061375
KEGG_LEISHMANIA_INFECTION	0.56071471	0.54361044	0.52581657	0.53061807	0.5401899475
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.65376927	0.42225068	0.59306869	0.49165103	0.5401849175
PID_CERAMIDE_PATHWAY	0.58079254	0.50411632	0.59169344	0.48391299	0.5401288225
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.48070552	0.59839974	0.55066471	0.52939186	0.5397904575
ST_ADRENERGIC	0.65059574	0.47386166	0.61193857	0.42224865	0.539661155
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	0.68234071	0.42901725	0.60081027	0.44464300	0.5392028075
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.65648233	0.38447582	0.60820123	0.50536108	0.538630115
BIOCARTA_PDGF_PATHWAY	0.67795166	0.40516855	0.61798517	0.45335221	0.5386143975
