Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.97279816	0.84750681	0.83551081	0.77482052	0.23737374	0.733602008
REACTOME_POTASSIUM_CHANNELS	0.96561226	0.84168671	0.85558840	0.79664369	0.20707071	0.733320354
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.97298423	0.83617124	0.85041472	0.80666008	0.20033670	0.733313394
REACTOME_STEROID_HORMONES	0.95140883	0.73561007	0.77707974	0.77267383	0.42929293	0.73321308
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.95519227	0.75533109	0.80968219	0.79265316	0.34848485	0.732268712
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.97304625	0.82231842	0.79633943	0.80384713	0.26430976	0.731972198
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.95798334	0.76509540	0.77247095	0.75088629	0.41245791	0.731778778
KEGG_MELANOMA	0.95751024	0.81324355	0.79317566	0.80992910	0.28451178	0.731674066
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.90436824	0.75308642	0.71480760	0.76232786	0.52356902	0.731631828
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.94739500	0.69587943	0.81928300	0.77419011	0.41919192	0.731187892
BIOCARTA_CCR5_PATHWAY	0.84831650	0.50747154	0.70021352	0.73832683	0.85690236	0.73024615
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.93634592	0.78837582	0.79301141	0.79663343	0.33501684	0.729876684
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.94752791	0.77790604	0.78555241	0.75799886	0.37878788	0.72955462
BIOCARTA_IL12_PATHWAY	0.90996810	0.68488055	0.72115464	0.74368991	0.58417508	0.728773656
BIOCARTA_GSK3_PATHWAY	0.93523835	0.81011704	0.73281493	0.74843882	0.41582492	0.728486812
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.92022860	0.73520924	0.76697873	0.66859067	0.55050505	0.728302458
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.95309233	0.82983806	0.79678903	0.77697140	0.28451178	0.72824052
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.93315612	0.83798300	0.80070517	0.75784721	0.31144781	0.728227862
REACTOME_PHOSPHOLIPID_METABOLISM	0.94753677	0.80671797	0.80327667	0.80320845	0.27777778	0.727703528
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.96303385	0.84785955	0.81173524	0.75316213	0.26094276	0.727346706
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.97600567	0.89187109	0.84162766	0.80022892	0.12626263	0.727199194
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.92946128	0.70557961	0.75048547	0.65819733	0.59090909	0.726926556
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.97204501	0.87032227	0.82315020	0.77319046	0.19360269	0.726462126
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.91381357	0.67213404	0.67590705	0.70208701	0.66835017	0.726458368
BIOCARTA_GRANULOCYTES_PATHWAY	0.95723906	0.74890172	0.73416061	0.77874621	0.41245791	0.726301102
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.93777246	0.77163700	0.75962010	0.74649939	0.41582492	0.726270774
KEGG_BLADDER_CANCER	0.96312245	0.88938592	0.80105937	0.80884622	0.16666667	0.725816126
PID_HIF2PATHWAY	0.95199362	0.70072150	0.78889951	0.72782499	0.45959596	0.725807116
BIOCARTA_CTLA4_PATHWAY	0.93244728	0.77922078	0.74661247	0.70418025	0.46296296	0.725084748
REACTOME_SEMAPHORIN_INTERACTIONS	0.95832004	0.90481000	0.79260080	0.75236047	0.21717172	0.725052606
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.94782031	0.75425685	0.80097725	0.78638680	0.33501684	0.72489161
KEGG_LONG_TERM_POTENTIATION	0.95866775	0.75954786	0.79235444	0.79177578	0.32154882	0.72477893
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.88578770	0.58204265	0.69119585	0.69498703	0.76936027	0.7246747
PID_TRKRPATHWAY	0.94671274	0.76799743	0.82117927	0.78653822	0.29797980	0.724081492
PID_HES_HEYPATHWAY	0.91525784	0.76987334	0.79268293	0.71562628	0.42592593	0.723873264
REACTOME_DEVELOPMENTAL_BIOLOGY	0.97289562	0.88409492	0.85394596	0.78487442	0.12289562	0.723741308
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.95029240	0.77109187	0.80081301	0.77487841	0.32154882	0.723724902
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.95830232	0.79480519	0.74365607	0.73626011	0.38552189	0.723709116
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.86416800	0.77291967	0.71335304	0.66937007	0.59764310	0.723490776
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.97829169	0.89320186	0.85000411	0.81226729	0.08249158	0.723251306
KEGG_LONG_TERM_DEPRESSION	0.94993798	0.75772006	0.82211497	0.78137597	0.30471380	0.723172556
REACTOME_KERATAN_SULFATE_DEGRADATION	0.88277512	0.49156646	0.69215892	0.72458701	0.81986532	0.722190566
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.91266170	0.67380151	0.69465908	0.71391160	0.61447811	0.7219024
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.97830055	0.90092993	0.86067997	0.81372771	0.05555556	0.721838744
PID_P53DOWNSTREAMPATHWAY	0.98145490	0.79171076	0.84072432	0.78698359	0.20707071	0.721588856
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.97185894	0.79151836	0.81932779	0.76417615	0.26094276	0.7215648
REACTOME_SIGNALING_BY_FGFR	0.95373029	0.74370691	0.79046563	0.78471666	0.33501684	0.721527266
PID_ERA_GENOMIC_PATHWAY	0.95611377	0.84101331	0.81083190	0.73407354	0.26430976	0.721268456
REACTOME_BIOLOGICAL_OXIDATIONS	0.97925749	0.83763027	0.84951137	0.79338762	0.14646465	0.72125028
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.94448875	0.84862915	0.77785119	0.73967630	0.29461279	0.721051636
KEGG_ECM_RECEPTOR_INTERACTION	0.97410952	0.79315376	0.83883551	0.81115585	0.18686869	0.720824666
PID_NOTCH_PATHWAY	0.92205387	0.89182299	0.79136897	0.77697134	0.22053872	0.720551178
PID_CMYB_PATHWAY	0.96947546	0.77190957	0.80541184	0.78393001	0.27104377	0.72035413
REACTOME_AXON_GUIDANCE	0.97432190	0.87522848	0.85254989	0.77612545	0.12289562	0.720224268
BIOCARTA_SPPA_PATHWAY	0.88889748	0.69947090	0.71967644	0.80284770	0.48989899	0.720158302
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.94805954	0.68601892	0.72222222	0.77459338	0.46969697	0.720118206
KEGG_THYROID_CANCER	0.91533759	0.85518679	0.77981465	0.75553596	0.29461279	0.720097556
KEGG_HOMOLOGOUS_RECOMBINATION	0.92065391	0.76291486	0.73946785	0.75112193	0.42592593	0.720016896
PID_PI3KPLCTRKPATHWAY	0.95188729	0.83104056	0.78274616	0.78209104	0.25084175	0.71972136
BIOCARTA_ETC_PATHWAY	0.92054758	0.72866763	0.71109842	0.71800456	0.52020202	0.719704042
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.95309233	0.77240661	0.81833735	0.74060713	0.31144781	0.719178246
REACTOME_S_PHASE	0.93599149	0.82279942	0.82208261	0.76981455	0.24410774	0.718959162
REACTOME_MUSCLE_CONTRACTION	0.95264044	0.79998397	0.80114150	0.80012082	0.24074074	0.718925494
PID_PS1PATHWAY	0.93863193	0.76790123	0.77208025	0.75730854	0.35858586	0.718901562
PID_ILK_PATHWAY	0.94551657	0.75619689	0.74694095	0.77909608	0.36531987	0.718614072
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.93573454	0.79483726	0.78959547	0.77141788	0.30134680	0.71858639
REACTOME_SIGNALING_BY_GPCR	0.97671451	0.89232003	0.85829843	0.81334221	0.05218855	0.718572746
KEGG_GLIOMA	0.93876484	0.77336861	0.79062988	0.80467818	0.28451178	0.718390658
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	0.77947900	0.49036396	0.76176606	0.62180892	0.93771044	0.718225676
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.93694843	0.66139169	0.79054775	0.72383001	0.47643098	0.717829772
REACTOME_MEIOTIC_RECOMBINATION	0.95049619	0.76257816	0.82197561	0.68805337	0.36531987	0.71768464
REACTOME_DSCAM_INTERACTIONS	0.93641680	0.55594036	0.76361173	0.72458714	0.60437710	0.716986626
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.94780259	0.73827160	0.79221923	0.78457828	0.32154882	0.716884104
KEGG_BETA_ALANINE_METABOLISM	0.89640128	0.65403239	0.74429812	0.71836531	0.57070707	0.716760834
KEGG_GLUTATHIONE_METABOLISM	0.94842229	0.80434504	0.85222140	0.77020202	0.20707071	0.716452292
KEGG_FOCAL_ADHESION	0.97716640	0.85853776	0.81207866	0.80330643	0.12962963	0.716143776
PID_INTEGRIN4_PATHWAY	0.94018253	0.79586340	0.76877546	0.79628739	0.27777778	0.715777312
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.92379054	0.77654321	0.75823564	0.70885664	0.40909091	0.715303388
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.97177920	0.87476351	0.85140018	0.80517006	0.07239057	0.715100704
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	0.91607301	0.69834857	0.71901946	0.73194341	0.51010101	0.715097092
PID_SYNDECAN_4_PATHWAY	0.94901648	0.71212121	0.81436480	0.78501951	0.31481481	0.715067362
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.89724437	0.73012666	0.76164080	0.66822992	0.51683502	0.714815354
REACTOME_TELOMERE_MAINTENANCE	0.89543682	0.71130351	0.78658350	0.70965467	0.46969697	0.714535094
KEGG_GAP_JUNCTION	0.94977849	0.72170916	0.80475487	0.77800937	0.31818182	0.714486742
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.97005139	0.85234889	0.79186171	0.80088362	0.15656566	0.714342254
PID_TELOMERASEPATHWAY	0.94737728	0.82334456	0.82528537	0.79142839	0.18350168	0.714187456
KEGG_CALCIUM_SIGNALING_PATHWAY	0.97335637	0.86244990	0.84444801	0.80812454	0.08249158	0.71417408
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.94618997	0.70221260	0.72386466	0.75554487	0.44276094	0.714114608
BIOCARTA_CTL_PATHWAY	0.93429027	0.70654161	0.70861983	0.70901252	0.51010101	0.713713048
REACTOME_PHASE_II_CONJUGATION	0.97043239	0.78961039	0.84926501	0.77231308	0.18686869	0.713697912
REACTOME_METABOLISM_OF_PROTEINS	0.95749601	0.78717332	0.82872869	0.78980279	0.20370370	0.713380902
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.92824739	0.68959436	0.72862774	0.72009780	0.50000000	0.713313458
PID_MYC_REPRESSPATHWAY	0.96843877	0.88435145	0.80674736	0.78063706	0.12626263	0.713287454
REACTOME_CELL_CELL_COMMUNICATION	0.97489810	0.74032387	0.82273959	0.79753632	0.23063973	0.713227522
PID_SYNDECAN_1_PATHWAY	0.97369307	0.81244188	0.85468921	0.76862541	0.15656566	0.713203046
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	0.95178983	0.73867244	0.72460376	0.77718053	0.37205387	0.712860086
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.95894028	0.73347763	0.82305315	0.72689862	0.32154882	0.7127837
PID_FCER1PATHWAY	0.95103668	0.74936668	0.78135009	0.73619697	0.34511785	0.712613654
KEGG_PPAR_SIGNALING_PATHWAY	0.97409180	0.81827802	0.81313131	0.74013198	0.21717172	0.712560966
BIOCARTA_MPR_PATHWAY	0.88561049	0.85842553	0.77477452	0.71657047	0.32491582	0.712059366
ST_GA12_PATHWAY	0.90248095	0.69132596	0.74626158	0.70858497	0.51010101	0.711750894
REACTOME_DNA_REPAIR	0.93195995	0.75367965	0.79706028	0.74402083	0.33164983	0.711674108
BIOCARTA_LAIR_PATHWAY	0.95935673	0.73937791	0.75489933	0.78309551	0.32154882	0.71165566
KEGG_AXON_GUIDANCE	0.97286904	0.81786115	0.84789880	0.75881834	0.15993266	0.711475998
KEGG_CELL_CYCLE	0.95257842	0.79882957	0.83472941	0.79426541	0.17676768	0.711434098
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.97305511	0.79434023	0.81773015	0.77852155	0.19023569	0.710776546
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.93163050	0.79645663	0.78767348	0.75662469	0.28114478	0.710706016
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.95800106	0.79886163	0.82191837	0.79330062	0.18013468	0.710443272
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.97474747	0.83469617	0.85024301	0.81860937	0.07239057	0.710137318
PID_TXA2PATHWAY	0.92780436	0.75791246	0.76853905	0.76138534	0.33501684	0.71013161
REACTOME_HEMOSTASIS	0.97328549	0.88808722	0.84507678	0.79870130	0.04545455	0.710121068
WNT_SIGNALING	0.96424774	0.82961360	0.79530337	0.76030777	0.20033670	0.709961836
KEGG_GALACTOSE_METABOLISM	0.93284520	0.77189354	0.76451507	0.77516997	0.30471380	0.709827516
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.97423356	0.78168992	0.81654311	0.80639285	0.17003367	0.709778622
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.96189084	0.81718775	0.83095179	0.82601328	0.11279461	0.709767654
REACTOME_PD1_SIGNALING	0.94094453	0.67912458	0.73921028	0.72974535	0.45959596	0.70972414
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.89438242	0.76790123	0.64511088	0.72042292	0.52020202	0.709603894
BIOCARTA_CSK_PATHWAY	0.90580365	0.81869489	0.81388534	0.73415371	0.27441077	0.709389672
REACTOME_MITOTIC_G1_G1_S_PHASES	0.94860004	0.85598846	0.83553196	0.77376499	0.13299663	0.709376416
BIOCARTA_LECTIN_PATHWAY	0.89380649	0.71856662	0.69499421	0.69827018	0.54040404	0.709208308
REACTOME_NETRIN1_SIGNALING	0.93478646	0.67798621	0.77765459	0.70070568	0.45286195	0.708798978
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.96689704	0.81063011	0.82561386	0.79432942	0.14646465	0.708787016
KEGG_OLFACTORY_TRANSDUCTION	0.96369839	0.73552990	0.83712505	0.78317986	0.22390572	0.708687784
KEGG_BUTANOATE_METABOLISM	0.94712033	0.53164983	0.80200917	0.63417241	0.62794613	0.708579574
BIOCARTA_G1_PATHWAY	0.93769272	0.78816739	0.77139092	0.75083284	0.29461279	0.708539332
BIOCARTA_CXCR4_PATHWAY	0.87700691	0.78191438	0.69934004	0.72141165	0.46296296	0.708527188
KEGG_PURINE_METABOLISM	0.96784512	0.85478595	0.83086967	0.78641352	0.10269360	0.708521572
KEGG_GLYCEROLIPID_METABOLISM	0.94182173	0.78489658	0.80769384	0.73979210	0.26767677	0.708376204
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.94469254	0.74676928	0.79095422	0.69384076	0.36531987	0.708315334
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.97260323	0.70662177	0.78152180	0.77542343	0.30471380	0.708176806
PID_HIF1_TFPATHWAY	0.97313486	0.84389931	0.78956229	0.75676073	0.17676768	0.708024974
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.96853624	0.83043130	0.84614437	0.79805911	0.09595960	0.707826124
