Gene Set	Basal	Her2	LumA	LumB	Average p-value
KEGG_LEISHMANIA_INFECTION	0.11	0.21	0.16	0.14	0.155
BIOCARTA_PGC1A_PATHWAY	0.17	0.31	0.09	0.07	0.16
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.34	0.08	0.16	0.06	0.16
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.00	0.00	0.00	0.65	0.1625
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.03	0.02	0.04	0.56	0.1625
REACTOME_PI3K_CASCADE	0.01	0.55	0.01	0.08	0.1625
KEGG_WNT_SIGNALING_PATHWAY	0.00	0.00	0.00	0.65	0.1625
PID_CXCR4_PATHWAY	0.00	0.00	0.00	0.66	0.165
KEGG_BASE_EXCISION_REPAIR	0.14	0.13	0.18	0.21	0.165
PID_IL8CXCR2_PATHWAY	0.14	0.32	0.14	0.07	0.1675
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.00	0.64	0.00	0.03	0.1675
ST_B_CELL_ANTIGEN_RECEPTOR	0.01	0.64	0.01	0.01	0.1675
KEGG_SMALL_CELL_LUNG_CANCER	0.00	0.00	0.00	0.67	0.1675
BIOCARTA_CBL_PATHWAY	0.20	0.22	0.06	0.20	0.17
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.03	0.22	0.25	0.19	0.1725
BIOCARTA_ATRBRCA_PATHWAY	0.00	0.00	0.00	0.69	0.1725
PID_KITPATHWAY	0.01	0.68	0.00	0.00	0.1725
BIOCARTA_DC_PATHWAY	0.29	0.09	0.14	0.18	0.175
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.00	0.30	0.00	0.40	0.175
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.20	0.17	0.19	0.14	0.175
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.18	0.06	0.16	0.31	0.1775
KEGG_PRIMARY_IMMUNODEFICIENCY	0.19	0.06	0.11	0.35	0.1775
REACTOME_HEMOSTASIS	0.00	0.27	0.00	0.45	0.18
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.00	0.39	0.00	0.34	0.1825
BIOCARTA_IL7_PATHWAY	0.00	0.30	0.00	0.43	0.1825
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.01	0.00	0.01	0.71	0.1825
PID_RAC1_PATHWAY	0.01	0.47	0.01	0.24	0.1825
KEGG_MAPK_SIGNALING_PATHWAY	0.01	0.01	0.00	0.71	0.1825
BIOCARTA_RB_PATHWAY	0.00	0.00	0.00	0.74	0.185
REACTOME_BASE_EXCISION_REPAIR	0.11	0.43	0.05	0.15	0.185
PID_CDC42_PATHWAY	0.00	0.74	0.00	0.00	0.185
REACTOME_APOPTOSIS	0.00	0.00	0.00	0.75	0.1875
REACTOME_L1CAM_INTERACTIONS	0.07	0.64	0.04	0.00	0.1875
KEGG_INSULIN_SIGNALING_PATHWAY	0.00	0.39	0.07	0.30	0.19
KEGG_GLUTATHIONE_METABOLISM	0.14	0.20	0.09	0.33	0.19
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.00	0.58	0.00	0.19	0.1925
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.01	0.40	0.00	0.36	0.1925
PID_INTEGRIN1_PATHWAY	0.01	0.30	0.13	0.33	0.1925
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.01	0.37	0.00	0.39	0.1925
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.14	0.13	0.18	0.33	0.195
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.00	0.15	0.00	0.63	0.195
KEGG_CALCIUM_SIGNALING_PATHWAY	0.12	0.03	0.02	0.61	0.195
REACTOME_PLATELET_HOMEOSTASIS	0.10	0.45	0.24	0.00	0.1975
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.01	0.76	0.02	0.00	0.1975
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.03	0.51	0.19	0.06	0.1975
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.01	0.08	0.01	0.70	0.2
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.01	0.76	0.01	0.02	0.2
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.14	0.40	0.12	0.14	0.2
KEGG_ACUTE_MYELOID_LEUKEMIA	0.00	0.19	0.00	0.61	0.2
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.02	0.19	0.02	0.57	0.2
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.12	0.03	0.51	0.15	0.2025
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.21	0.25	0.24	0.11	0.2025
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.01	0.00	0.01	0.79	0.2025
KEGG_GLIOMA	0.00	0.00	0.00	0.81	0.2025
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.01	0.55	0.00	0.25	0.2025
KEGG_GALACTOSE_METABOLISM	0.22	0.35	0.18	0.06	0.2025
PID_INTEGRIN_A4B1_PATHWAY	0.06	0.10	0.18	0.48	0.205
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.01	0.61	0.01	0.19	0.205
PID_HIF1APATHWAY	0.00	0.00	0.00	0.83	0.2075
KEGG_FOCAL_ADHESION	0.07	0.33	0.02	0.41	0.2075
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.22	0.12	0.20	0.29	0.2075
REACTOME_SIGNALING_BY_NOTCH4	0.15	0.35	0.17	0.17	0.21
BIOCARTA_STEM_PATHWAY	0.19	0.21	0.26	0.18	0.21
PID_TCRCALCIUMPATHWAY	0.12	0.25	0.18	0.29	0.21
PID_WNT_SIGNALING_PATHWAY	0.18	0.22	0.16	0.29	0.2125
PID_HDAC_CLASSIII_PATHWAY	0.00	0.00	0.00	0.86	0.215
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.00	0.69	0.00	0.18	0.2175
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.56	0.10	0.17	0.04	0.2175
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.01	0.12	0.01	0.73	0.2175
PID_ALK2PATHWAY	0.34	0.25	0.11	0.18	0.22
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.32	0.22	0.25	0.09	0.22
BIOCARTA_CARM1_PATHWAY	0.36	0.15	0.19	0.18	0.22
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.15	0.34	0.11	0.28	0.22
SIG_CD40PATHWAYMAP	0.01	0.76	0.01	0.10	0.22
ST_FAS_SIGNALING_PATHWAY	0.00	0.00	0.00	0.88	0.22
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.22	0.32	0.14	0.20	0.22
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.00	0.00	0.00	0.88	0.22
KEGG_MELANOMA	0.00	0.00	0.00	0.88	0.22
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.02	0.49	0.15	0.22	0.22
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.18	0.32	0.04	0.35	0.2225
KEGG_ERBB_SIGNALING_PATHWAY	0.00	0.13	0.00	0.76	0.2225
PID_RXR_VDR_PATHWAY	0.18	0.18	0.16	0.37	0.2225
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.42	0.24	0.16	0.07	0.2225
ST_G_ALPHA_S_PATHWAY	0.13	0.30	0.02	0.44	0.2225
REACTOME_PACKAGING_OF_TELOMERE_ENDS	0.19	0.12	0.30	0.29	0.225
BIOCARTA_RNA_PATHWAY	0.00	0.00	0.00	0.90	0.225
PID_INTEGRIN3_PATHWAY	0.17	0.46	0.16	0.11	0.225
REACTOME_SIGNALING_BY_NOTCH	0.00	0.00	0.00	0.90	0.225
REACTOME_MRNA_CAPPING	0.28	0.12	0.12	0.38	0.225
PID_REG_GR_PATHWAY	0.00	0.00	0.00	0.90	0.225
BIOCARTA_MPR_PATHWAY	0.28	0.27	0.21	0.14	0.225
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.04	0.57	0.23	0.06	0.225
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.01	0.00	0.01	0.89	0.2275
KEGG_RIBOFLAVIN_METABOLISM	0.29	0.18	0.29	0.15	0.2275
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.56	0.03	0.19	0.14	0.23
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.07	0.47	0.09	0.29	0.23
PID_MAPKTRKPATHWAY	0.12	0.58	0.07	0.15	0.23
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.29	0.28	0.17	0.18	0.23
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.36	0.26	0.14	0.17	0.2325
BIOCARTA_RARRXR_PATHWAY	0.10	0.33	0.32	0.18	0.2325
KEGG_HUNTINGTONS_DISEASE	0.01	0.00	0.02	0.90	0.2325
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	0.52	0.10	0.14	0.17	0.2325
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.39	0.31	0.11	0.13	0.235
PID_INTEGRIN2_PATHWAY	0.19	0.33	0.09	0.33	0.235
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.19	0.26	0.11	0.38	0.235
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	0.67	0.10	0.07	0.10	0.235
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	0.25	0.33	0.14	0.22	0.235
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.39	0.22	0.04	0.29	0.235
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.08	0.10	0.03	0.74	0.2375
REACTOME_GABA_A_RECEPTOR_ACTIVATION	0.49	0.18	0.17	0.11	0.2375
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.08	0.57	0.29	0.01	0.2375
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.12	0.12	0.23	0.48	0.2375
PID_RET_PATHWAY	0.01	0.26	0.01	0.67	0.2375
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.17	0.51	0.25	0.03	0.24
REACTOME_DNA_REPAIR	0.37	0.06	0.15	0.38	0.24
ST_G_ALPHA_I_PATHWAY	0.35	0.08	0.47	0.06	0.24
KEGG_SELENOAMINO_ACID_METABOLISM	0.14	0.57	0.19	0.06	0.24
REACTOME_PHOSPHOLIPID_METABOLISM	0.02	0.48	0.02	0.44	0.24
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.29	0.28	0.17	0.22	0.24
PID_SHP2_PATHWAY	0.01	0.75	0.01	0.19	0.24
PID_NFAT_3PATHWAY	0.14	0.25	0.15	0.42	0.24
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.44	0.18	0.11	0.24	0.2425
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	0.39	0.25	0.11	0.22	0.2425
PID_AURORA_A_PATHWAY	0.00	0.00	0.00	0.97	0.2425
PID_VEGF_VEGFR_PATHWAY	0.22	0.08	0.64	0.03	0.2425
REACTOME_REGULATION_OF_KIT_SIGNALING	0.29	0.12	0.24	0.32	0.2425
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.22	0.08	0.64	0.03	0.2425
PID_WNT_CANONICAL_PATHWAY	0.43	0.15	0.26	0.14	0.245
PID_BARD1PATHWAY	0.00	0.00	0.01	0.97	0.245
REACTOME_SIGNALING_BY_BMP	0.29	0.54	0.09	0.06	0.245
BIOCARTA_RAC1_PATHWAY	0.00	0.00	0.00	0.98	0.245
REACTOME_CGMP_EFFECTS	0.49	0.07	0.39	0.03	0.245
BIOCARTA_PML_PATHWAY	0.00	0.00	0.00	0.98	0.245
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.01	0.00	0.01	0.96	0.245
BIOCARTA_CARDIACEGF_PATHWAY	0.26	0.52	0.14	0.06	0.245
ST_INTEGRIN_SIGNALING_PATHWAY	0.00	0.02	0.00	0.96	0.245
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.21	0.43	0.05	0.29	0.245
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.33	0.22	0.22	0.21	0.245
BIOCARTA_P53HYPOXIA_PATHWAY	0.00	0.00	0.00	0.99	0.2475
BIOCARTA_TID_PATHWAY	0.00	0.00	0.00	0.99	0.2475
PID_EPHRINBREVPATHWAY	0.01	0.97	0.01	0.00	0.2475
KEGG_THYROID_CANCER	0.01	0.00	0.01	0.97	0.2475
KEGG_LINOLEIC_ACID_METABOLISM	0.44	0.24	0.18	0.13	0.2475
ST_MYOCYTE_AD_PATHWAY	0.12	0.43	0.24	0.20	0.2475
BIOCARTA_TALL1_PATHWAY	0.40	0.29	0.04	0.26	0.2475
BIOCARTA_TEL_PATHWAY	0.00	0.00	0.00	1.00	0.25
BIOCARTA_CHEMICAL_PATHWAY	0.00	0.00	0.00	1.00	0.25
BIOCARTA_ATM_PATHWAY	0.00	0.00	0.00	1.00	0.25
PID_P75NTRPATHWAY	0.00	0.00	0.00	1.00	0.25
BIOCARTA_BAD_PATHWAY	0.01	0.46	0.01	0.52	0.25
PID_LYMPHANGIOGENESIS_PATHWAY	0.00	1.00	0.00	0.00	0.25
BIOCARTA_ARF_PATHWAY	0.00	0.00	0.00	1.00	0.25
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.00	0.00	0.00	1.00	0.25
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.00	0.98	0.00	0.02	0.25
PID_PDGFRAPATHWAY	0.00	0.00	0.00	1.00	0.25
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.02	0.10	0.82	0.06	0.25
SA_G1_AND_S_PHASES	0.00	0.00	0.00	1.00	0.25
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.00	0.00	0.00	1.00	0.25
BIOCARTA_CTCF_PATHWAY	0.00	0.00	0.00	1.00	0.25
BIOCARTA_G2_PATHWAY	0.00	0.00	0.00	1.00	0.25
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.18	0.46	0.20	0.17	0.2525
BIOCARTA_NFAT_PATHWAY	0.01	0.98	0.00	0.02	0.2525
BIOCARTA_TCRA_PATHWAY	0.29	0.28	0.23	0.21	0.2525
REACTOME_ZINC_TRANSPORTERS	0.24	0.36	0.08	0.33	0.2525
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.00	0.00	0.01	1.00	0.2525
REACTOME_NEURONAL_SYSTEM	0.21	0.79	0.01	0.00	0.2525
KEGG_BLADDER_CANCER	0.01	0.00	0.00	1.00	0.2525
BIOCARTA_GLEEVEC_PATHWAY	0.00	1.00	0.00	0.02	0.255
PID_LKB1_PATHWAY	0.01	0.00	0.01	1.00	0.255
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.12	0.06	0.18	0.66	0.255
BIOCARTA_TPO_PATHWAY	0.00	0.02	0.00	1.00	0.255
PID_NFKAPPABATYPICALPATHWAY	0.00	0.02	0.00	1.00	0.255
REACTOME_AMINE_DERIVED_HORMONES	0.18	0.31	0.09	0.44	0.255
KEGG_FOLATE_BIOSYNTHESIS	0.33	0.29	0.24	0.17	0.2575
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	0.61	0.23	0.11	0.08	0.2575
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.13	0.05	0.16	0.69	0.2575
PID_TRAIL_PATHWAY	0.01	1.00	0.01	0.01	0.2575
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.02	1.00	0.01	0.00	0.2575
SIG_CHEMOTAXIS	0.01	0.01	0.01	1.00	0.2575
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.24	0.08	0.71	0.00	0.2575
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.01	1.00	0.02	0.01	0.26
BIOCARTA_CCR5_PATHWAY	0.17	0.17	0.09	0.62	0.2625
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.11	0.55	0.04	0.35	0.2625
SA_CASPASE_CASCADE	0.19	0.17	0.25	0.44	0.2625
REACTOME_SIGNALLING_BY_NGF	0.01	0.65	0.07	0.32	0.2625
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.38	0.67	0.00	0.00	0.2625
KEGG_PROTEASOME	0.13	0.20	0.17	0.56	0.265
PID_RETINOIC_ACID_PATHWAY	0.10	0.61	0.12	0.23	0.265
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	0.43	0.23	0.25	0.15	0.265
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.01	0.83	0.01	0.21	0.265
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.05	0.57	0.11	0.33	0.265
PID_FASPATHWAY	0.01	0.98	0.01	0.06	0.265
KEGG_ECM_RECEPTOR_INTERACTION	0.03	0.65	0.19	0.19	0.265
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.02	0.78	0.04	0.23	0.2675
PID_EPOPATHWAY	0.21	0.01	0.80	0.05	0.2675
PID_ALPHASYNUCLEIN_PATHWAY	0.12	0.71	0.17	0.07	0.2675
PID_NEPHRIN_NEPH1_PATHWAY	0.01	0.06	0.01	1.00	0.27
PID_VEGFR1_2_PATHWAY	0.01	0.47	0.00	0.60	0.27
BIOCARTA_ETS_PATHWAY	0.17	0.29	0.23	0.39	0.27
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.40	0.20	0.24	0.24	0.27
SIG_BCR_SIGNALING_PATHWAY	0.01	1.00	0.01	0.06	0.27
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.37	0.08	0.23	0.40	0.27
PID_FAK_PATHWAY	0.01	1.00	0.01	0.06	0.27
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.00	0.58	0.02	0.49	0.2725
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.01	0.76	0.00	0.32	0.2725
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	0.08	0.60	0.06	0.35	0.2725
BIOCARTA_CACAM_PATHWAY	0.34	0.39	0.18	0.19	0.275
KEGG_OTHER_GLYCAN_DEGRADATION	0.28	0.28	0.11	0.43	0.275
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.02	1.00	0.01	0.07	0.275
PID_ERBB2ERBB3PATHWAY	0.02	0.08	0.02	0.98	0.275
PID_CERAMIDE_PATHWAY	0.02	0.33	0.02	0.73	0.275
REACTOME_PD1_SIGNALING	0.29	0.28	0.19	0.35	0.2775
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.20	0.12	0.09	0.70	0.2775
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.36	0.43	0.17	0.15	0.2775
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.24	0.31	0.25	0.31	0.2775
PID_BMPPATHWAY	0.32	0.53	0.17	0.09	0.2775
SA_TRKA_RECEPTOR	0.00	0.11	0.00	1.00	0.2775
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.05	0.59	0.09	0.38	0.2775
PID_IL4_2PATHWAY	0.00	0.13	0.01	0.97	0.2775
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.00	0.15	0.41	0.55	0.2775
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	0.15	0.06	0.18	0.73	0.28
PID_TCPTP_PATHWAY	0.02	1.00	0.01	0.09	0.28
BIOCARTA_ARENRF2_PATHWAY	0.39	0.29	0.11	0.33	0.28
REACTOME_HYALURONAN_METABOLISM	0.48	0.26	0.19	0.19	0.28
REACTOME_GLUTATHIONE_CONJUGATION	0.21	0.46	0.17	0.29	0.2825
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.29	0.44	0.16	0.24	0.2825
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	0.39	0.44	0.24	0.06	0.2825
REACTOME_MYOGENESIS	0.21	0.46	0.18	0.28	0.2825
BIOCARTA_GH_PATHWAY	0.01	0.15	0.02	0.95	0.2825
REACTOME_BASIGIN_INTERACTIONS	0.40	0.39	0.05	0.29	0.2825
PID_HEDGEHOG_2PATHWAY	0.00	0.15	0.00	0.98	0.2825
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.01	0.78	0.00	0.34	0.2825
PID_PI3KCIPATHWAY	0.01	0.51	0.01	0.61	0.285
PID_NECTIN_PATHWAY	0.01	0.12	0.01	1.00	0.285
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.13	0.24	0.11	0.67	0.2875
PID_NETRIN_PATHWAY	0.02	0.11	0.02	1.00	0.2875
BIOCARTA_CXCR4_PATHWAY	0.00	0.15	0.00	1.00	0.2875
PID_ALK1PATHWAY	0.44	0.24	0.14	0.33	0.2875
BIOCARTA_NGF_PATHWAY	0.00	0.15	0.00	1.00	0.2875
