Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
BIOCARTA_CACAM_PATHWAY	0.20	0.19	0.17	0.23	0.34	0.226
PID_LYSOPHOSPHOLIPID_PATHWAY	0.14	0.17	0.03	0.38	0.42	0.228
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.37	0.18	0.13	0.10	0.37	0.23
REACTOME_SIGNALING_BY_ILS	0.02	0.43	0.01	0.50	0.20	0.232
PID_PDGFRBPATHWAY	0.00	0.03	0.00	0.15	0.98	0.232
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.42	0.00	0.00	0.67	0.07	0.232
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.06	0.48	0.30	0.11	0.21	0.232
PID_TRAIL_PATHWAY	0.00	0.57	0.00	0.12	0.47	0.232
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.00	0.00	0.00	0.22	0.94	0.232
REACTOME_GLUCOSE_METABOLISM	0.05	0.55	0.05	0.51	0.02	0.236
PID_IL5_PATHWAY	0.00	0.00	0.00	0.19	0.99	0.236
PID_THROMBIN_PAR1_PATHWAY	0.00	0.57	0.00	0.62	0.00	0.238
BIOCARTA_TH1TH2_PATHWAY	0.16	0.25	0.17	0.57	0.05	0.24
PID_ALK2PATHWAY	0.18	0.32	0.21	0.19	0.31	0.242
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.01	0.25	0.01	0.25	0.69	0.242
KEGG_SMALL_CELL_LUNG_CANCER	0.00	0.01	0.00	0.79	0.42	0.244
PID_WNT_CANONICAL_PATHWAY	0.27	0.18	0.43	0.10	0.25	0.246
REACTOME_MITOTIC_G2_G2_M_PHASES	0.86	0.10	0.02	0.12	0.14	0.248
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.10	0.56	0.20	0.13	0.26	0.25
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	0.22	0.11	0.29	0.09	0.54	0.25
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.01	0.43	0.12	0.40	0.30	0.252
REACTOME_AMINE_DERIVED_HORMONES	0.29	0.14	0.17	0.32	0.34	0.252
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.00	0.45	0.02	0.31	0.49	0.254
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.01	0.31	0.01	0.01	0.93	0.254
PID_AP1_PATHWAY	0.01	0.00	0.01	0.30	0.95	0.254
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.90	0.17	0.04	0.01	0.15	0.254
REACTOME_PI_METABOLISM	0.00	0.83	0.00	0.31	0.14	0.256
BIOCARTA_HER2_PATHWAY	0.00	0.10	0.00	0.19	0.99	0.256
PID_HIF1_TFPATHWAY	0.18	0.10	0.94	0.05	0.02	0.258
SIG_CD40PATHWAYMAP	0.00	0.73	0.00	0.56	0.00	0.258
KEGG_OTHER_GLYCAN_DEGRADATION	0.24	0.30	0.21	0.23	0.31	0.258
BIOCARTA_RANMS_PATHWAY	0.20	0.24	0.07	0.10	0.68	0.258
PID_CXCR4_PATHWAY	0.01	0.01	0.03	0.77	0.48	0.26
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.56	0.13	0.04	0.22	0.35	0.26
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.15	0.16	0.10	0.49	0.41	0.262
BIOCARTA_IL7_PATHWAY	0.00	0.86	0.00	0.45	0.00	0.262
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.02	0.29	0.78	0.17	0.05	0.262
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.03	0.44	0.00	0.27	0.57	0.262
BIOCARTA_CBL_PATHWAY	0.10	0.19	0.28	0.26	0.48	0.262
BIOCARTA_ARF_PATHWAY	0.00	0.00	0.00	1.00	0.31	0.262
BIOCARTA_MET_PATHWAY	0.00	0.47	0.00	0.84	0.00	0.262
BIOCARTA_CCR5_PATHWAY	0.24	0.39	0.05	0.62	0.02	0.264
PID_RAC1_REG_PATHWAY	0.37	0.40	0.03	0.05	0.47	0.264
REACTOME_METABOLISM_OF_PROTEINS	0.31	0.25	0.54	0.20	0.02	0.264
KEGG_CALCIUM_SIGNALING_PATHWAY	0.37	0.05	0.02	0.84	0.04	0.264
PID_FAK_PATHWAY	0.01	0.55	0.01	0.34	0.41	0.264
PID_IFNGPATHWAY	0.00	0.07	0.00	0.35	0.92	0.268
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	0.41	0.32	0.11	0.19	0.31	0.268
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.34	0.30	0.29	0.09	0.32	0.268
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.20	0.07	0.19	0.50	0.39	0.27
PID_RAC1_PATHWAY	0.01	0.26	0.01	0.95	0.12	0.27
KEGG_ASTHMA	0.24	0.23	0.45	0.31	0.13	0.272
PID_INTEGRIN_A4B1_PATHWAY	0.12	0.35	0.37	0.42	0.10	0.272
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.09	0.52	0.10	0.00	0.65	0.272
KEGG_LYSINE_DEGRADATION	0.23	0.05	0.02	0.83	0.23	0.272
PID_INSULIN_PATHWAY	0.00	0.18	0.00	0.21	0.97	0.272
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.18	0.39	0.21	0.30	0.28	0.272
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.30	0.07	0.01	0.97	0.02	0.274
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.37	0.27	0.20	0.19	0.34	0.274
PID_AR_NONGENOMIC_PATHWAY	0.00	0.42	0.00	0.00	0.95	0.274
REACTOME_IL_2_SIGNALING	0.00	0.43	0.00	0.95	0.00	0.276
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.00	0.87	0.00	0.51	0.00	0.276
BIOCARTA_CXCR4_PATHWAY	0.00	0.66	0.00	0.73	0.00	0.278
REACTOME_CELL_JUNCTION_ORGANIZATION	0.16	0.54	0.03	0.49	0.17	0.278
KEGG_APOPTOSIS	0.00	0.01	0.00	0.49	0.89	0.278
REACTOME_FANCONI_ANEMIA_PATHWAY	0.06	1.00	0.11	0.17	0.05	0.278
BIOCARTA_NKCELLS_PATHWAY	0.00	0.72	0.00	0.67	0.00	0.278
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.01	0.12	0.28	0.06	0.93	0.28
PID_PI3KPLCTRKPATHWAY	0.00	0.74	0.00	0.66	0.00	0.28
ST_FAS_SIGNALING_PATHWAY	0.00	0.00	0.00	0.86	0.54	0.28
KEGG_RENAL_CELL_CARCINOMA	0.01	0.05	0.01	0.39	0.94	0.28
PID_TRKRPATHWAY	0.01	0.02	0.01	0.41	0.95	0.28
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.12	0.63	0.14	0.21	0.30	0.28
BIOCARTA_MTA3_PATHWAY	0.18	0.58	0.00	0.59	0.06	0.282
REACTOME_GLUTATHIONE_CONJUGATION	0.05	0.31	0.10	0.55	0.41	0.284
PID_IL2_STAT5PATHWAY	0.00	0.01	0.00	0.46	0.95	0.284
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.25	0.31	0.29	0.26	0.31	0.284
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.14	0.11	0.44	0.23	0.50	0.284
PID_PDGFRAPATHWAY	0.00	0.37	0.00	0.06	0.99	0.284
BIOCARTA_BARRESTIN_SRC_PATHWAY	0.18	0.51	0.00	0.10	0.63	0.284
PID_P73PATHWAY	0.12	0.35	0.03	0.22	0.71	0.286
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.00	0.80	0.00	0.63	0.00	0.286
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.28	0.05	0.16	0.58	0.37	0.288
REACTOME_PYRUVATE_METABOLISM	0.64	0.19	0.01	0.32	0.28	0.288
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.31	0.35	0.28	0.19	0.31	0.288
REACTOME_NEURONAL_SYSTEM	0.08	0.84	0.01	0.00	0.51	0.288
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.12	0.26	0.26	0.31	0.50	0.29
BIOCARTA_TALL1_PATHWAY	0.41	0.15	0.20	0.35	0.34	0.29
PID_PTP1BPATHWAY	0.01	0.46	0.01	0.04	0.94	0.292
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.60	0.48	0.03	0.03	0.32	0.292
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.01	0.04	0.01	0.68	0.72	0.292
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.60	0.41	0.02	0.13	0.31	0.294
REACTOME_DNA_REPAIR	0.41	0.12	0.18	0.29	0.47	0.294
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.10	1.00	0.00	0.32	0.05	0.294
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.10	0.04	0.26	0.45	0.63	0.296
PID_IL8CXCR2_PATHWAY	0.23	0.16	0.38	0.04	0.67	0.296
BIOCARTA_TEL_PATHWAY	0.00	0.00	0.00	0.48	1.00	0.296
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.47	0.42	0.25	0.24	0.10	0.296
ST_G_ALPHA_S_PATHWAY	0.11	0.27	0.08	0.50	0.52	0.296
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.09	0.66	0.20	0.20	0.34	0.298
BIOCARTA_GLEEVEC_PATHWAY	0.00	0.47	0.00	0.71	0.31	0.298
REACTOME_MEIOTIC_RECOMBINATION	0.60	0.29	0.12	0.17	0.31	0.298
PID_EPHRINBREVPATHWAY	0.00	0.94	0.00	0.05	0.50	0.298
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.00	0.00	0.01	0.54	0.94	0.298
REACTOME_CELL_CYCLE_CHECKPOINTS	0.01	0.01	0.01	0.50	0.96	0.298
KEGG_PANCREATIC_CANCER	0.00	0.00	0.01	0.52	0.96	0.298
BIOCARTA_RAB_PATHWAY	0.18	0.57	0.24	0.19	0.31	0.298
BIOCARTA_RARRXR_PATHWAY	0.26	0.03	0.30	0.40	0.52	0.302
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.48	0.36	0.20	0.13	0.34	0.302
BIOCARTA_BARR_MAPK_PATHWAY	0.19	0.65	0.00	0.09	0.59	0.304
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.18	0.12	0.37	0.35	0.50	0.304
BIOCARTA_PGC1A_PATHWAY	0.03	0.47	0.07	0.32	0.63	0.304
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.46	0.32	0.21	0.23	0.31	0.306
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.01	0.00	0.01	0.85	0.66	0.306
PID_P53REGULATIONPATHWAY	0.01	0.00	0.00	0.64	0.88	0.306
REACTOME_PD1_SIGNALING	0.48	0.37	0.24	0.10	0.34	0.306
PID_AVB3_OPN_PATHWAY	0.00	0.74	0.00	0.79	0.00	0.306
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	0.10	0.69	0.27	0.10	0.37	0.306
PID_ERBB1_INTERNALIZATION_PATHWAY	0.00	0.83	0.00	0.08	0.62	0.306
REACTOME_ZINC_TRANSPORTERS	0.25	0.40	0.28	0.26	0.34	0.306
REACTOME_SIGNALING_BY_BMP	0.34	0.29	0.29	0.10	0.52	0.308
BIOCARTA_HSP27_PATHWAY	0.18	0.31	0.12	0.62	0.31	0.308
PID_KITPATHWAY	0.01	0.49	0.01	0.08	0.95	0.308
REACTOME_PHOSPHOLIPID_METABOLISM	0.00	0.94	0.00	0.55	0.05	0.308
BIOCARTA_STRESS_PATHWAY	0.07	0.80	0.00	0.67	0.00	0.308
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.13	0.62	0.27	0.25	0.27	0.308
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.15	0.34	0.46	0.12	0.48	0.31
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.28	0.57	0.17	0.19	0.34	0.31
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.73	0.35	0.11	0.21	0.15	0.31
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.49	0.19	0.27	0.23	0.37	0.31
KEGG_BASAL_CELL_CARCINOMA	0.01	0.00	0.01	0.88	0.66	0.312
KEGG_ERBB_SIGNALING_PATHWAY	0.01	0.03	0.01	0.79	0.72	0.312
ST_INTERLEUKIN_4_PATHWAY	0.00	0.96	0.00	0.60	0.00	0.312
PID_IL6_7PATHWAY	0.00	0.44	0.00	0.62	0.50	0.312
BIOCARTA_PDGF_PATHWAY	0.00	0.43	0.00	0.64	0.50	0.314
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.00	0.13	0.00	0.51	0.94	0.316
REACTOME_HEMOSTASIS	0.00	0.76	0.00	0.06	0.76	0.316
BIOCARTA_G1_PATHWAY	0.00	0.00	0.00	0.66	0.92	0.316
BIOCARTA_P53HYPOXIA_PATHWAY	0.00	0.00	0.00	0.61	0.98	0.318
KEGG_ACUTE_MYELOID_LEUKEMIA	0.01	0.23	0.01	0.39	0.95	0.318
BIOCARTA_PARKIN_PATHWAY	0.11	0.39	0.43	0.35	0.31	0.318
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.08	0.77	0.13	0.39	0.22	0.318
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	0.39	0.50	0.16	0.20	0.34	0.318
BIOCARTA_TCRA_PATHWAY	0.39	0.37	0.17	0.32	0.34	0.318
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.48	0.00	0.24	0.19	0.68	0.318
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.00	0.96	0.02	0.29	0.32	0.318
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.19	0.64	0.24	0.20	0.32	0.318
PID_MET_PATHWAY	0.01	0.01	0.01	0.93	0.64	0.32
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.00	0.00	0.01	0.63	0.96	0.32
REACTOME_SIGNALING_BY_FGFR	0.02	0.10	0.01	0.68	0.80	0.322
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.00	0.60	0.00	0.06	0.95	0.322
KEGG_P53_SIGNALING_PATHWAY	0.01	0.00	0.01	0.65	0.94	0.322
KEGG_MAPK_SIGNALING_PATHWAY	0.00	0.64	0.00	0.26	0.71	0.322
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.58	0.33	0.00	0.08	0.63	0.324
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	0.00	1.00	0.06	0.51	0.05	0.324
PID_WNT_SIGNALING_PATHWAY	0.16	0.29	0.26	0.46	0.46	0.326
REACTOME_HYALURONAN_METABOLISM	0.28	0.35	0.37	0.32	0.31	0.326
PID_PLK1_PATHWAY	0.28	0.05	0.29	0.43	0.59	0.328
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.18	0.57	0.17	0.67	0.05	0.328
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.04	0.91	0.09	0.35	0.25	0.328
PID_S1P_S1P2_PATHWAY	0.19	0.75	0.08	0.10	0.52	0.328
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	0.10	0.40	0.31	0.49	0.34	0.328
BIOCARTA_AMI_PATHWAY	0.10	0.12	0.43	0.00	1.00	0.33
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.12	0.42	0.55	0.17	0.39	0.33
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.24	0.32	0.21	0.58	0.31	0.332
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.00	0.50	0.00	0.91	0.25	0.332
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.19	0.62	0.32	0.19	0.34	0.332
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.00	0.58	0.00	0.13	0.95	0.332
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.30	0.24	0.36	0.26	0.50	0.332
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.15	0.54	0.61	0.08	0.28	0.332
PID_RET_PATHWAY	0.00	0.22	0.00	0.49	0.95	0.332
BIOCARTA_TCR_PATHWAY	0.00	0.71	0.00	0.46	0.50	0.334
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	0.62	0.08	0.53	0.15	0.30	0.336
BIOCARTA_CTL_PATHWAY	0.60	0.12	0.29	0.22	0.45	0.336
KEGG_DILATED_CARDIOMYOPATHY	0.01	0.25	0.11	0.47	0.85	0.338
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.09	0.66	0.53	0.06	0.35	0.338
SIG_BCR_SIGNALING_PATHWAY	0.00	0.64	0.00	0.05	1.00	0.338
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.23	0.12	0.95	0.40	0.00	0.34
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.00	0.32	0.00	0.39	0.99	0.34
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.01	0.01	0.07	0.68	0.93	0.34
PID_P75NTRPATHWAY	0.00	0.00	0.00	0.93	0.77	0.34
KEGG_HUNTINGTONS_DISEASE	0.00	0.00	0.00	1.00	0.70	0.34
PID_TAP63PATHWAY	0.18	0.63	0.18	0.29	0.43	0.342
PID_VEGFR1_2_PATHWAY	0.01	0.76	0.01	0.52	0.41	0.342
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.28	0.15	0.37	0.88	0.03	0.342
BIOCARTA_CARDIACEGF_PATHWAY	0.25	0.25	0.28	0.18	0.75	0.342
REACTOME_RAP1_SIGNALLING	0.24	0.68	0.32	0.13	0.34	0.342
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.19	0.31	0.33	0.56	0.32	0.342
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.39	0.59	0.12	0.31	0.31	0.344
BIOCARTA_ASBCELL_PATHWAY	0.40	0.62	0.25	0.40	0.05	0.344
REACTOME_AXON_GUIDANCE	0.20	0.92	0.02	0.20	0.38	0.344
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.19	0.46	0.43	0.57	0.08	0.346
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.27	0.35	0.38	0.42	0.31	0.346
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.00	0.72	0.00	0.03	0.98	0.346
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.21	0.27	0.11	0.21	0.93	0.346
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.44	0.56	0.37	0.10	0.26	0.346
SA_CASPASE_CASCADE	0.18	0.21	0.31	0.55	0.48	0.346
BIOCARTA_P53_PATHWAY	0.00	0.00	0.00	0.74	0.99	0.346
REACTOME_POTASSIUM_CHANNELS	0.92	0.66	0.03	0.00	0.12	0.346
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.88	0.01	0.05	0.31	0.49	0.348
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.08	0.73	0.03	0.65	0.25	0.348
PID_FGF_PATHWAY	0.01	0.91	0.01	0.48	0.33	0.348
REACTOME_BASIGIN_INTERACTIONS	0.28	0.76	0.10	0.23	0.37	0.348
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.39	0.23	0.52	0.06	0.54	0.348
PID_REG_GR_PATHWAY	0.01	0.01	0.00	0.75	0.97	0.348
KEGG_VIRAL_MYOCARDITIS	0.18	0.59	0.71	0.25	0.01	0.348
ST_INTEGRIN_SIGNALING_PATHWAY	0.01	0.02	0.01	0.86	0.84	0.348
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.24	0.55	0.34	0.19	0.42	0.348
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	0.74	0.30	0.63	0.07	0.01	0.35
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.69	0.66	0.27	0.02	0.11	0.35
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.00	0.00	0.00	0.75	1.00	0.35
KEGG_TASTE_TRANSDUCTION	0.04	0.54	0.08	0.17	0.92	0.35
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.29	0.10	0.49	0.19	0.68	0.35
REACTOME_APOPTOSIS	0.00	0.00	0.00	0.77	0.99	0.352
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.48	0.53	0.39	0.23	0.13	0.352
REACTOME_SIGNALING_BY_NOTCH	0.01	0.01	0.00	0.98	0.76	0.352
REACTOME_MRNA_CAPPING	0.30	0.25	0.27	0.44	0.50	0.352
REACTOME_RNA_POL_II_TRANSCRIPTION	0.31	0.59	0.69	0.07	0.10	0.352
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.01	0.01	0.01	0.75	0.99	0.354
BIOCARTA_ACH_PATHWAY	0.00	0.97	0.00	0.80	0.00	0.354
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.01	0.30	0.03	0.47	0.96	0.354
PID_GMCSF_PATHWAY	0.00	0.13	0.00	0.69	0.95	0.354
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.50	0.39	0.23	0.32	0.34	0.356
PID_ARF6DOWNSTREAMPATHWAY	0.18	0.70	0.37	0.19	0.34	0.356
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.00	0.00	0.00	0.95	0.83	0.356
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.24	0.31	0.15	0.86	0.22	0.356
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.01	0.42	0.01	0.63	0.72	0.358
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.46	0.65	0.24	0.10	0.34	0.358
BIOCARTA_RAC1_PATHWAY	0.00	0.00	0.00	0.84	0.95	0.358
REACTOME_ENDOGENOUS_STEROLS	0.06	0.66	0.62	0.08	0.37	0.358
REACTOME_IMMUNE_SYSTEM	0.13	0.45	0.23	0.10	0.88	0.358
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.20	0.66	0.11	0.48	0.34	0.358
BIOCARTA_PITX2_PATHWAY	0.16	0.57	0.64	0.19	0.24	0.36
KEGG_FOLATE_BIOSYNTHESIS	0.51	0.28	0.41	0.26	0.34	0.36
BIOCARTA_CERAMIDE_PATHWAY	0.04	0.76	0.00	1.00	0.00	0.36
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.12	0.10	0.46	0.51	0.61	0.36
