Gene Set	Basal	Her2	LumA	LumB	Average AUC
REACTOME_DARPP_32_EVENTS	0.92283951	0.90087542	0.83263465	0.72610723	0.8456142025
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.94171717	0.89441077	0.82096059	0.72456147	0.8454125
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.94297419	0.91713805	0.81932966	0.69996762	0.84485238
REACTOME_SIGNALING_BY_GPCR	0.96050505	0.88040404	0.83689065	0.69963092	0.844357665
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.94956229	0.83895623	0.84435861	0.74436674	0.8443109675
KEGG_ENDOCYTOSIS	0.95639731	0.88730640	0.83596039	0.69720927	0.8442183425
REACTOME_METABOLISM_OF_PROTEINS	0.95995511	0.88518519	0.83759931	0.69410127	0.84421022
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.95829405	0.86882155	0.83386966	0.71552059	0.8441264625
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	0.96315852	0.87952862	0.83134906	0.70218855	0.8440561875
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	0.95277217	0.89306397	0.82653212	0.70370351	0.8440179425
REACTOME_TOLL_RECEPTOR_CASCADES	0.95507295	0.84074074	0.83816824	0.74201632	0.8439995625
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.96333333	0.87272727	0.83758334	0.69994820	0.843398035
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.93020202	0.91084175	0.82851839	0.70376198	0.843331035
REACTOME_NEURONAL_SYSTEM	0.95710438	0.86336700	0.83713419	0.71450970	0.8430288175
KEGG_WNT_SIGNALING_PATHWAY	0.95476992	0.84659933	0.84831317	0.72226107	0.8429858725
PID_AR_PATHWAY	0.96606061	0.85410774	0.83974528	0.71183631	0.842937485
PID_FGF_PATHWAY	0.95154882	0.84356902	0.83962950	0.73690381	0.8429127875
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.96700337	0.83996633	0.84783407	0.71450401	0.842326945
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.96113356	0.86420875	0.83991895	0.70304325	0.8420761275
REACTOME_INNATE_IMMUNE_SYSTEM	0.95928171	0.84232323	0.84317683	0.72346542	0.8420617975
REACTOME_G1_S_TRANSITION	0.96026936	0.89717172	0.83260670	0.67682595	0.8417184325
PID_RB_1PATHWAY	0.95815937	0.85952862	0.83781092	0.71000310	0.8413755025
REACTOME_PHOSPHOLIPID_METABOLISM	0.95521783	0.85892256	0.84294726	0.70777001	0.841214415
KEGG_ALZHEIMERS_DISEASE	0.96116723	0.86212121	0.83649539	0.70488215	0.841166495
REACTOME_MITOTIC_M_M_G1_PHASES	0.95536578	0.86892256	0.83985308	0.69949142	0.84090821
PID_E2F_PATHWAY	0.96891236	0.86265993	0.83856350	0.69346024	0.8408990075
KEGG_HUNTINGTONS_DISEASE	0.96453423	0.86306397	0.83468280	0.70115903	0.8408600075
REACTOME_MRNA_SPLICING	0.95283951	0.86343434	0.84294393	0.70388500	0.840775695
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.95432099	0.85599327	0.83301793	0.71950272	0.8407087275
REACTOME_DNA_REPLICATION	0.95597082	0.86993266	0.83644149	0.69996762	0.8405781475
PID_REG_GR_PATHWAY	0.94641975	0.85794613	0.83626981	0.72119191	0.8404569
REACTOME_DIABETES_PATHWAYS	0.95905724	0.87168350	0.83311175	0.69741647	0.84031724
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.94850730	0.88202020	0.81809342	0.71236726	0.840247045
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	0.95958474	0.88003367	0.82151555	0.69954027	0.8401685575
REACTOME_MUSCLE_CONTRACTION	0.94563412	0.91340067	0.83170639	0.66973582	0.84011925
REACTOME_SIGNALING_BY_FGFR	0.95135802	0.81616162	0.84029624	0.75218855	0.8400011075
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.95375982	0.83222222	0.84037210	0.73232238	0.83966913
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.95400673	0.86131313	0.83166846	0.71149314	0.839620365
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.95126824	0.87696970	0.83939594	0.69070837	0.8395855625
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.95720539	0.82383838	0.84088713	0.73465423	0.8391462825
PID_P53DOWNSTREAMPATHWAY	0.95451178	0.85740741	0.84042400	0.70380730	0.8390376225
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.94135802	0.86663300	0.82584341	0.72218141	0.83900396
KEGG_PURINE_METABOLISM	0.95649832	0.84774411	0.83904060	0.71249892	0.8389454875
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.96012346	0.85855219	0.83487444	0.70157578	0.8387814675
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.94898990	0.89319865	0.81873677	0.69403004	0.83873884
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.96392817	0.85744108	0.83703238	0.69622507	0.838656675
PID_NFAT_3PATHWAY	0.94375982	0.85528620	0.83516988	0.71919192	0.838351955
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.94958474	0.87037037	0.83029704	0.70211085	0.83809075
REACTOME_MEMBRANE_TRAFFICKING	0.95555556	0.83474747	0.83795664	0.72303160	0.8378228175
REACTOME_TRANSLATION	0.95318743	0.86787879	0.82896954	0.70076405	0.8376999525
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.94510662	0.82542088	0.83530163	0.74491712	0.8376865625
REACTOME_HIV_LIFE_CYCLE	0.95240180	0.86067340	0.82967820	0.70757458	0.837581995
KEGG_PYRIMIDINE_METABOLISM	0.96426487	0.84464646	0.83400940	0.70656566	0.8373715975
KEGG_TYROSINE_METABOLISM	0.92975309	0.92575758	0.81198853	0.68164983	0.8372872575
KEGG_DILATED_CARDIOMYOPATHY	0.95126824	0.84646465	0.83405105	0.71673142	0.83712884
KEGG_LYSOSOME	0.95606061	0.82629630	0.83570088	0.73042409	0.83712047
KEGG_OXIDATIVE_PHOSPHORYLATION	0.96549944	0.85818182	0.84361401	0.68088578	0.8370452625
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.94929293	0.83377104	0.83694134	0.72776777	0.83694327
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.95117845	0.83242424	0.83021719	0.73338513	0.8368012525
PID_FOXM1PATHWAY	0.95482604	0.83040404	0.82003434	0.74127817	0.8366356475
PID_ERA_GENOMIC_PATHWAY	0.94751964	0.87047138	0.82718689	0.70107485	0.83656319
BIOCARTA_CARM_ER_PATHWAY	0.95170595	0.84905724	0.81752306	0.72772598	0.8365030575
BIOCARTA_KERATINOCYTE_PATHWAY	0.94313131	0.87727273	0.83087444	0.69423724	0.83637893
KEGG_CELL_CYCLE	0.95860831	0.85289562	0.82645638	0.70750453	0.83636621
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.94739618	0.84168350	0.83723200	0.71866744	0.83624478
REACTOME_SIGNALING_BY_NOTCH	0.94746352	0.83235690	0.83534755	0.72946775	0.83615893
PID_TRKRPATHWAY	0.93894501	0.83808081	0.82583948	0.74115494	0.83600506
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.95098765	0.87444444	0.82161081	0.69685315	0.8359740125
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.96212121	0.84447811	0.84040005	0.69686257	0.835965485
BIOCARTA_IL2RB_PATHWAY	0.93395062	0.87643098	0.83100571	0.70203963	0.835856735
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.94784512	0.81124579	0.83754342	0.74636752	0.8357504625
PID_ATF2_PATHWAY	0.93874299	0.85501684	0.82977203	0.71903004	0.835640475
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.95406285	0.85552189	0.83197589	0.70088060	0.8356103075
REACTOME_TRANSCRIPTION	0.95378227	0.87148148	0.82006676	0.69702797	0.83558962
REACTOME_L1CAM_INTERACTIONS	0.95545455	0.81946128	0.84267976	0.72390572	0.8353753275
PID_PDGFRBPATHWAY	0.95615039	0.82555556	0.83360948	0.72422712	0.8348856375
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.96097643	0.81202020	0.84329261	0.72253871	0.8347069875
PID_BETACATENIN_NUC_PATHWAY	0.95603816	0.81696970	0.83361680	0.73198653	0.8346527975
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.94405163	0.82774411	0.82922905	0.73738669	0.83460287
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.95924804	0.84528620	0.83182816	0.70189718	0.834564895
PID_TELOMERASEPATHWAY	0.94948373	0.82949495	0.82596918	0.73311966	0.83451688
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.95815937	0.84525253	0.82841258	0.70590050	0.834431245
KEGG_RIBOSOME	0.95760943	0.86602694	0.82258754	0.69091733	0.83428531
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.95322110	0.87949495	0.81836890	0.68537865	0.8341159
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.95260382	0.85892256	0.82401884	0.70072697	0.8340680475
KEGG_APOPTOSIS	0.95490460	0.84818182	0.82448796	0.70865708	0.834057865
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.94677890	0.84545455	0.82713099	0.71664253	0.8340017425
REACTOME_PEPTIDE_CHAIN_ELONGATION	0.95710438	0.86464646	0.82520153	0.68897954	0.8339829775
BIOCARTA_PPARA_PATHWAY	0.93894501	0.82323232	0.84452599	0.72888422	0.833896885
KEGG_SPLICEOSOME	0.95178451	0.84797980	0.83854354	0.69702797	0.833833955
KEGG_PARKINSONS_DISEASE	0.96280584	0.86380471	0.83015531	0.67847845	0.8338110775
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.95157127	0.90441077	0.81679842	0.66196581	0.8336865675
PID_P53REGULATIONPATHWAY	0.95149270	0.82252525	0.82666387	0.73359233	0.8335685375
REACTOME_GABA_RECEPTOR_ACTIVATION	0.94389450	0.82922559	0.83830447	0.72138695	0.8332028775
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.94856341	0.88851852	0.80372411	0.69169257	0.8331246525
KEGG_INSULIN_SIGNALING_PATHWAY	0.95647587	0.82511785	0.83458897	0.71498964	0.8327930825
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.95379349	0.84666667	0.83542540	0.69463869	0.8326310625
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.95115600	0.90673401	0.81757296	0.65397565	0.832359655
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	0.95450056	0.87121212	0.82369346	0.67979150	0.83229941
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.94373737	0.83043771	0.83605023	0.71884874	0.8322685125
BIOCARTA_MAPK_PATHWAY	0.94992144	0.84924429	0.82074966	0.70800958	0.8319812425
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.94912458	0.85138047	0.82485926	0.70227920	0.8319108775
PID_ATM_PATHWAY	0.94033670	0.84744108	0.82386314	0.71570189	0.8318357025
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.95608305	0.81757576	0.83521979	0.71839549	0.8318185225
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.95365881	0.87114478	0.81227293	0.68989899	0.8317438775
PID_P73PATHWAY	0.95331089	0.84282828	0.81875873	0.71183631	0.8316835525
PID_ERBB_NETWORK_PATHWAY	0.89460157	0.92393939	0.82726873	0.68085988	0.8316673925
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.95151515	0.84212121	0.82975007	0.70160580	0.8312480575
KEGG_MTOR_SIGNALING_PATHWAY	0.95083053	0.81235690	0.82585739	0.73567709	0.8311804775
REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.95758698	0.82838384	0.83167046	0.70701243	0.8311634275
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.95731762	0.78306397	0.83242504	0.75151986	0.8310816225
KEGG_GLIOMA	0.96244669	0.77474747	0.83367669	0.75333875	0.8310524
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.94692480	0.82360269	0.82890765	0.72473452	0.831042415
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.94948781	0.82353535	0.82449994	0.72663818	0.83104032
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	0.94263749	0.88195286	0.81894239	0.68030303	0.8309589425
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.95188552	0.80875421	0.83669501	0.72641155	0.8309365725
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.94245791	0.83538721	0.82209446	0.72371795	0.8309143825
PID_AVB3_INTEGRIN_PATHWAY	0.94424242	0.85202020	0.83025312	0.69630277	0.8307046275
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.94511785	0.82383838	0.82603505	0.72777130	0.830690645
KEGG_P53_SIGNALING_PATHWAY	0.95746352	0.82080808	0.82436020	0.71978762	0.830604855
REACTOME_GPCR_LIGAND_BINDING	0.96065095	0.85309764	0.83170639	0.67629500	0.830437495
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.94586981	0.85505051	0.82933285	0.69129759	0.83038769
PID_HDAC_CLASSI_PATHWAY	0.95397306	0.81144781	0.83880105	0.71699689	0.8303047025
REACTOME_SIGNALING_BY_ILS	0.94053872	0.83771044	0.82614684	0.71642062	0.830204155
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.94445567	0.85168350	0.82339402	0.70063534	0.8300421325
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.91442200	0.90909091	0.81654980	0.68003108	0.8300234475
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	0.96016835	0.84259259	0.82944864	0.68767806	0.82997191
BIOCARTA_CHREBP2_PATHWAY	0.94202020	0.83794613	0.83416776	0.70450660	0.8296601725
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.96705948	0.86602694	0.81612568	0.66932789	0.8296349975
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	0.94441077	0.82478114	0.82281112	0.72503238	0.8292588525
PID_VEGFR1_2_PATHWAY	0.94560045	0.82306397	0.83440931	0.71379824	0.8292179925
PID_PS1PATHWAY	0.94064381	0.82363636	0.82458578	0.72797203	0.829209495
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.94250281	0.90249158	0.81562662	0.65548433	0.829026335
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.94457912	0.87629630	0.81558109	0.67929293	0.82893736
PID_SMAD2_3NUCLEARPATHWAY	0.95597082	0.82555556	0.81968100	0.71429662	0.828876
REACTOME_SYNTHESIS_OF_DNA	0.94331089	0.88787879	0.80963189	0.67452732	0.8288372225
WNT_SIGNALING	0.93874299	0.84430976	0.83179423	0.69980575	0.8286631825
KEGG_MELANOMA	0.95650954	0.79959596	0.82629257	0.73186351	0.828565395
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.94399041	0.82552189	0.82586537	0.71815710	0.8283836925
KEGG_OOCYTE_MEIOSIS	0.95668911	0.81626263	0.83403601	0.70651386	0.8283754025
KEGG_TIGHT_JUNCTION	0.96730640	0.79919192	0.83445522	0.71148666	0.82811005
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.96499439	0.78845118	0.83974728	0.71915307	0.82808648
PID_IFNGPATHWAY	0.94701459	0.85111111	0.80213998	0.71197876	0.82806111
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.95149270	0.82626263	0.83058849	0.70386558	0.82805235
BIOCARTA_HIVNEF_PATHWAY	0.93492705	0.84703704	0.82571366	0.70354830	0.8278065125
PID_FOXOPATHWAY	0.94953984	0.83407407	0.83260918	0.69470992	0.8277332525
REACTOME_PI3K_CASCADE	0.94970819	0.81417508	0.83125524	0.71418674	0.8273313125
REACTOME_SIGNALING_BY_WNT	0.94269360	0.88013468	0.81938356	0.66613101	0.8270857125
PID_AP1_PATHWAY	0.95320988	0.79983165	0.83080608	0.72423595	0.82702089
PID_EPHBFWDPATHWAY	0.90818692	0.90545455	0.79390346	0.69999529	0.826885055
PID_MTOR_4PATHWAY	0.95881033	0.83228956	0.81994850	0.69648407	0.826883115
BIOCARTA_BIOPEPTIDES_PATHWAY	0.93858586	0.81878788	0.83438336	0.71455464	0.826577935
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.93413019	0.88208754	0.81083763	0.67907984	0.8265338
PID_CMYB_PATHWAY	0.96641975	0.78754209	0.82763006	0.72431365	0.8264763875
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.95433221	0.80212121	0.81427117	0.73508806	0.8264531625
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.95304153	0.84030303	0.82760211	0.68442113	0.82634195
KEGG_MELANOGENESIS	0.95105499	0.81087542	0.84064958	0.70275188	0.8263329675
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.95760943	0.80383838	0.83875714	0.70485625	0.8262653
PID_MET_PATHWAY	0.95500561	0.81198653	0.83104890	0.70675343	0.8261986175
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.95116723	0.78329966	0.83270052	0.73715653	0.826080985
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	0.96558911	0.82245791	0.82718888	0.68749676	0.825683165
REACTOME_PI_3K_CASCADE	0.94672278	0.80185185	0.82200663	0.73147501	0.8255140675
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.94589226	0.84838384	0.82046552	0.68728309	0.8255061775
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.94735129	0.81535354	0.82565484	0.71280109	0.82529019
REACTOME_SPHINGOLIPID_METABOLISM	0.93114580	0.81966330	0.83032299	0.71919839	0.82508262
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.91952862	0.88353535	0.80094622	0.69623155	0.825060435
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.95240180	0.83340067	0.83383838	0.68004619	0.82492176
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.94539843	0.83154882	0.82130994	0.70135975	0.824904235
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.95692480	0.82134680	0.82658402	0.69377752	0.824658285
REACTOME_POTASSIUM_CHANNELS	0.93415264	0.82380471	0.82589532	0.71450401	0.82458917
PID_ERBB1_DOWNSTREAM_PATHWAY	0.94841751	0.80902357	0.82756019	0.71330084	0.8245755275
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.95254158	0.80511785	0.83258873	0.70719373	0.8243604725
REACTOME_MITOTIC_G2_G2_M_PHASES	0.94914703	0.80346801	0.83801853	0.70648148	0.8242787625
REACTOME_INTERFERON_SIGNALING	0.95056117	0.81764310	0.82140975	0.70731591	0.8242324825
PID_HDAC_CLASSII_PATHWAY	0.93704826	0.81969697	0.82193982	0.71805232	0.8241843425
REACTOME_RNA_POL_II_TRANSCRIPTION	0.94995511	0.81734007	0.82603905	0.70289845	0.82405817
PID_CD8TCRPATHWAY	0.91848485	0.80451178	0.83675889	0.73645991	0.8240538575
REACTOME_M_G1_TRANSITION	0.94578002	0.86831650	0.80493472	0.67716265	0.8240484725
REACTOME_SIGNALING_BY_RHO_GTPASES	0.94093154	0.80656566	0.83514659	0.71306656	0.8239275875
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.95386083	0.82114478	0.83455304	0.68609169	0.823912585
KEGG_SMALL_CELL_LUNG_CANCER	0.94439955	0.83481481	0.81560636	0.69998057	0.8237003225
PID_FANCONI_PATHWAY	0.94868018	0.77771044	0.82702919	0.74045702	0.8234692075
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	0.94456790	0.80414141	0.82596918	0.71878399	0.82336562
KEGG_ACUTE_MYELOID_LEUKEMIA	0.93996633	0.82915825	0.81385395	0.71026289	0.823310355
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.95343434	0.81077441	0.82512263	0.70383320	0.823291145
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.94299663	0.83427609	0.82606899	0.68955581	0.82322438
