Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
PID_FCER1PATHWAY	0.69895830	0.50800061	0.62861322	0.51239409	0.55992400	0.581578044
PID_AVB3_INTEGRIN_PATHWAY	0.65488282	0.51308871	0.60843747	0.45907787	0.66268268	0.57963391
BIOCARTA_GLEEVEC_PATHWAY	0.68926873	0.41265819	0.64441083	0.48441447	0.66589786	0.579330016
PID_THROMBIN_PAR1_PATHWAY	0.65591752	0.43083703	0.59865482	0.50123470	0.70375235	0.578079284
PID_IL2_1PATHWAY	0.64646183	0.47323979	0.58446472	0.47634544	0.70899752	0.57790186
REACTOME_IMMUNE_SYSTEM	0.65762187	0.61794154	0.66076262	0.55685538	0.39066526	0.576769334
ST_B_CELL_ANTIGEN_RECEPTOR	0.66631345	0.51400012	0.60965565	0.54859238	0.54518361	0.576749042
REACTOME_PHOSPHOLIPID_METABOLISM	0.65716868	0.55940344	0.63742432	0.48700753	0.53145878	0.57449255
REACTOME_PI_METABOLISM	0.64111369	0.44626458	0.59587612	0.50177146	0.68704049	0.574413268
BIOCARTA_PDGF_PATHWAY	0.68880985	0.43876629	0.62086439	0.46797485	0.65206415	0.573695906
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.60961369	0.49485814	0.59967409	0.53308561	0.62875094	0.573196494
PID_CDC42_PATHWAY	0.70112074	0.51047103	0.67676068	0.45858137	0.51696102	0.572778968
REACTOME_SIGNALING_BY_GPCR	0.67624691	0.59804985	0.67283328	0.49604152	0.42057462	0.572749236
BIOCARTA_CTLA4_PATHWAY	0.64907771	0.50126091	0.59267240	0.48988158	0.63085297	0.572749114
PID_EPHRINBREVPATHWAY	0.66377912	0.45604960	0.58759011	0.51883896	0.63692765	0.572637088
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.60520219	0.58841657	0.60188971	0.48634649	0.57881765	0.572134522
KEGG_ERBB_SIGNALING_PATHWAY	0.66486136	0.60489829	0.62044748	0.47347463	0.49671900	0.572080152
PID_IL5_PATHWAY	0.64180223	0.50174892	0.60378619	0.48073793	0.63118967	0.571852988
PID_IL3_PATHWAY	0.65968075	0.50765779	0.59771476	0.48337108	0.60978479	0.571641834
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.50742465	0.52968253	0.59884092	0.51483089	0.70732564	0.571620926
ST_ADRENERGIC	0.65506488	0.43950240	0.61324281	0.48242070	0.66112307	0.570270772
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.64838635	0.51363503	0.58508687	0.49372913	0.60642917	0.56945331
PID_NCADHERINPATHWAY	0.64483882	0.51091745	0.58094281	0.50076113	0.60943108	0.569378258
PID_RET_PATHWAY	0.65747237	0.48955550	0.58907366	0.50629499	0.60274762	0.569028828
PID_IFNGPATHWAY	0.68500816	0.57848863	0.63266572	0.50514455	0.44283310	0.568828032
REACTOME_TIE2_SIGNALING	0.65557945	0.46417563	0.60135737	0.48670951	0.63017645	0.567599682
PID_MET_PATHWAY	0.69746362	0.50972003	0.66924944	0.46608048	0.49409489	0.567321692
BIOCARTA_FCER1_PATHWAY	0.67247281	0.40271477	0.62084665	0.50282347	0.63693846	0.567159232
ST_INTEGRIN_SIGNALING_PATHWAY	0.67270732	0.61111098	0.60498221	0.46419743	0.48169492	0.566938572
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.50724040	0.58139384	0.57124078	0.52180429	0.65170354	0.56667657
REACTOME_SIGNALING_BY_ILS	0.61184136	0.50503254	0.59822462	0.50375256	0.61397583	0.566565382
PID_INSULIN_PATHWAY	0.66404595	0.56559001	0.60046115	0.53725406	0.46519912	0.566510058
BIOCARTA_GCR_PATHWAY	0.67359890	0.45228344	0.60890981	0.48442352	0.61244607	0.566332348
PID_AR_NONGENOMIC_PATHWAY	0.67881434	0.52004205	0.61106526	0.54345276	0.47691795	0.566058472
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.60080401	0.59720245	0.61402286	0.44285869	0.57505367	0.565988336
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.65084545	0.50727585	0.60914865	0.48147663	0.57646810	0.565042936
BIOCARTA_RAC1_PATHWAY	0.67407978	0.60062911	0.61069119	0.47390118	0.46183051	0.564226354
BIOCARTA_AKT_PATHWAY	0.66683374	0.45095580	0.60852605	0.48694462	0.60776504	0.56420505
BIOCARTA_TCR_PATHWAY	0.67678377	0.50339269	0.62544156	0.47945415	0.53571764	0.564157962
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.67034914	0.46920111	0.63406451	0.51959829	0.52546161	0.563734932
REACTOME_NEPHRIN_INTERACTIONS	0.62825391	0.52096521	0.59085004	0.47685049	0.60140998	0.563665926
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.64176818	0.60973016	0.59630903	0.50152810	0.46754746	0.563376586
PID_IL2_PI3KPATHWAY	0.66360239	0.45930508	0.61552371	0.49789130	0.57898962	0.56306242
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.65131954	0.46578428	0.61434404	0.53868420	0.54439506	0.562905424
BIOCARTA_NGF_PATHWAY	0.65928730	0.45916690	0.58946743	0.48689459	0.61948729	0.562860702
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.63832681	0.51872839	0.60258770	0.51343890	0.54083956	0.562784272
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.65416422	0.50254079	0.59432605	0.50453502	0.55379979	0.561873174
BIOCARTA_CDC42RAC_PATHWAY	0.65749060	0.43115445	0.59635352	0.48634062	0.63587456	0.56144275
REACTOME_SIGNALING_BY_PDGF	0.53431644	0.63039804	0.64157815	0.53979490	0.46102114	0.561421734
REACTOME_HEMOSTASIS	0.75948615	0.52752907	0.71827595	0.52189541	0.27884237	0.56120579
BIOCARTA_IGF1_PATHWAY	0.65978792	0.44791258	0.58912643	0.49330904	0.61312720	0.560652634
KEGG_FOCAL_ADHESION	0.63623729	0.51653229	0.62560591	0.50049259	0.52434083	0.560641782
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.65752686	0.51262270	0.58417558	0.51664857	0.53143728	0.560482198
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.64074255	0.53687751	0.61686285	0.47947031	0.52651029	0.560092702
PID_ERBB2ERBB3PATHWAY	0.65162991	0.52261507	0.61457753	0.46579006	0.54519404	0.559961322
PID_IL2_STAT5PATHWAY	0.65616457	0.55542798	0.59733205	0.50431624	0.48595146	0.55983846
BIOCARTA_RAS_PATHWAY	0.67156618	0.53212450	0.61054712	0.48980624	0.49230766	0.55927034
PID_IL6_7PATHWAY	0.65689888	0.48671316	0.61121673	0.46864847	0.56658683	0.558012814
PID_VEGFR1_PATHWAY	0.66939022	0.50857146	0.60600777	0.52797674	0.47324328	0.557037894
PID_PDGFRAPATHWAY	0.65859394	0.41695590	0.58860989	0.51332983	0.60709881	0.556917674
PID_IGF1_PATHWAY	0.66250364	0.50099173	0.61870730	0.51201759	0.49030493	0.556905038
BIOCARTA_PTEN_PATHWAY	0.67696693	0.48434426	0.62020285	0.52315121	0.47858193	0.556649436
KEGG_RENAL_CELL_CARCINOMA	0.65828696	0.46658853	0.59387307	0.50926587	0.55522752	0.55664839
SA_TRKA_RECEPTOR	0.65636844	0.49061720	0.59210589	0.53035534	0.51238884	0.556367142
KEGG_ALZHEIMERS_DISEASE	0.45275147	0.63748865	0.55523601	0.47572188	0.65928523	0.556096648
BIOCARTA_GH_PATHWAY	0.65343299	0.51290562	0.60458050	0.52876667	0.47858711	0.555654578
PID_PDGFRBPATHWAY	0.54574518	0.59979186	0.62303407	0.52390401	0.48494917	0.555484858
PID_EPHA2_FWDPATHWAY	0.65019373	0.43664639	0.59186053	0.47919541	0.61948143	0.555475498
BIOCARTA_CERAMIDE_PATHWAY	0.57800401	0.49381874	0.57883910	0.46669865	0.65908153	0.555288406
REACTOME_SIGNALLING_BY_NGF	0.66953197	0.48727313	0.60943423	0.53036177	0.47824289	0.554968798
PID_TRKRPATHWAY	0.63781021	0.59260098	0.58653932	0.51682466	0.43942456	0.554639946
BIOCARTA_VEGF_PATHWAY	0.66596390	0.50357412	0.59343200	0.51989127	0.49030205	0.554632668
REACTOME_GAB1_SIGNALOSOME	0.68227726	0.50450320	0.62311117	0.50785106	0.45415642	0.554379822
SIG_BCR_SIGNALING_PATHWAY	0.66689856	0.52234463	0.60091180	0.52033330	0.45617183	0.553332024
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.64741142	0.51248375	0.59653811	0.48849005	0.51840884	0.552666434
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.58373213	0.43829422	0.60855245	0.52627264	0.60643812	0.552657912
PID_NECTIN_PATHWAY	0.67635652	0.56316396	0.60403784	0.49862680	0.41800046	0.552037116
BIOCARTA_TRKA_PATHWAY	0.67289028	0.47139492	0.61084284	0.49549238	0.50769773	0.55166363
PID_FAK_PATHWAY	0.65506701	0.47045537	0.58200558	0.50733069	0.54319860	0.55161145
PID_NETRIN_PATHWAY	0.65409122	0.54427304	0.59890988	0.47974145	0.48092606	0.55158833
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.47560289	0.51222977	0.57020282	0.55864508	0.63971678	0.551279468
REACTOME_MITOTIC_G2_G2_M_PHASES	0.52179804	0.59522718	0.58963728	0.47304056	0.57445654	0.55083192
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.63797013	0.54986502	0.59946515	0.52763996	0.43776187	0.550540426
BIOCARTA_LONGEVITY_PATHWAY	0.67700485	0.46466403	0.60497617	0.49365695	0.50669749	0.549399898
KEGG_GNRH_SIGNALING_PATHWAY	0.51161488	0.54244344	0.49630248	0.46703638	0.72874738	0.549228912
BIOCARTA_BAD_PATHWAY	0.66858337	0.49555304	0.61012792	0.48827812	0.48293027	0.549094544
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.66584869	0.50368994	0.61278891	0.47022253	0.49130985	0.548771984
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.66893780	0.47763500	0.60400005	0.50747049	0.48560455	0.548729578
PID_CXCR3PATHWAY	0.67981095	0.51182392	0.62213930	0.45938765	0.46887829	0.548408022
BIOCARTA_ECM_PATHWAY	0.64912125	0.54207020	0.59663004	0.46806686	0.48562035	0.54830174
BIOCARTA_IGF1R_PATHWAY	0.66534943	0.48503047	0.61041350	0.49067859	0.48762655	0.547819708
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.61969343	0.43960850	0.63357876	0.52216616	0.52403868	0.547817106
BIOCARTA_HER2_PATHWAY	0.66799650	0.49001230	0.58648605	0.51731536	0.47724902	0.547811846
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.68544007	0.39203630	0.64038000	0.53293310	0.48694458	0.54754681
REACTOME_CELL_CYCLE_MITOTIC	0.48349369	0.60219017	0.60630910	0.47062873	0.57281424	0.547087186
PID_PTP1BPATHWAY	0.66662059	0.47654269	0.60324739	0.53206488	0.45550648	0.546796406
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.66830429	0.51885618	0.59412542	0.47870078	0.47390943	0.54677922
KEGG_TYPE_II_DIABETES_MELLITUS	0.63583217	0.49157811	0.60145045	0.49109837	0.51367364	0.546726548
KEGG_ACUTE_MYELOID_LEUKEMIA	0.67170802	0.51980819	0.63121737	0.49047303	0.41969288	0.546579898
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.66422449	0.49061453	0.60345866	0.49797897	0.47658838	0.546573006
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.67428185	0.50162862	0.59770973	0.48894146	0.46855566	0.546223464
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.50412641	0.45544764	0.60031705	0.55572673	0.61452977	0.54602952
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.69490076	0.44661381	0.62493953	0.51955869	0.44172968	0.545548494
PID_RAC1_PATHWAY	0.60854988	0.45231674	0.59771110	0.46488236	0.60400289	0.545492594
PID_EPHBFWDPATHWAY	0.64876569	0.50822533	0.58660041	0.49845848	0.48528610	0.545467202
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.61225137	0.48228962	0.54367715	0.49874288	0.58764496	0.544921196
BIOCARTA_RACCYCD_PATHWAY	0.67479543	0.46662455	0.61219138	0.49091802	0.47891849	0.544689574
REACTOME_AXON_GUIDANCE	0.59114118	0.47202600	0.62967154	0.49317479	0.53714000	0.544630702
PID_ER_NONGENOMIC_PATHWAY	0.67772447	0.45315095	0.60313912	0.52086451	0.46787784	0.544551378
BIOCARTA_TFF_PATHWAY	0.67290744	0.46779543	0.61045570	0.48261121	0.48829813	0.544413582
REACTOME_PI_3K_CASCADE	0.67161891	0.46675725	0.62886440	0.51230826	0.44177620	0.544265004
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.66933344	0.46096554	0.60677268	0.52926131	0.45483361	0.544233316
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.66062433	0.51742787	0.61439505	0.50158534	0.42699188	0.544204894
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.68790201	0.44511012	0.66008745	0.47442602	0.45257391	0.544019902
PID_TCPTP_PATHWAY	0.64374775	0.50899833	0.59877869	0.50926838	0.45850759	0.543860148
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.65466509	0.57397881	0.60497986	0.52238956	0.36226550	0.543655764
KEGG_CALCIUM_SIGNALING_PATHWAY	0.46961645	0.63769023	0.60227842	0.47406499	0.53433573	0.543597164
REACTOME_PI3K_AKT_ACTIVATION	0.67380223	0.48570479	0.61169922	0.49243346	0.45248827	0.543225594
PID_ERBB1_DOWNSTREAM_PATHWAY	0.67008055	0.45041667	0.61739255	0.44382982	0.53289670	0.542923258
REACTOME_L1CAM_INTERACTIONS	0.57244362	0.45754166	0.57797269	0.55421221	0.55244539	0.542923114
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.51825849	0.55917058	0.52957032	0.52200674	0.58558518	0.542918262
PID_FASPATHWAY	0.69502551	0.45080237	0.62825825	0.49659043	0.44377213	0.542889738
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.64116802	0.52801398	0.60352980	0.48939994	0.45147733	0.542717814
PID_ERBB1_INTERNALIZATION_PATHWAY	0.65575159	0.49317857	0.59460370	0.48997938	0.47945164	0.542592976
PID_ERBB4_PATHWAY	0.65194513	0.49890797	0.60461288	0.50202325	0.45515726	0.542529298
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.63273090	0.49943666	0.61193624	0.49814935	0.46988988	0.542428606
PID_IL4_2PATHWAY	0.66537395	0.50939228	0.60625926	0.50781450	0.42303289	0.542374576
BIOCARTA_TPO_PATHWAY	0.65146802	0.47298582	0.59816823	0.50321327	0.48561542	0.542290152
BIOCARTA_ERK5_PATHWAY	0.67637325	0.44420623	0.60965946	0.49152687	0.48963172	0.542279506
BIOCARTA_IL2RB_PATHWAY	0.65761819	0.45070446	0.61122797	0.51014573	0.48059633	0.542058536
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.64952862	0.49960237	0.60588076	0.49648613	0.45850741	0.542001058
PID_PI3KCIPATHWAY	0.65217081	0.50595773	0.58403180	0.51514609	0.45114746	0.541690778
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.60252066	0.58354799	0.61929351	0.52405593	0.37800925	0.541485468
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.54491465	0.61729956	0.65545658	0.55080156	0.33894160	0.54148279
REACTOME_SIGNALING_BY_RHO_GTPASES	0.59424198	0.58273690	0.57720171	0.48677751	0.46637242	0.541466104
REACTOME_GPCR_LIGAND_BINDING	0.47418794	0.45522185	0.58244368	0.53472963	0.65954781	0.541226182
REACTOME_TCR_SIGNALING	0.67383324	0.48667840	0.59437174	0.49710745	0.45316267	0.5410307
BIOCARTA_IGF1MTOR_PATHWAY	0.68519332	0.46119939	0.61948699	0.46432257	0.47490737	0.541021928
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.67310252	0.48990329	0.61579522	0.47690369	0.44713023	0.54056699
BIOCARTA_CREB_PATHWAY	0.66027432	0.46727265	0.61629733	0.47878500	0.47959170	0.5404442
BIOCARTA_EIF4_PATHWAY	0.67474934	0.47899176	0.61400175	0.46349856	0.46989223	0.540226728
