Gene Set	Basal	Her2	LumA	LumB	Average AUC
KEGG_TYROSINE_METABOLISM	0.95959596	0.84469697	0.79437986	0.78008764	0.8446901075
REACTOME_OPIOID_SIGNALLING	0.95000000	0.84118967	0.79694613	0.78686869	0.8437511225
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.97147230	0.80510662	0.81991919	0.77849822	0.8437490825
PID_TRKRPATHWAY	0.95313743	0.80179574	0.83211785	0.78703951	0.8435226325
PID_CD8TCRPATHWAY	0.96463116	0.83843996	0.77819529	0.79253565	0.843450515
PID_CMYB_PATHWAY	0.96397306	0.79587542	0.83156566	0.78166829	0.8432706075
PID_INTEGRIN3_PATHWAY	0.96599497	0.79214366	0.84365657	0.76974153	0.8428841825
KEGG_CELL_CYCLE	0.95191307	0.78420314	0.84398041	0.79120618	0.8428257
REACTOME_REGULATION_OF_APOPTOSIS	0.94172023	0.80768799	0.84120202	0.78043942	0.842762415
KEGG_TASTE_TRANSDUCTION	0.96554943	0.80788440	0.82398653	0.77120469	0.8421562625
REACTOME_PLATELET_HOMEOSTASIS	0.96011631	0.81711560	0.82720539	0.76347296	0.841977565
PID_AP1_PATHWAY	0.97050904	0.80547138	0.81703367	0.77482175	0.84195896
PID_TCR_PATHWAY	0.95844812	0.85535915	0.76516774	0.78868970	0.8419161775
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.95578512	0.85454545	0.78237119	0.77483660	0.84188459
KEGG_APOPTOSIS	0.96770738	0.77362514	0.83793205	0.78819073	0.841863825
PID_AR_PATHWAY	0.95648913	0.80513468	0.83154209	0.77299195	0.8415394625
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.95987144	0.78310887	0.83950842	0.78337790	0.8414666575
REACTOME_PHASE_II_CONJUGATION	0.96561065	0.81374860	0.82795715	0.75781343	0.8412824575
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.97450260	0.79694164	0.82757334	0.76570856	0.841181535
KEGG_PPAR_SIGNALING_PATHWAY	0.97476278	0.83299663	0.81650168	0.73989831	0.84103985
KEGG_P53_SIGNALING_PATHWAY	0.95991736	0.77112795	0.84442088	0.78741087	0.840719265
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.96657484	0.81206510	0.81146465	0.77253417	0.84065969
REACTOME_SIGNALLING_BY_NGF	0.95752984	0.81576880	0.80536700	0.78261289	0.8403196325
REACTOME_CELL_JUNCTION_ORGANIZATION	0.96880931	0.79337823	0.81382828	0.78502674	0.84026064
KEGG_GLIOMA	0.94657178	0.78560606	0.81786869	0.80848930	0.8396339575
KEGG_MELANOGENESIS	0.97428834	0.75126263	0.83525650	0.79640388	0.8393028375
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.96853382	0.81439394	0.82123324	0.75230244	0.83911586
PID_HNF3BPATHWAY	0.96822773	0.82817059	0.82222559	0.73761884	0.8390606875
PID_SMAD2_3NUCLEARPATHWAY	0.96147842	0.79020763	0.84797643	0.75529560	0.83873952
PID_INTEGRIN2_PATHWAY	0.97043159	0.79955107	0.81391980	0.76981581	0.8384295675
PID_RB_1PATHWAY	0.95411693	0.79489338	0.82376278	0.78028075	0.83826346
PID_NOTCH_PATHWAY	0.90991736	0.87926487	0.81669024	0.74656458	0.8381092625
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.95942761	0.80182379	0.81234425	0.77854143	0.83803427
ST_INTEGRIN_SIGNALING_PATHWAY	0.93342516	0.82901235	0.79426936	0.79510547	0.837953085
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.97297215	0.80521886	0.81264646	0.76093893	0.8379441
PID_FAK_PATHWAY	0.93486379	0.84584736	0.79033333	0.77989588	0.83773509
PID_PI3KPLCTRKPATHWAY	0.94885216	0.81338384	0.79054545	0.79751188	0.8375733325
WNT_SIGNALING	0.96709519	0.82960157	0.79582216	0.75712270	0.837410405
REACTOME_SIGNALING_BY_RHO_GTPASES	0.95921335	0.81046577	0.81642975	0.76347296	0.8373954575
REACTOME_PHOSPHOLIPID_METABOLISM	0.94796449	0.83684063	0.78722559	0.77701277	0.83726087
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.95162228	0.81927609	0.80821212	0.76959333	0.837175955
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.97078359	0.81144781	0.80620539	0.75945484	0.8369729075
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.95431589	0.78877666	0.82654882	0.77821598	0.8369643375
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.95494337	0.84685746	0.77711448	0.76877600	0.8369228275
PID_P73PATHWAY	0.97277319	0.75768799	0.83929293	0.77715389	0.836727
REACTOME_GLUCOSE_METABOLISM	0.95958066	0.80541526	0.80574074	0.77615122	0.83672197
PID_TRAIL_PATHWAY	0.94190389	0.80948373	0.83257515	0.76274510	0.8366769675
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.96137129	0.78153760	0.84115152	0.76182480	0.8364713025
BIOCARTA_TCYTOTOXIC_PATHWAY	0.97177839	0.83097643	0.80318855	0.73989899	0.83646059
KEGG_ENDOCYTOSIS	0.94931129	0.81565657	0.82295960	0.75333212	0.835314895
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.97323232	0.75521886	0.83006734	0.78259871	0.8352793075
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.95411693	0.78540965	0.81440802	0.78640820	0.8350857
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.95053566	0.79556678	0.80242761	0.79177807	0.83507703
REACTOME_SIGNALING_BY_FGFR	0.95959596	0.78670034	0.79837710	0.79462607	0.8348248675
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.95641261	0.76408530	0.83876768	0.77929293	0.83463963
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.95172942	0.81590909	0.81565657	0.75486482	0.834539975
REACTOME_COLLAGEN_FORMATION	0.96958984	0.75067340	0.86251178	0.75502687	0.8344504725
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.96134068	0.77612233	0.81921212	0.78088235	0.83438937
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.96403428	0.81402918	0.80600000	0.75245976	0.834130805
PID_UPA_UPAR_PATHWAY	0.96805938	0.81139169	0.80684604	0.74978461	0.83402043
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.96365167	0.79643659	0.79666330	0.77915924	0.8339777
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.96319253	0.78973064	0.79488552	0.78795374	0.8339406075
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.95603000	0.79663300	0.78924579	0.79180036	0.8334272875
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.95189777	0.78490460	0.80225589	0.79297386	0.83300803
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.96490664	0.79486532	0.82521886	0.74552882	0.83262991
BIOCARTA_PPARA_PATHWAY	0.96903887	0.78987093	0.81643771	0.75493302	0.8325701325
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.96873278	0.79609989	0.81399663	0.75137403	0.8325508325
REACTOME_INTERFERON_GAMMA_SIGNALING	0.97014080	0.77261504	0.80435690	0.78302139	0.8325335325
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.93728191	0.79329405	0.79601684	0.80250500	0.83227445
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	0.95307622	0.80437710	0.80420814	0.76694215	0.8321509025
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.97242118	0.75552750	0.82109428	0.77950089	0.8321359625
KEGG_TIGHT_JUNCTION	0.95460667	0.81764871	0.78860943	0.76726084	0.8320314125
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.95595347	0.80881033	0.81309428	0.75002228	0.83197009
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.96225895	0.80664983	0.80420202	0.75476422	0.831968755
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.94932660	0.82342873	0.79340067	0.76110368	0.83181492
BIOCARTA_AMI_PATHWAY	0.95935109	0.83498878	0.79478788	0.73795306	0.8317702025
REACTOME_METABOLISM_OF_PROTEINS	0.95990205	0.75000000	0.84059596	0.77596554	0.8316158875
PID_FOXM1PATHWAY	0.96152433	0.74904602	0.81059259	0.80467172	0.831458665
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.96574839	0.77286756	0.80583165	0.77924837	0.8309239925
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.95423936	0.76748036	0.82631987	0.77544563	0.830871305
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.94435262	0.80575196	0.80222222	0.76625209	0.8296447225
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.94375574	0.83908530	0.79099578	0.74436275	0.8295498925
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.95411693	0.81402918	0.77102694	0.77768798	0.8292152575
PID_SYNDECAN_4_PATHWAY	0.96215182	0.77023008	0.81454209	0.76977259	0.829174145
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.96424855	0.73984287	0.84104040	0.77092246	0.82901357
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.93282828	0.80760382	0.80156260	0.77210339	0.8285245225
PID_KITPATHWAY	0.95563208	0.77991021	0.79839394	0.77959002	0.8283815625
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.94481175	0.76585297	0.82420539	0.77854278	0.8283532225
REACTOME_DIABETES_PATHWAYS	0.96013162	0.73883277	0.85083838	0.76356209	0.828341215
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.95113254	0.81349607	0.78468136	0.76346554	0.8281938775
KEGG_LONG_TERM_POTENTIATION	0.96579431	0.74736251	0.79559943	0.80372103	0.82811932
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.97038567	0.80465769	0.79892531	0.73810431	0.828018245
PID_DELTANP63PATHWAY	0.97802265	0.75984848	0.80960943	0.76365865	0.8277848025
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.96770738	0.74374299	0.82076431	0.77886215	0.8277692075
REACTOME_SIGNALING_BY_NOTCH	0.94048396	0.83235129	0.78728222	0.75082442	0.8277354725
REACTOME_AMYLOIDS	0.97545148	0.76237374	0.82408234	0.74878936	0.82767423
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.96297827	0.75600449	0.82314141	0.76815954	0.8275709275
PID_LYSOPHOSPHOLIPID_PATHWAY	0.96183043	0.77384961	0.76141077	0.81314617	0.827559245
KEGG_ADHERENS_JUNCTION	0.93945516	0.86001684	0.77623906	0.73415033	0.8274653475
PID_AMB2_NEUTROPHILS_PATHWAY	0.96301228	0.75367565	0.81664983	0.77640847	0.8274365575
BIOCARTA_DEATH_PATHWAY	0.94548515	0.77202581	0.84159596	0.74877451	0.8269703575
KEGG_OOCYTE_MEIOSIS	0.96089685	0.74065657	0.82207744	0.78233809	0.8264922375
PID_NETRIN_PATHWAY	0.95668809	0.77528058	0.81234680	0.76140077	0.82642906
KEGG_LEISHMANIA_INFECTION	0.97988981	0.77272727	0.78678114	0.76564306	0.82626032
PID_INTEGRIN4_PATHWAY	0.93867463	0.80923120	0.76014325	0.79650786	0.826139235
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.96637588	0.74573513	0.81229293	0.77981283	0.8260541925
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.97176309	0.73709315	0.83768350	0.75766353	0.8260508175
KEGG_ERBB_SIGNALING_PATHWAY	0.93042547	0.84725028	0.77090572	0.75560147	0.826045735
REACTOME_MEIOSIS	0.96672788	0.76133558	0.84325926	0.73279115	0.8260284675
REACTOME_M_G1_TRANSITION	0.92237527	0.79301347	0.84781818	0.73946078	0.825666925
KEGG_GAP_JUNCTION	0.96210591	0.76285073	0.81393511	0.76325758	0.8255373325
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.96068258	0.75715488	0.80847138	0.77486023	0.8252922675
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.96952862	0.74879349	0.80020875	0.78145425	0.8249962775
REACTOME_INTERFERON_SIGNALING	0.96723294	0.73299663	0.81248822	0.78685383	0.824892905
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.95474441	0.78027497	0.78655892	0.77788176	0.824865015
REACTOME_SIGNALING_BY_ERBB4	0.96808999	0.77971380	0.79039731	0.76107330	0.8248186
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.94051117	0.78647587	0.80442761	0.76706706	0.8246204275
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.96056015	0.75785634	0.79284542	0.78683155	0.824523365
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.95033670	0.77940516	0.80983838	0.75839275	0.8244932475
PID_HNF3APATHWAY	0.96404959	0.74298541	0.82132997	0.76954100	0.8244764925
KEGG_THYROID_CANCER	0.91446281	0.87084736	0.76537374	0.74542484	0.8240271875
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.95439241	0.76820988	0.80328620	0.76950386	0.8238480875
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.96640649	0.76315937	0.82133915	0.74424526	0.8237875675
BIOCARTA_THELPER_PATHWAY	0.96827365	0.81677890	0.80410468	0.70375817	0.82322885
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.90814203	0.80945567	0.83485185	0.73758170	0.8225078125
KEGG_RETINOL_METABOLISM	0.96152433	0.76734007	0.79541414	0.76526292	0.822385365
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.96343740	0.78021886	0.79450842	0.75135918	0.822380965
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.93804714	0.80855780	0.79329630	0.74861111	0.8221280875
KEGG_INSULIN_SIGNALING_PATHWAY	0.95200490	0.74329405	0.80416162	0.78674242	0.8215507475
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.94020508	0.78055556	0.79602020	0.76856061	0.8213353625
REACTOME_CHROMOSOME_MAINTENANCE	0.95495868	0.76952862	0.82578584	0.73491533	0.8212971175
PID_IL23PATHWAY	0.96799816	0.78512907	0.79144108	0.73968360	0.8210629775
PID_RET_PATHWAY	0.95902969	0.79542649	0.80360882	0.72572787	0.8209482175
REACTOME_G1_S_TRANSITION	0.89866850	0.80291807	0.84565657	0.73622995	0.8208682725
ST_FAS_SIGNALING_PATHWAY	0.94573003	0.74918631	0.81918855	0.76918449	0.820822345
REACTOME_PI3K_CASCADE	0.93373125	0.78005051	0.79986257	0.76831551	0.82048996
REACTOME_SIGNALING_BY_SCF_KIT	0.95717784	0.77721661	0.77330701	0.77394534	0.8204117
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.93116009	0.75513468	0.82794072	0.76697861	0.820303525
BIOCARTA_NFAT_PATHWAY	0.95413223	0.75042088	0.82184848	0.75320113	0.81990068
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.94654117	0.76652637	0.81021549	0.75616391	0.819861735
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.85752984	0.92634680	0.74630997	0.74913102	0.8198294075
BIOCARTA_G1_PATHWAY	0.94479645	0.78636364	0.78777441	0.76004159	0.8197440225
