Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	0.44	0.05	0.29	0.08	0.76	0.324
PID_DELTANP63PATHWAY	0.03	0.68	0.50	0.41	0.00	0.324
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.06	0.39	0.37	0.36	0.45	0.326
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.05	0.33	0.25	0.24	0.77	0.328
BIOCARTA_LAIR_PATHWAY	0.15	0.47	0.75	0.09	0.18	0.328
REACTOME_PD1_SIGNALING	0.16	0.46	0.44	0.44	0.16	0.332
BIOCARTA_NO1_PATHWAY	0.19	0.57	0.53	0.18	0.20	0.334
REACTOME_GLUTATHIONE_CONJUGATION	0.69	0.54	0.14	0.24	0.07	0.336
BIOCARTA_DC_PATHWAY	0.08	0.47	0.30	0.18	0.66	0.338
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.45	0.06	0.09	0.73	0.37	0.34
REACTOME_AMINE_DERIVED_HORMONES	0.53	0.29	0.19	0.06	0.63	0.34
REACTOME_POTASSIUM_CHANNELS	0.82	0.22	0.05	0.35	0.26	0.34
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.63	0.29	0.06	0.60	0.13	0.342
REACTOME_MUSCLE_CONTRACTION	0.60	0.25	0.48	0.05	0.34	0.344
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	0.30	0.43	0.25	0.72	0.02	0.344
KEGG_LEISHMANIA_INFECTION	0.01	0.58	0.62	0.42	0.09	0.344
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.50	0.29	0.16	0.18	0.61	0.348
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.02	0.33	0.10	0.55	0.74	0.348
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.72	0.18	0.00	0.75	0.11	0.352
PID_INTEGRIN1_PATHWAY	0.03	0.84	0.19	0.04	0.67	0.354
KEGG_ASTHMA	0.08	0.82	0.33	0.55	0.00	0.356
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.32	0.27	0.40	0.51	0.28	0.356
KEGG_GLUTATHIONE_METABOLISM	0.66	0.20	0.03	0.43	0.47	0.358
PID_HNF3BPATHWAY	0.23	0.07	0.39	0.35	0.75	0.358
BIOCARTA_TOB1_PATHWAY	0.27	0.09	0.76	0.61	0.07	0.36
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	0.52	0.41	0.21	0.35	0.32	0.362
REACTOME_NCAM1_INTERACTIONS	0.69	0.14	0.19	0.77	0.02	0.362
BIOCARTA_FIBRINOLYSIS_PATHWAY	0.35	0.05	0.63	0.54	0.26	0.366
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.24	0.06	0.55	0.51	0.47	0.366
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.12	0.63	0.24	0.80	0.04	0.366
REACTOME_DSCAM_INTERACTIONS	0.22	0.83	0.21	0.52	0.06	0.368
REACTOME_ETHANOL_OXIDATION	0.11	0.27	0.15	0.95	0.37	0.37
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.15	0.01	0.28	0.41	1.00	0.37
KEGG_GALACTOSE_METABOLISM	0.59	0.27	0.64	0.18	0.18	0.372
BIOCARTA_FEEDER_PATHWAY	0.45	0.33	0.99	0.08	0.01	0.372
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.35	0.27	0.22	0.54	0.48	0.372
KEGG_PRIMARY_IMMUNODEFICIENCY	0.20	0.09	0.40	0.72	0.48	0.378
BIOCARTA_CLASSIC_PATHWAY	0.12	0.48	0.63	0.31	0.37	0.382
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.44	0.44	0.06	0.26	0.71	0.382
BIOCARTA_IL12_PATHWAY	0.45	0.45	0.62	0.31	0.08	0.382
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.42	0.05	0.48	0.76	0.20	0.382
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	0.50	0.06	0.63	0.08	0.65	0.384
REACTOME_CA_DEPENDENT_EVENTS	0.80	0.27	0.77	0.06	0.02	0.384
KEGG_OLFACTORY_TRANSDUCTION	0.40	0.84	0.10	0.27	0.32	0.386
BIOCARTA_ETC_PATHWAY	0.37	0.25	0.69	0.54	0.11	0.392
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.30	0.43	0.55	0.54	0.14	0.392
REACTOME_XENOBIOTICS	0.70	0.27	0.74	0.24	0.02	0.394
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	0.29	0.47	0.92	0.16	0.14	0.396
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	0.42	0.38	0.63	0.43	0.12	0.396
PID_PI3KPLCTRKPATHWAY	0.62	0.07	0.73	0.22	0.34	0.396
REACTOME_L1CAM_INTERACTIONS	0.52	0.49	0.11	0.78	0.08	0.396
BIOCARTA_PITX2_PATHWAY	0.44	0.44	0.31	0.76	0.04	0.398
REACTOME_PECAM1_INTERACTIONS	0.59	0.29	0.73	0.00	0.38	0.398
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.66	0.28	0.34	0.54	0.17	0.398
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.44	0.38	0.57	0.06	0.56	0.402
PID_IL5_PATHWAY	0.35	0.06	0.90	0.38	0.32	0.402
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.85	0.29	0.20	0.40	0.28	0.404
PID_INTEGRIN5_PATHWAY	0.44	0.32	0.58	0.30	0.38	0.404
BIOCARTA_TH1TH2_PATHWAY	0.35	0.09	0.31	0.65	0.63	0.406
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.23	0.34	0.58	0.54	0.35	0.408
BIOCARTA_ACE2_PATHWAY	0.60	0.70	0.43	0.00	0.31	0.408
BIOCARTA_CTL_PATHWAY	0.24	0.35	0.69	0.65	0.12	0.41
PID_WNT_SIGNALING_PATHWAY	0.56	0.68	0.51	0.14	0.17	0.412
REACTOME_TRYPTOPHAN_CATABOLISM	0.37	0.12	0.09	0.60	0.88	0.412
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.08	0.63	0.00	0.39	0.97	0.414
REACTOME_SIGNALING_BY_NODAL	0.54	0.16	0.23	0.18	0.96	0.414
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.30	0.59	0.24	0.80	0.14	0.414
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	0.37	0.64	0.46	0.33	0.28	0.416
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	0.27	0.46	0.49	0.52	0.34	0.416
KEGG_TYROSINE_METABOLISM	0.23	0.16	0.52	0.18	1.00	0.418
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.83	0.60	0.29	0.33	0.04	0.418
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.08	0.52	0.32	0.54	0.64	0.42
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.33	0.45	0.63	0.10	0.59	0.42
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.29	0.50	0.15	0.38	0.79	0.422
BIOCARTA_ASBCELL_PATHWAY	0.53	0.27	0.03	0.52	0.77	0.424
REACTOME_INTRINSIC_PATHWAY	0.37	0.50	0.55	0.33	0.37	0.424
REACTOME_THE_NLRP3_INFLAMMASOME	0.18	0.48	0.26	0.94	0.27	0.426
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.50	0.85	0.53	0.22	0.05	0.43
PID_UPA_UPAR_PATHWAY	0.13	0.07	0.78	0.47	0.71	0.432
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	0.28	0.55	0.06	0.42	0.85	0.432
REACTOME_GLUCONEOGENESIS	0.55	0.15	0.28	0.58	0.60	0.432
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.59	0.20	0.17	0.51	0.69	0.432
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	0.34	0.37	0.01	0.54	0.90	0.432
KEGG_CALCIUM_SIGNALING_PATHWAY	0.42	0.25	0.47	0.23	0.79	0.432
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.53	0.36	0.47	0.26	0.54	0.432
PID_GLYPICAN_1PATHWAY	0.16	0.58	0.73	0.55	0.15	0.434
KEGG_BLADDER_CANCER	0.71	0.00	0.93	0.10	0.43	0.434
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.66	0.27	0.45	0.64	0.16	0.436
PID_TRAIL_PATHWAY	0.47	0.30	0.02	0.51	0.89	0.438
PID_ANTHRAXPATHWAY	0.44	0.12	0.15	0.72	0.77	0.44
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.09	0.88	0.62	0.56	0.05	0.44
REACTOME_AXON_GUIDANCE	0.40	0.12	0.23	0.97	0.49	0.442
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.53	0.50	0.34	0.54	0.31	0.444
PID_SYNDECAN_4_PATHWAY	0.66	0.81	0.37	0.17	0.21	0.444
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.18	0.66	0.73	0.08	0.57	0.444
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.78	0.14	0.78	0.38	0.15	0.446
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.08	0.85	0.75	0.31	0.24	0.446
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.45	0.85	0.76	0.12	0.05	0.446
KEGG_PPAR_SIGNALING_PATHWAY	0.06	0.30	0.56	0.98	0.33	0.446
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.61	0.31	0.97	0.33	0.02	0.448
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.01	0.08	0.55	0.92	0.69	0.45
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.55	0.35	0.05	0.44	0.86	0.45
PID_LPA4_PATHWAY	0.53	0.29	0.87	0.19	0.38	0.452
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.58	0.48	0.89	0.20	0.11	0.452
PID_CD8TCRPATHWAY	0.36	0.26	0.86	0.12	0.67	0.454
KEGG_FOCAL_ADHESION	0.14	0.25	1.00	0.42	0.46	0.454
PID_VEGF_VEGFR_PATHWAY	0.50	0.60	0.93	0.24	0.00	0.454
PID_IL27PATHWAY	0.59	0.27	0.32	0.54	0.55	0.454
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.37	0.74	0.92	0.18	0.07	0.456
REACTOME_INTERFERON_GAMMA_SIGNALING	0.02	0.85	0.87	0.11	0.43	0.456
REACTOME_COMPLEMENT_CASCADE	0.37	0.62	0.64	0.42	0.24	0.458
REACTOME_SIGNALING_BY_GPCR	0.40	0.04	0.43	0.42	1.00	0.458
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.48	0.74	0.71	0.29	0.07	0.458
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.67	0.68	0.59	0.17	0.20	0.462
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.44	0.48	0.74	0.59	0.06	0.462
REACTOME_CELL_CELL_COMMUNICATION	0.16	0.97	0.68	0.32	0.18	0.462
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.36	0.01	0.76	0.27	0.91	0.462
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	0.61	0.83	0.06	0.81	0.01	0.464
BIOCARTA_ERYTH_PATHWAY	0.16	1.00	0.63	0.16	0.38	0.466
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.72	0.48	0.45	0.33	0.35	0.466
PID_TCRCALCIUMPATHWAY	0.80	0.44	0.53	0.42	0.14	0.466
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.86	0.20	0.82	0.44	0.02	0.468
BIOCARTA_NO2IL12_PATHWAY	0.60	0.56	0.55	0.52	0.11	0.468
REACTOME_COLLAGEN_FORMATION	0.36	0.74	0.03	0.37	0.84	0.468
REACTOME_CELL_JUNCTION_ORGANIZATION	0.38	0.79	0.58	0.11	0.48	0.468
PID_AMB2_NEUTROPHILS_PATHWAY	0.21	0.57	0.49	0.09	0.98	0.468
PID_THROMBIN_PAR4_PATHWAY	0.60	0.17	0.48	0.38	0.72	0.47
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	0.40	0.48	0.21	0.45	0.81	0.47
REACTOME_INFLAMMASOMES	0.44	0.59	0.30	0.89	0.14	0.472
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.71	0.77	0.18	0.58	0.14	0.476
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.83	0.28	0.61	0.42	0.24	0.476
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.32	0.87	0.90	0.18	0.11	0.476
REACTOME_RAP1_SIGNALLING	0.73	0.06	0.09	0.98	0.52	0.476
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.65	0.10	0.21	0.56	0.86	0.476
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.69	0.06	0.65	0.93	0.06	0.478
PID_TELOMERASEPATHWAY	0.95	0.27	0.48	0.30	0.40	0.48
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.52	0.06	0.73	0.32	0.77	0.48
BIOCARTA_GCR_PATHWAY	0.63	0.51	0.30	0.59	0.39	0.484
PID_INTEGRIN3_PATHWAY	0.10	0.48	0.37	0.76	0.71	0.484
KEGG_HISTIDINE_METABOLISM	0.47	0.49	0.17	0.38	0.92	0.486
REACTOME_PURINE_CATABOLISM	0.44	0.46	0.65	0.33	0.56	0.488
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.86	0.17	0.69	0.70	0.02	0.488
PID_P53DOWNSTREAMPATHWAY	0.02	0.86	0.63	0.74	0.20	0.49
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.28	0.34	0.30	0.56	0.97	0.49
BIOCARTA_D4GDI_PATHWAY	0.85	0.45	0.09	0.75	0.31	0.49
PID_HIF1_TFPATHWAY	0.08	0.12	0.93	0.88	0.45	0.492
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.98	0.46	0.81	0.12	0.09	0.492
BIOCARTA_LECTIN_PATHWAY	0.58	0.30	0.74	0.73	0.11	0.492
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.34	0.77	0.61	0.22	0.52	0.492
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.46	0.27	0.72	0.29	0.73	0.494
PID_ATF2_PATHWAY	0.11	0.23	0.54	0.69	0.90	0.494
REACTOME_P2Y_RECEPTORS	0.44	0.12	0.69	0.60	0.62	0.494
REACTOME_GLYCOPROTEIN_HORMONES	0.69	0.41	0.42	0.94	0.02	0.496
BIOCARTA_CARM1_PATHWAY	0.70	0.31	0.42	0.33	0.72	0.496
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.55	0.79	0.32	0.75	0.07	0.496
BIOCARTA_VITCB_PATHWAY	0.44	0.54	0.38	0.54	0.58	0.496
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.64	0.58	0.76	0.05	0.45	0.496
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.28	0.93	0.21	0.16	0.91	0.498
KEGG_BUTANOATE_METABOLISM	0.38	0.89	0.20	1.00	0.02	0.498
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.46	0.16	0.42	0.60	0.86	0.5
BIOCARTA_IL5_PATHWAY	0.25	0.48	0.30	0.52	0.95	0.5
KEGG_HOMOLOGOUS_RECOMBINATION	0.72	0.33	0.83	0.53	0.10	0.502
KEGG_AXON_GUIDANCE	0.32	0.65	0.16	0.99	0.39	0.502
KEGG_MELANOGENESIS	0.85	0.91	0.66	0.02	0.07	0.502
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.51	0.51	0.68	0.26	0.55	0.502
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.91	0.17	0.87	0.55	0.02	0.504
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.02	0.98	0.87	0.22	0.44	0.506
BIOCARTA_IL1R_PATHWAY	0.16	0.98	0.91	0.28	0.20	0.506
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.36	0.82	0.82	0.02	0.51	0.506
BIOCARTA_PLCE_PATHWAY	0.90	0.09	0.28	0.96	0.30	0.506
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.88	0.53	0.47	0.38	0.28	0.508
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.44	0.48	0.87	0.71	0.04	0.508
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	0.62	0.07	0.63	0.28	0.94	0.508
BIOCARTA_NUCLEARRS_PATHWAY	0.77	0.05	0.69	0.27	0.77	0.51
BIOCARTA_COMP_PATHWAY	0.42	0.59	0.78	0.72	0.04	0.51
REACTOME_SHC_MEDIATED_CASCADE	0.55	0.74	0.71	0.39	0.17	0.512
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.85	0.12	0.26	0.41	0.92	0.512
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.63	0.50	0.35	0.71	0.37	0.512
REACTOME_CS_DS_DEGRADATION	0.40	0.89	0.37	0.15	0.75	0.512
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.88	0.48	0.56	0.26	0.40	0.516
PID_AURORA_B_PATHWAY	0.21	0.94	0.94	0.25	0.24	0.516
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.64	0.75	0.28	0.57	0.34	0.516
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.47	0.63	1.00	0.35	0.13	0.516
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.40	0.68	0.92	0.48	0.10	0.516
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.51	0.32	0.73	0.27	0.75	0.516
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.33	0.35	0.46	0.79	0.66	0.518
