Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
BIOCARTA_IL2RB_PATHWAY	0.66	0.05	0.05	0.18	0.02	0.192
REACTOME_PECAM1_INTERACTIONS	0.00	0.57	0.21	0.20	0.00	0.196
PID_FOXM1PATHWAY	0.25	0.43	0.00	0.00	0.31	0.198
KEGG_PYRIMIDINE_METABOLISM	0.27	0.55	0.00	0.03	0.15	0.2
REACTOME_SIGNALING_BY_NOTCH	0.14	0.37	0.26	0.12	0.11	0.2
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.03	0.38	0.02	0.16	0.41	0.2
PID_P73PATHWAY	0.35	0.56	0.00	0.00	0.12	0.206
BIOCARTA_PTC1_PATHWAY	0.37	0.44	0.00	0.03	0.19	0.206
PID_DELTANP63PATHWAY	0.26	0.03	0.00	0.00	0.74	0.206
PID_ATM_PATHWAY	0.40	0.03	0.02	0.09	0.50	0.208
PID_ILK_PATHWAY	0.21	0.77	0.02	0.02	0.02	0.208
PID_RB_1PATHWAY	0.40	0.42	0.00	0.00	0.22	0.208
PID_SMAD2_3PATHWAY	0.13	0.08	0.13	0.41	0.29	0.208
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.04	0.22	0.15	0.10	0.54	0.21
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.09	0.46	0.19	0.14	0.17	0.21
BIOCARTA_HER2_PATHWAY	0.02	0.09	0.41	0.35	0.20	0.214
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.03	0.55	0.25	0.10	0.15	0.216
SIG_BCR_SIGNALING_PATHWAY	0.05	0.10	0.45	0.37	0.11	0.216
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.37	0.03	0.07	0.05	0.56	0.216
PID_BARD1PATHWAY	0.23	0.16	0.08	0.17	0.45	0.218
REACTOME_G0_AND_EARLY_G1	0.39	0.11	0.00	0.15	0.44	0.218
PID_MYC_PATHWAY	0.05	0.28	0.09	0.08	0.60	0.22
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.28	0.19	0.19	0.05	0.40	0.222
PID_HEDGEHOG_2PATHWAY	0.09	0.08	0.07	0.03	0.84	0.222
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.35	0.04	0.45	0.13	0.14	0.222
PID_ERA_GENOMIC_PATHWAY	0.34	0.00	0.21	0.18	0.38	0.222
PID_TELOMERASEPATHWAY	0.39	0.01	0.01	0.15	0.56	0.224
BIOCARTA_P27_PATHWAY	0.35	0.56	0.01	0.01	0.19	0.224
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	0.14	0.00	0.81	0.19	0.00	0.228
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.40	0.27	0.00	0.12	0.35	0.228
KEGG_PURINE_METABOLISM	0.71	0.24	0.01	0.13	0.05	0.228
BIOCARTA_PTDINS_PATHWAY	0.32	0.11	0.13	0.40	0.19	0.23
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.15	0.05	0.10	0.14	0.72	0.232
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.01	0.04	0.19	0.14	0.78	0.232
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	0.00	0.27	0.09	0.03	0.77	0.232
BIOCARTA_MCM_PATHWAY	0.11	0.14	0.01	0.05	0.88	0.238
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.36	0.38	0.19	0.15	0.11	0.238
PID_ATR_PATHWAY	0.21	0.05	0.00	0.00	0.94	0.24
PID_E2F_PATHWAY	0.86	0.16	0.00	0.02	0.17	0.242
PID_RAC1_REG_PATHWAY	0.18	0.49	0.06	0.35	0.13	0.242
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.43	0.13	0.01	0.08	0.57	0.244
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	0.42	0.63	0.06	0.05	0.07	0.246
PID_SMAD2_3NUCLEARPATHWAY	0.35	0.02	0.20	0.53	0.13	0.246
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.33	0.13	0.00	0.03	0.76	0.25
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.01	0.05	0.56	0.30	0.34	0.252
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.28	0.05	0.00	0.03	0.91	0.254
REACTOME_IL_6_SIGNALING	0.37	0.03	0.11	0.24	0.52	0.254
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.55	0.27	0.14	0.15	0.17	0.256
PID_MYC_ACTIVPATHWAY	0.43	0.64	0.04	0.11	0.08	0.26
PID_RHOA_REG_PATHWAY	0.06	0.24	0.10	0.79	0.11	0.26
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	0.16	0.56	0.33	0.12	0.13	0.26
KEGG_OOCYTE_MEIOSIS	0.31	0.06	0.01	0.00	0.92	0.26
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.37	0.19	0.00	0.08	0.68	0.264
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.02	0.01	0.09	0.41	0.79	0.264
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.08	0.76	0.17	0.12	0.20	0.266
PID_CERAMIDE_PATHWAY	0.12	0.16	0.29	0.24	0.52	0.266
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.24	0.23	0.00	0.01	0.86	0.268
REACTOME_SIGNALING_BY_SCF_KIT	0.55	0.00	0.19	0.12	0.49	0.27
BIOCARTA_IGF1MTOR_PATHWAY	0.41	0.01	0.30	0.56	0.08	0.272
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.63	0.02	0.18	0.28	0.25	0.272
PID_INSULIN_PATHWAY	0.45	0.15	0.61	0.10	0.05	0.272
REACTOME_RAF_MAP_KINASE_CASCADE	0.64	0.06	0.04	0.19	0.43	0.272
ST_FAS_SIGNALING_PATHWAY	0.36	0.61	0.02	0.04	0.35	0.276
PID_ALPHASYNUCLEIN_PATHWAY	0.05	0.28	0.60	0.41	0.04	0.276
SA_FAS_SIGNALING	0.37	0.00	0.10	0.65	0.27	0.278
REACTOME_KINESINS	0.37	0.34	0.00	0.01	0.67	0.278
BIOCARTA_HIVNEF_PATHWAY	0.39	0.32	0.05	0.01	0.62	0.278
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.28	0.00	0.08	0.09	0.95	0.28
REACTOME_APOPTOSIS	0.65	0.03	0.06	0.01	0.66	0.282
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.22	0.15	0.63	0.35	0.06	0.282
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	0.01	0.03	0.20	0.21	0.97	0.284
WNT_SIGNALING	0.04	0.08	0.64	0.35	0.32	0.286
PID_P53DOWNSTREAMPATHWAY	0.40	0.08	0.24	0.00	0.71	0.286
PID_CIRCADIANPATHWAY	0.14	0.41	0.01	0.01	0.88	0.29
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.64	0.47	0.08	0.09	0.17	0.29
PID_CDC42_REG_PATHWAY	0.03	0.42	0.15	0.26	0.59	0.29
KEGG_MISMATCH_REPAIR	0.37	0.31	0.02	0.15	0.60	0.29
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.00	0.16	0.26	0.67	0.36	0.29
KEGG_P53_SIGNALING_PATHWAY	0.80	0.38	0.00	0.00	0.27	0.29
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.37	0.07	0.01	0.03	0.98	0.292
KEGG_SMALL_CELL_LUNG_CANCER	0.29	0.29	0.14	0.25	0.49	0.292
REACTOME_SIGNALING_BY_BMP	0.27	0.08	0.52	0.36	0.24	0.294
BIOCARTA_TPO_PATHWAY	0.37	0.30	0.31	0.45	0.04	0.294
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.04	0.84	0.25	0.14	0.20	0.294
PID_MTOR_4PATHWAY	0.39	0.02	0.83	0.07	0.16	0.294
REACTOME_MITOTIC_G1_G1_S_PHASES	0.64	0.03	0.00	0.00	0.80	0.294
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.10	0.14	0.13	0.15	0.96	0.296
REACTOME_MITOTIC_G2_G2_M_PHASES	0.19	0.31	0.00	0.00	0.98	0.296
PID_IL2_PI3KPATHWAY	0.55	0.15	0.10	0.08	0.61	0.298
KEGG_PATHWAYS_IN_CANCER	0.52	0.01	0.19	0.46	0.31	0.298
PID_IL2_STAT5PATHWAY	0.05	0.42	0.04	0.39	0.59	0.298
ST_INTERFERON_GAMMA_PATHWAY	0.36	0.05	0.07	0.07	0.95	0.3
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.77	0.02	0.09	0.05	0.57	0.3
KEGG_LYSINE_DEGRADATION	0.40	0.15	0.10	0.17	0.68	0.3
KEGG_GLUTATHIONE_METABOLISM	0.27	0.10	0.28	0.34	0.52	0.302
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.73	0.14	0.07	0.22	0.35	0.302
PID_IL2_1PATHWAY	0.81	0.37	0.15	0.12	0.07	0.304
BIOCARTA_CARM_ER_PATHWAY	0.31	0.26	0.28	0.08	0.59	0.304
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.54	0.00	0.00	0.15	0.83	0.304
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.43	0.10	0.21	0.65	0.13	0.304
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.07	0.69	0.34	0.13	0.30	0.306
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.39	0.77	0.03	0.10	0.25	0.308
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.75	0.17	0.00	0.01	0.61	0.308
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.07	0.62	0.18	0.11	0.57	0.31
REACTOME_TOLL_RECEPTOR_CASCADES	0.13	0.54	0.25	0.23	0.41	0.312
REACTOME_PROTEIN_FOLDING	0.59	0.09	0.10	0.12	0.66	0.312
BIOCARTA_CASPASE_PATHWAY	0.35	0.29	0.04	0.22	0.67	0.314
PID_ARF6_TRAFFICKINGPATHWAY	0.20	0.30	0.61	0.42	0.04	0.314
KEGG_GAP_JUNCTION	0.35	0.04	0.26	0.62	0.30	0.314
BIOCARTA_FEEDER_PATHWAY	0.12	0.13	0.10	0.45	0.77	0.314
REACTOME_SOS_MEDIATED_SIGNALLING	0.61	0.02	0.06	0.14	0.75	0.316
REACTOME_G2_M_CHECKPOINTS	0.78	0.17	0.00	0.05	0.59	0.318
BIOCARTA_MTA3_PATHWAY	0.34	0.00	0.15	0.15	0.96	0.32
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.76	0.05	0.04	0.08	0.68	0.322
BIOCARTA_GLEEVEC_PATHWAY	0.46	0.04	0.26	0.72	0.14	0.324
PID_HNF3APATHWAY	0.01	0.17	0.61	0.12	0.71	0.324
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.50	0.05	0.28	0.73	0.07	0.326
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.30	0.23	0.67	0.39	0.05	0.328
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.66	0.51	0.07	0.37	0.03	0.328
KEGG_CELL_CYCLE	0.86	0.16	0.00	0.01	0.61	0.328
SA_B_CELL_RECEPTOR_COMPLEXES	0.02	0.47	0.34	0.62	0.19	0.328
BIOCARTA_G1_PATHWAY	0.55	0.02	0.00	0.10	0.97	0.328
PID_AP1_PATHWAY	0.04	0.23	0.64	0.70	0.04	0.33
PID_BMPPATHWAY	0.05	0.34	0.55	0.38	0.33	0.33
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.48	0.36	0.13	0.09	0.59	0.33
BIOCARTA_STRESS_PATHWAY	0.42	0.34	0.35	0.39	0.16	0.332
REACTOME_CIRCADIAN_CLOCK	0.04	0.42	0.48	0.33	0.39	0.332
REACTOME_EGFR_DOWNREGULATION	0.03	0.74	0.62	0.28	0.00	0.334
PID_PRLSIGNALINGEVENTSPATHWAY	0.37	0.34	0.01	0.05	0.90	0.334
PID_HIF2PATHWAY	0.01	0.03	0.77	0.74	0.12	0.334
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.81	0.25	0.04	0.09	0.49	0.336
PID_TAP63PATHWAY	0.61	0.10	0.59	0.00	0.38	0.336
BIOCARTA_DNAFRAGMENT_PATHWAY	0.64	0.39	0.06	0.17	0.42	0.336
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.01	0.34	0.77	0.10	0.46	0.336
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.60	0.43	0.15	0.09	0.43	0.34
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.04	0.13	0.31	0.78	0.44	0.34
REACTOME_REGULATION_OF_KIT_SIGNALING	0.01	0.25	0.80	0.56	0.08	0.34
KEGG_BLADDER_CANCER	0.45	0.00	0.08	0.38	0.79	0.34
BIOCARTA_MTOR_PATHWAY	0.19	0.35	0.60	0.49	0.08	0.342
BIOCARTA_KERATINOCYTE_PATHWAY	0.46	0.20	0.49	0.45	0.13	0.346
PID_FRA_PATHWAY	0.86	0.36	0.23	0.26	0.02	0.346
KEGG_COLORECTAL_CANCER	0.20	0.11	0.17	0.44	0.81	0.346
PID_FAK_PATHWAY	0.37	0.10	0.82	0.40	0.04	0.346
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.13	0.05	0.50	0.35	0.71	0.348
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.07	0.39	0.41	0.21	0.67	0.35
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.06	0.89	0.55	0.19	0.06	0.35
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.41	0.04	0.21	0.71	0.39	0.352
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	0.57	0.04	0.03	0.24	0.89	0.354
REACTOME_SIGNALING_BY_ERBB4	0.94	0.00	0.30	0.18	0.35	0.354
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.35	0.61	0.15	0.47	0.20	0.356
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.31	0.69	0.30	0.16	0.33	0.358
REACTOME_CELL_CYCLE_MITOTIC	0.93	0.12	0.00	0.00	0.74	0.358
BIOCARTA_EPHA4_PATHWAY	0.01	0.52	0.72	0.12	0.43	0.36
SA_G1_AND_S_PHASES	0.51	0.35	0.00	0.04	0.90	0.36
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.92	0.13	0.09	0.56	0.11	0.362
REACTOME_AXON_GUIDANCE	0.62	0.10	0.23	0.18	0.68	0.362
BIOCARTA_IL6_PATHWAY	0.14	0.27	0.35	0.37	0.68	0.362
PID_ECADHERIN_STABILIZATION_PATHWAY	0.06	0.52	0.53	0.68	0.02	0.362
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	0.07	0.13	0.30	0.47	0.85	0.364
PID_CMYB_PATHWAY	0.59	0.67	0.34	0.13	0.09	0.364
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.55	0.28	0.00	0.00	0.99	0.364
PID_ATF2_PATHWAY	0.24	0.23	0.21	0.34	0.81	0.366
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.41	0.28	0.09	0.10	0.96	0.368
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.01	0.34	0.49	0.43	0.57	0.368
KEGG_RENAL_CELL_CARCINOMA	0.22	0.02	0.98	0.61	0.01	0.368
PID_IL4_2PATHWAY	0.24	0.37	0.46	0.21	0.56	0.368
BIOCARTA_INSULIN_PATHWAY	0.57	0.34	0.53	0.26	0.15	0.37
SA_G2_AND_M_PHASES	0.43	0.64	0.00	0.12	0.66	0.37
PID_CASPASE_PATHWAY	0.54	0.37	0.17	0.16	0.61	0.37
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.09	0.73	0.23	0.11	0.69	0.37
REACTOME_G1_S_TRANSITION	0.72	0.15	0.00	0.02	0.97	0.372
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	0.01	0.54	0.18	0.66	0.47	0.372
PID_ER_NONGENOMIC_PATHWAY	0.06	0.15	0.83	0.36	0.46	0.372
PID_PS1PATHWAY	0.75	0.05	0.29	0.60	0.18	0.374
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.02	0.09	0.60	0.79	0.37	0.374
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.82	0.23	0.58	0.08	0.16	0.374
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.57	0.17	0.10	0.19	0.84	0.374
PID_BETACATENIN_NUC_PATHWAY	0.26	0.49	0.43	0.27	0.43	0.376
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.27	0.00	0.45	0.61	0.55	0.376
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.32	0.04	0.18	0.50	0.84	0.376
BIOCARTA_EIF4_PATHWAY	0.11	0.13	0.73	0.57	0.35	0.378
REACTOME_ARMS_MEDIATED_ACTIVATION	0.97	0.14	0.14	0.56	0.09	0.38
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.31	0.48	0.01	0.17	0.93	0.38
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.21	0.51	0.76	0.09	0.33	0.38
PID_TCPTP_PATHWAY	0.71	0.39	0.16	0.18	0.46	0.38
KEGG_NITROGEN_METABOLISM	0.08	0.00	0.40	0.82	0.61	0.382
PID_ERBB1_DOWNSTREAM_PATHWAY	0.22	0.61	0.75	0.27	0.06	0.382
PID_TNFPATHWAY	0.25	0.62	0.80	0.19	0.05	0.382
REACTOME_HIV_LIFE_CYCLE	0.49	0.64	0.22	0.50	0.08	0.386
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.14	0.19	0.80	0.37	0.44	0.388
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.31	0.72	0.33	0.29	0.29	0.388
PID_AURORA_B_PATHWAY	0.74	0.74	0.00	0.00	0.46	0.388
KEGG_SELENOAMINO_ACID_METABOLISM	0.85	0.11	0.68	0.18	0.13	0.39
KEGG_TIGHT_JUNCTION	0.08	0.31	0.98	0.46	0.12	0.39
BIOCARTA_MITOCHONDRIA_PATHWAY	0.19	0.11	0.34	0.35	0.96	0.39
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.42	0.29	0.20	0.14	0.91	0.392
PID_LYSOPHOSPHOLIPID_PATHWAY	0.63	0.02	0.65	0.17	0.50	0.394
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.64	0.19	0.84	0.26	0.05	0.396
REACTOME_PHOSPHOLIPID_METABOLISM	0.21	0.20	0.67	0.76	0.14	0.396
REACTOME_SIGNALLING_BY_NGF	0.58	0.05	0.82	0.10	0.43	0.396
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.78	0.23	0.00	0.00	0.98	0.398
BIOCARTA_RAC1_PATHWAY	0.37	0.15	0.81	0.05	0.61	0.398
PID_EPHBFWDPATHWAY	0.32	0.00	0.83	0.30	0.54	0.398
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.42	0.07	0.84	0.43	0.23	0.398
REACTOME_LAGGING_STRAND_SYNTHESIS	0.70	0.35	0.02	0.05	0.88	0.4
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.09	0.93	0.43	0.26	0.29	0.4
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.77	0.29	0.46	0.00	0.48	0.4
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.28	0.02	0.77	0.79	0.14	0.4
SA_PTEN_PATHWAY	0.30	0.14	0.81	0.70	0.05	0.4
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.81	0.28	0.01	0.13	0.78	0.402
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.42	0.20	0.31	0.24	0.84	0.402
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.20	0.42	0.47	0.10	0.82	0.402
PID_RHOA_PATHWAY	0.40	0.77	0.59	0.09	0.16	0.402
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.00	0.33	0.56	0.60	0.53	0.404
BIOCARTA_PS1_PATHWAY	0.14	0.51	0.51	0.70	0.16	0.404
KEGG_DILATED_CARDIOMYOPATHY	0.27	0.00	0.81	0.39	0.56	0.406
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.02	0.16	0.26	0.95	0.65	0.408
PID_EPOPATHWAY	0.06	0.16	0.35	0.89	0.58	0.408
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.53	0.32	0.07	0.35	0.77	0.408
BIOCARTA_CTCF_PATHWAY	0.41	0.01	0.63	0.35	0.64	0.408
PID_AR_PATHWAY	0.25	0.38	0.89	0.45	0.08	0.41
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.46	0.17	0.37	0.41	0.64	0.41
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.49	0.33	0.35	0.82	0.06	0.41
BIOCARTA_G2_PATHWAY	0.79	0.34	0.00	0.01	0.91	0.41
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.16	0.74	0.62	0.44	0.10	0.412
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.52	0.00	0.88	0.63	0.03	0.412
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.58	0.73	0.00	0.19	0.56	0.412
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.55	0.06	0.50	0.48	0.47	0.412
BIOCARTA_AKAPCENTROSOME_PATHWAY	0.64	0.34	0.07	0.24	0.77	0.412
REACTOME_TRNA_AMINOACYLATION	0.79	0.77	0.18	0.31	0.02	0.414
KEGG_SPHINGOLIPID_METABOLISM	0.07	0.10	0.56	0.88	0.46	0.414
PID_ERBB4_PATHWAY	0.07	0.01	0.80	0.49	0.70	0.414
BIOCARTA_P53_PATHWAY	0.78	0.31	0.02	0.05	0.91	0.414
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.04	0.36	0.82	0.73	0.13	0.416
PID_HIF1APATHWAY	0.16	0.13	0.80	0.44	0.55	0.416
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.03	0.56	0.66	0.76	0.07	0.416
