Gene Set	Basal	Her2	LumA	LumB	Average AUC
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.99452301	0.96555556	0.93696933	0.88223906	0.94482174
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.99221100	0.93161616	0.95433685	0.89968920	0.9444633025
KEGG_CELL_CYCLE	0.99328844	0.93646465	0.95651808	0.89106449	0.944333915
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.99450056	0.94117845	0.94655980	0.89480057	0.944259845
REACTOME_CELL_CYCLE_CHECKPOINTS	0.99333333	0.94474747	0.94869163	0.88994431	0.944179185
KEGG_SMALL_CELL_LUNG_CANCER	0.99351291	0.94161616	0.94854158	0.89039109	0.943515435
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.99427609	0.96582492	0.92910079	0.88381896	0.94325519
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.99313131	0.95373737	0.93641121	0.88905076	0.9430826625
REACTOME_SIGNALING_BY_RHO_GTPASES	0.99409652	0.92730640	0.95836993	0.88947811	0.94231274
KEGG_GLIOMA	0.99427609	0.95087542	0.94113788	0.88063326	0.9417306625
KEGG_FOCAL_ADHESION	0.99429854	0.96323232	0.92812180	0.88062678	0.94156986
REACTOME_DNA_REPLICATION	0.99248036	0.92562290	0.95727931	0.89020332	0.9413964725
REACTOME_NEURONAL_SYSTEM	0.99427609	0.95026936	0.93243486	0.88746439	0.941111175
KEGG_MAPK_SIGNALING_PATHWAY	0.99472503	0.95670034	0.93620993	0.87649219	0.9410318725
PID_TELOMERASEPATHWAY	0.99250281	0.93286195	0.94930647	0.88881413	0.94087134
REACTOME_MITOTIC_M_M_G1_PHASES	0.99205387	0.93397306	0.95381899	0.88302901	0.9407187325
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.99472503	0.95902357	0.93637534	0.87196322	0.94052179
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.99472503	0.94882155	0.93894013	0.87907278	0.9403898725
REACTOME_SIGNALLING_BY_NGF	0.99411897	0.95592593	0.93667655	0.87449495	0.9403041
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.99351291	0.94087542	0.94188808	0.88392256	0.9400497425
REACTOME_G1_S_TRANSITION	0.99371493	0.93808081	0.94990119	0.87757058	0.9398168775
PID_ATF2_PATHWAY	0.99319865	0.92949495	0.94079015	0.89530562	0.9396973425
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.99308642	0.95713805	0.93415313	0.87289562	0.939318305
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.99396184	0.93875421	0.94100075	0.88219020	0.93897675
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.99349046	0.90303030	0.95752818	0.89774434	0.93794832
PID_HES_HEYPATHWAY	0.99387205	0.95693603	0.92509316	0.87503238	0.937733405
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.99250281	0.93414141	0.94576746	0.87699607	0.9373519375
REACTOME_S_PHASE	0.99241302	0.93535354	0.94372164	0.87419710	0.936421325
PID_E2F_PATHWAY	0.98826038	0.91784512	0.96325209	0.87629500	0.9364131475
REACTOME_SIGNALING_BY_GPCR	0.99427609	0.94572391	0.93228630	0.87304160	0.936331975
PID_CMYB_PATHWAY	0.99407407	0.90905724	0.94281218	0.89847837	0.936105465
PID_ATR_PATHWAY	0.98776655	0.92410774	0.94825994	0.88341751	0.935887935
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.99384961	0.93367003	0.92633482	0.88822196	0.935519105
REACTOME_G2_M_CHECKPOINTS	0.98891134	0.92124579	0.95332858	0.87857420	0.9355149775
PID_FANCONI_PATHWAY	0.98859708	0.91363024	0.95284914	0.88613701	0.9353033675
PID_ERA_GENOMIC_PATHWAY	0.99450056	0.93973064	0.93907737	0.86785159	0.93529004
KEGG_ENDOCYTOSIS	0.99405163	0.96936027	0.91798968	0.85970603	0.9352769025
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.99391695	0.95050505	0.92888120	0.86757022	0.935218355
KEGG_MELANOGENESIS	0.99416386	0.95589226	0.92453892	0.86438099	0.9347440075
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.99407407	0.94875421	0.93191883	0.86366874	0.9346039625
PID_MYC_REPRESSPATHWAY	0.99349046	0.95393939	0.92022581	0.87058405	0.9345599275
KEGG_ECM_RECEPTOR_INTERACTION	0.99454545	0.93612795	0.92719404	0.87911810	0.934246385
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.99297419	0.96922559	0.91736203	0.85700596	0.9341419425
KEGG_CALCIUM_SIGNALING_PATHWAY	0.99427609	0.95262626	0.92767896	0.86196581	0.93413678
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.99331089	0.94195286	0.93092702	0.87024087	0.93410791
REACTOME_PHOSPHOLIPID_METABOLISM	0.99472503	0.95043771	0.93030303	0.86046302	0.9339821975
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.99274972	0.91909091	0.95620517	0.86781922	0.933966255
REACTOME_DNA_REPAIR	0.99048260	0.92178451	0.94589189	0.87760295	0.9339404875
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.99243547	0.97127946	0.91333672	0.85848226	0.9338834775
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.99349046	0.93242424	0.92596801	0.88297073	0.93371336
KEGG_DILATED_CARDIOMYOPATHY	0.99472503	0.93390572	0.91814056	0.88780109	0.9336431
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.98817059	0.91680135	0.95075392	0.87798733	0.9334282975
KEGG_BLADDER_CANCER	0.99236813	0.94936027	0.92607415	0.86579254	0.9333987725
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.99450056	0.95407407	0.92990228	0.85376845	0.93306134
KEGG_COLORECTAL_CANCER	0.99335578	0.92740741	0.93485397	0.87635799	0.9329937875
KEGG_INSULIN_SIGNALING_PATHWAY	0.99346801	0.94232323	0.92411616	0.87194380	0.9329628
REACTOME_SIGNALING_BY_PDGF	0.99297419	0.95077441	0.92328173	0.86469591	0.93293156
REACTOME_GPCR_LIGAND_BINDING	0.99450056	0.93952862	0.92094496	0.87634680	0.932830235
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.99409652	0.94552189	0.92305482	0.86811059	0.932695955
PID_MYC_ACTIVPATHWAY	0.99248036	0.91851852	0.94243888	0.87676768	0.93255136
KEGG_ERBB_SIGNALING_PATHWAY	0.99391695	0.94828283	0.91419631	0.87369205	0.932522035
KEGG_PYRIMIDINE_METABOLISM	0.99427609	0.90451178	0.95402759	0.87705827	0.9324684325
REACTOME_METABOLISM_OF_PROTEINS	0.99472503	0.94101010	0.93067084	0.86216006	0.9321415075
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.99208754	0.94750842	0.92439248	0.86271691	0.9316763375
REACTOME_HIV_INFECTION	0.99335578	0.93383838	0.93966110	0.85982258	0.93166946
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.99257015	0.95397306	0.91998060	0.85877363	0.93132436
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.99306397	0.92710438	0.93151448	0.87360787	0.931322675
REACTOME_SYNTHESIS_OF_DNA	0.99304153	0.92400673	0.94024301	0.86744367	0.931183735
KEGG_TIGHT_JUNCTION	0.99409652	0.94717172	0.92278217	0.86033411	0.93109613
KEGG_WNT_SIGNALING_PATHWAY	0.99351291	0.94323232	0.92267604	0.86480186	0.9310557825
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.99340067	0.92649832	0.91433172	0.88967236	0.9309757675
REACTOME_M_G1_TRANSITION	0.99259259	0.93609428	0.93761162	0.85756281	0.930965325
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.99364759	0.94299663	0.91345886	0.87229992	0.93060075
REACTOME_L1CAM_INTERACTIONS	0.99351291	0.92619529	0.93209999	0.86997539	0.930445895
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.99472503	0.94646465	0.92051859	0.85988733	0.9303989
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.99292929	0.88242424	0.95661323	0.88956876	0.93038388
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.99450056	0.95242424	0.93103316	0.84336312	0.93033027
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.99272727	0.93107744	0.93150893	0.86494157	0.9300638025
REACTOME_SIGNALING_BY_NOTCH	0.99416386	0.95380471	0.92582711	0.84628982	0.930021375
PID_RB_1PATHWAY	0.99140292	0.90760637	0.93839848	0.88064621	0.929513495
KEGG_GAP_JUNCTION	0.99319865	0.93188552	0.93826673	0.85462963	0.9294951325
REACTOME_SIGNALING_BY_SCF_KIT	0.99205387	0.93494949	0.92423144	0.86608215	0.9293292375
PID_SMAD2_3NUCLEARPATHWAY	0.99409652	0.92602694	0.93164983	0.86537167	0.92928624
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.99259259	0.93404040	0.93215671	0.85821031	0.9292500025
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.99336700	0.93659933	0.91793295	0.86855737	0.9291141625
REACTOME_SIGNALING_BY_FGFR	0.99212121	0.95659933	0.91749722	0.85011655	0.9290835775
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.99411897	0.94882155	0.92259186	0.85066045	0.9290482075
PID_PLK1_PATHWAY	0.98868687	0.90225589	0.94967245	0.87525174	0.9289667375
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.99187430	0.92390572	0.93497841	0.86500907	0.928941875
ST_INTEGRIN_SIGNALING_PATHWAY	0.99429854	0.94690236	0.91043039	0.86413298	0.9289410675
REACTOME_METABOLISM_OF_RNA	0.99373737	0.93555556	0.93085566	0.85498575	0.928783585
REACTOME_SIGNALING_BY_ERBB2	0.99304153	0.94474747	0.91474861	0.86221186	0.9286873675
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.99432099	0.93292929	0.92786378	0.85900026	0.92852858
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.99346801	0.93037037	0.91640865	0.87364025	0.92847182
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	0.99367003	0.93309764	0.92427902	0.86149961	0.928136575
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.99162738	0.91760943	0.92554897	0.87774540	0.928132795
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.99472503	0.91259259	0.93227017	0.87232504	0.9279782075
REACTOME_MITOTIC_G2_G2_M_PHASES	0.98978676	0.87942761	0.94623225	0.89529267	0.9276848225
REACTOME_MUSCLE_CONTRACTION	0.98947250	0.94000000	0.91027918	0.87025971	0.9275028475
PID_ECADHERIN_STABILIZATION_PATHWAY	0.99416386	0.95343434	0.91316425	0.84825175	0.92725355
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.99367003	0.92804714	0.91681306	0.87016317	0.92717335
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.99387205	0.92420875	0.90744401	0.88189588	0.9268551725
PID_LYSOPHOSPHOLIPID_PATHWAY	0.99134680	0.92929293	0.92364039	0.86265216	0.92673307
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.99248036	0.93589226	0.91219973	0.86610334	0.9266689225
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.99452301	0.93589226	0.92297980	0.85315333	0.9266371
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.99207632	0.92872054	0.93450081	0.85114608	0.9266109375
REACTOME_PI3K_CASCADE	0.99121212	0.96592593	0.89867882	0.85046542	0.9265705725
WNT_SIGNALING	0.99396184	0.94757576	0.91392549	0.85051153	0.926493655
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.99454545	0.92861953	0.92905138	0.85330873	0.9263812725
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.99104377	0.92047138	0.93762809	0.85637788	0.92638028
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.99474747	0.93659933	0.92604304	0.84799275	0.9263456475
SIG_CHEMOTAXIS	0.99200898	0.90175084	0.94117443	0.86993007	0.92621608
KEGG_GNRH_SIGNALING_PATHWAY	0.99295174	0.92053872	0.92333480	0.86794224	0.926191875
PID_FGF_PATHWAY	0.99149270	0.94872054	0.90681635	0.85762108	0.9261626675
REACTOME_DIABETES_PATHWAYS	0.99364759	0.91983165	0.92180318	0.86931965	0.9261505175
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.99279461	0.91912458	0.92344459	0.86905418	0.92610449
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.99169473	0.92437710	0.93418057	0.85405983	0.9260780575
REACTOME_HIV_LIFE_CYCLE	0.99268238	0.91686869	0.93908835	0.85352888	0.925542075
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.99108866	0.91976431	0.93620078	0.85485625	0.9254775
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.99212121	0.95478114	0.91429513	0.84063067	0.9254570375
ST_FAS_SIGNALING_PATHWAY	0.99292929	0.89939394	0.94434563	0.86503222	0.92542527
KEGG_MELANOMA	0.99364759	0.94151515	0.92462487	0.84176379	0.92538785
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.99149270	0.92680135	0.93170473	0.85137427	0.9253432625
REACTOME_INNATE_IMMUNE_SYSTEM	0.99450056	0.90333333	0.93205607	0.87101787	0.9252269575
REACTOME_SIGNALING_BY_ERBB4	0.99389450	0.93535354	0.91480384	0.85591050	0.924990595
PID_ERBB1_DOWNSTREAM_PATHWAY	0.99367003	0.91003367	0.93601962	0.86014634	0.924967415
REACTOME_MITOTIC_PROMETAPHASE	0.98765432	0.88589226	0.95134686	0.87454027	0.9248584275
PID_P53REGULATIONPATHWAY	0.99162738	0.90730640	0.93858513	0.86058664	0.9245263875
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.99248036	0.92127946	0.93502415	0.84893045	0.924428605
KEGG_ALZHEIMERS_DISEASE	0.99367003	0.92525253	0.92308593	0.85443538	0.9241109675
REACTOME_MRNA_PROCESSING	0.99182941	0.92164983	0.93460993	0.84734250	0.9238579175
PID_SHP2_PATHWAY	0.99028058	0.92390572	0.91414690	0.86709402	0.923856805
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.99432099	0.92488215	0.91366381	0.86188164	0.9236871475
REACTOME_POTASSIUM_CHANNELS	0.99382716	0.90942761	0.89707034	0.89351852	0.9234609075
PID_HNF3APATHWAY	0.99472503	0.93040404	0.90738983	0.86118234	0.92342531
ST_ADRENERGIC	0.99393939	0.92548822	0.91762753	0.85635846	0.9233534
KEGG_ACUTE_MYELOID_LEUKEMIA	0.99292929	0.90932660	0.92311155	0.86790339	0.9233177075
KEGG_AXON_GUIDANCE	0.99407407	0.94158249	0.91531804	0.84107097	0.9230113925
REACTOME_CELL_CELL_COMMUNICATION	0.99308642	0.92912458	0.90656749	0.86318723	0.92299143
REACTOME_CHROMOSOME_MAINTENANCE	0.99081930	0.87515152	0.95332492	0.87097255	0.9225670725
REACTOME_SEMAPHORIN_INTERACTIONS	0.99384961	0.94882155	0.89927586	0.84733877	0.9223214475
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.99450056	0.93865320	0.91915970	0.83693991	0.9223133425
PID_HDAC_CLASSII_PATHWAY	0.98797980	0.92333333	0.92074550	0.85688764	0.9222365675
KEGG_GLUTATHIONE_METABOLISM	0.98606061	0.92760943	0.93197372	0.84325304	0.9222242
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.99261504	0.92976431	0.91072317	0.85409868	0.9218003
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.98314254	0.95367003	0.90117779	0.84884745	0.9217094525
KEGG_TYROSINE_METABOLISM	0.98995511	0.94680135	0.92370993	0.82593888	0.9216013175
REACTOME_G1_PHASE	0.99090909	0.88303030	0.94381313	0.86858974	0.921585565
REACTOME_METABOLISM_OF_MRNA	0.99305275	0.93410774	0.92024045	0.83854983	0.9214876925
KEGG_RENAL_CELL_CARCINOMA	0.99216611	0.92865320	0.90289672	0.86213416	0.9214625475
PID_BETACATENIN_NUC_PATHWAY	0.99331089	0.93720539	0.91163080	0.84360917	0.9214390625
REACTOME_MEMBRANE_TRAFFICKING	0.99362514	0.92370370	0.91142718	0.85637788	0.921283475
PID_PDGFRBPATHWAY	0.99326599	0.91501684	0.91614221	0.85999093	0.9211039925
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.99167228	0.93723906	0.90621864	0.84856628	0.920924065
PID_ILK_PATHWAY	0.98949495	0.87063973	0.93529498	0.88795649	0.9208465375
PID_AVB3_INTEGRIN_PATHWAY	0.99306397	0.94831650	0.90758674	0.83341751	0.92059618
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.99409652	0.91558923	0.90738911	0.86519037	0.9205663075
PID_FAK_PATHWAY	0.99066218	0.94979798	0.89619016	0.84560347	0.9205634475
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.99223345	0.91134680	0.93317413	0.84504250	0.92044922
KEGG_LYSINE_DEGRADATION	0.99205387	0.89013468	0.92256624	0.87578348	0.9201345675
PID_P75NTRPATHWAY	0.99164983	0.91814815	0.92384351	0.84621212	0.9199634025
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.99281706	0.93804714	0.91172961	0.83715614	0.9199374875
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.99337823	0.90084175	0.92013138	0.86526159	0.9199032375
REACTOME_CELL_JUNCTION_ORGANIZATION	0.98928171	0.91855219	0.90851815	0.86284877	0.919800205
REACTOME_MEIOSIS	0.98918070	0.89592593	0.94309581	0.85078995	0.9197480975
REACTOME_TRANSCRIPTION	0.99371493	0.91892256	0.92799736	0.83793706	0.9196429775
BIOCARTA_CARM_ER_PATHWAY	0.99034792	0.90882155	0.91782682	0.86130536	0.9195754125
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.99225589	0.90821549	0.93006880	0.84725833	0.9194496275
PID_ERBB2ERBB3PATHWAY	0.99178451	0.92552189	0.90725370	0.85307563	0.9194089325
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.99452301	0.93794613	0.89960291	0.84542217	0.919373555
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.99454545	0.92983165	0.91474894	0.83816957	0.9193239025
PID_IL2_STAT5PATHWAY	0.99070707	0.88565657	0.94215708	0.85865708	0.91929445
REACTOME_INTERFERON_SIGNALING	0.99104377	0.89989899	0.93302774	0.85274540	0.919178975
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.99189675	0.94882155	0.90849253	0.82747816	0.9191722475
PID_RET_PATHWAY	0.99349046	0.95734007	0.88381277	0.84158897	0.9190580675
PID_ERBB4_PATHWAY	0.99349046	0.94461279	0.90196348	0.83598809	0.919013705
BIOCARTA_G1_PATHWAY	0.98531987	0.86848485	0.94195945	0.88006346	0.9189569075
PID_IL4_2PATHWAY	0.99379349	0.91216372	0.90723906	0.86247086	0.9189167825
REACTOME_MRNA_SPLICING	0.99236813	0.92114478	0.92854450	0.83357291	0.91890758
PID_KITPATHWAY	0.99191919	0.92602694	0.90176768	0.85530303	0.91875421
KEGG_ADHERENS_JUNCTION	0.99295174	0.95101010	0.88153821	0.84902227	0.91863058
PID_MTOR_4PATHWAY	0.99407407	0.92430976	0.91470868	0.84106449	0.91853925
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.99360269	0.87690236	0.92903125	0.87459855	0.9185337125
KEGG_LYSOSOME	0.99346801	0.93582492	0.91258418	0.83224553	0.91853066
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.99237935	0.92134680	0.90736898	0.85251878	0.9184034775
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.99409652	0.92734007	0.91371322	0.83829966	0.9183623675
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.98915825	0.95404040	0.90174938	0.82809505	0.91826077
PID_FRA_PATHWAY	0.98393939	0.91188552	0.92189650	0.85465082	0.9180930575
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.98151515	0.89383838	0.93767384	0.85925278	0.9180700375
PID_ATM_PATHWAY	0.98548822	0.89531987	0.93714134	0.85359363	0.917885765
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.99429854	0.90942761	0.92380575	0.84401062	0.91788563
PID_TRKRPATHWAY	0.99235690	0.91343434	0.92054787	0.84509607	0.917858795
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.99304153	0.91084175	0.91290441	0.85455840	0.9178365225
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.98956229	0.91057239	0.93153089	0.83965941	0.917831245
PID_CDC42_PATHWAY	0.99025814	0.89158249	0.92954545	0.85943408	0.91770504
PID_ENDOTHELINPATHWAY	0.99337823	0.91333333	0.91609408	0.84730640	0.91752801
PID_IL2_1PATHWAY	0.98989899	0.88218855	0.93239277	0.86441807	0.917224595
PID_REG_GR_PATHWAY	0.99384961	0.89734007	0.90846509	0.86882284	0.9171194025
REACTOME_SIGNALING_BY_NOTCH1	0.99223345	0.93659933	0.90448141	0.83429811	0.916903075
KEGG_HUNTINGTONS_DISEASE	0.99364759	0.93936027	0.91766363	0.81618752	0.9167147525
BIOCARTA_MAPK_PATHWAY	0.99367003	0.90222222	0.90569463	0.86516447	0.9166878375
REACTOME_TOLL_RECEPTOR_CASCADES	0.99472503	0.89592593	0.92160555	0.85382025	0.91651919
BIOCARTA_CELLCYCLE_PATHWAY	0.98558923	0.86646465	0.94271703	0.87093370	0.9164261525
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.99261504	0.88983165	0.91226211	0.87028620	0.91624875
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.99375982	0.91814815	0.90864625	0.84428434	0.91620964
PID_PTP1BPATHWAY	0.99306397	0.92097643	0.90489496	0.84581715	0.9161881275
PID_AURORA_B_PATHWAY	0.98653199	0.82555556	0.96090067	0.89125227	0.9160601225
REACTOME_BIOLOGICAL_OXIDATIONS	0.99472503	0.95107744	0.89188442	0.82603600	0.9159307225
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.98401796	0.86983165	0.93779278	0.87051282	0.9155388025
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.99369248	0.92441077	0.90500476	0.83827749	0.915346375
PID_CASPASE_PATHWAY	0.99261504	0.88222222	0.92890316	0.85737503	0.9152788625
PID_FOXOPATHWAY	0.99007856	0.87569024	0.94387535	0.85146335	0.915276875
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.98478114	0.86747169	0.94524594	0.86335794	0.9152141775
BIOCARTA_HIVNEF_PATHWAY	0.99295174	0.88905724	0.93189138	0.84589485	0.9149488025
PID_BARD1PATHWAY	0.98805836	0.88117845	0.93337542	0.85673930	0.9148378825
PID_ER_NONGENOMIC_PATHWAY	0.99371493	0.90690236	0.90955021	0.84804455	0.9145530125
KEGG_MTOR_SIGNALING_PATHWAY	0.98000000	0.92818182	0.89879044	0.85076405	0.9144340775
KEGG_BASAL_CELL_CARCINOMA	0.99248036	0.92286195	0.90018116	0.84175732	0.9143201975
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.97626263	0.89265993	0.93660701	0.85168350	0.9143032675
REACTOME_SPHINGOLIPID_METABOLISM	0.99241302	0.92114478	0.91019766	0.83338513	0.9142851475
BIOCARTA_IL2RB_PATHWAY	0.98468013	0.87225589	0.93229395	0.86767029	0.914225065
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.98936027	0.90959596	0.92654809	0.83095701	0.9141153325
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.99474747	0.88414141	0.92081404	0.85614478	0.913961925
KEGG_LONG_TERM_DEPRESSION	0.99257015	0.90895623	0.91693932	0.83727661	0.9139355775
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.99225589	0.91565657	0.90606061	0.84176732	0.9139350975
