Gene Set	Basal	Her2	LumA	LumB	Normal	Average AUC
REACTOME_DARPP_32_EVENTS	0.91740320	0.90494615	0.82000000	0.74289957	0.48092031	0.773233846
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.92296067	0.83560754	0.78566155	0.66915184	0.65039282	0.772754884
KEGG_TYPE_II_DIABETES_MELLITUS	0.92729377	0.78306456	0.81292408	0.68302068	0.65712682	0.772685982
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.91603535	0.77544450	0.80890385	0.71039155	0.65263749	0.772682548
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.93423822	0.72508713	0.79936492	0.73152156	0.67059484	0.772161334
PID_IL2_STAT5PATHWAY	0.92098064	0.79352000	0.80029181	0.71463067	0.63019080	0.771922784
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.92834596	0.72199579	0.80441973	0.72991823	0.67396184	0.77172831
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.88057660	0.65164314	0.77465769	0.70843354	0.84287318	0.77163683
KEGG_LEISHMANIA_INFECTION	0.92529461	0.78753421	0.80023739	0.71725188	0.62682379	0.771428376
PID_CASPASE_PATHWAY	0.92550505	0.78526001	0.79782267	0.69398409	0.65432099	0.771378562
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	0.90667088	0.64033119	0.72311896	0.66797282	0.91470258	0.770559286
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	0.89604377	0.79903322	0.80577696	0.67348084	0.67845118	0.770557194
PID_PRLSIGNALINGEVENTSPATHWAY	0.93108165	0.75147183	0.78754209	0.70306237	0.67957351	0.77054629
PID_MAPKTRKPATHWAY	0.90582912	0.79417961	0.79238649	0.72458431	0.63131313	0.769658532
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.93823653	0.75126509	0.80998197	0.70859388	0.63804714	0.769224922
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.92992424	0.77199874	0.80127674	0.70747154	0.63524130	0.769182512
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.91635101	0.72761730	0.81488896	0.72134039	0.66442200	0.768923932
KEGG_LYSINE_DEGRADATION	0.92845118	0.76036190	0.79423120	0.71845439	0.64309764	0.768919262
BIOCARTA_PGC1A_PATHWAY	0.89551768	0.79866895	0.80220998	0.68927369	0.65712682	0.768559424
REACTOME_PKB_MEDIATED_EVENTS	0.92840654	0.75239727	0.79975490	0.71885522	0.64253648	0.768390082
BIOCARTA_IL22BP_PATHWAY	0.91024832	0.79203339	0.77748597	0.73119118	0.63019080	0.768229932
PID_IL3_PATHWAY	0.92119108	0.76372891	0.79143784	0.71637005	0.64758698	0.768062972
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	0.94696970	0.72343316	0.82430976	0.70169954	0.64365881	0.768014194
REACTOME_BIOLOGICAL_OXIDATIONS	0.91666667	0.75421860	0.81146890	0.68422318	0.67340067	0.767995604
PID_S1P_S1P1_PATHWAY	0.89625421	0.78424597	0.77647655	0.69620528	0.68574635	0.767785672
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.92382155	0.71806762	0.80494258	0.72927690	0.66217733	0.767657196
REACTOME_INTERFERON_GAMMA_SIGNALING	0.93823653	0.72948786	0.79240962	0.72863556	0.64814815	0.767383544
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.91673575	0.76305944	0.78624018	0.69528620	0.67508418	0.76728115
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.94570707	0.73566070	0.78175084	0.70762459	0.66498316	0.767145272
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.93539562	0.68947762	0.79821923	0.73937062	0.67283951	0.76706052
REACTOME_SIGNALING_BY_SCF_KIT	0.94970539	0.92098372	0.83472503	0.75837743	0.36812570	0.766383454
BIOCARTA_DEATH_PATHWAY	0.89488636	0.82939532	0.79517396	0.68686869	0.62514029	0.766292924
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.88078704	0.77639947	0.77964085	0.74931858	0.64478114	0.766185416
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.90646044	0.75842243	0.79984287	0.70995671	0.65432099	0.765800688
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.87173822	0.77973694	0.77694725	0.74200397	0.65824916	0.765735108
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.93497475	0.72741056	0.77910213	0.71091871	0.67452301	0.765385832
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.89362374	0.77317030	0.78298722	0.71091871	0.66554433	0.76524886
BIOCARTA_BAD_PATHWAY	0.90751475	0.75667001	0.78837057	0.71655306	0.65432099	0.764685876
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.93045034	0.71656132	0.78555045	0.73551344	0.65432099	0.764479308
BIOCARTA_PITX2_PATHWAY	0.91045875	0.80000788	0.78990058	0.65536316	0.66610550	0.764367174
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.91319444	0.71735877	0.79108866	0.73130455	0.66835017	0.764259318
PID_TCRCALCIUMPATHWAY	0.91298401	0.77547404	0.78866442	0.69853011	0.64478114	0.764086744
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.94917929	0.92454762	0.84014851	0.75917909	0.34736251	0.764083404
BIOCARTA_CARM1_PATHWAY	0.88489057	0.74620474	0.76971171	0.71204105	0.70650954	0.763871522
BIOCARTA_MPR_PATHWAY	0.89846380	0.72904483	0.79280776	0.70955588	0.68855219	0.763684892
PID_WNT_SIGNALING_PATHWAY	0.89646465	0.82711127	0.78720879	0.73657207	0.57070707	0.76361277
BIOCARTA_NOS1_PATHWAY	0.91666667	0.72355130	0.80276094	0.71452621	0.65993266	0.763487556
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.89541246	0.75750684	0.79298824	0.70025653	0.66891134	0.763015082
KEGG_ENDOMETRIAL_CANCER	0.93686869	0.90800795	0.84024691	0.75188392	0.37710438	0.76282237
PID_ECADHERIN_STABILIZATION_PATHWAY	0.93507997	0.77598598	0.79768119	0.67756934	0.62738496	0.762740288
PID_EPHA_FWDPATHWAY	0.90340909	0.78171579	0.76617284	0.71308321	0.64814815	0.762505816
REACTOME_G_PROTEIN_ACTIVATION	0.90930135	0.73911631	0.79516625	0.70987654	0.65824916	0.762341922
REACTOME_SIGNALING_BY_PDGF	0.94696970	0.92805245	0.84280584	0.74835658	0.34455668	0.76214825
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	0.92531693	0.67914033	0.80473943	0.72405472	0.67508418	0.761667118
PID_FAK_PATHWAY	0.95359848	0.91409219	0.84152569	0.75741542	0.34118967	0.76156429
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.89109848	0.73314037	0.79170402	0.72959756	0.66049383	0.761206852
KEGG_BUTANOATE_METABOLISM	0.93992003	0.75248587	0.78758426	0.68751002	0.63748597	0.76099723
PID_NEPHRIN_NEPH1_PATHWAY	0.91866582	0.71730955	0.77777302	0.71540805	0.67508418	0.760848124
PID_INTEGRIN_A4B1_PATHWAY	0.92687290	0.70350680	0.80325341	0.72807439	0.64197531	0.760736562
PID_ARF6_PATHWAY	0.89909512	0.76601296	0.79584736	0.71781305	0.62401796	0.76055729
KEGG_PROSTATE_CANCER	0.95117845	0.93426467	0.83778458	0.74630869	0.33277217	0.760461712
KEGG_PATHWAYS_IN_CANCER	0.94981061	0.91957588	0.84523008	0.75036075	0.33445567	0.759886598
BIOCARTA_CHEMICAL_PATHWAY	0.86889731	0.71716187	0.80086068	0.75288965	0.65937149	0.7598362
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.90488215	0.74802607	0.79873822	0.70815984	0.63860831	0.759682918
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.92255892	0.68209384	0.80285073	0.71669072	0.67340067	0.759518976
BIOCARTA_INFLAM_PATHWAY	0.90677609	0.79825546	0.78390633	0.69031586	0.61784512	0.759419772
BIOCARTA_IL17_PATHWAY	0.88015572	0.76472326	0.78541441	0.68326118	0.68350168	0.75941125
KEGG_CALCIUM_SIGNALING_PATHWAY	0.94728535	0.91666174	0.83776009	0.73870499	0.35634119	0.759350672
REACTOME_DEVELOPMENTAL_BIOLOGY	0.95454545	0.91723276	0.84307520	0.73947184	0.34231201	0.759327452
REACTOME_AXON_GUIDANCE	0.95265152	0.91076457	0.84483284	0.74025974	0.34511785	0.758725304
ST_GA12_PATHWAY	0.91456229	0.74842972	0.79571268	0.70514671	0.62626263	0.758022806
KEGG_VIRAL_MYOCARDITIS	0.91782407	0.80433969	0.80976204	0.76687510	0.48821549	0.757403278
PID_EPHA2_FWDPATHWAY	0.91456229	0.71745722	0.78128468	0.69861028	0.67452301	0.757287496
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.92645202	0.85353535	0.81155256	0.68839186	0.50561167	0.757108692
BIOCARTA_SPPA_PATHWAY	0.88604798	0.72380727	0.78336700	0.73139565	0.66049383	0.757022346
REACTOME_METABOLISM_OF_MRNA	0.94854798	0.90248489	0.83487739	0.73408690	0.36083053	0.756165538
KEGG_FOCAL_ADHESION	0.94844276	0.90929765	0.84033670	0.74298541	0.33333333	0.75487917
PID_SHP2_PATHWAY	0.92255892	0.72026306	0.78985206	0.72751323	0.61391695	0.754820844
REACTOME_REGULATORY_RNA_PATHWAYS	0.92729377	0.72997027	0.80718362	0.72959756	0.57687991	0.754185026
KEGG_BLADDER_CANCER	0.95012626	0.91273357	0.80312009	0.74506246	0.35914703	0.754037882
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.94937698	0.91451553	0.83638699	0.71603481	0.35353535	0.753969932
PID_ERBB_NETWORK_PATHWAY	0.89393939	0.91671097	0.81200898	0.67857831	0.46857464	0.753962458
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.87763047	0.71087089	0.76152297	0.73801912	0.68069585	0.75374786
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.91445707	0.72048950	0.79470190	0.69296136	0.64534231	0.753590428
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.85237795	0.60295942	0.74629097	0.64806798	0.91806958	0.75355318
BIOCARTA_CLASSIC_PATHWAY	0.84101431	0.66277788	0.73285969	0.65159532	0.87934905	0.75351925
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.90824916	0.71924902	0.79405163	0.71236171	0.63355780	0.753493864
REACTOME_METABOLISM_OF_RNA	0.94823232	0.90065371	0.83777868	0.73104056	0.34848485	0.753238024
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.94770623	0.90853959	0.83589226	0.71340388	0.35914703	0.752937798
PID_MYC_REPRESSPATHWAY	0.95370370	0.94503515	0.83026743	0.73480840	0.30078563	0.752920062
REACTOME_PHASE_II_CONJUGATION	0.89067761	0.72439798	0.78992144	0.66337983	0.69079686	0.751834744
REACTOME_MUSCLE_CONTRACTION	0.94570707	0.90050604	0.82830527	0.72334456	0.36083053	0.751738694
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.89867424	0.72810956	0.78278339	0.70210037	0.64590348	0.751514208
PID_RET_PATHWAY	0.94418937	0.91029200	0.82378692	0.72007149	0.35858586	0.751385128
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.92666246	0.64397385	0.80020202	0.72558923	0.65993266	0.751272044
KEGG_PANCREATIC_CANCER	0.92739899	0.92566011	0.81753207	0.74003625	0.34343434	0.750812352
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.94949495	0.93492429	0.84298541	0.72638361	0.30022447	0.750802546
BIOCARTA_P27_PATHWAY	0.93139731	0.73212633	0.78044757	0.70522687	0.60325477	0.75049057
REACTOME_ZINC_TRANSPORTERS	0.92845118	0.70611574	0.78422293	0.71677088	0.61616162	0.75034447
BIOCARTA_ATM_PATHWAY	0.91529882	0.81556304	0.80086000	0.74510699	0.47474747	0.750315264
REACTOME_IMMUNE_SYSTEM	0.95002104	0.88394022	0.84124817	0.74370691	0.33164983	0.750113234
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.95296717	0.88162325	0.84285390	0.73825557	0.33333333	0.749806644
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.94891731	0.88441924	0.81546577	0.72871573	0.37149270	0.74980215
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.94002525	0.89075945	0.81726150	0.74675325	0.35185185	0.74933026
REACTOME_GLYCOLYSIS	0.90025253	0.69704846	0.78476550	0.70865785	0.65544332	0.749233532
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.95128367	0.89492390	0.84436758	0.74236472	0.31257015	0.749102004
KEGG_PRION_DISEASES	0.88226010	0.74691358	0.78742328	0.71231556	0.61560045	0.748902594
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.94320095	0.84112076	0.84156469	0.77048260	0.34736251	0.748746302
REACTOME_INFLUENZA_LIFE_CYCLE	0.95023148	0.87998897	0.83494383	0.73160173	0.34680135	0.748713472
KEGG_ETHER_LIPID_METABOLISM	0.90625000	0.74213874	0.79041526	0.69075232	0.61391695	0.748694654
ST_INTEGRIN_SIGNALING_PATHWAY	0.95202020	0.91695710	0.82579125	0.70602125	0.34231201	0.748620362
